person_id,assessment_context,occasion,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_neuroticism,situation_valence,situation_sociality,situation_demand,situation_evaluation,positive_affect,negative_affect,goal_pressure,autonomy_support,state_inertia_marker,dynamic_signature_score
PDY00115,developmental_transition_context,13,3.847,4.468,4.360,3.292,5.330,4.303,4.057,2.280,4.022,2.466,2.699,2.624,3.633,4.698,0.462,1.577
PDY00115,developmental_transition_context,14,3.847,4.468,4.360,4.474,6.284,3.166,4.854,3.525,5.289,3.842,3.681,2.906,3.626,5.080,1.091,2.178
PDY00115,developmental_transition_context,15,3.847,4.468,4.360,3.512,6.088,3.687,5.617,4.287,3.919,2.762,2.279,2.527,3.086,2.908,0.560,1.994
PDY00115,developmental_transition_context,16,3.847,4.468,4.360,4.078,4.296,2.503,5.121,1.926,3.204,1.770,3.122,1.234,2.310,2.931,1.181,2.202
PDY00116,developmental_transition_context,1,4.043,4.238,4.385,2.929,6.153,3.654,2.781,2.946,4.552,4.770,2.787,2.759,4.268,4.326,1.777,2.227
PDY00116,developmental_transition_context,2,4.043,4.238,4.385,4.779,5.739,2.967,4.241,2.844,3.752,2.230,2.663,1.671,2.861,4.857,0.984,2.239
PDY00116,developmental_transition_context,3,4.043,4.238,4.385,4.177,5.162,3.539,2.390,3.839,4.252,3.531,2.727,2.441,3.181,4.378,0.583,1.240
PDY00116,developmental_transition_context,4,4.043,4.238,4.385,4.286,5.104,3.913,2.428,3.466,4.068,3.142,2.601,2.517,4.483,3.270,0.180,1.804
PDY00116,developmental_transition_context,5,4.043,4.238,4.385,4.665,5.251,3.856,3.389,3.882,4.696,2.044,2.944,2.943,5.120,1.894,0.194,1.910
PDY00116,developmental_transition_context,6,4.043,4.238,4.385,5.037,4.952,4.630,3.115,4.450,4.024,4.219,2.887,3.845,4.350,2.595,0.482,1.573
PDY00116,developmental_transition_context,7,4.043,4.238,4.385,4.079,5.198,3.543,5.108,4.846,3.839,3.443,3.160,2.067,4.031,4.058,0.764,1.569
PDY00116,developmental_transition_context,8,4.043,4.238,4.385,4.196,4.843,3.114,4.513,1.886,5.013,2.944,3.244,3.141,4.012,3.401,0.301,1.981
PDY00116,developmental_transition_context,9,4.043,4.238,4.385,4.550,3.891,3.280,6.395,2.917,2.869,2.347,4.356,1.150,2.469,3.909,0.491,1.967
PDY00116,developmental_transition_context,10,4.043,4.238,4.385,3.612,5.176,2.049,5.115,4.111,4.277,2.788,3.525,2.406,3.143,3.791,1.151,2.336
PDY00116,developmental_transition_context,11,4.043,4.238,4.385,3.840,5.869,1.882,6.307,2.293,3.428,2.275,3.713,1.588,2.896,4.151,0.363,2.123
PDY00116,developmental_transition_context,12,4.043,4.238,4.385,4.001,5.477,3.144,4.442,2.567,3.592,3.290,3.281,1.940,2.704,3.584,0.605,1.778
PDY00116,developmental_transition_context,13,4.043,4.238,4.385,3.797,5.459,3.297,3.558,3.963,2.952,1.722,2.864,2.007,2.038,4.414,0.125,2.024
PDY00116,developmental_transition_context,14,4.043,4.238,4.385,2.775,4.585,3.501,5.436,2.378,4.027,2.249,2.417,1.960,3.092,4.331,0.700,1.818
PDY00116,developmental_transition_context,15,4.043,4.238,4.385,3.684,4.471,4.109,2.801,1.177,3.310,3.715,2.757,3.085,3.928,4.356,0.544,1.449
PDY00116,developmental_transition_context,16,4.043,4.238,4.385,4.078,4.787,3.326,4.000,3.343,5.784,2.950,2.469,1.996,4.149,3.354,0.498,1.571
PDY00117,developmental_transition_context,1,4.965,3.911,4.551,5.061,5.074,4.308,4.168,3.083,2.104,2.944,3.984,1.425,2.005,4.783,0.493,1.507
PDY00117,developmental_transition_context,2,4.965,3.911,4.551,4.872,5.021,3.120,3.191,2.518,2.906,3.880,3.229,2.039,2.703,5.106,0.477,2.105
PDY00117,developmental_transition_context,3,4.965,3.911,4.551,4.387,4.072,4.365,4.845,2.370,3.498,4.034,3.101,2.877,3.856,3.847,0.893,1.551
PDY00117,developmental_transition_context,4,4.965,3.911,4.551,3.334,4.266,4.881,3.909,2.363,1.153,3.741,3.263,2.678,2.744,3.697,0.587,2.091
PDY00117,developmental_transition_context,5,4.965,3.911,4.551,4.403,4.837,3.670,4.468,4.321,6.373,2.493,3.939,2.663,4.123,4.660,0.951,1.921
PDY00117,developmental_transition_context,6,4.965,3.911,4.551,4.938,4.186,3.654,4.122,3.650,3.244,2.378,3.604,1.944,2.024,3.174,0.400,1.551
PDY00117,developmental_transition_context,7,4.965,3.911,4.551,4.556,4.480,3.244,4.249,4.991,5.601,3.311,3.218,2.273,3.341,5.077,0.362,2.249
PDY00117,developmental_transition_context,8,4.965,3.911,4.551,4.282,4.406,4.661,4.202,3.590,3.602,4.873,3.174,4.436,4.200,5.336,0.588,1.442
PDY00117,developmental_transition_context,9,4.965,3.911,4.551,4.199,4.479,5.488,3.817,2.273,3.525,4.622,2.431,3.552,4.810,3.631,0.328,2.285
PDY00117,developmental_transition_context,10,4.965,3.911,4.551,3.748,4.429,4.519,4.570,1.381,3.655,3.642,3.205,3.345,3.230,4.579,0.490,1.762
PDY00117,developmental_transition_context,11,4.965,3.911,4.551,4.004,3.677,3.103,4.103,3.915,1.000,1.011,2.528,1.000,1.000,4.802,0.808,2.344
PDY00117,developmental_transition_context,12,4.965,3.911,4.551,4.291,4.800,3.824,3.265,2.931,4.993,3.455,2.912,2.492,4.099,3.642,0.710,1.903
PDY00117,developmental_transition_context,13,4.965,3.911,4.551,4.447,4.794,3.632,5.642,1.589,2.680,2.879,3.230,1.742,1.873,5.273,0.118,2.045
PDY00117,developmental_transition_context,14,4.965,3.911,4.551,4.476,5.369,4.993,3.765,3.894,3.891,3.307,3.431,3.604,3.892,4.431,0.655,1.742
PDY00117,developmental_transition_context,15,4.965,3.911,4.551,3.982,4.644,3.457,2.965,1.953,2.629,2.760,1.520,2.129,1.623,2.944,0.919,2.121
PDY00117,developmental_transition_context,16,4.965,3.911,4.551,3.918,5.020,3.870,3.751,2.585,4.309,2.293,3.405,2.480,3.918,4.258,0.284,2.157
PDY00118,developmental_transition_context,1,4.231,3.923,4.677,4.294,4.590,4.282,5.403,4.032,3.986,2.587,3.929,1.766,2.041,6.479,0.731,1.473
PDY00118,developmental_transition_context,2,4.231,3.923,4.677,4.168,4.414,4.426,3.174,2.487,3.640,2.710,3.160,2.578,4.334,3.781,0.148,2.050
PDY00118,developmental_transition_context,3,4.231,3.923,4.677,3.957,3.518,4.539,4.035,2.568,2.741,4.057,3.104,2.357,2.343,3.819,0.407,1.335
PDY00118,developmental_transition_context,4,4.231,3.923,4.677,4.825,4.480,3.768,4.047,3.270,2.683,2.450,3.374,2.044,3.357,4.549,0.867,2.103
PDY00118,developmental_transition_context,5,4.231,3.923,4.677,4.033,4.229,3.166,4.272,3.571,4.733,3.163,4.069,2.068,3.475,4.323,0.548,1.874
PDY00118,developmental_transition_context,6,4.231,3.923,4.677,3.630,3.859,4.204,3.644,4.339,3.777,3.778,2.519,2.925,4.586,1.762,0.604,1.312
PDY00118,developmental_transition_context,7,4.231,3.923,4.677,4.109,4.775,3.966,4.929,5.207,5.147,4.085,3.845,3.091,4.939,3.935,0.544,1.914
PDY00118,developmental_transition_context,8,4.231,3.923,4.677,4.594,4.548,3.753,5.463,5.824,3.388,2.516,4.440,1.862,3.575,4.905,0.308,1.838
PDY00118,developmental_transition_context,9,4.231,3.923,4.677,3.835,4.947,4.642,5.299,3.579,4.415,3.961,3.785,2.866,4.327,4.510,0.682,1.789
PDY00118,developmental_transition_context,10,4.231,3.923,4.677,4.266,5.269,3.678,4.483,2.053,2.861,2.973,2.938,1.893,3.036,3.234,0.573,2.162
PDY00118,developmental_transition_context,11,4.231,3.923,4.677,3.218,4.368,3.699,2.722,1.695,5.413,3.200,1.986,2.654,2.866,3.665,0.657,2.285
PDY00118,developmental_transition_context,12,4.231,3.923,4.677,3.272,4.946,4.060,4.213,3.848,3.298,3.245,3.023,2.525,3.172,3.116,0.331,1.815
PDY00118,developmental_transition_context,13,4.231,3.923,4.677,3.879,4.575,4.717,7.000,3.749,1.860,5.595,4.268,2.949,3.934,2.962,0.545,1.466
PDY00118,developmental_transition_context,14,4.231,3.923,4.677,4.179,4.470,4.077,4.172,3.747,2.648,1.730,4.037,1.283,1.174,4.516,0.348,1.636
PDY00118,developmental_transition_context,15,4.231,3.923,4.677,4.157,4.326,3.442,5.212,4.293,2.820,3.483,4.070,2.738,2.490,4.661,0.267,1.990
PDY00118,developmental_transition_context,16,4.231,3.923,4.677,3.235,4.410,3.624,3.304,2.337,2.638,3.497,1.583,2.400,4.657,3.635,0.396,1.858
PDY00119,developmental_transition_context,1,4.547,3.883,4.945,4.745,4.817,4.771,3.175,5.000,5.295,3.843,2.657,4.273,4.094,4.690,0.780,1.717
PDY00119,developmental_transition_context,2,4.547,3.883,4.945,3.663,4.886,3.745,6.044,1.980,3.621,3.639,3.688,3.154,3.056,4.994,0.726,1.718
PDY00119,developmental_transition_context,3,4.547,3.883,4.945,3.480,3.335,4.643,4.038,3.442,3.840,2.686,2.386,2.733,1.462,5.092,0.877,1.667
PDY00119,developmental_transition_context,4,4.547,3.883,4.945,3.804,4.574,4.018,4.754,3.456,5.807,2.560,2.515,2.702,3.677,3.904,0.729,1.982
PDY00119,developmental_transition_context,5,4.547,3.883,4.945,4.831,4.832,3.839,3.910,3.346,4.665,3.308,2.921,2.547,2.862,5.946,0.488,1.612
PDY00119,developmental_transition_context,6,4.547,3.883,4.945,4.988,4.735,3.679,6.032,4.580,3.371,3.010,3.407,1.402,2.023,3.575,0.138,1.607
PDY00119,developmental_transition_context,7,4.547,3.883,4.945,5.004,4.050,5.237,5.669,4.056,3.892,4.674,3.424,3.452,3.429,2.169,0.753,0.920
PDY00119,developmental_transition_context,8,4.547,3.883,4.945,4.797,3.500,3.877,5.767,2.301,1.453,3.139,3.568,2.619,2.953,4.106,0.705,1.630
PDY00119,developmental_transition_context,9,4.547,3.883,4.945,4.594,3.725,4.810,4.754,4.977,4.375,3.395,4.093,4.120,5.189,3.385,0.453,1.447
PDY00119,developmental_transition_context,10,4.547,3.883,4.945,3.712,5.094,4.821,4.474,3.096,3.640,3.298,1.924,3.019,4.234,4.207,0.754,1.834
PDY00119,developmental_transition_context,11,4.547,3.883,4.945,4.453,5.158,3.997,5.282,2.979,3.154,2.003,2.837,2.089,3.929,3.830,0.543,2.225
PDY00119,developmental_transition_context,12,4.547,3.883,4.945,3.670,5.166,3.997,2.670,1.297,4.626,3.215,1.805,3.636,3.397,3.695,0.264,2.362
PDY00119,developmental_transition_context,13,4.547,3.883,4.945,4.835,4.760,4.487,3.559,3.568,3.541,3.793,3.186,2.857,3.049,4.628,0.687,1.413
PDY00119,developmental_transition_context,14,4.547,3.883,4.945,3.762,4.510,4.630,3.406,1.937,3.489,3.369,2.762,3.375,3.866,2.669,0.489,1.779
PDY00119,developmental_transition_context,15,4.547,3.883,4.945,3.595,4.189,3.767,4.585,3.691,3.699,3.133,2.889,1.071,3.752,3.801,0.450,2.025
PDY00119,developmental_transition_context,16,4.547,3.883,4.945,3.776,4.032,3.706,3.253,2.457,5.584,3.300,3.028,3.209,4.408,4.318,0.133,2.259
PDY00120,developmental_transition_context,1,4.731,3.685,4.058,5.024,4.494,3.500,3.979,3.933,3.902,3.675,2.767,1.904,2.780,4.326,0.843,1.649
PDY00120,developmental_transition_context,2,4.731,3.685,4.058,4.615,4.561,3.412,3.934,4.120,2.814,2.944,3.304,2.236,3.500,5.623,0.188,1.408
PDY00120,developmental_transition_context,3,4.731,3.685,4.058,3.975,3.751,2.379,4.448,1.937,2.859,1.586,1.954,1.999,2.715,2.859,0.828,2.436
PDY00120,developmental_transition_context,4,4.731,3.685,4.058,5.230,3.947,3.310,5.640,4.315,3.289,3.548,4.349,1.482,2.611,4.309,0.794,1.599
PDY00120,developmental_transition_context,5,4.731,3.685,4.058,5.038,4.155,3.775,5.263,4.395,3.233,3.760,4.306,3.162,2.844,5.300,0.288,1.512
PDY00120,developmental_transition_context,6,4.731,3.685,4.058,4.354,3.982,3.423,4.695,2.796,3.492,1.948,4.087,2.575,2.458,3.123,0.403,1.652
PDY00120,developmental_transition_context,7,4.731,3.685,4.058,4.535,4.431,3.046,4.033,3.869,4.468,1.535,3.135,2.573,3.616,2.819,0.335,2.050
PDY00120,developmental_transition_context,8,4.731,3.685,4.058,4.937,4.460,4.213,4.039,3.319,4.784,4.334,3.131,2.134,3.020,5.109,0.533,1.262
PDY00120,developmental_transition_context,9,4.731,3.685,4.058,5.457,3.874,3.498,5.124,3.283,2.337,2.585,4.045,2.960,2.538,3.926,0.607,1.793
PDY00120,developmental_transition_context,10,4.731,3.685,4.058,5.091,4.559,3.819,3.652,4.086,5.030,3.594,3.669,3.831,4.298,5.641,0.457,1.963
PDY00120,developmental_transition_context,11,4.731,3.685,4.058,4.058,4.888,4.712,3.732,1.704,2.636,5.158,2.172,3.864,4.197,2.764,0.752,2.178
PDY00120,developmental_transition_context,12,4.731,3.685,4.058,4.222,5.322,4.211,5.590,3.976,5.145,3.565,3.373,2.805,5.169,3.243,0.366,2.017
PDY00120,developmental_transition_context,13,4.731,3.685,4.058,4.316,4.929,3.045,4.940,3.469,4.744,3.164,3.784,2.203,4.282,3.882,0.551,2.132
PDY00120,developmental_transition_context,14,4.731,3.685,4.058,3.854,4.112,4.113,4.652,2.258,1.499,2.779,3.568,2.484,3.170,3.211,0.782,2.018
PDY00120,developmental_transition_context,15,4.731,3.685,4.058,3.504,4.482,3.559,5.450,1.513,4.510,1.838,3.043,2.729,3.102,3.185,0.425,2.213
PDY00120,developmental_transition_context,16,4.731,3.685,4.058,3.739,4.625,4.291,2.951,1.942,4.117,4.205,3.461,3.722,3.772,4.277,0.370,1.852
PDY00121,institutional_pressure_context,1,6.014,4.290,2.311,3.865,3.732,2.522,3.794,1.000,4.998,4.272,1.955,2.982,3.825,2.451,0.873,2.119
PDY00121,institutional_pressure_context,2,6.014,4.290,2.311,4.220,4.279,1.931,4.375,1.000,4.631,4.655,3.421,2.929,3.595,4.858,0.498,1.881
PDY00121,institutional_pressure_context,3,6.014,4.290,2.311,4.443,4.295,2.102,3.272,1.970,4.393,4.176,1.734,3.097,3.422,3.795,0.137,1.978
PDY00121,institutional_pressure_context,4,6.014,4.290,2.311,4.412,4.368,1.362,6.795,2.246,5.490,3.538,3.496,2.173,5.046,2.221,0.281,1.816
PDY00121,institutional_pressure_context,5,6.014,4.290,2.311,4.412,4.680,1.794,4.240,1.460,3.981,5.078,3.667,3.711,4.105,5.420,0.248,2.025
PDY00121,institutional_pressure_context,6,6.014,4.290,2.311,5.777,4.926,2.134,4.567,3.438,3.620,3.123,3.244,1.442,3.193,1.827,0.650,1.171
PDY00121,institutional_pressure_context,7,6.014,4.290,2.311,5.408,4.271,2.541,2.758,2.208,4.408,4.556,1.439,3.125,5.444,1.210,0.477,1.863
PDY00121,institutional_pressure_context,8,6.014,4.290,2.311,5.772,3.872,2.067,3.990,3.404,6.285,4.489,3.433,2.468,5.142,2.895,0.413,1.516
PDY00121,institutional_pressure_context,9,6.014,4.290,2.311,5.109,4.120,1.487,2.510,1.931,3.952,4.531,2.447,3.439,3.959,4.183,0.497,2.345
PDY00121,institutional_pressure_context,10,6.014,4.290,2.311,5.212,4.608,1.555,4.998,1.000,5.057,3.833,3.497,2.360,5.747,1.847,0.220,1.823
PDY00121,institutional_pressure_context,11,6.014,4.290,2.311,4.880,4.603,1.000,4.111,3.066,4.310,2.726,3.136,3.183,4.301,4.750,0.298,1.836
PDY00121,institutional_pressure_context,12,6.014,4.290,2.311,5.347,5.545,1.000,2.119,1.541,5.018,4.428,1.878,2.474,3.993,4.230,0.470,2.291
PDY00121,institutional_pressure_context,13,6.014,4.290,2.311,5.375,4.085,1.505,3.365,2.768,4.025,3.238,2.204,2.641,4.372,1.497,0.664,1.947
PDY00121,institutional_pressure_context,14,6.014,4.290,2.311,5.596,3.884,1.000,3.285,3.334,3.054,3.447,3.560,1.693,2.377,3.762,0.309,1.747
PDY00121,institutional_pressure_context,15,6.014,4.290,2.311,5.115,4.243,3.150,3.663,3.013,5.253,4.887,3.625,3.859,4.657,2.542,0.996,1.512
PDY00121,institutional_pressure_context,16,6.014,4.290,2.311,4.743,4.836,2.600,2.114,2.846,3.606,4.765,2.471,3.335,4.604,1.890,0.505,1.953
PDY00122,institutional_pressure_context,1,5.859,4.569,2.927,4.545,4.406,2.905,1.000,1.356,3.241,5.000,2.806,3.791,3.926,4.006,0.648,2.022
PDY00122,institutional_pressure_context,2,5.859,4.569,2.927,5.598,4.719,2.354,4.258,3.072,4.557,3.972,3.812,2.256,4.215,2.632,0.639,1.681
PDY00122,institutional_pressure_context,3,5.859,4.569,2.927,4.460,4.901,3.601,2.299,2.191,4.025,4.825,3.030,4.796,4.564,1.402,0.855,1.960
PDY00122,institutional_pressure_context,4,5.859,4.569,2.927,4.377,5.133,2.409,2.291,3.035,5.066,5.107,2.010,3.185,4.751,4.443,0.503,1.755
PDY00122,institutional_pressure_context,5,5.859,4.569,2.927,4.295,3.918,2.351,2.035,1.739,2.219,4.630,2.712,1.669,3.705,2.964,0.451,2.145
PDY00122,institutional_pressure_context,6,5.859,4.569,2.927,5.411,4.835,2.425,2.987,3.507,5.080,4.688,3.744,2.961,5.404,2.674,0.703,1.545
PDY00122,institutional_pressure_context,7,5.859,4.569,2.927,5.458,4.247,2.386,4.483,2.549,4.697,4.893,2.197,3.518,4.383,2.213,0.225,1.838
PDY00122,institutional_pressure_context,8,5.859,4.569,2.927,5.670,5.250,2.483,5.734,3.307,5.254,5.181,4.452,3.441,5.509,3.880,0.437,1.434
PDY00122,institutional_pressure_context,9,5.859,4.569,2.927,5.751,4.064,2.580,3.887,2.158,4.296,4.265,2.319,2.067,3.923,2.597,0.455,1.944
PDY00122,institutional_pressure_context,10,5.859,4.569,2.927,5.495,5.052,1.998,3.203,1.583,4.072,4.836,2.062,3.327,5.196,2.449,0.609,1.699
PDY00122,institutional_pressure_context,11,5.859,4.569,2.927,4.887,3.010,3.045,2.147,2.591,3.793,4.011,2.502,3.024,3.596,2.130,1.232,2.074
PDY00122,institutional_pressure_context,12,5.859,4.569,2.927,6.348,4.666,2.271,4.620,4.468,6.179,4.644,4.100,2.762,5.587,3.354,1.297,1.314
PDY00122,institutional_pressure_context,13,5.859,4.569,2.927,4.667,4.409,2.433,3.391,1.015,5.090,4.339,2.813,3.153,4.717,2.938,0.700,1.873
PDY00122,institutional_pressure_context,14,5.859,4.569,2.927,5.060,5.073,1.872,5.863,2.069,5.466,3.620,3.332,1.813,4.108,3.850,0.539,2.233
PDY00122,institutional_pressure_context,15,5.859,4.569,2.927,5.519,3.949,2.399,1.835,4.081,2.778,4.813,2.008,4.263,3.969,2.523,0.704,1.355
PDY00122,institutional_pressure_context,16,5.859,4.569,2.927,5.006,4.472,2.546,2.577,3.592,5.540,4.421,3.000,3.148,5.584,3.688,0.395,1.915
PDY00123,institutional_pressure_context,1,5.902,4.435,2.911,4.576,4.550,2.470,2.663,2.371,5.305,4.278,2.355,3.174,5.505,1.032,0.645,1.809
PDY00123,institutional_pressure_context,2,5.902,4.435,2.911,4.496,4.195,2.968,2.988,2.279,3.081,4.807,2.714,3.827,4.267,3.431,0.311,1.641
PDY00123,institutional_pressure_context,3,5.902,4.435,2.911,5.548,4.512,2.220,3.366,2.718,4.693,4.203,2.291,1.576,4.159,4.518,0.705,2.053
PDY00123,institutional_pressure_context,4,5.902,4.435,2.911,4.421,4.243,3.138,2.102,1.000,3.075,3.849,1.735,1.799,2.651,3.086,0.771,2.262
PDY00123,institutional_pressure_context,5,5.902,4.435,2.911,5.586,3.955,3.157,2.465,2.995,5.232,4.707,2.038,3.906,4.086,2.744,0.491,0.946
PDY00123,institutional_pressure_context,6,5.902,4.435,2.911,5.840,4.897,2.733,2.858,4.431,6.152,4.582,2.176,2.992,5.780,2.571,0.540,0.904
PDY00123,institutional_pressure_context,7,5.902,4.435,2.911,4.642,4.896,3.182,3.371,2.238,3.551,4.555,1.930,2.807,5.421,2.484,0.549,1.988
PDY00123,institutional_pressure_context,8,5.902,4.435,2.911,5.190,4.681,2.419,2.484,2.434,5.155,4.515,3.257,2.840,5.262,2.693,0.509,1.326
PDY00123,institutional_pressure_context,9,5.902,4.435,2.911,4.747,5.469,1.799,3.929,2.714,5.043,3.799,2.646,2.340,3.989,3.924,0.617,2.163
PDY00123,institutional_pressure_context,10,5.902,4.435,2.911,5.286,4.311,2.383,2.942,1.389,3.751,3.387,1.695,2.527,3.443,4.467,0.760,2.013
PDY00123,institutional_pressure_context,11,5.902,4.435,2.911,4.756,5.245,1.962,3.596,1.376,3.709,5.230,2.084,2.482,4.543,3.459,0.628,2.117
PDY00123,institutional_pressure_context,12,5.902,4.435,2.911,4.164,4.696,1.582,4.136,2.341,5.343,3.451,2.055,2.940,3.697,3.789,0.507,2.335
PDY00123,institutional_pressure_context,13,5.902,4.435,2.911,5.636,4.989,2.273,3.497,3.688,4.613,3.986,4.305,3.028,5.506,4.822,0.819,1.610
PDY00123,institutional_pressure_context,14,5.902,4.435,2.911,5.015,4.879,2.966,2.507,2.879,5.796,4.341,3.309,3.208,5.002,2.234,0.475,1.790
PDY00123,institutional_pressure_context,15,5.902,4.435,2.911,4.723,3.870,3.171,3.337,2.951,5.061,3.638,2.031,3.128,4.235,1.313,0.502,1.536
PDY00123,institutional_pressure_context,16,5.902,4.435,2.911,5.858,4.879,2.195,1.832,3.326,3.666,7.000,2.482,4.015,4.622,3.629,1.040,1.107
PDY00124,institutional_pressure_context,1,5.694,4.027,3.056,4.208,4.522,3.483,2.102,2.912,4.228,5.442,1.324,3.618,4.431,1.940,0.905,1.833
PDY00124,institutional_pressure_context,2,5.694,4.027,3.056,4.846,4.004,2.780,3.202,2.891,4.951,6.353,1.750,3.112,4.311,2.500,0.619,1.589
PDY00124,institutional_pressure_context,3,5.694,4.027,3.056,4.648,4.328,3.123,3.024,2.207,4.166,3.720,2.680,2.917,4.393,3.287,0.288,1.569
PDY00124,institutional_pressure_context,4,5.694,4.027,3.056,5.069,3.974,3.357,4.763,2.935,3.534,5.348,3.002,2.954,4.173,2.863,0.336,1.679
PDY00124,institutional_pressure_context,5,5.694,4.027,3.056,4.366,4.304,1.803,4.149,1.613,3.274,2.925,2.853,1.000,2.544,4.999,0.862,2.155
PDY00124,institutional_pressure_context,6,5.694,4.027,3.056,5.440,4.635,2.629,4.106,3.008,3.439,4.436,2.708,2.870,4.405,1.569,0.744,1.430
PDY00124,institutional_pressure_context,7,5.694,4.027,3.056,4.927,4.201,3.220,1.055,3.233,3.834,3.543,2.365,3.634,3.366,3.337,0.513,1.220
PDY00124,institutional_pressure_context,8,5.694,4.027,3.056,3.750,3.591,3.318,1.736,2.513,4.676,5.678,1.457,4.771,4.966,1.983,0.628,2.292
PDY00124,institutional_pressure_context,9,5.694,4.027,3.056,5.147,4.787,2.772,3.317,1.923,5.259,4.064,3.265,2.403,2.500,3.858,1.046,2.067
PDY00124,institutional_pressure_context,10,5.694,4.027,3.056,4.580,5.008,3.229,2.295,3.280,3.959,6.089,3.272,3.952,6.407,3.311,0.415,1.814
PDY00124,institutional_pressure_context,11,5.694,4.027,3.056,4.566,4.850,2.737,2.912,2.171,4.033,3.583,3.699,2.585,4.471,3.805,0.221,2.073
PDY00124,institutional_pressure_context,12,5.694,4.027,3.056,5.833,4.915,1.665,4.190,4.521,4.486,3.808,3.486,1.965,3.860,4.012,0.801,1.703
PDY00124,institutional_pressure_context,13,5.694,4.027,3.056,4.632,4.492,2.317,2.836,2.416,3.154,6.027,2.132,3.082,3.536,3.040,0.759,1.430
PDY00124,institutional_pressure_context,14,5.694,4.027,3.056,4.927,3.730,2.791,2.904,3.048,4.574,5.240,2.349,3.430,4.526,3.881,0.510,1.754
PDY00124,institutional_pressure_context,15,5.694,4.027,3.056,5.493,4.564,2.807,3.560,2.492,4.795,3.768,2.522,3.159,5.322,2.310,0.472,1.537
PDY00124,institutional_pressure_context,16,5.694,4.027,3.056,4.996,4.320,2.952,1.289,1.000,3.243,4.965,1.738,3.842,3.671,2.918,0.295,1.667
PDY00125,institutional_pressure_context,1,2.849,5.390,2.675,2.070,6.670,2.135,3.515,1.938,5.695,4.445,3.520,2.731,4.129,3.219,0.612,1.761
PDY00125,institutional_pressure_context,2,2.849,5.390,2.675,2.531,6.157,2.716,3.150,3.445,4.811,4.679,2.920,3.389,5.715,2.621,0.519,1.111
PDY00125,institutional_pressure_context,3,2.849,5.390,2.675,2.859,4.819,2.358,3.498,3.358,3.135,3.401,3.743,2.358,3.378,3.403,0.675,1.501
PDY00125,institutional_pressure_context,4,2.849,5.390,2.675,2.213,5.947,1.865,4.370,1.488,5.582,2.470,3.217,2.397,3.853,1.783,0.756,2.176
PDY00125,institutional_pressure_context,5,2.849,5.390,2.675,2.134,6.190,3.047,1.438,2.672,5.912,5.819,2.029,3.799,4.332,3.070,0.502,1.850
PDY00125,institutional_pressure_context,6,2.849,5.390,2.675,2.625,6.999,2.051,2.412,3.760,5.574,6.811,3.496,3.213,5.872,3.796,0.765,1.762
PDY00125,institutional_pressure_context,7,2.849,5.390,2.675,2.270,6.738,2.899,3.759,2.848,5.383,3.742,2.115,3.447,5.036,2.462,0.488,1.766
PDY00125,institutional_pressure_context,8,2.849,5.390,2.675,3.192,5.411,1.995,3.066,3.606,3.278,3.265,2.675,1.391,3.658,1.675,1.051,1.094
PDY00125,institutional_pressure_context,9,2.849,5.390,2.675,2.295,6.702,2.185,2.993,1.000,5.210,5.642,2.138,3.592,6.271,3.330,0.792,1.879
PDY00125,institutional_pressure_context,10,2.849,5.390,2.675,1.927,5.651,1.809,3.585,3.027,4.416,3.820,2.832,3.245,4.008,2.580,0.598,1.731
PDY00125,institutional_pressure_context,11,2.849,5.390,2.675,2.173,5.523,2.317,4.138,1.166,3.822,4.294,2.875,4.254,4.024,3.210,0.294,0.931
PDY00125,institutional_pressure_context,12,2.849,5.390,2.675,2.435,6.402,2.008,3.319,3.378,5.626,5.292,3.868,3.923,4.246,3.136,0.483,1.900
PDY00125,institutional_pressure_context,13,2.849,5.390,2.675,2.576,6.263,1.827,2.479,4.186,4.674,4.254,2.072,3.344,3.981,2.487,0.154,1.756
PDY00125,institutional_pressure_context,14,2.849,5.390,2.675,2.558,5.658,1.693,1.529,3.361,3.072,5.271,1.873,3.146,4.533,2.522,0.252,1.910
PDY00125,institutional_pressure_context,15,2.849,5.390,2.675,2.791,6.005,1.610,4.784,3.425,5.724,3.887,1.847,2.305,4.706,1.561,0.221,1.844
PDY00125,institutional_pressure_context,16,2.849,5.390,2.675,2.476,7.000,1.783,3.995,2.654,4.737,3.178,2.198,2.835,3.839,2.928,0.494,2.101
PDY00126,institutional_pressure_context,1,2.685,5.777,2.841,2.815,7.000,1.917,3.377,3.288,5.765,4.543,2.485,3.537,6.643,2.862,1.074,1.824
PDY00126,institutional_pressure_context,2,2.685,5.777,2.841,2.490,6.387,2.612,2.741,1.121,3.484,3.958,1.099,3.122,3.943,3.004,0.544,1.232
PDY00126,institutional_pressure_context,3,2.685,5.777,2.841,2.135,6.465,2.946,3.893,2.455,4.969,5.442,2.146,3.559,5.601,1.833,0.256,1.536
PDY00126,institutional_pressure_context,4,2.685,5.777,2.841,2.131,6.002,1.000,1.451,3.044,3.384,3.001,2.084,2.688,4.133,3.902,0.804,1.604
PDY00126,institutional_pressure_context,5,2.685,5.777,2.841,2.155,6.241,1.059,4.669,4.267,6.538,3.417,3.178,1.000,4.478,2.638,0.108,2.085
PDY00126,institutional_pressure_context,6,2.685,5.777,2.841,2.702,6.575,2.431,3.242,3.970,4.608,6.075,2.117,4.528,6.128,1.797,0.751,1.462
