person_id,occasion,situation_type,behavior_score,trait_score,situation_strength,trait_x_situation,observed_regulation,contextual_constraint
PER00679,6,creative_exploration,3.140,4.100,1.488,0.872,3.993,3.262
PER00679,7,deadline_pressure,3.349,3.911,5.474,3.059,3.709,5.993
PER00679,8,creative_exploration,4.674,4.242,3.245,1.967,4.712,1.821
PER00679,9,team_meeting,3.640,3.553,3.561,1.807,3.729,3.769
PER00679,10,ambiguous_conflict,3.548,3.841,4.052,2.223,3.552,3.678
PER00679,11,team_meeting,3.409,3.474,4.036,2.003,3.691,4.188
PER00679,12,public_presentation,4.072,3.344,6.089,2.908,3.584,4.506
PER00679,13,team_meeting,4.597,3.150,5.092,2.291,4.855,3.764
PER00679,14,ambiguous_conflict,4.502,4.177,3.668,2.189,3.479,4.173
PER00680,1,social_event,4.212,3.491,4.783,2.385,2.411,2.424
PER00680,2,social_event,4.252,3.357,4.324,2.074,3.446,3.635
PER00680,3,ambiguous_conflict,3.803,3.368,4.699,2.261,3.607,2.716
PER00680,4,quiet_work,3.966,3.825,3.603,1.969,3.489,6.795
PER00680,5,quiet_work,4.621,3.336,5.185,2.471,3.543,5.717
PER00680,6,public_presentation,4.398,3.334,6.062,2.888,3.700,4.511
PER00680,7,creative_exploration,3.537,3.351,4.144,1.984,2.941,1.737
PER00680,8,creative_exploration,4.370,4.097,3.211,1.879,3.372,2.696
PER00680,9,quiet_work,2.343,2.997,4.022,1.722,3.106,6.569
PER00680,10,family_obligation,4.673,3.238,4.529,2.095,3.530,4.008
PER00680,11,public_presentation,4.392,3.828,6.451,3.528,3.149,5.969
PER00680,12,social_event,3.168,2.724,3.859,1.502,2.601,3.594
PER00680,13,team_meeting,2.770,2.945,5.347,2.250,3.394,3.859
PER00680,14,quiet_work,2.710,2.586,4.251,1.570,2.942,5.801
PER00681,1,quiet_work,3.036,2.800,3.360,1.344,3.936,6.188
PER00681,2,family_obligation,4.202,3.773,4.477,2.413,4.524,4.464
PER00681,3,quiet_work,4.211,3.629,3.091,1.602,4.549,6.065
PER00681,4,social_event,4.860,4.299,4.681,2.875,4.328,2.633
PER00681,5,public_presentation,4.662,3.812,5.794,3.156,4.119,6.047
PER00681,6,ambiguous_conflict,4.399,3.881,4.113,2.280,4.298,4.178
PER00681,7,deadline_pressure,3.948,3.683,6.116,3.218,5.062,6.077
PER00681,8,deadline_pressure,4.471,3.496,6.210,3.101,5.199,6.168
PER00681,9,ambiguous_conflict,4.075,3.569,4.214,2.149,4.947,5.085
PER00681,10,public_presentation,4.371,3.494,5.878,2.934,5.023,4.843
PER00681,11,ambiguous_conflict,3.687,2.640,2.587,0.976,5.074,4.426
PER00681,12,deadline_pressure,4.498,3.597,5.034,2.587,5.086,5.660
PER00681,13,deadline_pressure,4.947,3.653,5.934,3.097,5.373,5.351
PER00681,14,ambiguous_conflict,4.411,4.342,5.015,3.111,3.879,3.670
PER00682,1,family_obligation,4.544,3.197,4.879,2.229,3.663,3.476
PER00682,2,social_event,3.263,3.507,4.584,2.297,3.433,3.333
PER00682,3,social_event,4.564,4.127,5.352,3.155,3.017,3.035
PER00682,4,public_presentation,4.933,3.858,6.336,3.492,4.341,4.581
PER00682,5,creative_exploration,3.697,3.426,3.828,1.874,2.613,2.978
PER00682,6,family_obligation,3.971,3.877,4.191,2.321,3.382,4.203
PER00682,7,public_presentation,4.468,3.749,6.050,3.241,3.104,5.540
PER00682,8,creative_exploration,3.684,2.662,4.092,1.556,3.441,2.205
PER00682,9,creative_exploration,3.826,4.059,3.527,2.045,2.201,1.787
PER00682,10,family_obligation,3.413,2.425,5.354,1.855,3.803,4.275
PER00682,11,deadline_pressure,4.189,3.766,5.589,3.007,3.733,6.290
PER00682,12,family_obligation,3.016,2.781,4.040,1.605,3.731,4.569
PER00682,13,social_event,4.585,3.798,5.093,2.763,2.951,2.519
PER00682,14,deadline_pressure,4.708,3.314,5.858,2.774,4.541,5.751
PER00683,1,team_meeting,2.981,3.125,4.368,1.950,2.878,4.235
PER00683,2,ambiguous_conflict,2.294,1.579,4.458,1.006,2.797,3.847
PER00683,3,deadline_pressure,2.167,2.897,4.348,1.799,2.993,5.241
PER00683,4,public_presentation,4.556,2.797,6.122,2.446,2.443,5.318
PER00683,5,social_event,3.559,3.183,4.840,2.201,1.622,2.753
PER00683,6,public_presentation,3.663,3.009,4.353,1.871,3.457,5.061
PER00683,7,creative_exploration,4.022,3.635,3.581,1.860,1.868,2.187
PER00683,8,creative_exploration,3.602,3.124,3.997,1.784,2.430,3.349
PER00683,9,ambiguous_conflict,2.036,3.017,2.954,1.273,2.341,4.712
PER00683,10,social_event,3.682,2.557,3.760,1.374,2.454,2.585
PER00683,11,social_event,3.319,2.832,4.249,1.719,1.503,3.455
PER00683,12,quiet_work,3.725,2.833,4.364,1.766,3.570,5.078
PER00683,13,social_event,3.289,2.487,4.277,1.520,1.965,1.648
PER00683,14,deadline_pressure,3.130,2.292,5.226,1.711,2.715,4.631
PER00684,1,public_presentation,5.036,3.775,5.772,3.113,3.825,4.619
PER00684,2,deadline_pressure,4.437,3.627,4.871,2.524,4.113,4.966
PER00684,3,family_obligation,4.378,3.336,4.143,1.975,3.979,5.525
PER00684,4,family_obligation,3.540,3.622,3.823,1.978,3.728,4.542
PER00684,5,social_event,5.280,4.426,5.348,3.381,1.787,2.572
PER00684,6,ambiguous_conflict,4.043,3.465,5.607,2.775,3.438,3.352
PER00684,7,creative_exploration,3.560,3.294,2.646,1.245,2.252,3.034
PER00684,8,public_presentation,4.339,3.561,5.376,2.735,3.852,5.388
PER00684,9,creative_exploration,3.585,3.877,4.077,2.258,1.756,2.629
PER00684,10,team_meeting,3.581,3.444,5.225,2.571,3.172,4.578
PER00684,11,deadline_pressure,3.598,3.129,5.009,2.239,3.420,6.288
PER00684,12,ambiguous_conflict,3.056,3.502,3.505,1.753,3.660,3.854
PER00684,13,public_presentation,4.487,3.714,6.073,3.222,3.695,6.188
PER00684,14,creative_exploration,3.373,3.877,2.016,1.116,2.453,2.156
PER00685,1,creative_exploration,4.153,3.279,2.962,1.387,3.756,3.154
PER00685,2,social_event,5.436,4.002,6.618,3.784,2.186,3.143
PER00685,3,creative_exploration,4.049,3.785,3.824,2.068,3.619,3.631
PER00685,4,public_presentation,4.984,3.195,5.769,2.634,5.056,5.585
PER00685,5,deadline_pressure,3.137,3.378,4.958,2.392,2.960,5.465
PER00685,6,social_event,3.791,3.238,3.814,1.764,3.624,2.601
PER00685,7,deadline_pressure,4.594,3.743,5.608,2.998,4.113,5.829
PER00685,8,quiet_work,3.596,4.075,3.047,1.774,4.115,6.580
PER00685,9,deadline_pressure,4.098,3.412,5.016,2.445,3.430,5.019
PER00685,10,deadline_pressure,4.153,3.780,4.821,2.603,3.496,5.643
PER00685,11,quiet_work,3.487,3.248,5.136,2.383,3.594,5.829
PER00685,12,creative_exploration,3.813,3.450,3.474,1.712,3.267,2.405
PER00685,13,quiet_work,3.838,3.352,3.707,1.775,3.681,5.409
PER00685,14,family_obligation,3.831,3.000,4.978,2.134,3.857,4.932
PER00686,1,quiet_work,3.395,3.045,3.503,1.524,3.376,5.937
PER00686,2,social_event,3.299,2.586,4.756,1.757,2.960,2.593
PER00686,3,quiet_work,2.333,2.338,4.165,1.391,3.283,6.463
PER00686,4,quiet_work,2.687,2.974,2.886,1.226,3.382,5.897
PER00686,5,ambiguous_conflict,3.327,2.665,3.893,1.482,2.951,3.613
PER00686,6,deadline_pressure,3.697,3.548,3.762,1.907,2.706,4.847
PER00686,7,creative_exploration,3.417,3.790,2.890,1.565,1.957,2.319
PER00686,8,deadline_pressure,4.276,2.855,5.811,2.370,3.767,5.736
PER00686,9,team_meeting,3.935,3.220,5.154,2.371,2.035,3.848
PER00686,10,creative_exploration,3.853,2.963,4.574,1.936,2.829,2.356
PER00686,11,quiet_work,1.831,2.391,4.290,1.465,2.478,5.562
PER00686,12,ambiguous_conflict,3.726,2.812,4.834,1.942,2.595,2.978
PER00686,13,deadline_pressure,3.620,2.962,5.067,2.144,3.710,6.137
PER00686,14,social_event,3.621,3.198,3.150,1.439,3.331,4.277
PER00687,1,team_meeting,4.479,3.907,4.261,2.379,3.677,4.706
PER00687,2,social_event,4.783,4.472,5.226,3.339,4.189,2.897
PER00687,3,social_event,4.395,4.592,4.587,3.009,3.617,3.483
PER00687,4,public_presentation,5.204,3.765,5.777,3.107,4.805,5.401
PER00687,5,family_obligation,3.862,3.989,5.525,3.149,3.560,4.187
PER00687,6,ambiguous_conflict,4.131,4.170,4.159,2.478,3.324,3.243
PER00687,7,team_meeting,3.173,4.495,3.766,2.419,3.626,4.778
PER00687,8,ambiguous_conflict,4.106,4.386,3.549,2.224,2.646,1.664
PER00687,9,deadline_pressure,3.489,3.317,4.928,2.335,3.043,6.440
PER00687,10,social_event,4.239,4.065,4.284,2.488,3.694,1.716
PER00687,11,ambiguous_conflict,4.924,3.966,5.714,3.237,3.905,2.992
PER00687,12,public_presentation,5.207,3.946,6.277,3.538,3.324,4.626
PER00687,13,ambiguous_conflict,4.357,3.283,4.386,2.057,3.818,3.653
PER00687,14,creative_exploration,4.686,3.880,3.766,2.087,4.021,2.906
PER00688,1,family_obligation,4.280,4.345,4.003,2.485,4.049,5.353
PER00688,2,creative_exploration,3.916,4.676,3.657,2.443,3.343,1.902
PER00688,3,family_obligation,5.389,5.162,5.460,4.026,4.849,4.112
PER00688,4,social_event,4.862,4.928,3.744,2.636,4.314,2.415
PER00688,5,team_meeting,4.610,3.837,6.589,3.612,4.269,5.109
PER00688,6,deadline_pressure,4.077,3.591,4.891,2.509,5.064,5.167
PER00688,7,ambiguous_conflict,4.270,4.390,4.079,2.558,4.201,2.509
PER00688,8,social_event,5.596,4.747,4.514,3.061,3.768,2.461
PER00688,9,deadline_pressure,5.040,4.044,6.126,3.539,4.446,5.683
PER00688,10,quiet_work,4.559,3.691,4.262,2.247,4.504,4.347
PER00688,11,public_presentation,4.669,4.254,5.188,3.153,4.402,5.083
PER00688,12,team_meeting,5.073,4.228,4.796,2.897,4.685,3.458
PER00688,13,team_meeting,4.911,4.307,5.030,3.095,3.714,3.971
PER00688,14,deadline_pressure,3.109,4.209,3.555,2.138,4.929,5.362
PER00689,1,creative_exploration,4.700,4.695,4.408,2.956,3.851,1.785
PER00689,2,social_event,4.013,3.521,4.640,2.334,3.940,3.444
PER00689,3,ambiguous_conflict,3.818,4.061,3.635,2.109,3.231,2.556
PER00689,4,ambiguous_conflict,4.252,4.347,5.283,3.281,4.371,3.566
PER00689,5,family_obligation,4.740,4.634,5.684,3.763,3.258,4.463
PER00689,6,creative_exploration,4.601,4.513,4.382,2.825,4.628,1.719
PER00689,7,quiet_work,4.053,4.349,4.285,2.662,4.396,6.439
PER00689,8,social_event,4.200,4.043,4.783,2.762,4.192,2.657
PER00689,9,social_event,4.480,4.747,3.614,2.451,3.339,2.484
PER00689,10,social_event,4.330,4.398,3.564,2.239,3.782,3.422
PER00689,11,ambiguous_conflict,4.048,4.541,3.851,2.499,3.693,3.335
PER00689,12,public_presentation,3.976,4.069,5.541,3.220,4.140,6.031
PER00689,13,deadline_pressure,4.310,3.903,3.917,2.184,4.230,5.142
PER00689,14,public_presentation,5.881,3.766,5.727,3.081,3.400,4.658
PER00690,1,deadline_pressure,4.906,3.913,5.765,3.223,3.741,4.890
PER00690,2,deadline_pressure,4.284,3.981,5.430,3.088,4.553,5.335
PER00690,3,deadline_pressure,3.546,4.402,4.282,2.693,4.425,7.000
PER00690,4,public_presentation,6.106,4.501,6.621,4.257,3.721,5.531
PER00690,5,social_event,3.794,4.287,4.429,2.712,3.455,2.771
PER00690,6,creative_exploration,3.861,3.473,4.100,2.034,4.759,3.827
PER00690,7,quiet_work,4.900,3.960,4.608,2.607,3.837,5.594
PER00690,8,ambiguous_conflict,3.245,4.258,4.104,2.496,4.207,3.267
PER00690,9,quiet_work,3.844,4.020,3.963,2.276,3.889,6.501
PER00690,10,deadline_pressure,4.389,4.253,5.399,3.281,3.425,6.150
PER00690,11,ambiguous_conflict,3.888,3.485,3.163,1.575,3.406,3.433
PER00690,12,public_presentation,4.880,4.798,5.542,3.799,4.169,5.284
PER00690,13,quiet_work,3.515,4.395,4.882,3.065,4.584,5.412
PER00690,14,deadline_pressure,4.790,4.472,5.666,3.620,4.092,5.895
PER00691,1,family_obligation,4.640,4.809,4.986,3.426,3.366,5.324
PER00691,2,public_presentation,5.451,4.993,6.027,4.299,3.696,5.328
PER00691,3,team_meeting,2.821,4.219,4.135,2.492,4.087,4.366
PER00691,4,social_event,5.043,4.818,5.277,3.632,4.306,3.381
PER00691,5,team_meeting,4.424,5.282,3.428,2.587,3.675,4.761
PER00691,6,social_event,4.096,5.209,5.300,3.944,3.124,2.055
PER00691,7,creative_exploration,4.595,4.993,4.138,2.952,3.701,1.850
PER00691,8,creative_exploration,4.714,4.542,4.394,2.851,4.138,2.737
PER00691,9,team_meeting,5.397,3.971,3.730,2.116,3.529,4.459
PER00691,10,ambiguous_conflict,3.152,4.312,3.345,2.061,4.785,2.923
PER00691,11,team_meeting,4.301,4.603,5.095,3.351,4.267,5.015
PER00691,12,public_presentation,4.534,4.605,5.251,3.455,5.156,4.897
PER00691,13,ambiguous_conflict,5.261,4.853,3.573,2.477,4.609,4.123
PER00691,14,social_event,4.620,4.955,4.239,3.000,3.536,2.897
PER00692,1,ambiguous_conflict,5.078,5.311,3.749,2.844,4.712,4.105
PER00692,2,quiet_work,3.920,4.358,3.320,2.067,4.578,6.169
PER00692,3,creative_exploration,5.200,5.028,3.683,2.645,3.528,2.298
PER00692,4,deadline_pressure,4.638,4.853,5.890,4.084,4.831,5.492
PER00692,5,quiet_work,3.357,4.984,3.726,2.653,4.662,5.729
PER00692,6,family_obligation,4.898,4.582,4.297,2.813,3.615,4.927
PER00692,7,social_event,4.599,4.344,4.454,2.764,4.780,2.532
PER00692,8,quiet_work,4.973,4.876,3.587,2.499,5.135,5.140
PER00692,9,ambiguous_conflict,5.208,5.162,4.706,3.471,4.497,3.343
PER00692,10,family_obligation,5.469,5.376,4.063,3.120,4.228,4.171
PER00692,11,social_event,4.450,5.213,3.206,2.388,3.668,2.584
PER00692,12,social_event,5.091,4.663,5.960,3.971,4.326,4.140
PER00692,13,public_presentation,4.028,4.236,4.571,2.766,4.103,4.785
PER00692,14,deadline_pressure,4.171,4.290,3.734,2.288,4.990,4.529
PER00693,1,family_obligation,4.384,3.873,5.008,2.771,3.809,5.618
PER00693,2,team_meeting,4.426,3.651,5.360,2.796,3.096,5.072
PER00693,3,team_meeting,3.949,4.167,4.420,2.631,3.058,3.305
PER00693,4,family_obligation,4.465,4.075,2.980,1.735,5.466,4.447
PER00693,5,ambiguous_conflict,3.547,3.997,4.281,2.445,4.056,4.220
PER00693,6,family_obligation,5.272,4.645,5.286,3.508,3.651,4.435
PER00693,7,deadline_pressure,4.905,4.391,5.441,3.413,4.744,5.906
PER00693,8,public_presentation,2.840,3.577,4.435,2.267,3.846,5.093
PER00693,9,creative_exploration,4.145,4.520,3.517,2.271,3.957,2.651
PER00693,10,team_meeting,4.862,4.565,4.437,2.894,4.738,4.756
PER00693,11,social_event,4.750,4.461,5.256,3.349,3.721,3.105
PER00693,12,public_presentation,5.262,5.084,6.241,4.532,3.860,5.426
PER00693,13,deadline_pressure,4.620,5.053,4.809,3.471,3.706,5.708
PER00693,14,deadline_pressure,4.450,4.134,5.141,3.036,4.903,6.234
PER00694,1,family_obligation,4.163,3.185,5.500,2.502,4.063,4.221
PER00694,2,family_obligation,3.437,3.729,3.867,2.060,3.537,4.322
PER00694,3,creative_exploration,3.331,3.647,3.473,1.809,3.025,2.738
PER00694,4,family_obligation,4.232,3.610,4.679,2.413,3.339,4.760
PER00694,5,deadline_pressure,5.330,3.864,5.794,3.199,4.224,4.976
PER00694,6,family_obligation,4.538,4.271,4.080,2.489,4.425,4.762
PER00694,7,deadline_pressure,3.229,4.121,3.308,1.947,4.287,6.657
PER00694,8,social_event,3.785,3.924,3.905,2.190,3.261,3.054
PER00694,9,deadline_pressure,3.677,3.494,4.190,2.092,4.252,4.362
PER00694,10,quiet_work,4.816,4.285,3.152,1.930,4.074,4.967
PER00694,11,team_meeting,4.703,5.257,4.686,3.519,3.914,4.408
PER00694,12,social_event,4.392,4.083,4.139,2.414,4.331,3.444
PER00694,13,team_meeting,4.686,4.075,5.267,3.066,4.191,3.586
PER00694,14,family_obligation,4.442,4.559,3.966,2.583,3.592,3.817
PER00695,1,family_obligation,3.832,3.997,3.669,2.095,3.847,5.507
PER00695,2,team_meeting,4.862,5.090,3.695,2.687,4.502,3.006
PER00695,3,creative_exploration,3.771,4.531,3.036,1.965,4.354,2.277
PER00695,4,team_meeting,4.580,5.153,5.070,3.732,3.872,4.517
PER00695,5,social_event,4.538,4.558,5.171,3.367,3.926,3.919
PER00695,6,deadline_pressure,4.767,4.922,4.651,3.270,4.582,5.583
PER00695,7,creative_exploration,3.578,4.334,3.413,2.113,3.573,1.882
PER00695,8,ambiguous_conflict,4.600,4.802,2.875,1.972,4.538,4.440
PER00695,9,team_meeting,3.517,4.046,4.494,2.597,4.361,4.827
PER00695,10,team_meeting,4.153,5.483,4.777,3.742,3.893,3.864
PER00695,11,deadline_pressure,4.448,4.086,4.556,2.659,3.427,4.733
PER00695,12,quiet_work,4.093,3.960,4.500,2.545,4.939,5.786
PER00695,13,quiet_work,3.970,4.779,3.554,2.426,4.299,5.812
PER00695,14,family_obligation,4.258,4.379,4.384,2.742,3.329,4.225
PER00696,1,social_event,3.655,2.305,4.743,1.562,2.693,2.691
PER00696,2,team_meeting,4.286,2.854,4.916,2.004,3.558,4.175
PER00696,3,quiet_work,2.595,2.992,2.201,0.941,4.083,5.477
PER00696,4,deadline_pressure,3.664,3.119,4.786,2.132,2.903,5.398
PER00696,5,family_obligation,3.336,2.859,4.379,1.789,3.184,4.879
PER00696,6,team_meeting,3.553,2.782,4.450,1.769,3.659,4.122
PER00696,7,family_obligation,3.649,2.150,4.833,1.485,4.259,5.139
PER00696,8,quiet_work,2.532,2.409,3.377,1.162,4.507,5.810
PER00696,9,ambiguous_conflict,3.586,3.102,3.519,1.559,3.901,3.751
PER00696,10,deadline_pressure,3.389,2.857,3.981,1.625,3.331,5.591
PER00696,11,public_presentation,3.627,2.232,6.061,1.933,2.809,4.893
PER00696,12,team_meeting,3.712,2.909,3.958,1.645,3.886,3.307
PER00696,13,family_obligation,3.243,2.708,3.995,1.546,3.026,4.342
PER00696,14,ambiguous_conflict,2.878,2.554,4.753,1.734,3.994,5.011
PER00697,1,deadline_pressure,4.691,4.635,5.566,3.685,4.085,6.101
PER00697,2,ambiguous_conflict,4.649,4.811,4.959,3.408,2.937,2.260
PER00697,3,public_presentation,4.556,4.515,5.879,3.792,3.151,4.734
PER00697,4,quiet_work,4.408,4.776,4.917,3.354,4.347,6.251
PER00697,5,family_obligation,4.524,3.890,4.226,2.349,4.162,5.130
PER00697,6,deadline_pressure,4.057,4.359,4.165,2.594,4.012,5.554
PER00697,7,social_event,4.219,4.430,4.004,2.534,3.946,2.326
PER00697,8,creative_exploration,4.777,4.656,3.941,2.621,3.484,2.349
PER00697,9,quiet_work,4.547,4.691,4.440,2.975,4.365,5.839
PER00697,10,deadline_pressure,4.771,4.623,4.575,3.022,3.949,5.772
PER00697,11,team_meeting,3.931,3.905,4.512,2.517,3.837,3.534
PER00697,12,family_obligation,3.836,3.882,4.832,2.679,4.036,4.458
PER00697,13,social_event,4.372,4.378,4.889,3.058,3.988,3.270
PER00697,14,social_event,4.948,4.287,5.172,3.168,3.253,3.623
PER00698,1,public_presentation,4.608,3.139,4.556,2.043,2.293,4.609
PER00698,2,social_event,3.441,2.687,4.553,1.748,3.607,2.670
PER00698,3,creative_exploration,3.588,2.436,3.725,1.296,2.631,2.542
PER00698,4,deadline_pressure,3.714,3.034,4.613,1.999,3.241,5.229
PER00698,5,creative_exploration,3.869,3.465,4.709,2.331,3.140,2.115
PER00698,6,creative_exploration,4.260,3.059,3.790,1.656,3.172,2.361
PER00698,7,ambiguous_conflict,4.015,3.536,4.389,2.217,3.494,3.433
PER00698,8,family_obligation,3.746,3.105,5.010,2.222,3.170,4.397
PER00698,9,family_obligation,4.388,3.438,4.566,2.243,3.602,5.272
PER00698,10,quiet_work,4.010,2.609,4.353,1.623,3.866,5.786
PER00698,11,team_meeting,4.647,3.585,4.765,2.441,4.028,4.373
PER00698,12,quiet_work,3.596,3.197,3.623,1.655,3.426,6.361
PER00698,13,quiet_work,2.850,2.909,2.737,1.137,3.131,5.474
PER00698,14,deadline_pressure,4.325,3.413,4.701,2.292,3.331,6.204
PER00699,1,quiet_work,2.865,3.049,4.306,1.875,4.062,5.229
PER00699,2,deadline_pressure,2.786,3.031,5.050,2.187,3.048,5.256
PER00699,3,deadline_pressure,4.494,3.691,5.107,2.693,5.137,5.973
PER00699,4,deadline_pressure,3.465,3.045,5.563,2.420,4.084,5.909
PER00699,5,public_presentation,4.000,2.337,5.798,1.936,5.071,5.054
PER00699,6,family_obligation,4.096,3.269,5.146,2.403,3.688,4.244
PER00699,7,creative_exploration,4.309,2.724,4.855,1.889,3.783,2.881
PER00699,8,team_meeting,3.276,3.418,4.214,2.057,3.481,4.077
PER00699,9,family_obligation,4.016,3.862,4.076,2.249,3.076,4.413
PER00699,10,public_presentation,3.299,3.669,6.042,3.167,3.033,5.033
PER00699,11,deadline_pressure,4.407,3.252,4.784,2.222,4.101,6.231
PER00699,12,public_presentation,3.341,3.554,4.719,2.396,2.688,5.515
PER00699,13,social_event,3.205,3.079,3.774,1.660,3.824,3.223
PER00699,14,public_presentation,3.939,2.809,5.713,2.293,2.789,5.532
PER00700,1,quiet_work,3.444,4.253,2.807,1.706,3.726,5.542
PER00700,2,deadline_pressure,4.239,4.631,3.972,2.628,2.307,6.130
PER00700,3,team_meeting,4.441,3.559,5.330,2.710,2.497,4.671
PER00700,4,team_meeting,4.813,3.940,4.543,2.557,3.135,3.887
PER00700,5,family_obligation,3.702,3.548,3.810,1.931,3.180,3.966
PER00700,6,ambiguous_conflict,4.827,3.569,3.353,1.709,3.293,3.526
PER00700,7,ambiguous_conflict,3.331,4.052,3.230,1.869,2.641,2.656
PER00700,8,creative_exploration,3.482,3.699,2.249,1.188,3.285,2.476
PER00700,9,team_meeting,4.495,4.093,4.811,2.813,3.370,3.646
PER00700,10,team_meeting,3.639,4.269,3.965,2.418,2.599,3.917
PER00700,11,deadline_pressure,4.401,4.460,4.581,2.919,2.556,5.546
PER00700,12,creative_exploration,3.872,3.434,3.439,1.687,2.261,1.854
PER00700,13,social_event,3.341,4.173,3.775,2.250,3.255,2.684
PER00700,14,creative_exploration,4.162,4.419,3.241,2.046,2.524,1.911
PER00701,1,quiet_work,3.321,3.734,4.407,2.351,3.322,5.351
PER00701,2,creative_exploration,3.804,4.376,2.869,1.793,4.107,2.395
PER00701,3,deadline_pressure,4.955,4.209,4.767,2.866,3.344,6.131
PER00701,4,creative_exploration,3.614,3.998,2.928,1.673,2.483,2.142
PER00701,5,quiet_work,3.293,3.968,4.168,2.363,2.812,5.044
PER00701,6,deadline_pressure,2.742,4.226,4.049,2.445,3.672,5.375
PER00701,7,ambiguous_conflict,3.830,3.676,4.877,2.561,3.789,3.082
PER00701,8,family_obligation,4.816,4.115,4.482,2.634,4.209,4.478
PER00701,9,team_meeting,4.697,4.627,4.754,3.143,4.453,4.395
PER00701,10,quiet_work,3.820,4.631,3.438,2.275,3.722,3.972
PER00701,11,deadline_pressure,4.572,4.589,5.154,3.379,4.423,5.362
PER00701,12,creative_exploration,3.125,3.437,2.380,1.169,3.900,3.409
PER00701,13,creative_exploration,3.946,3.719,4.766,2.532,2.778,2.099
PER00701,14,creative_exploration,3.421,3.439,3.301,1.622,3.668,2.979
PER00702,1,public_presentation,3.764,2.727,5.061,1.972,3.701,4.978
PER00702,2,ambiguous_conflict,3.952,3.581,4.311,2.205,3.078,3.029
PER00702,3,deadline_pressure,3.835,2.981,5.176,2.205,3.663,5.814
PER00702,4,deadline_pressure,2.870,2.623,5.043,1.890,3.335,5.792
PER00702,5,family_obligation,3.659,3.296,5.407,2.546,3.286,5.322
PER00702,6,family_obligation,2.696,3.107,5.067,2.249,4.147,5.569
PER00702,7,ambiguous_conflict,3.829,3.491,4.699,2.343,3.066,2.973
PER00702,8,team_meeting,3.957,3.124,4.315,1.926,2.928,4.531
PER00702,9,social_event,4.660,3.304,6.296,2.972,4.318,3.461
PER00702,10,ambiguous_conflict,3.406,3.232,3.807,1.758,3.381,3.891
PER00702,11,social_event,4.595,3.804,3.853,2.094,2.555,2.942
PER00702,12,public_presentation,4.403,3.114,6.052,2.692,3.811,4.747
PER00702,13,family_obligation,4.063,3.757,4.929,2.646,4.047,5.139
PER00702,14,creative_exploration,3.282,3.229,4.933,2.275,2.198,2.669
PER00703,1,team_meeting,3.767,4.001,3.313,1.893,4.599,4.087
PER00703,2,social_event,3.852,3.133,4.511,2.019,3.762,2.662
PER00703,3,creative_exploration,3.492,3.825,3.387,1.851,4.390,3.008
PER00703,4,family_obligation,4.792,3.753,5.161,2.767,4.711,4.846
PER00703,5,team_meeting,4.555,3.717,4.066,2.159,3.718,2.960
PER00703,6,social_event,4.157,3.568,4.512,2.300,5.304,3.135
PER00703,7,social_event,4.473,3.753,5.344,2.865,3.712,2.041
PER00703,8,deadline_pressure,5.047,3.099,5.370,2.377,5.039,5.023
PER00703,9,social_event,3.883,3.250,5.351,2.485,4.048,2.902
PER00703,10,creative_exploration,4.275,3.945,2.763,1.557,4.669,3.065
PER00703,11,creative_exploration,4.648,3.895,1.988,1.106,4.135,2.604
PER00703,12,creative_exploration,3.129,3.347,2.787,1.333,3.947,2.060
PER00703,13,team_meeting,4.549,3.636,4.718,2.451,4.634,5.494
PER00703,14,quiet_work,3.679,2.837,4.510,1.828,4.351,6.725
PER00704,1,public_presentation,4.453,3.756,5.997,3.218,3.646,5.513
PER00704,2,social_event,4.288,3.243,4.527,2.097,3.206,2.809
PER00704,3,deadline_pressure,4.385,3.473,5.157,2.559,4.464,5.823
PER00704,4,ambiguous_conflict,5.300,3.335,5.484,2.613,4.095,3.784
PER00704,5,creative_exploration,3.399,3.507,3.533,1.770,2.853,2.785
PER00704,6,public_presentation,4.130,2.509,5.224,1.872,3.649,4.910
PER00704,7,team_meeting,2.551,3.314,3.977,1.883,3.483,4.414
PER00704,8,social_event,3.426,2.692,4.525,1.740,3.915,3.019
PER00704,9,family_obligation,4.054,3.301,4.276,2.016,3.993,4.606
PER00704,10,public_presentation,4.692,3.818,4.429,2.416,3.379,4.931
PER00704,11,deadline_pressure,4.418,3.179,6.184,2.809,3.882,5.695
PER00704,12,social_event,5.067,4.040,5.065,2.923,4.079,2.748
PER00704,13,public_presentation,4.735,3.360,6.650,3.192,4.255,5.861
PER00704,14,social_event,4.053,2.635,4.325,1.628,2.980,2.549
PER00705,1,social_event,3.803,3.638,4.111,2.137,3.337,3.610
PER00705,2,quiet_work,4.038,3.169,3.698,1.674,3.276,5.254
PER00705,3,public_presentation,4.251,3.743,6.740,3.604,3.397,5.291
PER00705,4,team_meeting,4.563,3.714,5.209,2.764,3.353,4.290
PER00705,5,deadline_pressure,4.573,3.332,4.816,2.292,4.096,5.966
PER00705,6,family_obligation,3.128,4.157,3.885,2.307,3.683,4.063
PER00705,7,public_presentation,4.367,3.207,5.414,2.480,3.700,4.877
PER00705,8,family_obligation,4.519,4.173,4.095,2.441,4.887,5.109
PER00705,9,deadline_pressure,4.551,3.459,5.679,2.806,3.861,5.466
PER00705,10,public_presentation,4.520,3.585,5.351,2.740,3.605,5.027
PER00705,11,ambiguous_conflict,4.152,3.833,3.547,1.942,2.901,3.161
