person_id,conscientiousness_score,extraversion_score,neuroticism_score,identity_coherence,life_satisfaction,social_functioning,developmental_integration,measurement_reliability_index,identity_trait_alignment_index,person_situation_sensitivity_index,responsible_interpretation_index,mean_behavior_score,mean_situation_strength,mean_observed_regulation,mean_contextual_constraint
PER00638,4.827,4.926,4.820,3.873,2.808,4.324,3.549,6.698,4.246,4.800,5.260,3.941,4.284,3.755,4.067
PER00639,5.819,2.577,3.129,3.611,2.914,2.702,3.288,6.985,4.539,4.786,5.505,4.390,4.695,4.478,4.221
PER00640,5.260,4.623,4.709,3.212,1.841,3.095,3.198,7.990,3.898,4.768,5.756,4.259,4.668,3.858,4.052
PER00641,3.779,4.793,2.079,3.660,2.873,2.943,2.957,7.633,4.375,4.799,5.281,4.159,4.089,3.795,3.703
PER00642,4.233,3.476,2.307,3.739,2.612,4.192,3.691,8.162,4.316,5.213,5.617,4.543,5.003,4.450,4.578
PER00643,4.462,5.022,2.194,4.548,2.264,3.487,3.780,8.921,4.817,4.789,5.790,4.571,4.691,4.213,4.636
PER00644,5.309,2.943,5.207,3.189,2.339,3.078,2.805,8.439,3.892,5.052,5.450,4.114,4.659,4.115,4.355
PER00645,4.001,3.153,3.467,2.679,2.373,3.109,2.996,7.810,2.890,4.553,5.132,4.182,4.452,3.620,3.857
PER00646,2.375,6.141,5.253,2.154,2.879,4.101,3.010,8.482,2.442,3.990,4.684,3.833,4.693,2.701,4.574
PER00647,4.815,5.206,3.397,2.240,3.583,5.165,3.462,7.842,3.569,4.987,5.500,4.507,4.771,4.133,4.144
PER00648,5.529,3.841,5.262,3.821,2.031,2.715,3.612,6.765,4.671,4.645,5.048,4.355,4.974,4.069,4.895
PER00649,4.874,2.737,4.017,2.101,3.468,2.483,2.567,7.632,3.439,4.268,4.765,4.053,4.480,3.626,3.866
PER00650,5.675,2.186,4.884,2.482,1.821,2.883,2.912,8.384,3.762,4.956,5.518,3.786,4.943,4.029,4.047
PER00651,4.508,4.482,4.152,3.671,2.201,3.015,4.381,7.375,4.168,4.482,5.751,4.239,4.389,4.097,4.623
PER00652,4.754,2.649,4.334,3.202,1.403,2.534,1.970,7.971,3.165,4.568,5.253,3.712,4.575,3.687,4.571
PER00653,3.781,4.345,2.942,3.148,2.609,3.859,3.431,8.781,4.160,4.961,5.551,4.098,4.500,3.771,4.351
PER00654,4.968,3.584,3.264,2.348,2.706,3.766,2.942,8.286,3.547,4.838,5.510,4.229,4.325,4.152,4.076
PER00655,4.829,5.544,2.978,2.911,2.424,4.329,2.691,8.352,3.510,5.397,5.331,4.395,4.131,4.424,4.400
PER00656,5.354,5.895,2.970,3.383,4.297,5.037,3.980,7.977,4.568,5.367,5.302,4.726,4.894,4.307,4.801
PER00657,2.590,4.982,4.750,1.872,2.390,3.797,2.755,8.312,2.831,4.232,4.776,3.807,4.512,3.279,4.937
PER00658,4.859,4.008,2.251,3.244,3.678,3.001,3.180,7.580,4.192,4.610,5.103,4.332,4.393,3.977,3.775
PER00659,5.712,6.147,5.076,4.295,2.585,3.479,3.165,8.366,4.887,4.422,5.576,4.479,4.901,4.089,4.115
PER00660,3.221,3.997,4.045,2.623,2.076,3.872,3.243,7.589,3.865,4.649,5.354,4.221,4.530,3.134,3.638
PER00661,3.790,3.520,6.191,1.802,1.730,3.287,1.476,8.006,2.037,3.823,4.621,3.731,4.457,3.057,4.634
PER00662,4.166,4.730,3.011,2.401,2.675,3.628,3.304,7.845,3.181,4.653,5.123,4.220,4.170,4.127,4.451
PER00663,4.379,4.555,3.427,2.596,2.416,4.189,4.154,7.426,4.024,4.251,4.929,4.494,4.655,3.942,4.351
PER00664,5.673,1.167,3.664,3.441,2.160,2.583,4.017,8.156,5.252,4.778,5.962,3.976,4.419,4.218,4.126
PER00665,5.358,4.422,3.153,2.947,2.699,3.946,3.364,7.911,3.796,5.041,5.450,4.277,4.297,4.386,3.955
PER00666,4.016,6.532,5.575,2.177,3.131,3.948,2.535,8.512,2.277,4.145,4.947,4.458,4.624,3.318,3.931
PER00667,5.097,5.146,4.223,3.354,3.483,4.586,2.462,7.575,3.734,4.796,5.367,4.264,4.628,4.069,3.872
PER00668,5.284,4.681,4.796,3.591,1.780,3.347,3.566,8.155,3.892,4.826,5.535,4.218,4.241,4.026,4.249
PER00669,5.465,4.773,5.325,2.810,3.096,3.149,4.458,7.957,3.896,4.082,5.253,4.319,4.187,3.741,4.172
PER00670,2.616,3.381,3.064,1.689,1.512,2.754,2.326,7.643,2.522,4.591,5.410,3.951,4.795,3.231,4.609
PER00671,4.215,4.072,5.033,3.297,2.103,3.829,3.677,7.342,3.588,4.204,4.898,4.017,4.864,3.564,4.431
PER00672,4.203,4.769,3.825,2.923,2.750,4.778,2.793,8.108,4.352,5.205,5.267,4.546,4.470,3.791,3.979
PER00673,4.495,3.698,2.609,1.949,2.733,2.941,3.406,7.968,3.044,4.365,5.057,4.356,4.534,4.149,4.299
PER00674,4.752,2.641,3.869,2.807,1.265,2.910,3.308,8.021,3.617,4.676,5.370,3.855,4.399,3.653,3.642
PER00675,4.314,4.708,4.639,2.846,2.792,4.172,3.267,7.812,3.941,4.863,5.323,4.254,4.542,3.587,4.532
PER00676,4.436,3.277,3.949,2.910,2.516,3.866,3.231,7.899,4.452,4.764,5.861,4.112,4.799,3.901,4.251
PER00677,4.327,4.364,3.608,3.803,1.767,4.213,3.460,7.293,4.181,3.940,5.206,4.149,3.788,3.795,3.415
PER00678,4.986,5.694,5.356,3.495,2.560,3.984,3.258,7.786,3.704,4.315,5.289,4.274,4.532,3.889,3.925
PER00679,4.240,3.935,3.854,2.784,3.170,2.827,2.769,8.542,3.559,4.096,5.605,3.919,4.128,3.874,4.292
PER00680,3.297,4.641,4.185,3.109,2.358,3.495,2.139,7.628,2.944,4.431,5.548,3.801,4.605,3.231,4.288
PER00681,5.212,1.292,2.354,3.738,2.315,1.858,3.836,8.183,5.074,4.710,6.028,4.270,4.750,4.671,5.061
PER00682,3.880,4.132,3.414,2.835,2.721,3.429,3.094,8.454,3.732,4.018,5.635,4.061,4.912,3.425,3.896
PER00683,2.882,3.512,6.038,2.662,1.339,3.356,3.062,6.944,2.076,4.064,4.553,3.288,4.350,2.503,3.864
PER00684,3.046,4.600,2.582,3.475,2.598,2.778,2.552,8.528,3.428,4.558,5.483,4.021,4.535,3.224,4.264
PER00685,4.479,2.889,4.481,2.163,1.713,3.249,2.755,8.221,3.850,4.628,5.366,4.069,4.552,3.625,4.659
PER00686,2.778,4.835,5.532,2.420,2.402,3.182,3.315,7.947,3.806,3.898,5.196,3.358,4.195,2.954,4.469
PER00687,3.463,5.111,2.660,2.739,2.830,3.951,3.352,8.270,3.653,5.401,5.179,4.360,4.729,3.661,3.764
PER00688,5.509,4.966,3.958,3.967,2.848,5.271,2.882,7.666,3.820,4.035,5.511,4.597,4.707,4.324,4.067
PER00689,3.772,5.796,1.409,3.156,4.197,3.582,2.899,8.657,3.804,4.070,5.749,4.386,4.522,3.889,3.693
PER00690,3.615,6.006,3.357,3.656,2.514,3.605,2.501,8.488,3.835,4.414,5.334,4.282,4.854,4.019,5.064
PER00691,4.118,6.387,2.288,3.558,3.446,4.533,3.284,8.370,4.007,4.554,5.098,4.503,4.494,3.998,3.865
PER00692,5.924,5.182,3.238,3.231,3.373,4.894,3.020,8.042,4.231,5.301,5.570,4.649,4.210,4.404,4.282
PER00693,4.950,5.284,4.665,2.846,2.178,4.593,3.349,7.335,3.934,5.288,5.640,4.420,4.758,4.044,4.713
PER00694,4.682,4.974,4.220,3.225,2.219,3.754,3.530,7.128,4.076,4.471,5.418,4.197,4.286,3.894,4.291
PER00695,5.508,5.713,4.237,3.355,3.307,3.886,3.425,6.910,3.738,4.790,4.271,4.212,4.132,4.103,4.313
PER00696,2.689,3.186,4.328,2.351,1.826,4.068,2.715,8.432,2.584,4.283,5.151,3.407,4.282,3.557,4.613
PER00697,4.257,5.862,3.254,1.628,4.270,5.321,2.267,8.553,3.368,5.324,5.682,4.449,4.720,3.825,4.372
PER00698,2.605,4.992,4.303,2.849,2.001,2.779,2.816,7.826,4.206,4.106,5.285,3.933,4.292,3.295,4.345
PER00699,4.327,2.557,5.149,2.785,1.972,1.795,3.215,7.998,3.252,4.994,5.539,3.678,4.939,3.705,4.898
PER00700,3.031,6.551,4.127,2.961,3.119,5.342,2.651,7.483,3.227,4.805,5.009,4.013,3.793,2.902,3.744
PER00701,3.580,5.777,3.871,3.046,2.458,4.361,3.293,9.036,3.751,4.552,5.883,3.854,4.024,3.620,4.015
PER00702,2.892,4.746,4.282,2.524,2.803,2.225,2.310,8.011,2.882,4.703,4.880,3.784,4.925,3.394,4.347
PER00703,5.141,2.659,3.872,2.864,2.365,2.550,3.502,7.601,3.085,4.312,5.368,4.164,4.127,4.359,3.615
PER00704,4.099,3.165,4.455,2.891,2.227,2.519,4.002,8.036,3.400,4.913,5.843,4.211,4.954,3.706,4.246
PER00705,4.172,5.307,5.404,2.822,1.562,3.311,2.413,8.205,3.135,4.584,4.941,4.179,4.871,3.680,4.893
PER00706,4.530,5.348,4.544,3.266,2.280,3.567,3.533,7.798,3.335,5.537,5.525,4.414,4.710,4.034,4.423
PER00707,4.903,6.798,5.959,3.834,2.319,3.772,3.663,8.187,4.186,5.047,6.002,4.517,4.345,3.820,4.626
PER00708,2.670,3.741,4.474,2.477,2.505,2.456,2.041,7.898,3.167,4.180,5.014,3.493,4.294,3.443,4.793
PER00709,4.012,3.648,2.705,3.226,2.461,3.805,3.658,7.422,4.496,4.675,5.352,4.267,4.622,3.586,4.152
PER00710,5.377,6.817,4.372,4.058,2.268,4.084,4.578,8.609,5.083,4.927,6.182,4.344,4.527,4.289,4.251
PER00711,2.169,3.955,3.242,2.068,1.885,3.643,2.380,7.883,3.343,4.745,4.977,3.833,4.564,3.075,4.341
PER00712,5.290,3.662,2.887,3.594,2.568,4.311,3.885,7.203,3.917,4.980,5.206,4.601,4.686,4.586,4.145
PER00713,4.611,5.780,4.489,4.056,3.802,3.864,3.831,8.281,4.278,4.477,5.473,4.224,3.956,3.855,4.052
PER00714,4.359,2.118,2.863,3.634,2.283,3.473,3.195,8.159,4.743,4.897,6.379,4.074,4.482,4.197,4.030
PER00715,3.743,4.938,1.919,2.734,3.435,3.164,3.645,7.686,4.000,4.159,5.627,4.239,4.529,4.057,4.568
PER00716,4.667,3.031,4.868,2.479,1.560,3.196,2.446,7.697,3.283,4.515,4.904,4.065,4.602,3.604,4.186
PER00717,4.728,5.522,3.286,3.442,3.662,4.832,3.294,8.082,4.156,4.840,5.861,4.381,4.477,4.141,4.711
PER00718,3.939,5.135,3.392,3.561,2.267,3.509,2.387,7.590,3.613,4.982,5.106,4.267,4.658,3.768,4.122
PER00719,4.268,4.095,2.512,3.174,3.373,3.590,2.523,7.962,3.774,4.438,5.455,4.309,4.581,3.948,4.232
PER00720,4.573,3.558,3.401,2.860,2.808,2.904,3.605,8.309,3.611,5.061,5.888,4.074,4.249,4.211,4.347
PER00721,2.147,5.261,4.944,2.213,1.269,3.805,2.216,7.884,2.707,4.644,4.555,3.771,4.780,2.730,3.798
PER00722,6.138,5.181,3.047,4.383,3.635,3.889,3.668,7.096,4.286,4.824,5.527,4.751,4.201,4.724,3.787
PER00723,2.932,3.649,3.570,1.680,2.711,3.709,2.118,8.522,2.009,4.409,4.755,3.680,4.645,3.361,4.458
PER00724,3.422,5.395,2.316,3.855,4.466,4.409,3.516,7.283,3.874,4.635,5.024,4.368,4.457,3.555,4.579
PER00725,3.310,4.691,3.089,2.360,3.223,3.003,2.959,7.477,3.052,4.420,4.709,3.678,4.504,3.594,4.559
PER00726,3.973,5.463,4.276,3.309,3.321,4.706,3.340,8.721,3.985,4.450,5.378,4.555,4.587,3.695,4.267
PER00727,4.950,3.952,5.290,2.970,2.514,3.643,2.401,7.674,3.373,4.987,5.666,3.897,4.799,3.779,4.636
PER00728,3.681,4.066,4.192,3.015,2.341,3.787,3.305,8.104,3.744,4.137,5.595,3.989,4.225,3.366,3.782
PER00729,3.682,3.601,5.977,1.543,1.830,2.372,2.289,7.582,3.249,4.690,4.845,3.536,4.504,3.201,4.763
PER00730,3.447,3.912,3.729,2.584,2.903,3.103,2.855,7.887,3.652,4.947,5.347,3.710,4.658,3.478,4.506
PER00731,5.525,3.757,3.544,3.078,4.235,3.415,3.632,7.959,4.489,4.513,5.604,4.540,4.635,4.620,4.573
PER00732,4.699,2.868,4.050,3.067,3.366,3.680,2.527,7.228,3.394,4.506,5.300,3.856,4.442,3.779,3.967
PER00733,3.353,3.649,4.189,2.247,2.500,3.212,3.342,8.110,3.074,4.158,5.372,3.705,4.372,3.364,4.114
PER00734,5.556,3.594,2.846,3.250,2.959,3.879,3.691,8.021,4.009,4.666,4.993,4.547,4.611,4.402,4.495
PER00735,4.753,5.558,3.883,3.802,2.986,3.399,2.380,8.024,3.843,4.888,4.957,4.261,4.240,4.135,3.876
PER00736,3.497,2.348,5.322,1.306,1.853,3.008,2.364,8.507,2.612,4.354,4.652,3.754,4.889,3.081,4.011
PER00737,3.232,4.629,2.788,3.109,3.287,4.164,2.459,7.358,3.563,4.203,5.163,4.111,4.690,3.636,4.336
PER00738,5.965,5.588,2.736,4.576,4.943,6.109,4.230,7.738,5.352,5.503,6.417,4.965,4.562,4.615,3.585
PER00739,6.283,3.011,2.357,3.868,3.127,4.000,4.635,7.371,4.642,4.884,5.351,4.191,4.511,4.895,4.604
PER00740,3.526,3.436,3.593,3.102,1.694,3.552,3.370,8.670,3.491,4.524,5.499,3.864,4.735,3.714,4.907
PER00741,4.796,3.485,3.545,3.803,2.449,3.726,2.917,7.715,3.897,4.940,5.136,4.211,4.774,4.038,4.226
PER00742,5.561,3.963,4.073,3.255,2.406,3.708,3.942,7.623,4.239,5.531,5.234,4.371,4.553,4.446,4.282
PER00743,2.956,2.689,2.472,3.150,1.580,2.996,2.586,7.836,3.183,4.142,5.111,3.650,4.072,3.659,4.434
PER00744,3.314,3.407,5.550,2.089,3.205,4.195,3.238,8.223,2.918,4.161,5.434,3.719,4.751,3.014,4.387
PER00745,5.257,4.512,4.995,3.584,2.051,3.873,3.328,7.339,4.129,4.913,5.207,4.519,4.397,4.189,4.472
PER00746,4.382,3.307,5.067,3.016,2.256,3.406,1.938,8.065,2.634,3.850,4.898,3.901,4.627,3.537,4.014
PER00747,4.657,2.008,2.776,3.159,3.315,3.659,3.170,8.369,4.159,4.437,5.741,3.822,4.232,4.200,4.187
PER00748,2.376,3.995,3.551,2.188,2.606,3.449,3.053,8.088,3.351,3.964,4.731,3.478,4.169,3.371,4.384
PER00749,3.617,3.300,4.306,2.302,2.765,4.121,2.269,8.577,3.401,4.050,5.099,4.103,4.544,3.365,4.023
PER00750,2.895,3.047,5.367,2.306,2.421,2.633,2.519,8.080,3.300,4.597,5.751,3.553,4.787,2.805,4.807
PER00751,3.857,4.265,4.477,2.855,2.081,3.243,2.578,7.722,3.131,4.719,4.835,4.160,4.902,3.734,4.468
PER00752,2.653,4.225,3.881,2.325,1.457,4.687,2.403,7.985,2.686,3.718,4.726,3.819,4.700,3.226,4.788
PER00753,5.327,5.752,4.090,2.996,2.847,4.596,4.052,7.466,4.029,4.600,5.582,4.312,4.343,4.088,3.853
PER00754,3.611,3.321,3.442,3.011,3.014,3.679,3.679,8.053,3.695,4.294,5.539,3.909,4.068,3.783,3.797
PER00755,3.287,6.626,2.617,3.990,3.667,5.906,3.385,7.685,3.489,5.031,5.252,4.445,5.070,3.744,4.023
PER00756,2.087,2.588,3.839,2.170,1.526,2.222,2.607,7.040,3.100,4.303,5.031,3.326,4.319,3.069,4.462
PER00757,4.230,5.107,3.159,2.747,3.426,3.970,2.542,7.390,3.877,5.433,5.313,4.550,4.484,4.034,4.222
PER00758,4.108,5.441,3.675,3.068,2.097,3.734,3.330,7.712,3.680,4.923,5.931,4.318,4.085,3.683,4.438
PER00759,5.679,4.172,4.017,2.489,2.934,3.832,2.207,7.545,3.311,4.761,5.370,4.563,4.614,4.337,4.334
PER00760,4.081,4.833,3.099,3.477,2.743,4.410,3.733,7.753,3.537,4.447,4.764,4.206,4.334,3.814,4.205
PER00761,3.045,4.002,3.644,2.325,1.672,2.192,3.154,7.721,3.835,4.647,5.578,3.632,4.419,3.477,4.079
PER00762,4.800,4.820,3.276,3.389,3.213,3.247,2.673,7.375,4.835,4.701,5.599,4.277,4.107,4.154,4.325
PER00763,3.105,5.598,3.383,2.938,2.355,3.378,3.358,8.148,4.201,4.530,5.478,4.117,4.458,3.335,3.888
PER00764,5.057,2.322,3.226,3.309,3.071,2.566,3.110,7.438,4.098,4.777,4.917,3.986,4.400,4.257,4.707
PER00765,5.499,3.871,2.290,3.065,3.327,3.198,3.875,7.680,4.746,4.973,6.115,4.661,4.818,4.663,4.650
PER00766,4.842,3.400,2.378,2.862,2.654,4.314,4.024,8.029,4.097,5.215,5.611,4.422,4.508,4.343,4.017
PER00767,4.274,5.044,4.389,2.837,2.552,3.139,3.304,7.616,3.659,4.578,5.105,3.963,4.377,3.630,4.476
PER00768,4.235,4.860,4.475,4.394,1.846,4.749,3.883,7.209,4.270,4.341,5.313,4.336,4.677,3.539,3.915
PER00769,5.194,2.729,2.697,3.055,2.222,3.511,3.361,8.361,3.986,4.662,5.169,4.173,4.399,4.387,4.078
PER00770,2.180,3.981,3.347,2.664,1.421,2.667,2.874,7.578,3.348,4.310,5.108,3.625,4.276,3.045,4.248
PER00771,6.209,3.352,3.407,3.100,3.587,3.441,4.153,8.464,4.913,4.668,6.074,4.352,4.374,4.763,3.905
PER00772,4.731,2.781,4.188,3.009,1.915,2.824,3.480,8.657,3.339,4.197,5.581,3.900,3.993,3.816,4.196
PER00773,3.996,4.493,3.752,2.339,3.917,3.058,2.575,8.307,2.965,4.742,5.064,4.061,4.621,3.744,3.867
PER00774,3.173,4.255,4.650,2.605,1.174,2.617,2.895,7.923,3.306,3.821,4.757,3.598,4.373,3.138,4.162
PER00775,2.677,5.942,6.026,2.783,1.517,3.913,3.349,8.073,2.180,3.906,4.798,3.845,4.515,2.618,3.951
PER00776,4.975,3.420,4.458,3.421,1.933,2.210,3.834,7.613,3.976,4.755,5.029,4.165,4.498,4.108,4.380
PER00777,6.104,3.495,3.038,3.866,1.494,2.479,3.582,8.452,4.872,4.105,6.108,4.046,4.486,4.706,4.706
PER00778,5.848,2.443,3.865,2.428,2.991,3.116,3.319,7.376,3.752,4.714,5.042,4.249,4.345,4.603,4.436
PER00779,5.669,3.565,4.728,2.835,2.645,3.213,3.882,7.368,4.304,4.557,5.709,3.864,4.038,3.935,4.145
PER00780,5.291,2.956,4.437,3.076,2.692,3.532,2.951,8.195,3.837,4.688,5.560,4.291,4.511,4.117,3.859
PER00781,3.678,3.882,3.079,4.162,1.971,3.768,2.624,9.187,5.011,4.052,6.341,3.986,4.676,3.998,4.495
PER00782,2.550,5.535,3.857,3.552,2.892,3.820,2.533,8.518,3.387,4.885,5.567,3.828,4.591,3.052,3.593
PER00783,5.482,3.031,2.125,3.783,2.852,4.113,2.950,7.946,4.501,4.847,5.878,4.487,4.485,4.641,3.814
PER00784,4.091,2.693,4.994,2.658,2.424,3.500,2.633,7.724,3.045,4.117,5.338,3.760,4.490,3.559,4.733
PER00785,4.155,3.294,3.408,3.398,2.849,2.947,3.211,7.483,4.147,4.351,5.305,4.223,4.839,3.939,4.534
PER00786,1.784,4.114,3.326,2.918,1.775,3.456,1.840,7.835,2.988,4.092,5.046,3.388,4.147,2.787,4.206
PER00787,5.554,2.416,4.364,3.091,3.362,2.757,3.390,7.867,4.448,4.567,5.341,4.121,4.487,4.414,4.870
PER00788,2.924,3.962,4.845,1.485,2.562,2.511,2.479,8.817,3.234,3.884,5.212,3.385,4.142,3.040,4.552
PER00789,4.396,2.809,2.203,3.282,3.014,2.672,2.948,8.013,3.758,3.970,5.202,3.985,4.029,4.126,3.732
PER00790,4.286,5.187,3.105,3.592,3.024,4.546,3.722,7.494,4.471,4.661,5.841,4.203,4.478,4.074,4.876
PER00791,1.636,5.529,3.522,2.931,1.752,3.405,1.995,8.296,3.182,4.237,5.092,3.681,4.586,2.949,3.922
PER00792,4.115,4.836,3.426,3.637,2.975,4.989,3.199,7.427,4.006,4.691,5.281,4.483,4.553,3.887,4.563
PER00793,4.759,3.288,4.860,2.644,2.414,3.519,3.722,8.004,4.130,4.926,5.642,4.051,4.657,3.953,4.354
PER00794,4.732,5.500,5.296,2.725,2.149,4.562,2.195,7.832,3.223,4.838,4.926,4.064,4.099,3.691,4.018
PER00795,3.274,3.247,2.538,3.045,2.607,3.077,3.038,6.685,4.074,4.640,4.899,4.264,4.601,3.825,3.895
PER00796,4.430,3.299,3.293,3.820,2.025,3.450,2.789,8.172,4.216,4.856,5.936,3.746,4.339,3.773,4.299
PER00797,4.322,4.928,4.318,2.759,3.078,3.335,2.552,7.776,4.045,4.737,5.176,4.398,4.596,3.652,4.378
PER00798,4.275,3.827,4.814,3.051,1.838,4.291,3.365,7.917,3.494,4.651,4.839,3.826,4.447,3.352,3.990
PER00799,4.014,3.486,5.180,2.530,1.601,2.197,1.673,6.102,3.000,4.584,4.572,3.719,4.446,3.529,3.634
PER00800,4.191,2.264,3.998,2.793,2.691,3.110,3.279,7.704,3.110,4.751,5.235,4.093,4.981,3.786,4.512
PER00801,4.434,4.487,5.840,2.370,1.421,4.075,1.840,8.046,2.973,4.560,5.129,4.123,4.357,3.451,4.301
PER00802,2.866,2.752,1.758,2.709,2.906,3.926,2.537,7.903,3.509,4.626,4.695,3.767,4.356,3.616,3.982
PER00803,4.333,4.977,2.730,2.727,3.937,3.371,3.187,8.018,3.784,4.964,4.977,4.336,4.558,4.208,4.718
PER00804,2.642,3.606,4.447,3.102,1.870,2.927,2.092,7.872,3.252,3.949,4.137,3.892,5.032,3.296,4.420
PER00805,3.924,5.099,4.232,2.653,3.189,4.301,3.273,7.881,3.271,4.983,5.527,4.069,4.280,3.372,4.190
PER00806,4.796,4.027,4.857,3.645,1.000,2.983,3.427,8.191,4.010,4.701,5.496,3.976,4.261,3.844,3.880
PER00807,3.487,3.854,5.495,2.082,3.054,4.050,2.342,8.303,2.792,4.355,5.036,4.034,5.212,3.097,4.245
PER00808,4.736,5.183,3.733,2.923,3.031,3.544,2.503,7.328,3.653,4.822,4.904,4.524,4.427,4.122,3.647
PER00809,4.527,3.003,3.290,3.075,3.114,4.451,2.751,8.605,4.009,4.853,5.042,4.286,4.700,4.051,4.085
PER00810,2.869,3.618,4.707,2.549,1.545,3.254,2.397,7.316,3.441,4.313,4.498,3.965,4.820,3.180,4.400
PER00811,4.708,2.908,3.674,3.485,2.819,3.957,4.457,6.534,4.084,4.384,4.911,4.015,4.984,3.992,4.850
PER00812,4.684,6.414,3.755,3.900,3.934,5.361,4.328,7.571,4.317,4.983,5.485,4.733,4.623,4.175,4.398
PER00813,2.711,3.262,5.640,1.797,1.889,3.298,1.667,8.009,2.349,3.960,4.646,3.636,4.299,2.837,4.005
PER00814,4.119,4.860,5.468,3.645,1.126,2.504,3.155,8.165,4.207,4.540,5.297,4.023,4.412,3.309,3.565
PER00815,4.766,3.586,3.825,2.578,2.649,3.435,3.530,7.265,3.587,4.262,5.191,4.160,4.787,4.235,4.361
PER00816,4.141,4.616,2.679,3.327,2.283,3.812,2.616,7.788,3.767,4.617,5.340,4.066,4.327,4.290,4.963
PER00817,4.703,4.139,4.152,2.835,2.335,3.451,3.788,8.354,4.043,4.787,5.736,4.034,4.210,3.974,4.273
PER00818,3.397,1.854,3.698,2.617,2.637,2.825,2.151,8.288,3.411,3.998,4.993,3.674,4.553,3.445,3.965
PER00819,3.309,1.549,2.340,2.871,1.506,2.656,3.475,8.181,3.547,4.172,5.523,3.687,4.455,3.804,4.899
PER00820,5.144,5.444,5.153,2.783,3.069,4.088,3.690,8.337,3.356,4.873,5.836,4.285,4.805,3.755,3.839
PER00821,2.547,3.310,3.297,2.654,3.678,3.092,3.181,7.606,3.669,3.956,5.024,3.506,4.057,3.192,4.059
PER00822,3.647,5.462,3.407,3.468,2.792,4.818,4.624,8.550,3.709,4.461,5.372,4.330,4.400,3.679,3.897
PER00823,5.597,4.515,1.143,4.028,3.010,4.080,3.019,8.341,4.360,5.247,5.825,4.551,4.346,4.665,3.764
PER00824,3.546,3.230,4.222,3.705,1.349,3.636,3.636,7.458,4.000,3.959,5.436,3.413,4.332,3.371,4.329
PER00825,4.815,4.530,3.953,2.970,2.479,3.526,2.995,7.499,3.677,4.433,4.920,4.292,4.880,4.058,4.803
PER00826,4.831,4.826,3.084,3.121,2.402,3.073,3.221,8.317,4.558,5.266,5.895,4.559,4.799,4.322,4.348
PER00827,4.669,4.373,3.362,2.955,2.771,3.384,3.273,7.975,3.637,4.415,5.084,4.384,4.951,4.114,4.789
PER00828,3.026,4.604,3.359,2.657,2.836,2.830,2.033,8.288,3.496,4.713,5.190,4.083,4.574,3.471,4.472
PER00829,3.615,4.091,3.961,2.351,3.043,3.396,3.074,8.137,3.679,4.717,5.271,3.950,4.575,3.452,4.043
PER00830,2.478,6.248,5.068,2.509,2.270,4.223,2.716,7.622,3.220,4.749,5.204,4.190,5.076,3.075,4.518
PER00831,4.987,5.482,1.990,3.683,3.235,4.176,3.249,7.815,4.507,4.805,5.348,4.692,4.452,4.529,5.281
PER00832,4.670,4.096,4.902,3.126,2.564,3.439,3.016,8.131,3.817,4.090,5.381,3.961,4.636,3.727,4.335
PER00833,5.865,5.027,4.893,2.862,2.655,2.918,3.734,7.801,3.567,4.596,5.256,4.192,4.359,4.312,4.011
PER00834,3.504,2.775,2.852,2.552,1.717,4.098,2.744,7.203,3.201,4.218,4.869,3.681,4.116,3.788,4.646
PER00835,4.327,1.778,4.309,1.743,1.797,2.828,2.763,7.540,3.177,4.627,5.148,3.797,4.717,3.827,3.973
PER00836,3.741,5.038,3.461,3.843,3.760,3.494,3.343,7.151,3.484,4.589,4.985,3.840,3.946,3.618,3.860
PER00837,3.790,5.248,2.208,3.158,3.638,4.617,3.135,7.903,4.067,4.163,5.371,4.273,4.609,3.960,4.607
PER00838,3.902,4.115,4.358,3.140,2.523,2.420,2.825,8.068,3.175,4.763,5.176,3.780,4.605,3.624,4.778
PER00839,3.030,4.349,5.172,2.947,1.261,2.445,2.827,7.542,2.959,3.534,4.975,3.881,4.351,3.157,4.227
PER00840,3.379,3.480,3.567,3.003,1.975,2.936,3.120,7.591,3.446,4.472,4.953,3.888,4.202,3.558,3.532
PER00841,5.381,4.350,5.290,3.133,1.717,4.336,3.107,8.138,3.512,4.728,4.820,4.342,4.876,3.933,3.353
PER00842,2.810,3.900,3.356,2.390,2.083,3.412,3.206,7.851,3.967,4.794,5.676,3.668,4.394,3.302,4.418
PER00843,3.340,4.282,2.987,3.058,2.389,2.859,1.721,7.048,3.078,4.176,4.325,3.691,4.556,3.546,4.237
PER00844,3.270,3.470,3.467,2.506,1.997,2.650,2.944,8.294,3.634,4.184,5.369,3.343,4.210,3.527,4.429
PER00845,5.287,2.745,5.536,1.959,2.315,3.068,3.395,7.592,3.611,4.335,5.226,4.012,4.127,3.988,4.126
PER00846,3.574,5.247,5.015,3.187,1.974,3.747,3.530,8.145,3.414,4.508,5.456,3.699,4.796,3.044,4.688
PER00847,2.717,2.327,3.264,1.674,1.023,2.371,2.520,6.799,3.144,4.372,4.649,3.491,4.431,3.275,4.118
PER00848,2.491,2.733,3.258,2.181,2.335,2.918,2.011,8.016,3.021,4.237,5.164,3.431,4.208,3.343,4.917
PER00849,4.024,5.369,3.181,3.394,2.899,3.898,3.311,7.664,4.165,4.650,5.015,4.429,4.268,3.714,4.127
PER00850,1.935,4.760,4.829,2.573,1.624,1.940,1.499,7.831,2.825,4.159,5.069,3.149,4.409,2.642,3.740
