person_id,assessment_context,extraversion,agreeableness,conscientiousness,neuroticism,openness,extraversion_category,conscientiousness_category,neuroticism_category,profile_type,synthetic_cluster,nearest_threshold_distance,near_threshold_boundary,cluster_boundary_margin,near_cluster_boundary,dimensional_signal_strength,information_loss_index,well_being,collaboration_score,reflective_utility_score
TTD00410,clinical_conceptual_context,5.421,5.207,5.442,2.269,5.871,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.877,0,0.707,0,1.535,0.699,4.297,4.881,1.433
TTD00411,clinical_conceptual_context,5.191,5.141,6.293,2.470,4.829,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.499,0,1.181,0,1.397,0.755,4.002,4.991,1.647
TTD00412,clinical_conceptual_context,4.848,6.221,6.449,1.943,5.767,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.518,0,1.020,0,1.868,0.594,5.405,5.632,1.049
TTD00413,clinical_conceptual_context,5.195,5.887,5.416,1.000,5.477,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.865,0,0.791,0,1.795,0.614,4.217,5.689,1.348
TTD00414,clinical_conceptual_context,4.689,5.429,4.705,3.164,4.924,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.359,0,0.016,1,0.917,1.420,4.598,4.888,2.309
TTD00415,clinical_conceptual_context,4.587,5.214,5.300,3.119,5.377,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.257,0,0.660,0,1.072,0.936,4.111,4.342,2.044
TTD00416,clinical_conceptual_context,5.460,4.230,6.117,2.399,5.096,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.100,1,0.957,0,1.301,1.220,4.466,5.008,1.997
TTD00417,clinical_conceptual_context,5.196,4.214,7.000,2.607,5.252,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.116,1,1.098,0,1.411,1.169,4.130,5.067,1.743
TTD00418,clinical_conceptual_context,4.917,5.108,4.461,1.949,5.968,higher,higher,lower,mixed_dimensional_profile,resilient_high_regulation_profile,0.131,1,0.422,1,1.301,1.580,3.304,4.425,1.456
TTD00419,clinical_conceptual_context,2.776,4.844,6.330,4.555,4.516,lower,higher,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.186,0,1.329,0,1.094,0.921,3.519,4.210,2.156
TTD00420,clinical_conceptual_context,2.276,3.559,4.574,6.091,4.592,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.111,1,0.879,0,1.085,1.347,1.295,3.550,1.788
TTD00421,clinical_conceptual_context,2.721,4.820,6.345,5.115,4.219,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.111,1,1.872,0,1.156,1.301,3.295,4.447,1.374
TTD00422,clinical_conceptual_context,2.653,5.660,5.642,5.495,4.637,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.307,0,1.778,0,1.356,0.773,2.629,3.755,1.457
TTD00423,clinical_conceptual_context,2.782,4.312,5.891,5.162,4.771,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.018,1,1.515,0,1.071,1.357,3.068,4.765,1.780
TTD00424,clinical_conceptual_context,3.025,5.603,5.398,5.771,5.411,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.645,0,1.215,0,1.432,0.740,3.357,4.709,1.796
TTD00425,clinical_conceptual_context,3.239,4.389,5.338,5.156,5.033,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.059,1,1.034,0,0.935,1.464,2.743,3.799,1.347
TTD00426,clinical_conceptual_context,2.405,3.309,6.001,5.061,4.419,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.089,1,1.064,0,1.153,1.302,2.407,4.148,2.306
TTD00427,clinical_conceptual_context,2.817,4.915,4.243,6.200,3.234,lower,moderate,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.087,1,0.854,0,1.061,1.363,1.863,3.212,2.341
TTD00428,clinical_conceptual_context,3.425,4.729,4.957,5.198,4.992,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.245,0,0.879,0,0.890,1.085,2.530,3.769,1.636
TTD00429,clinical_conceptual_context,2.493,5.228,5.356,6.148,4.936,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.606,0,1.743,0,1.435,0.738,2.931,3.828,2.040
TTD00430,clinical_conceptual_context,2.661,4.616,5.782,5.562,5.621,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.286,0,1.017,0,1.384,0.761,2.777,3.230,1.403
TTD00431,clinical_conceptual_context,2.515,4.729,4.886,5.499,4.743,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.399,0,1.361,0,1.068,0.938,2.252,4.272,1.094
TTD00432,clinical_conceptual_context,2.216,5.459,4.884,5.026,5.130,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.554,0,0.562,0,1.257,0.823,3.565,4.406,1.960
TTD00433,clinical_conceptual_context,1.942,3.748,5.686,5.648,4.886,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.078,1,1.134,0,1.306,1.217,3.065,2.906,1.837
TTD00434,clinical_conceptual_context,1.764,4.358,6.013,5.845,5.291,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.028,1,1.218,0,1.549,1.114,2.397,2.742,1.539
TTD00435,clinical_conceptual_context,3.342,4.336,5.554,5.472,4.398,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.006,1,1.541,0,0.884,1.511,2.036,3.398,1.000
TTD00436,clinical_conceptual_context,3.472,5.052,5.201,5.581,5.079,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.198,0,1.298,0,1.088,0.924,3.049,3.854,1.565
TTD00437,clinical_conceptual_context,2.820,5.260,4.455,5.896,3.611,lower,higher,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.059,1,1.137,0,1.036,1.382,2.194,3.918,1.000
TTD00438,clinical_conceptual_context,3.867,5.525,4.793,5.429,3.961,moderate,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.197,0,0.676,0,0.784,1.198,2.707,3.523,1.543
TTD00439,clinical_conceptual_context,2.598,4.349,6.019,6.619,4.161,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.019,1,2.104,0,1.310,1.216,2.488,4.136,1.641
TTD00440,clinical_conceptual_context,2.617,5.088,5.364,5.281,4.578,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.248,0,1.834,0,1.139,0.891,2.361,3.905,1.000
TTD00441,clinical_conceptual_context,4.133,2.335,2.232,4.533,3.469,moderate,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.197,0,0.930,0,0.926,1.052,1.775,2.989,1.743
TTD00442,clinical_conceptual_context,4.104,2.736,2.152,4.946,3.785,moderate,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.115,1,1.098,0,0.876,1.519,1.000,3.004,1.454
TTD00443,clinical_conceptual_context,5.351,2.836,2.462,5.293,3.949,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.279,0,2.082,0,1.079,0.931,1.355,3.141,1.000
TTD00444,clinical_conceptual_context,4.788,2.519,2.147,4.397,3.760,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.067,1,1.420,0,0.952,1.449,1.000,3.426,2.346
TTD00445,clinical_conceptual_context,5.337,3.403,2.819,5.029,3.843,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.173,1,1.631,0,0.860,1.535,1.721,3.872,1.238
TTD00446,clinical_conceptual_context,4.241,3.706,2.379,5.092,4.834,moderate,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.036,1,0.807,0,0.816,1.581,1.000,3.161,1.660
TTD00447,clinical_conceptual_context,5.214,3.249,2.638,4.222,3.860,higher,lower,moderate,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.108,1,1.215,0,0.738,1.675,1.656,3.163,2.167
TTD00448,clinical_conceptual_context,6.235,3.137,2.803,4.870,4.333,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.003,1,1.786,0,1.100,1.337,1.707,3.439,1.842
TTD00449,clinical_conceptual_context,5.767,2.752,3.083,5.457,4.557,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.227,0,1.807,0,1.189,0.861,1.049,3.005,1.674
TTD00450,clinical_conceptual_context,4.837,2.930,2.958,5.078,4.654,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.324,0,1.444,0,0.936,1.043,1.000,4.187,2.327
TTD00451,clinical_conceptual_context,5.255,2.725,2.822,5.925,4.624,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.294,0,1.768,0,1.252,0.826,1.289,3.564,1.966
TTD00452,clinical_conceptual_context,6.017,2.650,2.987,5.437,4.244,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.086,1,1.892,0,1.212,1.267,1.176,3.321,1.142
TTD00453,clinical_conceptual_context,4.442,2.886,2.227,4.357,4.861,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.027,1,1.079,0,0.909,1.487,1.441,3.297,1.250
TTD00454,clinical_conceptual_context,5.671,3.205,3.131,5.940,4.773,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.443,0,1.570,0,1.210,0.849,1.165,2.975,1.000
TTD00455,clinical_conceptual_context,5.178,3.608,2.264,4.765,3.112,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.062,1,1.150,0,0.992,1.416,2.300,2.500,1.718
TTD00456,clinical_conceptual_context,4.919,3.288,2.157,4.609,3.790,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.120,1,1.459,0,0.859,1.536,1.643,3.341,1.934
TTD00457,clinical_conceptual_context,4.354,2.999,2.742,4.580,3.690,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.020,1,0.729,0,0.701,1.726,1.673,3.784,1.936
TTD00458,clinical_conceptual_context,5.003,3.359,2.387,5.723,4.192,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.138,1,1.711,0,1.034,1.383,1.349,2.118,1.577
TTD00459,clinical_conceptual_context,4.282,2.927,2.985,3.381,4.309,moderate,lower,lower,mixed_dimensional_profile,mixed_boundary_profile,0.021,1,0.154,1,0.660,2.147,1.280,3.549,2.367
TTD00460,clinical_conceptual_context,5.863,2.472,2.740,5.158,4.862,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.532,0,1.920,0,1.334,0.784,1.017,2.912,1.331
TTD00461,clinical_conceptual_context,4.356,1.885,2.717,5.103,4.055,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.026,1,1.232,0,0.982,1.424,1.364,2.289,1.376
TTD00462,clinical_conceptual_context,4.454,2.613,2.903,4.651,4.239,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.091,1,1.005,0,0.766,1.640,1.315,2.789,2.189
TTD00463,clinical_conceptual_context,3.094,4.176,4.400,2.548,5.898,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.070,1,0.865,0,0.966,1.437,2.802,4.487,1.335
TTD00464,clinical_conceptual_context,2.477,4.314,4.656,3.820,7.000,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.016,1,1.892,0,1.135,1.314,3.602,4.375,1.510
TTD00465,clinical_conceptual_context,3.054,3.670,4.688,3.016,6.301,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.000,1,1.237,0,1.050,1.372,2.857,3.677,1.957
TTD00466,clinical_conceptual_context,2.911,3.078,4.638,3.655,6.134,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.015,1,1.151,0,1.026,1.390,2.692,3.477,2.036
TTD00467,clinical_conceptual_context,2.012,4.832,3.649,5.291,6.347,lower,lower,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.021,1,1.097,0,1.362,1.191,2.404,4.438,2.063
TTD00468,clinical_conceptual_context,2.725,5.014,3.824,3.846,5.562,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.154,1,1.354,0,0.836,1.560,3.155,4.038,1.525
TTD00469,clinical_conceptual_context,2.904,4.484,4.418,3.368,6.014,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.088,1,1.575,0,0.929,1.469,3.340,4.131,1.882
TTD00470,clinical_conceptual_context,2.686,4.017,3.722,3.993,4.622,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.052,1,0.042,1,0.448,2.589,2.731,3.479,2.231
TTD00471,clinical_conceptual_context,2.399,4.316,4.389,4.462,6.028,lower,higher,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.014,1,1.679,0,0.959,1.443,2.703,4.037,1.587
TTD00472,clinical_conceptual_context,2.446,5.324,3.467,4.071,6.150,lower,lower,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.203,0,1.707,0,1.126,0.899,2.898,3.889,1.683
TTD00473,clinical_conceptual_context,1.463,4.374,3.837,3.781,5.955,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.044,1,1.677,0,1.050,1.372,3.865,3.690,1.980
TTD00474,clinical_conceptual_context,2.463,4.889,4.299,4.733,6.424,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.031,1,1.415,0,1.176,1.288,3.084,3.552,1.808
TTD00475,clinical_conceptual_context,2.490,4.599,5.012,3.768,6.284,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.098,1,1.469,0,1.127,1.319,3.391,3.775,1.437
TTD00476,clinical_conceptual_context,3.137,4.049,3.594,3.823,6.679,lower,lower,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.076,1,1.716,0,0.835,1.561,2.345,3.864,1.000
TTD00477,clinical_conceptual_context,2.051,4.041,4.958,3.981,6.552,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.289,0,1.514,0,1.104,0.914,3.245,4.127,1.432
TTD00478,clinical_conceptual_context,2.567,3.741,4.511,3.827,5.775,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.071,1,1.499,0,0.830,1.566,1.941,3.303,1.521
TTD00479,clinical_conceptual_context,2.420,4.255,5.134,3.825,5.910,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.075,1,1.185,0,1.011,1.401,3.597,3.756,1.693
TTD00480,clinical_conceptual_context,2.879,3.895,4.012,3.814,6.450,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.144,1,1.882,0,0.775,1.629,3.777,3.583,1.598
TTD00481,clinical_conceptual_context,1.122,3.975,4.274,4.665,5.953,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.056,1,0.999,0,1.159,1.299,2.735,3.870,1.873
TTD00482,clinical_conceptual_context,3.002,4.161,4.054,3.786,6.205,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.116,1,1.817,0,0.726,1.691,2.875,4.153,2.002
TTD00483,clinical_conceptual_context,2.759,4.378,3.153,4.259,6.763,lower,lower,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.048,1,1.880,0,1.098,1.338,2.708,3.487,1.174
TTD00484,clinical_conceptual_context,1.664,4.134,5.654,3.095,5.772,lower,higher,lower,resilient_regulated_type,open_reflective_introverted_profile,0.196,0,0.864,0,1.360,0.771,2.977,4.013,1.281
TTD00485,clinical_conceptual_context,6.305,5.503,4.541,2.890,5.716,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.211,0,0.759,0,1.435,0.738,3.702,5.371,1.685
TTD00486,clinical_conceptual_context,5.753,6.047,4.539,3.577,5.498,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.093,1,1.031,0,1.252,1.245,2.935,5.005,1.051
TTD00487,clinical_conceptual_context,5.920,5.431,5.233,2.630,5.372,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.903,0,0.063,1,1.465,1.086,3.859,5.946,1.550
TTD00488,clinical_conceptual_context,5.180,6.581,4.553,2.824,4.380,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.050,1,0.580,0,1.174,1.290,4.120,5.068,1.239
TTD00489,clinical_conceptual_context,6.263,5.255,4.737,2.694,4.862,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.407,0,0.728,0,1.284,0.808,4.055,5.239,1.900
TTD00490,clinical_conceptual_context,6.623,4.638,4.444,3.362,5.482,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.114,1,0.783,0,1.165,1.295,2.854,5.789,1.456
TTD00491,clinical_conceptual_context,6.873,5.654,6.124,3.502,5.377,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.168,1,0.349,1,1.705,1.421,3.453,5.227,2.107
TTD00492,clinical_conceptual_context,6.059,6.186,4.909,4.000,5.553,higher,higher,moderate,social_collaborative_type,social_collaborative_profile,0.330,0,0.976,0,1.341,0.780,3.299,5.330,1.715
TTD00493,clinical_conceptual_context,5.782,5.250,4.177,2.864,4.890,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.153,1,0.896,0,1.047,1.374,2.996,4.876,1.156
TTD00494,clinical_conceptual_context,5.052,6.112,4.968,3.620,4.160,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.050,1,0.560,0,0.935,1.464,3.053,4.552,1.589
TTD00495,clinical_conceptual_context,6.016,5.824,3.877,4.574,4.342,higher,moderate,higher,social_collaborative_type,social_collaborative_profile,0.012,1,1.118,0,0.976,1.429,2.652,4.614,2.055
TTD00496,clinical_conceptual_context,7.000,6.205,4.648,2.922,6.252,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.318,0,0.762,0,1.837,0.603,4.272,5.705,1.172
TTD00497,clinical_conceptual_context,5.526,6.576,4.578,3.075,5.106,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.248,0,0.831,0,1.342,0.780,3.958,5.570,1.470
TTD00498,clinical_conceptual_context,5.442,5.741,3.770,3.874,4.233,higher,moderate,moderate,social_collaborative_type,social_collaborative_profile,0.097,1,0.957,0,0.754,1.654,1.987,5.042,1.181
TTD00499,clinical_conceptual_context,6.441,5.552,4.445,3.107,4.686,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.115,1,1.265,0,1.203,1.272,4.233,3.907,1.271
TTD00500,clinical_conceptual_context,5.922,5.613,4.524,2.542,5.061,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.194,0,0.708,0,1.316,0.793,2.851,4.574,1.231
TTD00501,clinical_conceptual_context,5.918,5.312,3.993,2.404,4.878,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.323,0,0.715,0,1.142,0.889,4.098,4.826,1.347
TTD00502,clinical_conceptual_context,5.693,5.461,5.267,3.745,4.025,higher,higher,moderate,social_collaborative_type,social_collaborative_profile,0.075,1,0.631,0,0.940,1.459,3.230,4.354,1.490
TTD00503,clinical_conceptual_context,6.257,6.500,5.238,2.463,4.988,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.658,0,0.465,1,1.704,1.001,3.978,5.893,1.993
TTD00504,clinical_conceptual_context,5.300,6.036,4.745,2.593,4.172,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.158,1,0.372,1,1.132,1.676,3.852,4.775,1.666
TTD00505,clinical_conceptual_context,4.953,5.747,5.394,3.066,4.332,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.002,1,0.194,1,1.072,1.716,3.373,4.629,1.000
TTD00506,clinical_conceptual_context,4.358,5.574,5.375,3.650,4.750,higher,higher,lower,mixed_dimensional_profile,resilient_high_regulation_profile,0.020,1,0.273,1,0.881,1.874,3.296,4.909,1.952
TTD00507,clinical_conceptual_context,4.261,3.462,3.933,4.205,3.643,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.027,1,1.094,0,0.286,2.840,2.221,3.892,1.553
TTD00508,clinical_conceptual_context,4.026,3.647,4.437,3.876,3.881,moderate,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.023,1,1.830,0,0.212,3.285,2.461,3.578,2.248
TTD00509,clinical_conceptual_context,4.185,4.253,3.931,4.146,4.243,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.077,1,1.681,0,0.179,3.540,2.439,3.946,1.970
TTD00510,clinical_conceptual_context,3.772,3.712,3.655,4.140,4.089,moderate,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.015,1,1.449,0,0.218,3.242,1.885,3.781,1.632
TTD00511,clinical_conceptual_context,4.033,4.304,4.405,4.017,3.812,moderate,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.026,1,1.820,0,0.189,3.454,2.656,3.855,2.061
TTD00512,clinical_conceptual_context,4.160,4.029,4.133,4.536,3.912,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.170,1,1.471,0,0.189,3.458,1.673,4.034,2.647
TTD00513,clinical_conceptual_context,3.568,3.808,3.426,3.955,3.628,lower,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.042,1,1.384,0,0.323,2.665,1.926,3.475,2.243
TTD00514,clinical_conceptual_context,3.979,3.730,3.771,4.282,4.297,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.033,1,1.309,0,0.220,3.228,1.553,3.932,1.000
TTD00515,clinical_conceptual_context,4.105,4.003,3.705,3.777,3.841,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.035,1,1.686,0,0.157,3.743,2.178,4.371,1.909
TTD00516,clinical_conceptual_context,2.714,4.325,3.767,4.106,3.866,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.005,1,0.824,0,0.417,2.320,3.047,3.374,1.643
TTD00517,clinical_conceptual_context,3.835,3.891,3.454,4.141,4.396,moderate,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.066,1,1.199,0,0.271,2.915,2.995,4.022,2.579
TTD00518,clinical_conceptual_context,4.325,4.601,3.855,3.368,3.910,moderate,moderate,lower,mixed_dimensional_profile,mixed_boundary_profile,0.005,1,1.271,0,0.359,2.519,3.322,4.817,2.098
TTD00519,clinical_conceptual_context,3.988,3.872,4.226,4.023,4.662,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.104,1,1.227,0,0.210,3.296,2.533,3.967,1.469
TTD00520,clinical_conceptual_context,3.451,4.227,4.563,4.861,3.722,lower,higher,higher,overcontrolled_sensitive_type,mixed_boundary_profile,0.052,1,0.403,1,0.496,2.465,2.913,3.681,2.154
TTD00521,clinical_conceptual_context,3.976,4.186,4.025,4.109,3.530,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.140,1,1.829,0,0.163,3.685,1.901,3.867,1.167
TTD00522,clinical_conceptual_context,4.499,4.256,3.743,3.755,3.563,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.073,1,1.358,0,0.339,2.597,2.212,4.314,1.720
TTD00523,clinical_conceptual_context,3.333,3.667,3.485,4.059,3.972,lower,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.003,1,1.368,0,0.320,2.676,1.755,3.367,1.491
TTD00524,clinical_conceptual_context,4.275,3.985,3.843,3.905,3.862,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.055,1,1.654,0,0.136,3.958,3.029,4.029,2.437
TTD00525,clinical_conceptual_context,3.634,3.523,4.889,3.543,4.262,lower,higher,lower,mixed_dimensional_profile,mixed_boundary_profile,0.036,1,1.164,0,0.490,2.118,2.814,3.862,1.146
TTD00526,clinical_conceptual_context,4.022,4.031,4.196,4.423,3.502,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.093,1,1.599,0,0.234,3.134,2.081,3.716,2.397
TTD00527,clinical_conceptual_context,3.793,4.711,3.957,3.847,3.859,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.123,1,1.692,0,0.251,3.029,2.753,3.757,2.521
TTD00528,clinical_conceptual_context,3.970,3.840,3.766,4.391,3.929,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.061,1,1.389,0,0.177,3.555,2.257,3.891,1.864
TTD00529,popular_typology_context,5.166,5.059,5.419,2.775,4.851,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.521,0,0.765,0,1.144,0.954,3.589,5.462,1.821
TTD00530,popular_typology_context,5.016,6.078,5.398,2.092,5.758,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.686,0,0.664,0,1.632,0.730,4.752,6.058,2.481
TTD00531,popular_typology_context,5.004,5.005,5.488,2.274,4.781,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.451,0,1.166,0,1.201,0.920,3.335,4.824,1.632
TTD00532,popular_typology_context,5.393,4.115,5.196,2.461,4.707,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.215,0,0.520,1,0.990,1.423,2.946,4.595,1.889
TTD00533,popular_typology_context,4.543,4.855,5.930,2.891,5.921,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.213,0,1.039,0,1.272,0.881,4.487,5.223,1.867
TTD00534,popular_typology_context,5.469,5.277,4.866,2.804,5.342,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.536,0,0.108,1,1.230,1.263,3.753,3.940,1.997
TTD00535,popular_typology_context,5.148,5.377,4.830,2.099,5.621,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.500,0,0.479,1,1.375,1.190,4.083,5.353,1.859
TTD00536,popular_typology_context,4.453,4.615,6.216,2.383,4.896,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.123,1,1.360,0,1.159,1.365,4.485,4.666,2.030
TTD00537,popular_typology_context,3.644,5.338,5.776,2.022,4.730,lower,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.026,1,1.233,0,1.235,1.320,4.569,5.425,2.056
TTD00538,popular_typology_context,4.823,4.889,4.545,3.585,4.774,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.085,1,0.255,1,0.689,2.169,2.673,3.487,2.402
TTD00539,popular_typology_context,4.964,4.703,6.274,3.147,5.407,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.373,0,0.949,0,1.240,0.898,4.010,5.738,1.748
TTD00540,popular_typology_context,5.151,5.814,4.521,2.345,5.508,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.191,0,0.013,1,1.330,1.212,3.526,5.716,2.068
TTD00541,popular_typology_context,5.475,6.049,6.831,1.838,4.722,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.392,0,0.896,0,1.848,0.666,5.308,5.538,2.022
TTD00542,popular_typology_context,3.799,6.073,4.681,2.547,4.732,moderate,higher,lower,mixed_dimensional_profile,resilient_high_regulation_profile,0.129,1,0.419,1,1.028,1.814,3.948,4.421,2.626
TTD00543,popular_typology_context,5.591,5.706,6.058,3.101,4.434,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.104,1,0.240,1,1.338,1.628,4.290,5.129,1.492
