person_id,wave,wave_numeric,age,life_stage,cohort,cultural_context,neuroticism,extraversion,conscientiousness,openness,agreeableness,role_investment,state_practice_frequency,perceived_support
PLS0102,adulthood,4,36.8,adulthood,younger_cohort,high_transition_context,3.821,5.374,4.318,4.836,3.680,3.797,5.166,4.380
PLS0102,midlife,5,52.1,midlife,younger_cohort,high_transition_context,3.637,5.281,5.510,5.361,4.656,5.269,5.394,4.201
PLS0102,later_life,6,70.5,later_life,younger_cohort,high_transition_context,3.257,5.716,5.767,4.782,4.181,5.712,5.822,4.152
PLS0103,childhood,1,9.8,childhood,middle_cohort,institutionally_supported,3.709,4.357,2.863,5.444,3.662,2.208,2.921,4.821
PLS0103,adolescence,2,17.0,adolescence,middle_cohort,institutionally_supported,3.561,3.973,3.640,5.906,3.596,2.185,3.969,4.790
PLS0103,emerging_adulthood,3,24.2,emerging_adulthood,middle_cohort,institutionally_supported,2.981,4.331,3.761,5.826,4.322,3.582,4.169,4.819
PLS0103,adulthood,4,38.3,adulthood,middle_cohort,institutionally_supported,3.270,4.978,5.013,4.742,3.830,4.529,5.080,4.734
PLS0103,midlife,5,51.1,midlife,middle_cohort,institutionally_supported,3.146,5.225,5.293,4.531,4.661,5.204,5.801,4.455
PLS0103,later_life,6,69.9,later_life,middle_cohort,institutionally_supported,2.419,4.675,5.429,5.203,4.985,5.337,6.144,5.087
PLS0104,childhood,1,9.1,childhood,older_cohort,individualist_urban,4.506,4.530,3.898,4.272,4.190,3.031,4.300,5.043
PLS0104,adolescence,2,16.3,adolescence,older_cohort,individualist_urban,5.591,3.772,4.110,4.675,3.802,2.988,3.454,4.480
PLS0104,emerging_adulthood,3,23.6,emerging_adulthood,older_cohort,individualist_urban,4.547,3.281,5.156,4.373,4.385,3.573,4.329,4.328
PLS0104,adulthood,4,37.7,adulthood,older_cohort,individualist_urban,4.591,4.160,4.976,4.012,4.559,4.569,5.100,4.462
PLS0104,midlife,5,51.9,midlife,older_cohort,individualist_urban,4.199,3.745,6.241,4.267,5.015,4.865,5.950,4.027
PLS0104,later_life,6,70.4,later_life,older_cohort,individualist_urban,4.060,4.386,6.367,4.287,5.255,5.272,6.454,3.595
PLS0105,childhood,1,9.4,childhood,younger_cohort,communal_mixed,4.133,4.738,3.636,4.022,5.363,2.849,3.304,4.762
PLS0105,adolescence,2,15.0,adolescence,younger_cohort,communal_mixed,3.665,4.983,3.891,4.916,4.490,2.821,3.500,5.301
PLS0105,emerging_adulthood,3,25.1,emerging_adulthood,younger_cohort,communal_mixed,3.947,5.444,3.918,5.185,4.718,3.484,4.843,4.770
PLS0105,adulthood,4,37.2,adulthood,younger_cohort,communal_mixed,3.559,4.504,4.606,4.797,5.181,4.199,5.290,4.695
PLS0105,midlife,5,51.1,midlife,younger_cohort,communal_mixed,3.454,5.209,5.749,4.385,5.590,5.550,5.947,4.776
PLS0105,later_life,6,70.0,later_life,younger_cohort,communal_mixed,3.721,5.239,5.806,4.339,6.075,5.420,6.459,4.653
PLS0106,childhood,1,10.0,childhood,younger_cohort,communal_mixed,3.469,3.380,3.219,5.442,4.842,3.129,4.316,4.822
PLS0106,adolescence,2,16.1,adolescence,younger_cohort,communal_mixed,4.038,3.788,2.856,5.583,5.101,3.085,3.313,4.852
PLS0106,emerging_adulthood,3,24.9,emerging_adulthood,younger_cohort,communal_mixed,3.662,4.249,3.979,5.742,4.585,3.557,4.090,4.272
PLS0106,adulthood,4,37.1,adulthood,younger_cohort,communal_mixed,3.823,3.615,4.330,4.970,5.066,3.625,4.406,4.848
PLS0106,midlife,5,52.2,midlife,younger_cohort,communal_mixed,3.636,3.999,5.732,4.643,5.792,4.549,5.478,5.081
PLS0106,later_life,6,69.5,later_life,younger_cohort,communal_mixed,3.365,3.294,6.009,4.577,5.851,5.249,6.924,3.706
PLS0107,childhood,1,7.9,childhood,middle_cohort,high_transition_context,4.699,3.620,3.007,5.008,4.968,2.967,3.873,4.422
PLS0107,adolescence,2,15.7,adolescence,middle_cohort,high_transition_context,4.659,4.006,3.342,5.519,4.470,2.544,3.632,4.709
PLS0107,emerging_adulthood,3,23.6,emerging_adulthood,middle_cohort,high_transition_context,4.685,3.646,3.620,5.846,4.364,4.023,4.115,4.252
PLS0107,adulthood,4,36.8,adulthood,middle_cohort,high_transition_context,4.278,3.723,4.502,4.757,4.755,3.621,4.554,3.287
PLS0107,midlife,5,51.1,midlife,middle_cohort,high_transition_context,4.238,4.523,5.262,4.573,5.341,5.150,5.699,3.610
PLS0107,later_life,6,70.0,later_life,middle_cohort,high_transition_context,4.386,4.133,5.193,5.684,5.842,5.262,5.936,3.927
PLS0108,childhood,1,9.3,childhood,younger_cohort,institutionally_supported,3.785,4.845,3.875,4.825,3.534,3.043,3.341,5.047
PLS0108,adolescence,2,15.1,adolescence,younger_cohort,institutionally_supported,3.219,4.621,4.071,4.881,3.237,3.507,3.813,5.021
PLS0108,emerging_adulthood,3,24.9,emerging_adulthood,younger_cohort,institutionally_supported,3.482,5.030,4.795,5.087,3.184,2.786,3.746,5.660
PLS0108,adulthood,4,38.1,adulthood,younger_cohort,institutionally_supported,3.596,4.861,4.927,4.262,4.420,4.259,5.244,4.898
PLS0108,midlife,5,50.9,midlife,younger_cohort,institutionally_supported,2.783,5.253,5.229,4.775,4.607,4.863,6.009,6.416
PLS0108,later_life,6,70.8,later_life,younger_cohort,institutionally_supported,2.990,5.017,6.011,4.905,4.657,6.098,6.540,5.241
PLS0109,childhood,1,9.1,childhood,middle_cohort,institutionally_supported,3.663,4.617,4.180,2.935,4.944,2.671,3.120,4.745
PLS0109,adolescence,2,15.7,adolescence,middle_cohort,institutionally_supported,4.224,4.778,4.086,4.158,4.429,3.085,4.312,4.471
PLS0109,emerging_adulthood,3,24.0,emerging_adulthood,middle_cohort,institutionally_supported,3.808,4.733,4.233,4.106,4.625,3.613,4.627,4.993
PLS0109,adulthood,4,38.9,adulthood,middle_cohort,institutionally_supported,3.670,5.106,5.639,3.465,4.906,4.804,5.446,5.451
PLS0109,midlife,5,52.5,midlife,middle_cohort,institutionally_supported,3.037,5.216,6.142,3.900,5.385,5.084,6.354,4.332
PLS0109,later_life,6,70.3,later_life,middle_cohort,institutionally_supported,3.140,5.122,6.617,3.501,5.665,5.406,6.305,4.551
PLS0110,childhood,1,9.1,childhood,older_cohort,high_transition_context,5.305,4.734,4.091,3.996,3.034,2.501,3.557,4.129
PLS0110,adolescence,2,14.8,adolescence,older_cohort,high_transition_context,5.073,4.512,3.979,4.180,3.393,3.302,3.680,4.323
PLS0110,emerging_adulthood,3,23.3,emerging_adulthood,older_cohort,high_transition_context,4.428,5.451,4.789,4.479,4.036,3.680,4.828,3.642
PLS0110,adulthood,4,37.5,adulthood,older_cohort,high_transition_context,3.976,5.828,5.076,3.620,4.342,3.711,5.208,4.152
PLS0110,midlife,5,52.3,midlife,older_cohort,high_transition_context,3.879,5.454,6.540,3.668,4.498,5.463,6.142,3.645
PLS0110,later_life,6,70.0,later_life,older_cohort,high_transition_context,3.663,6.062,7.000,3.451,4.932,5.613,6.383,4.086
PLS0111,childhood,1,10.0,childhood,younger_cohort,individualist_urban,4.833,3.675,4.177,3.636,4.296,2.774,3.570,4.042
PLS0111,adolescence,2,17.0,adolescence,younger_cohort,individualist_urban,4.193,3.573,3.395,3.080,4.117,2.425,3.506,4.134
PLS0111,emerging_adulthood,3,24.5,emerging_adulthood,younger_cohort,individualist_urban,3.786,3.120,4.535,3.928,4.535,3.109,4.423,4.258
PLS0111,adulthood,4,38.4,adulthood,younger_cohort,individualist_urban,3.747,3.854,5.094,3.510,4.494,4.136,5.046,4.261
PLS0111,midlife,5,52.2,midlife,younger_cohort,individualist_urban,3.943,4.127,6.352,2.965,4.967,4.742,5.888,4.018
PLS0111,later_life,6,69.3,later_life,younger_cohort,individualist_urban,4.243,3.511,6.140,3.034,5.260,4.986,5.856,3.488
PLS0112,childhood,1,9.8,childhood,older_cohort,institutionally_supported,4.853,4.312,4.141,4.278,3.137,3.361,3.699,4.838
PLS0112,adolescence,2,16.2,adolescence,older_cohort,institutionally_supported,3.979,4.365,4.644,4.036,3.128,3.293,3.842,5.006
PLS0112,emerging_adulthood,3,23.6,emerging_adulthood,older_cohort,institutionally_supported,4.223,4.264,5.158,4.721,3.136,3.854,4.752,4.565
PLS0112,adulthood,4,38.5,adulthood,older_cohort,institutionally_supported,3.990,4.480,5.310,3.920,4.014,4.318,4.753,5.946
PLS0112,midlife,5,52.1,midlife,older_cohort,institutionally_supported,3.233,5.126,6.487,4.393,4.792,4.851,5.844,5.429
PLS0112,later_life,6,69.8,later_life,older_cohort,institutionally_supported,3.668,4.808,7.000,4.319,4.297,5.666,6.269,4.952
PLS0113,childhood,1,9.1,childhood,middle_cohort,individualist_urban,4.080,3.940,3.266,4.761,4.198,3.535,3.820,3.950
PLS0113,adolescence,2,15.4,adolescence,middle_cohort,individualist_urban,3.901,3.759,2.657,4.805,3.974,3.062,3.111,5.076
PLS0113,emerging_adulthood,3,24.4,emerging_adulthood,middle_cohort,individualist_urban,3.143,3.823,3.682,4.665,4.257,3.025,4.223,4.751
PLS0113,adulthood,4,38.1,adulthood,middle_cohort,individualist_urban,3.670,4.256,4.283,4.757,4.536,3.721,4.803,4.529
PLS0113,midlife,5,51.0,midlife,middle_cohort,individualist_urban,3.162,4.293,5.162,4.223,5.319,4.715,5.602,5.131
PLS0113,later_life,6,69.2,later_life,middle_cohort,individualist_urban,2.848,3.603,5.987,4.185,4.782,5.828,6.821,5.068
PLS0114,childhood,1,8.9,childhood,younger_cohort,communal_mixed,4.844,4.980,3.190,3.281,4.657,3.207,3.082,4.332
PLS0114,adolescence,2,16.4,adolescence,younger_cohort,communal_mixed,5.104,5.117,2.910,3.959,4.820,2.326,3.161,4.674
PLS0114,emerging_adulthood,3,23.9,emerging_adulthood,younger_cohort,communal_mixed,4.641,5.243,4.342,3.915,4.933,3.861,4.156,4.030
PLS0114,adulthood,4,36.8,adulthood,younger_cohort,communal_mixed,4.820,5.428,5.007,3.540,5.031,4.201,4.734,4.648
PLS0114,midlife,5,53.0,midlife,younger_cohort,communal_mixed,4.431,5.503,5.246,3.415,5.386,4.739,5.826,4.949
PLS0114,later_life,6,70.6,later_life,younger_cohort,communal_mixed,3.938,5.708,6.124,3.348,5.788,6.315,6.922,4.166
PLS0115,childhood,1,8.6,childhood,middle_cohort,communal_mixed,4.656,4.835,3.096,3.239,4.540,2.566,3.578,4.461
PLS0115,adolescence,2,14.8,adolescence,middle_cohort,communal_mixed,4.800,4.876,3.285,4.055,3.986,2.334,3.025,4.214
PLS0115,emerging_adulthood,3,23.8,emerging_adulthood,middle_cohort,communal_mixed,4.271,4.147,4.138,4.067,4.241,4.031,4.000,4.426
PLS0115,adulthood,4,37.8,adulthood,middle_cohort,communal_mixed,4.299,4.654,4.101,3.709,4.798,4.084,4.180,5.417
PLS0115,midlife,5,52.1,midlife,middle_cohort,communal_mixed,4.118,5.307,5.326,3.945,4.746,4.516,5.790,4.436
PLS0115,later_life,6,70.7,later_life,middle_cohort,communal_mixed,3.983,4.660,5.148,3.220,5.315,5.786,6.087,4.394
PLS0116,childhood,1,7.8,childhood,younger_cohort,institutionally_supported,4.357,3.775,3.287,3.888,3.390,3.023,3.361,4.905
PLS0116,adolescence,2,16.4,adolescence,younger_cohort,institutionally_supported,3.862,3.904,2.273,4.809,2.930,2.869,3.255,5.465
PLS0116,emerging_adulthood,3,24.9,emerging_adulthood,younger_cohort,institutionally_supported,4.430,4.309,3.529,4.703,3.233,2.233,3.095,5.152
PLS0116,adulthood,4,37.6,adulthood,younger_cohort,institutionally_supported,3.515,4.005,3.716,4.619,4.065,4.148,4.558,5.055
PLS0116,midlife,5,51.7,midlife,younger_cohort,institutionally_supported,3.744,4.574,4.978,4.268,4.399,5.181,4.885,5.398
PLS0116,later_life,6,69.0,later_life,younger_cohort,institutionally_supported,3.813,4.800,5.817,4.367,4.101,5.977,6.107,5.034
PLS0117,childhood,1,10.1,childhood,older_cohort,high_transition_context,4.735,4.011,4.337,4.710,4.306,3.115,4.491,4.121
PLS0117,adolescence,2,16.6,adolescence,older_cohort,high_transition_context,4.667,4.092,4.454,4.371,3.661,2.505,3.551,4.607
PLS0117,emerging_adulthood,3,23.7,emerging_adulthood,older_cohort,high_transition_context,4.498,4.234,4.541,4.608,4.977,3.114,4.212,4.371
PLS0117,adulthood,4,37.4,adulthood,older_cohort,high_transition_context,4.107,4.326,5.670,4.408,5.042,4.685,4.670,4.408
PLS0117,midlife,5,52.5,midlife,older_cohort,high_transition_context,3.901,4.567,5.801,3.794,5.330,5.072,5.522,3.039
PLS0117,later_life,6,70.0,later_life,older_cohort,high_transition_context,3.660,4.404,6.957,3.399,5.536,5.733,6.184,3.759
PLS0118,childhood,1,9.3,childhood,older_cohort,high_transition_context,5.147,4.065,4.015,4.767,3.787,2.500,3.495,4.120
PLS0118,adolescence,2,16.3,adolescence,older_cohort,high_transition_context,4.955,4.492,4.089,4.857,4.583,2.923,2.973,4.079
PLS0118,emerging_adulthood,3,24.5,emerging_adulthood,older_cohort,high_transition_context,4.916,4.781,4.405,5.423,4.908,3.768,3.881,4.076
PLS0118,adulthood,4,37.1,adulthood,older_cohort,high_transition_context,4.753,4.433,4.555,4.766,5.008,4.479,4.488,4.204
PLS0118,midlife,5,51.6,midlife,older_cohort,high_transition_context,4.589,4.646,5.012,4.499,5.297,5.260,6.128,4.380
PLS0118,later_life,6,69.5,later_life,older_cohort,high_transition_context,4.271,4.613,5.909,4.117,5.395,5.662,7.000,3.658
PLS0119,childhood,1,8.2,childhood,younger_cohort,individualist_urban,5.393,4.813,3.225,4.687,4.265,2.716,3.842,3.814
PLS0119,adolescence,2,17.0,adolescence,younger_cohort,individualist_urban,4.653,4.415,3.544,4.972,3.941,3.040,3.488,3.317
PLS0119,emerging_adulthood,3,23.7,emerging_adulthood,younger_cohort,individualist_urban,4.655,5.461,3.911,4.704,4.751,3.631,4.400,4.585
PLS0119,adulthood,4,39.0,adulthood,younger_cohort,individualist_urban,4.113,5.592,3.840,4.138,4.721,4.323,5.189,4.614
PLS0119,midlife,5,52.5,midlife,younger_cohort,individualist_urban,4.075,5.406,5.355,4.575,5.596,5.264,6.307,4.115
PLS0119,later_life,6,69.7,later_life,younger_cohort,individualist_urban,3.967,6.047,5.288,4.690,5.160,4.910,6.142,3.953
PLS0120,childhood,1,9.1,childhood,younger_cohort,institutionally_supported,4.390,3.655,3.237,3.301,4.034,3.353,3.938,5.042
PLS0120,adolescence,2,16.5,adolescence,younger_cohort,institutionally_supported,4.190,3.642,3.712,4.059,4.573,3.079,4.235,5.201
PLS0120,emerging_adulthood,3,24.1,emerging_adulthood,younger_cohort,institutionally_supported,3.863,3.909,4.153,3.858,4.536,3.078,4.179,3.957
PLS0120,adulthood,4,39.0,adulthood,younger_cohort,institutionally_supported,3.377,3.487,4.600,3.384,4.902,4.887,4.756,5.075
PLS0120,midlife,5,51.1,midlife,younger_cohort,institutionally_supported,2.914,3.936,5.480,3.352,5.256,4.798,5.348,5.345
PLS0120,later_life,6,69.9,later_life,younger_cohort,institutionally_supported,2.822,4.139,6.040,3.308,5.376,5.546,6.433,4.618
