pair_id,zygosity,genetic_relatedness,twin1_trait,twin2_trait,twin1_temperament_reactivity,twin2_temperament_reactivity,twin1_effortful_control,twin2_effortful_control,family_stress,social_support,socioeconomic_security,educational_stability,shared_environment_index,nonshared_environment_index,trait_mean,trait_difference,gxe_marker,rge_marker,developmental_context_score
BGP00503,DZ,0.500,3.495,3.900,3.628,5.293,3.797,4.689,5.440,5.502,3.525,3.762,4.021,3.041,3.698,0.405,1.739,2.865,4.008
BGP00504,DZ,0.500,2.864,3.607,3.294,2.218,4.190,4.285,2.769,5.946,3.186,2.666,4.596,2.177,3.236,0.743,1.177,3.456,4.442
BGP00505,DZ,0.500,2.689,3.385,3.280,3.700,3.383,3.072,5.561,4.535,2.334,3.881,3.643,1.943,3.037,0.697,1.289,1.905,3.935
BGP00506,DZ,0.500,6.724,4.848,5.327,4.081,4.665,4.336,4.665,2.835,5.619,4.689,4.478,3.052,5.786,1.876,1.731,3.604,4.506
BGP00507,DZ,0.500,2.334,1.747,3.593,3.629,1.685,1.777,5.692,2.844,2.570,5.598,3.211,2.428,2.041,0.587,1.890,1.588,3.367
BGP00508,DZ,0.500,4.404,5.400,4.073,4.162,4.199,4.758,2.330,4.751,5.194,1.977,4.655,2.774,4.902,0.995,1.292,4.115,3.983
BGP00509,DZ,0.500,3.057,5.268,3.405,3.969,4.057,3.905,4.096,4.244,4.367,3.203,3.806,2.791,4.162,2.212,1.659,3.207,4.083
BGP00510,DZ,0.500,1.447,1.566,1.720,1.000,2.751,2.337,2.130,4.706,3.136,3.309,4.380,2.920,1.507,0.119,1.125,2.946,3.939
BGP00511,DZ,0.500,1.551,1.553,2.206,3.166,2.914,2.817,4.359,3.557,1.612,5.372,3.025,1.168,1.552,0.003,1.256,2.237,3.406
BGP00512,DZ,0.500,4.494,4.019,6.096,5.862,4.081,3.340,6.728,3.328,3.477,3.136,2.647,2.300,4.256,0.475,2.025,2.657,3.024
BGP00513,DZ,0.500,3.545,3.597,1.656,2.307,4.206,4.811,3.765,5.777,2.134,3.990,4.074,1.915,3.571,0.051,1.154,2.631,4.102
BGP00514,DZ,0.500,4.554,4.341,4.426,4.176,3.664,3.619,4.219,4.984,3.625,3.016,3.870,1.767,4.448,0.213,1.140,3.816,4.159
BGP00515,DZ,0.500,7.000,5.202,5.858,3.357,6.442,5.479,1.303,2.777,4.578,4.762,4.919,1.945,6.101,1.798,2.061,3.349,4.495
BGP00516,DZ,0.500,5.513,5.207,5.633,5.027,4.525,4.416,4.166,4.990,4.453,3.587,4.096,2.647,5.360,0.306,1.324,3.901,4.231
BGP00517,DZ,0.500,4.339,5.020,3.234,4.589,4.763,4.398,3.382,4.897,4.218,1.686,3.959,2.270,4.680,0.682,1.333,3.269,3.811
BGP00518,DZ,0.500,2.892,3.852,3.271,1.896,4.404,3.459,2.291,4.121,4.589,4.829,5.320,4.232,3.372,0.960,1.223,3.476,4.829
BGP00519,DZ,0.500,5.391,3.964,4.022,3.874,5.746,4.948,1.814,5.885,3.508,4.642,5.074,2.244,4.678,1.427,1.568,4.278,5.151
BGP00520,DZ,0.500,3.824,5.458,4.308,5.066,3.871,4.362,4.701,3.809,5.066,4.124,3.757,2.679,4.641,1.634,1.216,3.348,4.592
BGP00521,DZ,0.500,5.172,4.064,6.378,4.011,5.523,3.214,3.590,2.625,1.818,5.448,3.388,3.023,4.618,1.108,1.569,2.196,3.383
BGP00522,DZ,0.500,4.578,3.808,3.750,3.247,3.915,4.570,2.572,3.356,3.719,3.580,4.453,2.244,4.193,0.770,1.444,3.332,3.745
BGP00523,DZ,0.500,1.285,3.339,1.059,2.178,2.795,2.820,2.896,4.121,3.069,3.420,4.090,3.718,2.312,2.054,1.437,2.986,3.366
BGP00524,DZ,0.500,3.733,4.345,4.076,3.816,5.189,4.956,4.464,5.275,3.694,6.379,4.320,2.015,4.039,0.612,1.413,2.854,4.975
BGP00525,DZ,0.500,3.155,4.460,4.321,5.357,2.897,4.750,7.000,4.610,4.395,4.287,3.799,2.007,3.808,1.305,2.285,2.789,3.806
BGP00526,DZ,0.500,2.967,3.801,1.917,3.828,3.251,3.505,4.313,4.635,2.511,3.792,3.330,2.565,3.384,0.835,1.147,2.236,3.888
BGP00527,DZ,0.500,3.591,3.233,3.156,2.375,5.123,4.319,2.303,5.426,4.791,5.349,5.020,1.910,3.412,0.358,0.860,3.373,4.976
BGP00528,DZ,0.500,4.720,4.471,4.219,3.427,5.006,4.875,5.009,6.512,4.808,4.682,4.699,2.333,4.596,0.250,1.352,3.691,4.408
BGP00529,DZ,0.500,4.411,2.433,4.837,2.815,5.697,4.277,4.324,5.476,3.931,4.681,4.457,2.711,3.422,1.977,1.406,2.905,4.766
BGP00530,DZ,0.500,5.605,5.810,4.336,4.752,5.822,5.198,1.875,4.881,4.466,4.525,5.235,2.455,5.707,0.205,1.578,4.124,4.810
BGP00531,DZ,0.500,3.870,3.743,3.962,2.720,4.468,4.977,3.287,4.360,3.720,4.595,4.011,2.118,3.807,0.127,0.955,3.232,4.315
BGP00532,DZ,0.500,5.322,4.038,5.125,3.308,4.875,4.999,4.572,4.595,4.531,4.610,4.053,2.096,4.680,1.284,1.494,4.017,4.439
BGP00533,DZ,0.500,3.862,3.204,3.935,1.835,4.783,4.679,1.903,4.303,5.115,6.051,5.120,2.280,3.533,0.659,1.172,3.642,4.889
BGP00534,DZ,0.500,3.209,2.526,2.982,3.109,3.121,2.350,4.201,4.052,3.098,3.556,3.429,1.953,2.868,0.683,1.659,2.692,3.401
BGP00535,DZ,0.500,4.669,4.969,5.934,4.925,3.051,4.358,4.851,3.848,4.932,2.779,3.794,2.547,4.819,0.300,1.244,3.435,3.525
BGP00536,DZ,0.500,6.550,4.598,4.663,3.678,5.251,4.901,4.192,5.753,4.598,4.023,4.794,2.936,5.574,1.952,1.492,3.813,4.564
BGP00537,DZ,0.500,4.237,2.556,4.470,3.090,5.670,2.274,4.265,3.049,5.168,5.474,4.132,1.373,3.396,1.681,2.231,2.889,4.558
BGP00538,DZ,0.500,4.020,4.342,3.412,3.310,4.236,4.778,5.037,5.417,3.737,4.599,4.143,2.932,4.181,0.322,1.105,3.665,4.192
BGP00539,DZ,0.500,4.623,2.959,6.251,4.434,3.373,2.971,6.692,3.192,4.569,3.846,3.114,2.112,3.791,1.664,2.506,2.915,3.682
BGP00540,DZ,0.500,4.440,4.374,3.870,3.824,3.598,3.805,3.452,2.127,4.294,4.951,3.521,1.602,4.407,0.067,1.347,2.585,3.655
BGP00541,DZ,0.500,4.216,3.644,3.464,3.351,4.176,3.855,4.123,4.770,5.402,5.093,4.628,1.320,3.930,0.572,1.183,3.465,4.927
BGP00542,DZ,0.500,1.486,3.503,2.867,3.716,3.166,4.223,4.325,6.902,4.305,2.960,4.525,3.666,2.495,2.017,1.933,3.072,4.541
BGP00543,DZ,0.500,6.397,5.022,5.955,6.617,3.546,3.570,5.197,2.769,4.474,1.321,2.466,3.586,5.710,1.376,2.056,3.084,2.797
BGP00544,DZ,0.500,3.601,4.399,3.251,3.791,3.154,3.692,3.006,5.273,4.684,2.751,4.656,2.934,4.000,0.798,0.966,3.769,4.450
BGP00545,DZ,0.500,4.910,4.286,2.951,3.949,3.629,4.121,2.434,4.258,5.271,3.902,4.784,3.348,4.598,0.623,1.022,3.844,4.547
BGP00546,DZ,0.500,4.554,4.743,4.314,3.741,5.247,4.512,4.806,4.588,5.421,5.601,4.754,2.328,4.649,0.189,1.255,4.148,4.808
BGP00547,DZ,0.500,4.167,4.803,2.381,3.890,4.450,5.325,3.523,6.194,4.271,3.185,4.550,2.180,4.485,0.636,1.291,4.470,4.670
BGP00548,DZ,0.500,2.973,4.469,4.130,4.892,3.778,4.341,5.397,5.184,4.706,6.152,4.458,3.494,3.721,1.496,1.680,3.117,4.981
BGP00549,DZ,0.500,1.772,1.253,2.939,3.491,1.513,1.850,5.651,3.377,5.778,3.414,3.607,1.551,1.512,0.519,1.688,1.935,3.819
BGP00550,DZ,0.500,5.184,3.734,5.416,5.394,3.788,3.928,5.640,4.175,4.207,3.648,3.460,4.216,4.459,1.450,1.243,3.209,3.867
BGP00551,DZ,0.500,3.709,4.501,4.765,4.567,4.805,4.339,4.314,4.522,5.360,4.900,4.919,2.556,4.105,0.793,1.556,3.618,4.901
BGP00552,DZ,0.500,5.186,3.937,3.822,3.005,4.770,4.065,3.599,4.576,3.365,5.226,4.430,2.535,4.562,1.249,1.189,3.709,4.436
BGP00553,DZ,0.500,4.848,5.041,3.966,4.564,4.133,4.653,2.886,3.542,3.374,3.506,3.866,2.043,4.945,0.193,1.151,3.824,3.671
BGP00554,DZ,0.500,3.406,4.652,3.619,3.536,3.041,4.129,4.139,3.846,4.257,2.976,3.938,2.279,4.029,1.246,1.641,3.036,3.543
BGP00555,DZ,0.500,4.413,4.567,3.851,3.952,3.727,3.592,4.617,3.941,5.735,5.231,4.549,1.206,4.490,0.154,1.540,2.937,4.604
BGP00556,DZ,0.500,5.442,5.170,4.543,5.228,4.599,5.272,2.468,4.217,4.366,4.897,4.548,2.586,5.306,0.272,0.662,3.987,4.453
BGP00557,DZ,0.500,2.685,4.337,2.962,4.651,3.011,3.245,3.131,2.826,3.102,3.403,3.544,2.698,3.511,1.652,1.764,2.652,3.084
BGP00558,DZ,0.500,4.606,5.071,2.870,4.870,3.653,4.258,2.997,3.765,5.271,4.642,4.503,3.068,4.839,0.465,1.288,3.606,4.716
BGP00559,DZ,0.500,2.195,1.480,2.839,2.010,2.274,1.073,5.210,3.046,2.442,2.684,2.846,2.225,1.837,0.716,1.511,1.521,2.922
BGP00560,DZ,0.500,4.679,5.017,3.863,2.395,5.421,4.383,1.919,3.875,2.717,6.021,4.956,3.140,4.848,0.338,0.901,3.257,4.362
BGP00561,DZ,0.500,1.739,1.695,3.890,3.440,2.078,3.264,6.224,3.653,4.389,5.950,3.809,2.386,1.717,0.044,1.899,1.706,4.313
BGP00562,DZ,0.500,3.982,4.777,4.529,3.485,5.377,5.543,4.660,7.000,4.708,4.793,4.762,4.023,4.379,0.795,1.862,3.687,5.373
BGP00563,DZ,0.500,3.026,2.592,3.975,3.572,2.299,1.872,4.971,2.776,4.363,3.627,3.218,2.223,2.809,0.434,1.991,2.593,3.971
BGP00564,DZ,0.500,3.952,4.394,4.689,3.383,4.147,4.187,3.976,3.908,3.280,3.317,3.649,3.326,4.173,0.442,0.651,3.082,3.796
BGP00565,DZ,0.500,6.320,5.195,5.375,4.818,5.173,4.658,1.894,2.606,2.932,3.398,3.793,1.578,5.758,1.125,1.497,3.772,3.572
BGP00566,DZ,0.500,2.437,2.970,3.015,4.054,3.492,3.870,4.686,4.875,4.769,4.476,4.453,1.570,2.704,0.533,1.544,2.929,4.297
BGP00567,DZ,0.500,4.864,3.085,3.434,2.905,4.525,4.103,2.411,5.199,5.397,3.256,5.000,3.853,3.975,1.778,1.487,3.847,5.124
BGP00568,DZ,0.500,3.517,4.039,3.783,5.170,2.997,3.633,5.084,2.752,4.236,3.162,3.827,1.827,3.778,0.522,1.244,2.124,3.002
BGP00569,DZ,0.500,4.729,4.637,3.949,4.312,5.042,4.978,1.578,3.109,3.761,4.701,4.635,3.605,4.683,0.092,1.887,3.846,4.019
BGP00570,DZ,0.500,6.242,4.333,4.483,5.403,5.226,5.639,3.200,4.706,3.783,3.789,4.644,2.965,5.287,1.909,1.538,3.782,4.503
BGP00571,DZ,0.500,4.790,1.961,4.613,3.648,4.270,2.477,4.669,3.391,2.482,3.236,2.975,3.345,3.376,2.829,1.915,2.242,3.036
BGP00572,DZ,0.500,3.364,4.630,3.090,3.757,3.300,4.184,3.407,3.933,3.996,4.488,4.288,2.225,3.997,1.266,1.356,3.366,4.248
BGP00573,DZ,0.500,5.180,4.582,5.863,3.168,4.656,3.019,3.412,4.776,4.707,2.550,4.587,4.033,4.881,0.598,1.027,3.912,4.532
BGP00574,DZ,0.500,4.242,3.439,3.450,4.169,5.238,4.270,4.758,5.575,5.032,3.918,4.514,1.513,3.841,0.803,1.582,3.885,4.559
BGP00575,DZ,0.500,4.492,5.571,3.515,4.141,4.718,5.253,1.787,3.063,6.456,5.566,5.366,3.024,5.031,1.079,1.551,3.861,5.074
BGP00576,DZ,0.500,3.657,3.836,2.130,1.000,5.100,5.046,1.038,7.000,2.607,3.885,5.332,1.567,3.746,0.179,0.933,4.097,5.105
BGP00577,DZ,0.500,2.536,3.871,3.484,3.382,2.824,3.519,5.654,4.523,4.830,4.561,4.030,2.530,3.203,1.335,2.184,3.039,4.219
BGP00578,DZ,0.500,3.618,5.122,4.950,4.684,4.969,5.263,5.304,5.132,3.869,5.450,4.152,4.022,4.370,1.504,1.677,3.219,4.539
BGP00579,DZ,0.500,4.470,3.339,5.236,4.253,4.775,3.886,5.333,5.813,3.616,3.115,3.820,1.711,3.905,1.131,1.287,2.942,3.927
BGP00580,DZ,0.500,3.274,4.157,3.163,5.037,3.323,4.098,4.716,3.348,5.934,4.586,4.086,1.750,3.715,0.883,1.713,3.122,4.639
BGP00581,DZ,0.500,2.946,3.830,3.397,4.988,4.134,5.507,3.644,4.224,4.667,4.627,4.796,1.173,3.388,0.884,0.883,2.765,4.269
BGP00582,DZ,0.500,4.325,5.142,4.044,4.929,2.913,3.760,4.808,3.536,3.676,2.577,3.134,2.257,4.734,0.816,1.616,3.161,3.147
BGP00583,DZ,0.500,4.968,4.610,4.273,4.137,3.894,4.834,3.665,4.450,5.091,4.472,4.504,1.201,4.789,0.358,1.148,4.060,4.603
BGP00584,DZ,0.500,4.087,3.806,3.347,3.350,4.527,3.557,4.036,3.330,4.094,3.306,3.727,2.733,3.947,0.281,1.074,3.338,3.929
BGP00585,DZ,0.500,2.465,3.556,2.662,2.566,3.626,3.272,2.813,3.934,4.289,4.090,4.632,2.619,3.010,1.091,1.319,3.192,4.561
BGP00586,DZ,0.500,4.646,4.248,5.452,3.468,4.768,3.294,3.185,3.555,2.507,3.160,3.622,2.434,4.447,0.399,0.945,2.648,3.454
BGP00587,DZ,0.500,4.693,5.575,2.846,4.455,5.157,4.986,2.674,5.204,7.000,4.679,5.533,2.097,5.134,0.883,1.295,4.017,5.413
BGP00588,DZ,0.500,4.561,5.037,4.697,5.231,4.220,3.621,4.104,3.175,5.612,2.877,3.936,2.891,4.799,0.476,1.413,3.541,3.716
BGP00589,DZ,0.500,3.749,5.062,4.544,4.847,3.489,3.718,6.045,3.549,3.210,4.836,3.232,1.866,4.406,1.313,2.389,3.070,3.284
BGP00590,DZ,0.500,4.381,3.173,3.870,4.070,3.591,4.542,4.158,3.286,3.846,6.055,3.925,2.686,3.777,1.208,1.766,2.871,4.137
BGP00591,DZ,0.500,3.218,4.189,4.174,4.265,3.886,4.002,4.569,4.087,4.204,5.666,4.044,3.498,3.703,0.972,1.369,2.728,4.465
BGP00592,DZ,0.500,3.943,5.140,4.405,5.090,3.824,4.271,5.473,4.492,4.204,4.258,3.859,2.398,4.542,1.197,1.788,3.212,3.957
BGP00593,DZ,0.500,2.795,3.453,4.639,4.926,3.594,3.712,5.978,3.559,5.500,3.763,3.519,2.537,3.124,0.658,2.173,2.829,3.771
BGP00594,DZ,0.500,5.456,3.695,4.523,3.336,5.007,2.143,3.178,4.812,4.176,2.670,4.328,2.061,4.575,1.761,1.606,3.205,4.218
BGP00595,DZ,0.500,4.149,3.920,5.209,2.956,3.083,2.999,3.341,1.732,3.842,3.677,3.198,3.025,4.034,0.229,1.939,2.822,3.039
BGP00596,DZ,0.500,4.801,4.935,4.778,4.541,4.564,5.068,3.464,1.734,5.175,4.722,3.486,2.654,4.868,0.134,1.703,2.805,4.359
BGP00597,DZ,0.500,5.112,5.107,5.129,4.710,4.496,4.505,4.067,2.882,4.439,3.941,3.556,2.267,5.110,0.004,1.728,3.332,3.662
BGP00598,DZ,0.500,3.546,3.867,4.454,3.318,2.507,4.018,5.672,5.200,5.213,4.689,4.246,1.664,3.706,0.321,0.785,2.992,4.552
BGP00599,DZ,0.500,5.661,3.863,5.116,5.168,5.348,4.210,3.216,3.319,4.822,3.900,4.179,2.993,4.762,1.798,1.843,2.909,3.975
BGP00600,DZ,0.500,2.180,3.219,2.251,3.426,3.407,3.626,2.663,4.642,5.570,3.593,4.695,3.184,2.699,1.039,1.450,3.457,5.161
BGP00601,DZ,0.500,4.758,3.511,3.637,3.909,4.121,4.447,3.847,3.521,4.809,5.817,3.973,3.247,4.135,1.246,1.492,3.148,4.321
BGP00602,DZ,0.500,4.235,4.489,3.982,4.296,3.231,4.051,2.775,3.819,4.832,4.941,4.608,2.099,4.362,0.254,1.198,3.543,4.538
BGP00603,DZ,0.500,3.348,3.649,3.742,3.602,2.996,3.483,3.122,3.064,2.939,3.869,3.958,1.696,3.498,0.301,1.456,3.146,3.415
BGP00604,DZ,0.500,3.813,3.580,1.821,2.331,4.861,4.894,1.079,5.210,2.826,4.710,5.280,1.932,3.697,0.233,0.768,3.414,4.852
BGP00605,DZ,0.500,5.595,6.440,5.724,5.702,4.270,5.479,4.821,4.384,6.702,2.586,4.434,2.651,6.017,0.845,1.485,3.935,4.668
BGP00606,DZ,0.500,3.760,2.761,4.383,3.250,3.659,3.312,3.542,3.889,2.964,2.563,3.304,2.764,3.260,0.999,1.084,2.783,3.472
BGP00607,DZ,0.500,4.300,2.989,4.421,2.666,4.843,4.324,3.297,4.976,3.976,5.370,4.421,3.617,3.645,1.311,1.155,3.698,4.748
BGP00608,DZ,0.500,3.992,4.608,4.430,3.014,3.098,3.369,5.031,2.791,4.715,4.814,3.569,2.507,4.300,0.616,1.758,2.978,3.879
BGP00609,DZ,0.500,4.406,3.608,4.935,3.494,4.287,5.008,3.379,4.207,3.000,4.154,3.895,2.274,4.007,0.798,1.612,3.010,3.696
BGP00610,DZ,0.500,5.986,4.631,4.795,5.889,4.560,5.320,3.828,4.320,4.171,4.415,4.184,5.350,5.308,1.354,0.917,3.141,4.220
BGP00611,DZ,0.500,3.272,3.038,3.032,1.813,3.902,3.686,3.973,6.288,3.939,3.675,4.729,1.911,3.155,0.234,0.797,3.141,4.789
BGP00612,DZ,0.500,3.683,5.355,3.274,3.486,5.168,6.540,1.267,4.795,2.318,4.712,4.751,2.239,4.519,1.673,1.374,3.871,4.693
BGP00613,DZ,0.500,3.410,2.397,2.174,3.415,3.554,4.002,2.824,3.910,3.533,3.234,4.100,4.004,2.904,1.013,0.930,3.294,4.041
BGP00614,DZ,0.500,4.911,3.688,5.371,4.138,4.670,4.353,4.379,4.475,6.185,3.288,4.470,1.774,4.299,1.223,1.452,3.848,4.638
BGP00615,DZ,0.500,4.488,3.951,3.739,3.854,3.151,2.741,3.703,4.191,4.244,2.753,4.066,2.999,4.219,0.537,1.454,3.303,3.537
BGP00616,DZ,0.500,2.450,3.478,1.541,1.483,4.138,5.137,2.274,6.679,4.413,4.794,5.238,2.943,2.964,1.029,1.183,3.562,5.442
BGP00617,DZ,0.500,3.749,3.774,4.082,3.459,4.048,3.294,4.001,3.380,5.405,3.943,3.899,2.694,3.761,0.025,1.423,2.891,3.946
BGP00618,DZ,0.500,3.453,4.044,3.108,5.113,3.097,3.222,5.443,4.194,4.983,4.806,3.858,1.691,3.748,0.591,1.758,2.752,4.221
BGP00619,DZ,0.500,6.340,5.173,6.077,5.233,5.583,4.954,3.480,4.319,2.012,3.603,4.110,1.561,5.756,1.167,1.093,2.724,3.680
BGP00620,DZ,0.500,3.684,2.446,3.110,2.433,4.933,4.184,4.982,4.719,3.280,4.426,3.933,3.077,3.065,1.238,1.338,2.833,3.992
BGP00621,DZ,0.500,4.122,3.141,3.335,3.072,3.214,4.093,3.570,5.149,3.847,3.871,4.421,3.776,3.632,0.981,1.241,3.283,4.463
BGP00622,DZ,0.500,2.362,1.817,5.104,2.714,1.767,2.870,6.655,3.398,3.022,5.289,3.288,2.198,2.090,0.545,1.917,2.009,3.270
BGP00623,DZ,0.500,3.446,2.919,3.461,2.713,4.017,3.503,4.374,6.469,3.014,2.709,4.262,1.988,3.182,0.527,1.595,3.274,4.215
BGP00624,DZ,0.500,3.885,3.701,3.332,3.382,3.152,3.937,3.126,3.809,6.098,4.736,4.918,1.839,3.793,0.185,1.104,3.526,5.396
BGP00625,DZ,0.500,3.786,2.812,2.395,2.787,4.472,2.778,2.248,4.630,3.290,3.884,4.396,1.639,3.299,0.974,1.156,3.473,4.515
BGP00626,DZ,0.500,4.973,5.307,4.854,5.497,4.479,4.532,4.441,3.778,4.641,4.935,4.211,1.865,5.140,0.334,1.336,3.311,3.891
BGP00627,DZ,0.500,4.037,4.492,4.023,3.548,4.185,5.082,4.302,5.137,4.250,4.409,4.222,2.335,4.264,0.455,1.235,3.801,4.665
BGP00628,DZ,0.500,4.773,5.476,3.613,3.567,3.918,5.647,1.508,3.708,4.147,5.989,4.941,2.406,5.125,0.703,1.231,3.582,5.033
BGP00629,DZ,0.500,4.332,3.456,3.503,3.667,3.867,2.687,3.617,3.567,6.547,3.638,4.498,2.678,3.894,0.876,1.871,3.645,4.468
BGP00630,DZ,0.500,5.125,4.454,2.649,1.912,5.762,5.542,1.138,5.537,4.323,3.953,5.315,1.907,4.790,0.670,1.448,4.050,4.941
BGP00631,DZ,0.500,3.375,3.448,3.854,3.603,4.124,2.627,4.785,3.457,2.823,4.641,3.388,1.449,3.412,0.073,1.773,3.009,3.604
BGP00632,DZ,0.500,4.390,3.272,4.574,2.270,4.353,3.404,2.127,4.829,4.463,4.103,4.922,1.758,3.831,1.119,1.085,4.048,4.856
BGP00633,DZ,0.500,3.267,4.247,3.297,4.814,3.752,3.097,3.291,2.896,4.471,4.851,4.169,2.992,3.757,0.979,1.792,3.067,3.590
BGP00634,DZ,0.500,4.556,4.942,3.481,4.211,4.707,5.358,3.402,5.707,4.086,4.045,4.243,1.005,4.749,0.386,1.167,3.653,4.451
BGP00635,DZ,0.500,4.433,5.147,2.097,2.586,4.311,5.187,2.583,6.293,4.574,4.860,5.404,2.310,4.790,0.715,1.681,4.029,5.117
BGP00636,DZ,0.500,4.734,4.311,5.041,4.924,4.770,5.473,4.166,5.078,5.148,3.274,4.348,1.767,4.523,0.423,1.773,3.676,4.268
BGP00637,DZ,0.500,3.141,4.467,3.258,3.818,3.545,3.498,3.024,3.294,4.618,2.864,3.986,1.623,3.804,1.326,1.680,2.824,3.756
BGP00638,DZ,0.500,4.217,4.176,4.478,3.750,3.853,3.882,3.562,2.179,4.961,4.735,3.901,1.309,4.197,0.041,1.656,3.044,3.815
BGP00639,DZ,0.500,3.384,3.629,3.446,4.046,4.334,3.763,4.346,4.734,3.094,3.079,3.502,0.965,3.507,0.244,1.245,3.455,3.844
BGP00640,DZ,0.500,3.159,4.125,5.123,5.084,2.180,3.634,5.851,1.500,3.378,5.749,2.679,1.172,3.642,0.966,2.697,1.696,2.924
BGP00641,DZ,0.500,5.535,5.148,5.095,4.696,4.223,3.973,4.186,2.136,4.360,4.852,3.246,1.948,5.341,0.387,1.748,3.494,3.574
BGP00642,DZ,0.500,3.393,2.780,4.102,2.860,3.379,3.308,3.671,3.227,4.429,3.871,4.109,1.972,3.087,0.612,1.607,2.751,3.901
BGP00643,DZ,0.500,3.714,3.446,3.326,3.725,5.214,4.005,1.798,4.251,1.496,5.799,4.679,4.343,3.580,0.269,0.724,3.528,3.684
BGP00644,DZ,0.500,4.358,4.370,4.030,4.155,4.744,4.818,5.252,4.214,4.111,4.209,3.890,1.917,4.364,0.012,1.589,2.825,4.004
BGP00645,DZ,0.500,3.037,2.756,4.639,2.641,2.695,3.658,3.670,2.362,3.262,2.982,3.580,2.118,2.896,0.281,1.577,2.583,3.390
BGP00646,DZ,0.500,3.062,4.218,1.568,3.606,3.856,3.776,2.203,5.214,4.439,2.681,4.896,2.335,3.640,1.157,1.697,3.360,4.586
BGP00647,DZ,0.500,4.691,4.060,4.321,3.863,4.277,4.481,3.985,4.261,5.870,4.504,4.491,2.804,4.376,0.631,1.263,3.910,4.892
BGP00648,DZ,0.500,4.110,5.087,2.221,3.568,4.257,5.601,1.551,5.861,6.170,2.707,5.343,2.958,4.598,0.977,1.027,4.419,4.965
BGP00649,DZ,0.500,3.568,3.952,2.564,2.052,5.061,4.609,3.496,6.760,4.351,4.779,5.300,2.402,3.760,0.384,0.920,3.587,5.223
BGP00650,DZ,0.500,3.341,4.335,5.043,5.715,2.438,3.860,5.922,2.098,1.556,4.366,2.530,1.834,3.838,0.994,1.850,1.841,2.228
BGP00651,DZ,0.500,5.234,6.504,5.045,5.548,4.342,5.127,4.513,4.591,5.873,4.320,4.854,2.595,5.869,1.270,1.150,3.856,4.781
BGP00652,DZ,0.500,5.764,5.179,4.703,3.711,6.352,5.129,4.049,7.000,4.807,5.890,5.502,2.792,5.471,0.585,0.684,4.337,5.530
BGP00653,DZ,0.500,2.823,1.821,2.724,3.164,3.816,2.812,3.238,3.483,3.941,5.624,4.269,1.790,2.322,1.002,1.497,2.351,4.564
BGP00654,DZ,0.500,4.067,3.300,3.562,3.198,4.142,3.559,2.217,4.273,3.657,5.048,4.914,1.924,3.684,0.767,1.553,3.132,4.443
BGP00655,DZ,0.500,2.757,4.079,3.329,5.643,2.355,3.870,3.391,1.454,3.968,3.927,3.475,1.969,3.418,1.322,1.966,2.870,3.433
BGP00656,DZ,0.500,4.034,5.233,6.209,5.488,4.901,4.088,6.746,3.140,4.589,4.515,2.884,3.367,4.634,1.199,2.709,2.702,3.160
BGP00657,DZ,0.500,3.860,4.016,4.033,3.929,4.851,3.783,4.815,4.136,3.283,4.974,3.879,2.046,3.938,0.155,1.374,2.824,3.907
BGP00658,DZ,0.500,4.659,4.380,3.351,2.847,4.892,4.958,2.386,4.718,3.832,4.811,4.619,2.099,4.520,0.279,0.812,3.228,4.333
BGP00659,DZ,0.500,5.253,2.992,4.109,3.276,4.849,3.479,4.496,4.461,6.030,4.198,4.563,2.081,4.123,2.261,1.767,4.119,4.800
BGP00660,DZ,0.500,1.863,2.791,4.452,3.811,2.397,2.090,5.213,2.818,2.335,4.007,2.985,2.476,2.327,0.928,1.766,2.099,3.045
BGP00661,DZ,0.500,3.528,5.032,4.945,5.369,3.913,3.209,4.968,4.570,4.612,2.429,3.764,2.232,4.280,1.503,1.582,3.388,4.038
BGP00662,DZ,0.500,3.944,3.239,4.593,5.489,3.909,4.038,5.426,5.249,2.481,5.027,3.909,2.957,3.591,0.705,1.198,2.963,4.040
BGP00663,DZ,0.500,4.430,5.339,3.776,5.293,5.226,6.815,5.618,4.219,5.269,5.257,4.089,2.021,4.885,0.910,1.408,3.298,4.495
BGP00664,DZ,0.500,4.662,6.096,3.601,4.077,4.628,5.471,2.963,4.365,4.621,5.373,4.827,2.948,5.379,1.434,1.437,4.463,4.919
BGP00665,DZ,0.500,2.429,2.884,3.124,3.157,2.963,2.891,3.137,4.335,4.090,2.514,3.950,2.049,2.657,0.455,0.992,2.489,4.044
BGP00666,DZ,0.500,6.372,5.345,7.000,5.479,5.446,4.822,4.292,2.592,6.142,3.847,3.900,2.105,5.858,1.027,2.322,3.928,4.170
BGP00667,DZ,0.500,2.650,3.086,3.226,2.126,4.720,3.816,4.010,3.879,4.452,6.137,4.547,2.195,2.868,0.436,1.112,2.993,4.575
BGP00668,DZ,0.500,2.965,3.755,3.067,3.626,2.465,3.267,4.560,3.358,4.582,3.674,3.780,2.033,3.360,0.790,1.398,2.373,4.351
BGP00669,DZ,0.500,4.669,4.831,3.407,4.721,4.441,4.000,1.863,3.383,4.216,3.998,4.809,2.684,4.750,0.162,1.196,4.070,4.036
BGP00670,DZ,0.500,4.097,4.165,5.191,5.342,3.131,3.561,4.656,2.133,2.466,3.492,3.098,3.045,4.131,0.068,1.673,1.911,2.490
