person_id,assessment_context,latent_ei,latent_sn,latent_tf,latent_jp,observed_ei,observed_sn,observed_tf,observed_jp,retest_ei,retest_sn,retest_tf,retest_jp,ei_letter,sn_letter,tf_letter,jp_letter,type_code,retest_type_code,type_changed_on_retest,min_absolute_distance_to_boundary,near_boundary,continuous_signal_strength,boundary_risk_score,information_loss_index,collaboration_score,reflective_utility_score
MBTI00766,psychometric_critique_context,-1.3707,-1.3962,1.9790,-1.4992,-1.1102,-1.7804,1.5364,-0.7934,-1.6150,-1.1329,2.0448,-1.7564,I,N,T,P,INTP,INTP,0,0.7934,0,1.3051,1.1450,0.6644,29.1767,45.4496
MBTI00767,psychometric_critique_context,-1.1196,-0.5373,1.6895,-0.5312,-0.9045,0.0127,2.2021,-0.7734,-1.0312,-0.2075,1.6308,-0.1553,I,S,T,P,ISTP,INTP,1,0.0127,1,0.9732,10.0000,1.6024,33.6852,58.0131
MBTI00768,psychometric_critique_context,0.0948,-0.1590,0.6388,-1.5949,0.0368,-0.4574,1.4833,-1.3620,-0.7265,0.5077,0.2600,-2.2411,E,N,T,P,ENTP,ISTP,1,0.0368,1,0.8349,8.5596,1.7163,48.4253,46.0806
MBTI00769,psychometric_critique_context,-0.3084,-1.3120,0.5672,0.1016,-0.6148,-2.0392,-0.4011,-0.3007,-0.3212,-1.2506,0.1533,-0.2906,I,N,F,P,INFP,INTP,1,0.3007,0,0.8389,2.6268,1.2625,41.0792,57.4416
MBTI00770,psychometric_critique_context,-0.9073,-0.3011,1.0852,-0.3301,-0.8040,0.1131,1.9275,-0.0168,-1.3743,-0.4896,0.7900,-0.4148,I,S,T,P,ISTP,INTP,1,0.0168,1,0.7153,10.0000,1.8425,36.3326,48.5048
MBTI00771,psychometric_critique_context,-0.6034,-1.5608,-0.6085,0.2825,-0.7012,-1.2967,-0.5910,0.1534,-0.2373,-1.5209,-0.5523,0.3066,I,N,F,J,INFJ,INFJ,0,0.1534,1,0.6856,4.2839,1.5792,44.7301,55.5756
MBTI00772,psychometric_critique_context,-0.6570,-0.5531,-0.5948,-0.1199,-0.8902,-0.1834,-0.9617,-0.1412,-0.7850,-1.0139,-0.9087,-0.2971,I,N,F,P,INFP,INFP,0,0.1412,1,0.5441,4.5218,1.7939,38.8953,45.8736
MBTI00773,psychometric_critique_context,-1.2415,-1.0425,0.3691,1.9850,-1.2605,-0.6953,-0.2042,1.5569,-1.0461,-0.3727,0.2419,1.9929,I,N,F,J,INFJ,INTJ,1,0.2042,0,0.9292,3.5185,1.1856,53.2811,57.8152
MBTI00774,psychometric_critique_context,-1.5691,-1.5403,-1.1914,2.5337,-2.0646,-2.2509,-1.8056,2.9980,-1.8035,-1.7308,-1.8734,2.7644,I,N,F,J,INFJ,INFJ,0,1.8056,0,2.2798,0.5303,0.4033,45.2159,55.9947
MBTI00775,psychometric_critique_context,-0.8240,-0.2259,-1.6487,1.8900,-0.3713,-0.5893,-1.5269,1.6752,-0.1740,-0.2284,-1.4535,1.5486,I,N,F,J,INFJ,INFJ,0,0.3713,0,1.0407,2.2157,0.8060,48.2217,50.2873
MBTI00776,psychometric_critique_context,-1.1076,-1.6846,-0.7045,0.5571,-1.3223,-1.6118,-0.7090,1.0208,-1.4672,-2.1639,-1.1135,0.8597,I,N,F,J,INFJ,INFJ,0,0.7090,0,1.1660,1.2675,0.7321,48.0520,52.4334
MBTI00777,psychometric_critique_context,-1.1625,0.1905,-1.1164,-0.0851,-0.8562,0.7877,-1.5906,0.4551,-1.7000,0.3016,-0.8848,-0.9071,I,S,F,J,ISFJ,ISFP,1,0.4551,0,0.9224,1.8686,1.1909,42.4043,48.2124
MBTI00778,psychometric_critique_context,-1.0391,-1.0455,-1.5599,1.3179,-1.5964,-1.0863,-1.5603,1.5795,-1.3747,-0.7361,-2.1933,1.2325,I,N,F,J,INFJ,INFJ,0,1.0863,0,1.4556,0.8574,0.6040,48.9963,50.5466
MBTI00779,psychometric_critique_context,-0.8558,-1.4293,-0.9349,0.8639,-0.6022,-2.0003,-0.6109,1.2972,-1.5360,-1.1452,-1.3288,1.4573,I,N,F,J,INFJ,INFJ,0,0.6022,0,1.1277,1.4658,0.7532,42.2617,54.4228
MBTI00780,psychometric_critique_context,-1.3160,-0.7314,-1.5423,0.6759,-2.4698,-0.6165,-1.5292,0.2775,-1.5713,-0.5274,-1.6473,0.2499,I,N,F,J,INFJ,INFJ,0,0.2775,0,1.2233,2.7971,0.7026,47.2324,51.4866
MBTI00781,psychometric_critique_context,-2.0063,-0.8910,-1.6070,1.8661,-1.9633,-0.8147,-2.1399,2.0718,-1.7328,-1.6218,-1.9176,2.4009,I,N,F,J,INFJ,INFJ,0,0.8147,0,1.7474,1.1177,0.5135,41.1731,53.8776
MBTI00782,psychometric_critique_context,-0.8438,-0.5406,-0.8236,0.4240,-1.2091,-0.4570,-1.4353,0.7079,-0.5115,-0.4823,-1.1208,0.0642,I,N,F,J,INFJ,INFJ,0,0.4570,0,0.9523,1.8623,0.8678,43.9280,54.6656
MBTI00783,psychometric_critique_context,-1.1980,-1.1000,-1.0624,1.3599,-1.3128,-0.7233,-1.7763,1.0922,-1.6604,-0.8776,-1.0248,1.3217,I,N,F,J,INFJ,INFJ,0,0.7233,0,1.2261,1.2448,0.7012,51.2777,48.3378
MBTI00784,psychometric_critique_context,-0.4290,-0.9433,-0.7389,0.9860,-0.3621,-1.3347,-1.1028,0.1424,-0.9836,-1.2296,-0.3158,1.0462,I,N,F,J,INFJ,INFJ,0,0.1424,1,0.7355,4.4971,1.5189,39.9967,57.0367
MBTI00785,psychometric_critique_context,-0.0219,0.9163,-0.8309,0.7986,-0.1084,0.0872,-0.1773,2.1688,-0.8196,1.7226,-0.4156,1.4509,I,S,F,J,ISFJ,ISFJ,0,0.0872,1,0.6354,5.9814,1.6470,47.5334,53.1494
MBTI00786,psychometric_critique_context,0.0875,1.0547,-0.9128,0.9538,0.7506,0.8751,-1.5976,0.6847,0.1239,0.7383,-1.1684,0.5272,E,S,F,J,ESFJ,ESFJ,0,0.6847,0,0.9770,1.3077,0.8496,56.0443,49.6924
MBTI00787,psychometric_critique_context,-0.6561,0.6819,-0.9437,0.6921,-0.2915,1.1198,-0.3081,-0.2020,-1.5071,1.4396,-1.5606,1.2386,I,S,F,P,ISFP,ISFJ,1,0.2020,0,0.4804,3.5462,1.7698,48.5564,43.4940
MBTI00788,psychometric_critique_context,0.2947,0.9330,-0.4709,0.6601,0.3243,2.1947,-0.8841,0.9559,0.7799,2.3634,-0.4004,0.9500,E,S,F,J,ESFJ,ESFJ,0,0.3243,0,1.0898,2.4734,0.7753,61.0065,45.3392
MBTI00789,psychometric_critique_context,-0.1251,0.7101,-0.4100,0.2009,0.1273,0.9440,-1.9295,-0.5843,-0.8045,0.8515,0.5633,0.4528,E,S,F,P,ESFP,ISTJ,1,0.1273,1,0.8963,4.8241,1.6622,57.4869,55.5148
MBTI00790,psychometric_critique_context,0.3808,0.6013,-0.7569,0.8229,-0.3247,1.4601,-0.3262,0.7291,0.9177,0.2053,-0.8269,1.4978,I,S,F,J,ISFJ,ESFJ,1,0.3247,0,0.7100,2.4712,1.3989,51.5811,51.2134
MBTI00791,psychometric_critique_context,-0.0779,0.7945,-0.9579,0.6788,-1.1851,0.8044,-1.3482,0.5852,-0.3006,1.4226,-0.7902,0.3682,I,S,F,J,ISFJ,ISFJ,0,0.5852,0,0.9807,1.5033,0.8469,50.0426,51.4966
MBTI00792,psychometric_critique_context,0.1022,0.4639,-0.4821,0.7080,0.4461,1.1045,-0.9203,0.8251,-0.6666,0.3836,-1.9280,0.1787,E,S,F,J,ESFJ,ISFJ,1,0.4461,0,0.8240,1.9009,1.2766,54.5477,49.6392
MBTI00793,psychometric_critique_context,-0.0276,0.6528,-0.6775,0.6194,1.4345,0.1887,-1.3550,0.9933,-0.5643,0.5560,-0.5931,-0.1437,E,S,F,J,ESFJ,ISFP,1,0.1887,1,0.9929,3.7222,1.5883,61.2529,46.7940
MBTI00794,psychometric_critique_context,0.2227,0.5607,-0.5407,0.3832,-0.4368,0.3459,0.8284,0.6296,0.9795,0.6776,-0.6497,-0.4046,I,S,T,J,ISTJ,ESFP,1,0.3459,0,0.5601,2.3481,1.6155,50.1097,47.6446
MBTI00795,psychometric_critique_context,0.0368,0.8692,-0.4140,0.5735,-0.4075,0.6730,0.2109,1.1135,0.7225,1.6583,-0.7981,-0.0484,I,S,T,J,ISTJ,ESFP,1,0.2109,0,0.6012,3.4377,1.5481,45.4780,47.9619
MBTI00796,psychometric_critique_context,-0.1479,0.7621,-1.3761,0.4977,-1.3945,0.6415,-1.5417,1.1034,0.7927,1.3232,-0.9716,0.0583,I,S,F,J,ISFJ,ESFJ,1,0.6415,0,1.1703,1.3860,1.0298,48.2823,52.5680
MBTI00797,psychometric_critique_context,-0.0312,0.3662,-0.5586,0.6415,-0.9832,0.3496,-1.7050,-0.0610,1.5133,1.0303,-0.2000,-0.5868,I,S,F,P,ISFP,ESFP,1,0.0610,1,0.7747,7.0936,1.7760,50.4180,43.4321
MBTI00798,psychometric_critique_context,-0.0548,0.6306,-0.4815,0.6007,0.1056,-0.4800,-0.1694,0.7299,0.8507,0.0688,-0.5555,-0.2174,E,N,F,J,ENFJ,ESFP,1,0.1056,1,0.3712,5.3872,2.5006,53.1630,54.8726
MBTI00799,psychometric_critique_context,0.7255,-0.2974,0.9141,-0.3858,0.2944,-0.3455,1.7075,-0.1411,1.0857,0.2456,0.1330,-0.5459,E,N,T,P,ENTP,ESTP,1,0.1411,1,0.6221,4.5219,1.9664,38.9672,53.1492
MBTI00800,psychometric_critique_context,0.8841,0.3817,0.5626,-0.8366,0.4132,-0.9344,0.7392,-0.7644,1.5634,0.4903,-0.2741,-1.1441,E,N,T,P,ENTP,ESFP,1,0.4132,0,0.7128,2.0277,1.3955,37.5058,54.2701
MBTI00801,psychometric_critique_context,0.8335,0.0412,0.4542,-0.7589,1.3725,-0.0257,0.1132,-0.5762,1.1979,0.4864,-0.6495,-1.4089,E,N,T,P,ENTP,ESFP,1,0.0257,1,0.5219,9.4582,2.1353,55.8008,57.7986
MBTI00802,psychometric_critique_context,0.9040,-0.0560,0.3261,-0.3500,0.5828,-1.2566,1.3056,-0.4891,1.2415,-0.4619,0.8462,0.0359,E,N,T,P,ENTP,ENTJ,1,0.4891,0,0.9085,1.7572,1.2021,50.4624,49.8725
MBTI00803,psychometric_critique_context,0.7111,0.4486,0.9040,-0.5988,-0.1473,0.0345,0.5228,-1.0135,1.4053,-0.6846,2.2948,-0.7420,I,S,T,P,ISTP,ENTP,1,0.0345,1,0.4295,8.7324,2.3385,51.6316,61.9088
MBTI00804,psychometric_critique_context,0.7420,0.1696,1.3290,-0.7693,1.0242,0.7446,1.5803,-1.0743,0.3987,0.4030,2.4068,-0.9395,E,S,T,P,ESTP,ESTP,0,0.7446,0,1.1058,1.2127,0.7658,45.0664,54.8726
MBTI00805,psychometric_critique_context,0.6351,0.2048,0.4263,-0.3960,1.0361,-0.0434,-0.1666,0.2919,0.9379,-1.2497,1.9876,-1.4157,E,N,F,J,ENFJ,ENTP,1,0.0434,1,0.3845,8.1030,2.4608,59.7721,49.9032
MBTI00806,psychometric_critique_context,0.9058,0.1933,0.6167,-0.5570,1.1107,0.4284,1.5467,-0.4552,0.3045,0.6848,0.9383,-0.7019,E,S,T,P,ESTP,ESTP,0,0.4284,0,0.8852,1.9670,0.9215,59.2951,51.4448
MBTI00807,psychometric_critique_context,0.5430,0.0390,0.6010,-0.1546,1.0562,0.2072,0.7271,-0.3630,0.0144,0.7276,0.2109,0.2707,E,S,T,P,ESTP,ESTJ,1,0.2072,0,0.5884,3.4822,1.5685,46.7289,54.7568
MBTI00808,psychometric_critique_context,0.5556,-0.3006,0.5505,-0.6461,0.2398,-0.3061,0.2049,0.3233,1.4926,1.3370,0.1090,-1.3297,E,N,T,J,ENTJ,ESTP,1,0.2049,0,0.2685,3.5104,2.4344,50.5746,51.4762
MBTI00809,psychometric_critique_context,0.6191,0.1269,1.3088,-0.7799,0.7754,0.3938,0.5754,-1.3977,-0.3136,1.0411,0.4087,-0.4012,E,S,T,P,ESTP,ISTP,1,0.3938,0,0.7856,2.1106,1.3146,57.0530,53.2463
MBTI00810,psychometric_critique_context,0.6149,0.1231,0.7070,-0.5698,1.5461,0.7281,0.6406,0.5530,1.1871,-0.5794,0.3821,-0.8438,E,S,T,J,ESTJ,ENTP,1,0.5530,0,0.8669,1.5798,1.2373,53.0833,55.5816
MBTI00811,psychometric_critique_context,0.2378,-0.0670,1.0025,-0.4842,-0.6863,-0.3158,1.3569,-0.3211,0.0900,1.2650,0.8372,-0.5861,I,N,T,P,INTP,ESTP,1,0.3158,0,0.6700,2.5266,1.4494,41.4759,47.9640
MBTI00812,psychometric_critique_context,0.7990,0.0288,0.9502,-0.6493,0.6852,-0.4368,1.0123,0.4930,0.7155,-0.6616,1.5449,-0.7724,E,N,T,J,ENTJ,ENTP,1,0.4368,0,0.6569,1.9349,1.4671,46.5602,47.9453
MBTI00813,psychometric_critique_context,-0.7110,-0.8113,0.3038,0.8481,-1.1690,1.4567,-0.4040,1.8958,-0.3607,-0.7977,0.1885,0.8269,I,S,F,J,ISFJ,INTJ,1,0.4040,0,1.2314,2.0660,0.9986,48.9675,44.9048
MBTI00814,psychometric_critique_context,-0.2946,-0.4789,-0.1707,0.3596,0.1079,-0.5498,-0.4382,0.6314,0.8101,-1.0695,0.3561,-0.9082,E,N,F,J,ENFJ,ENTP,1,0.1079,1,0.4318,5.3220,2.3327,51.2165,52.5910
MBTI00815,psychometric_critique_context,-0.8869,-0.4760,-0.1968,0.5537,-0.2053,-0.8511,-0.4649,-0.1349,0.8590,-0.2205,-0.0741,0.5253,I,N,F,P,INFP,ENFJ,1,0.1349,1,0.4140,4.6542,2.3785,53.0104,54.1316
MBTI00816,psychometric_critique_context,-0.4130,-0.5570,0.0766,0.4684,-0.4451,-0.7760,-0.4738,-0.5110,-0.6742,-1.0204,0.6857,1.7737,I,N,F,P,INFP,INTJ,1,0.4451,0,0.5515,1.9045,1.6307,44.0253,59.1976
MBTI00817,psychometric_critique_context,-0.5100,-0.6142,0.0539,0.8887,-0.4467,-0.5584,0.3799,2.0292,-0.7951,-1.3324,1.4768,0.0343,I,N,T,J,INTJ,INTJ,0,0.3799,0,0.8535,2.1746,0.9492,56.0275,58.0550
MBTI00818,psychometric_critique_context,-0.9365,-0.3227,0.2698,0.5579,-1.4588,-0.5798,-0.2396,0.7689,-2.1319,0.2951,0.6541,1.0294,I,N,F,J,INFJ,ISTJ,1,0.2396,0,0.7618,3.1290,1.3398,38.2793,47.0959
MBTI00819,psychometric_critique_context,-0.5495,-1.0585,0.0738,0.7245,-1.2585,-1.3083,0.7372,-0.4680,-1.1569,-0.5271,-1.2038,1.3387,I,N,T,P,INTP,INFJ,1,0.4680,0,0.9430,1.8248,1.1749,39.2675,44.5215
MBTI00820,psychometric_critique_context,-0.1705,-1.1915,0.0419,1.0392,-0.3025,-1.9236,1.3348,1.1946,0.2188,-1.6255,0.4064,1.6556,I,N,T,J,INTJ,ENTJ,1,0.3025,0,1.1889,2.6147,1.0200,33.3535,55.2267
MBTI00821,psychometric_critique_context,-0.9339,-0.9000,-0.1534,0.3032,-1.8074,-2.0015,-0.4774,-0.5378,-0.5604,-0.7525,0.7325,0.0155,I,N,F,P,INFP,INTJ,1,0.4774,0,1.2060,1.7942,1.0112,36.1135,46.2821
MBTI00822,psychometric_critique_context,-0.4366,-0.6525,-0.1755,0.5095,-0.5173,0.0957,0.2733,0.2274,-0.8751,-1.1421,-0.4480,0.4648,I,S,T,J,ISTJ,INFJ,1,0.0957,1,0.2784,5.6913,2.8402,48.3426,51.0437
MBTI00823,psychometric_critique_context,-0.7454,-0.5697,-0.1580,0.4969,-0.5497,-0.7169,-0.8885,0.5326,-1.4229,-0.9113,-0.0080,0.3358,I,N,F,J,INFJ,INFJ,0,0.5326,0,0.6719,1.6324,1.1469,47.2785,53.3990
MBTI00824,psychometric_critique_context,-0.7045,-0.7032,-0.2421,0.7868,-0.4957,-1.6083,-0.4785,1.5566,0.7615,-0.5677,-0.4323,2.1017,I,N,F,J,INFJ,ENFJ,1,0.4785,0,1.0347,1.7906,1.1099,51.1958,58.8991
MBTI00825,psychometric_critique_context,-0.7810,-0.7643,0.4280,0.6759,-0.6384,-0.0073,-0.5301,1.2405,-1.1042,-0.4647,-0.1780,0.7906,I,N,F,J,INFJ,INFJ,0,0.0073,1,0.6041,10.0000,1.6937,48.2287,49.0602
MBTI00826,psychometric_critique_context,-1.1220,-0.6140,0.0287,0.5036,-2.3712,0.2396,-0.6960,0.3595,-1.3149,0.1820,1.0415,0.2572,I,S,F,J,ISFJ,ISTJ,1,0.2396,0,0.9166,3.1292,1.1956,40.9955,56.9658
MBTI00827,psychometric_critique_context,0.5586,-0.5820,-0.9635,0.2268,-0.3768,-0.4812,0.4380,0.2890,0.0563,-0.9344,-2.1795,0.3319,I,N,T,J,INTJ,ENFJ,1,0.2890,0,0.3963,2.7102,1.9771,35.4822,45.8328
MBTI00828,psychometric_critique_context,0.1833,-0.0638,-0.2795,-0.0952,-0.3277,0.2469,-0.2470,0.1941,0.2867,1.8272,0.0700,-1.8103,I,S,F,J,ISFJ,ESTP,1,0.1941,1,0.2539,3.6489,2.9530,52.2726,44.2595
MBTI00829,psychometric_critique_context,0.6277,-0.3361,-0.8337,-0.2829,0.2475,-0.4345,-0.3784,-0.5671,1.1559,0.3033,-0.6041,-1.8025,E,N,F,P,ENFP,ESFP,1,0.2475,0,0.4069,3.0534,1.9477,53.3753,50.0305
MBTI00830,psychometric_critique_context,0.5728,-0.8265,-1.2403,-0.2598,1.1263,-0.3540,-1.7430,-0.9359,0.0425,-1.0424,-1.3962,-0.3606,E,N,F,P,ENFP,ENFP,0,0.3540,0,1.0398,2.3042,0.8066,57.5638,52.3034
MBTI00831,psychometric_critique_context,0.2355,-0.7719,-0.2816,-0.2504,-0.3856,-1.0685,-0.5815,0.2771,1.0812,-0.6037,-0.2308,-1.1531,I,N,F,J,INFJ,ENFP,1,0.2771,0,0.5782,2.8005,1.5851,46.2991,53.0421
MBTI00832,psychometric_critique_context,0.5370,-0.5131,-1.1289,-0.4759,0.2169,-1.1034,-1.4490,0.3683,0.9713,-0.3289,-0.2867,-0.6235,E,N,F,J,ENFJ,ENFP,1,0.2169,0,0.7844,3.3682,1.3159,48.1087,48.9296
MBTI00833,psychometric_critique_context,0.6774,-0.5488,-0.9481,-0.2709,-0.5060,-0.0395,-0.1468,-0.8385,1.0529,-0.8514,-1.1752,-0.6567,I,N,F,P,INFP,ENFP,1,0.0395,1,0.3827,8.3715,2.4662,46.8371,50.0418
MBTI00834,psychometric_critique_context,0.3445,-0.6011,-0.5105,0.1073,0.5600,-1.0307,-0.2127,0.7701,-0.0952,-1.3028,-0.5435,-0.3960,E,N,F,J,ENFJ,INFP,1,0.2127,0,0.6434,3.4165,1.4857,52.1584,49.1304
MBTI00835,psychometric_critique_context,0.6018,-0.6209,-0.5225,0.0122,0.2008,-1.8008,-0.4634,0.3709,0.5549,-1.1579,-0.5577,0.1576,E,N,F,J,ENFJ,ENFJ,0,0.2008,0,0.7090,3.5610,1.1001,56.3855,47.2680
MBTI00836,psychometric_critique_context,0.5319,-0.7592,-0.4664,0.3759,1.1832,-0.7326,-0.3763,-0.5742,0.5133,-2.3832,-0.9019,-0.0867,E,N,F,P,ENFP,ENFP,0,0.3763,0,0.7166,2.1918,1.0910,41.3086,55.4744
MBTI00837,psychometric_critique_context,0.9302,-0.5035,-0.4638,-0.2869,0.6216,-0.9175,-0.6022,1.0723,0.4629,-0.3514,-1.0240,-0.8305,E,N,F,J,ENFJ,ENFP,1,0.6022,0,0.8034,1.4658,1.2966,51.5375,41.0970
MBTI00838,psychometric_critique_context,0.3680,-0.6994,-0.1987,-0.3749,0.3931,-1.2415,0.9214,-0.3003,0.8097,-0.4742,-0.9457,-0.6851,E,N,T,P,ENTP,ENFP,1,0.3003,0,0.7141,2.6294,1.3940,48.1355,52.5860
MBTI00839,psychometric_critique_context,0.6560,-0.0022,-0.7495,-0.0750,0.3438,1.3536,-0.2441,1.0329,0.3295,0.8121,-0.7724,-0.5424,E,S,F,J,ESFJ,ESFP,1,0.2441,0,0.7436,3.0851,1.3598,50.7669,48.6530
MBTI00840,psychometric_critique_context,0.8596,-0.8240,-0.6444,0.2640,0.9659,-2.6800,0.0152,0.2335,1.3046,-0.1793,-0.7323,1.0187,E,N,T,J,ENTJ,ENFJ,1,0.0152,1,0.9736,10.0000,1.6021,50.5443,47.5039
MBTI00841,organizational_development_context,1.3309,0.8100,1.2633,1.7313,0.7528,0.1848,1.0524,1.4383,1.6499,0.4948,1.0365,1.9029,E,S,T,J,ESTJ,ESTJ,0,0.1848,1,0.8571,3.7762,1.3960,51.3829,55.2667
MBTI00842,organizational_development_context,1.6385,0.4649,0.6908,0.2992,1.4784,0.5656,0.9715,0.3050,2.0139,0.6556,0.9052,-0.0964,E,S,T,J,ESTJ,ESTP,1,0.3050,0,0.8301,2.5974,1.2708,55.0830,52.3803
MBTI00843,organizational_development_context,0.0657,1.6792,0.3106,0.6463,0.5473,2.0704,0.2251,0.4979,-0.2445,2.0043,1.0792,0.7561,E,S,T,J,ESTJ,ISTJ,1,0.2251,0,0.8352,3.2780,1.2660,55.5348,51.1267
MBTI00844,organizational_development_context,1.8934,0.8290,0.6778,1.3607,2.2251,1.1524,-0.0643,1.1568,2.1514,1.3764,0.1872,1.6302,E,S,F,J,ESFJ,ESTJ,1,0.0643,1,1.1496,6.9320,1.4909,48.4632,58.8704
MBTI00845,organizational_development_context,1.2479,0.2658,0.3830,0.4330,0.5035,0.2378,1.1656,-0.0266,1.6011,-0.3462,0.1381,0.4638,E,S,T,P,ESTP,ENTJ,1,0.0266,1,0.4834,9.3804,2.2134,44.5138,54.9249
MBTI00846,organizational_development_context,1.9302,1.7295,0.3970,1.2275,1.3681,1.1896,0.6070,0.9949,1.6166,2.1241,0.1932,1.0687,E,S,T,J,ESTJ,ESTJ,0,0.6070,0,1.0399,1.4557,0.8065,52.9510,53.3876
MBTI00847,organizational_development_context,0.8148,0.0096,0.0483,1.8122,0.6083,-0.0330,-0.9438,1.7915,0.6934,-0.2532,0.7403,2.1084,E,N,F,J,ENFJ,ENTJ,1,0.0330,1,0.8441,8.8473,1.7077,53.5033,61.7667
MBTI00848,organizational_development_context,0.7018,0.9151,1.0000,0.9022,1.0832,0.7232,1.4002,0.7353,1.3165,0.2359,0.8165,0.8638,E,S,T,J,ESTJ,ESTJ,0,0.7232,0,0.9855,1.2450,0.8436,56.8660,53.1758
MBTI00849,organizational_development_context,1.9297,0.5843,1.1113,0.8016,2.2258,0.6006,1.5250,0.4473,1.9049,0.5768,0.6067,0.6664,E,S,T,J,ESTJ,ESTJ,0,0.4473,0,1.1997,1.8964,0.7144,53.7594,56.4801
MBTI00850,organizational_development_context,1.2480,0.3591,0.3690,1.2023,1.2891,-0.1451,0.7084,1.2316,1.0094,0.1251,1.7503,0.7404,E,N,T,J,ENTJ,ESTJ,1,0.1451,1,0.8435,4.4434,1.7083,56.6810,57.0572
MBTI00851,organizational_development_context,0.9382,1.4401,0.8185,1.8029,0.8935,1.4465,1.1368,1.6021,0.9315,1.9082,0.8027,2.1051,E,S,T,J,ESTJ,ESTJ,0,0.8935,0,1.2697,1.0272,0.6804,51.0401,53.9722
MBTI00852,organizational_development_context,1.3809,0.8287,1.3249,0.9197,1.4357,1.0517,0.9802,0.9773,1.2626,0.3199,1.3540,1.6607,E,S,T,J,ESTJ,ESTJ,0,0.9773,0,1.1112,0.9458,0.7626,63.9188,48.5485
MBTI00853,organizational_development_context,1.5292,1.1765,-0.2636,1.0162,1.7428,0.8347,-0.7590,1.0869,1.5709,0.1163,0.1467,1.6311,E,S,F,J,ESFJ,ESTJ,1,0.7590,0,1.1059,1.1919,1.0658,55.5732,51.1097
MBTI00854,organizational_development_context,0.5184,0.0215,1.4074,-0.4559,-0.3084,-0.4146,1.0835,-0.7518,0.4505,-0.5572,1.2698,0.1331,I,N,T,P,INTP,ENTJ,1,0.3084,0,0.6396,2.5745,1.4911,44.0453,44.8533
MBTI00855,organizational_development_context,0.6554,1.5200,-1.0932,-1.4297,0.2754,1.7015,-1.1372,-1.1869,0.6370,1.1408,-1.1547,-1.5787,E,S,F,P,ESFP,ESFP,0,0.2754,0,1.0752,2.8141,0.7842,46.0090,49.8700
MBTI00856,organizational_development_context,1.6346,1.2803,-2.0574,-0.7387,1.5493,1.5019,-2.0735,-0.8210,1.5063,1.3726,-2.2626,-0.4900,E,S,F,P,ESFP,ESFP,0,0.8210,0,1.4864,1.1099,0.5930,73.1418,54.2626
MBTI00857,organizational_development_context,0.9008,-0.3631,-1.4783,-0.5672,0.5569,-0.6402,-1.7237,-0.4133,0.4841,-0.0992,-1.0573,-0.1964,E,N,F,P,ENFP,ENFP,0,0.4133,0,0.8335,2.0272,0.9676,52.0816,50.3842
MBTI00858,organizational_development_context,1.1984,0.2795,-0.3737,-1.3067,1.4351,0.3924,-0.3578,-2.2474,0.7394,0.3861,-0.4179,-1.0584,E,S,F,P,ESFP,ESFP,0,0.3578,0,1.1082,2.2840,0.7644,58.3347,49.0330
MBTI00859,organizational_development_context,1.0286,1.1555,-0.8324,-1.4604,0.8194,1.2094,-0.6483,-1.7170,-0.0359,0.7591,-0.9024,-0.7851,E,S,F,P,ESFP,ISFP,1,0.6483,0,1.0985,1.3731,1.0701,57.6564,53.6938
MBTI00860,organizational_development_context,0.5119,0.6141,-2.0027,0.7339,-0.1310,-0.5177,-2.2012,-0.1367,0.6714,0.8973,-2.8894,0.9628,I,N,F,P,INFP,ESFJ,1,0.1310,1,0.7466,4.7390,1.8064,43.9546,56.3284
MBTI00861,organizational_development_context,0.0272,0.4469,-1.6460,-0.4875,0.5413,0.5344,-1.4940,-0.0498,-0.0952,0.1524,-1.5374,-0.1334,E,S,F,P,ESFP,ISFP,1,0.0498,1,0.6549,7.7051,1.9198,53.1898,50.7199
MBTI00862,organizational_development_context,0.8732,0.5610,-1.7776,-0.3611,0.5167,0.6297,-1.6233,-0.3095,0.4157,0.0843,-1.3285,-0.6569,E,S,F,P,ESFP,ESFP,0,0.3095,0,0.7698,2.5671,1.0311,46.2272,49.2999
MBTI00863,organizational_development_context,0.9223,1.2725,-0.6009,-0.0558,0.6506,0.7569,-0.0943,-0.2979,1.5992,1.2287,-0.2900,0.0914,E,S,F,P,ESFP,ESFJ,1,0.0943,1,0.4499,5.7386,2.2887,42.3550,53.4111
MBTI00864,organizational_development_context,1.0890,0.7512,0.0802,-1.1019,1.3478,0.2612,0.5169,-0.6752,1.2214,0.6636,0.6743,-1.4938,E,S,T,P,ESTP,ESTP,0,0.2612,0,0.7003,2.9308,1.1108,50.6138,46.6568
MBTI00865,organizational_development_context,0.7109,0.8242,-0.8448,-0.6886,0.1196,0.6738,-0.6669,-0.5369,0.1052,1.1573,-0.8306,-0.6543,E,S,F,P,ESFP,ESFP,0,0.1196,1,0.4993,5.0099,1.8800,39.5183,55.4784
MBTI00866,organizational_development_context,1.1463,0.7090,-0.9179,-0.0615,0.9158,1.0141,-0.1418,-0.0684,0.4853,0.7592,-1.2914,0.3404,E,S,F,P,ESFP,ESFJ,1,0.0684,1,0.5350,6.7386,2.1105,61.8253,53.1257
MBTI00867,organizational_development_context,0.9887,1.3194,-0.8210,-0.7193,1.2675,1.3945,-0.9867,-0.3496,0.7774,1.4126,-0.4906,-0.1524,E,S,F,P,ESFP,ESFP,0,0.3496,0,0.9996,2.3279,0.8336,57.8886,45.4761
