respondent_id,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,sociability_score,assertiveness_score,compassion_score,politeness_score,orderliness_score,industriousness_score,anxiety_score,volatility_score,aesthetics_score,intellect_score,outcome_score,broad_life_functioning,relationship_functioning,creative_engagement,emotional_distress,facet_profile_dispersion,hierarchy_consistency_index,bandwidth_fidelity_gap,domain_facet_alignment
FFM00404,3.173,4.704,4.674,4.515,3.261,3.740,3.628,5.121,3.943,4.391,4.936,4.213,4.592,2.960,3.687,4.329,3.858,4.734,3.502,4.865,0.588,6.558,1.617,6.805
FFM00405,2.897,4.569,4.826,3.795,4.204,2.234,3.942,4.681,5.318,4.456,4.891,4.812,4.590,4.307,3.594,3.213,4.044,4.278,5.616,4.154,0.743,6.558,3.625,6.260
FFM00406,3.614,4.861,4.178,4.529,3.512,4.233,4.279,4.918,4.714,4.499,3.440,5.791,4.063,3.084,4.369,1.982,3.403,4.807,4.758,4.377,0.864,6.187,4.003,6.126
FFM00407,2.861,4.273,1.282,4.295,3.986,3.586,2.727,3.649,3.594,1.787,3.308,3.523,4.525,3.051,3.131,1.397,2.864,3.982,5.274,3.844,0.703,4.828,1.889,5.229
FFM00408,3.583,4.433,5.227,5.570,2.360,4.209,4.351,4.771,4.550,4.917,5.139,5.143,4.445,3.289,3.112,3.754,3.021,4.390,3.774,5.840,0.292,6.066,2.932,5.835
FFM00409,4.569,3.765,3.786,4.228,5.019,5.436,5.372,3.498,2.925,3.614,4.658,3.269,4.877,4.443,4.401,4.324,3.457,4.543,4.994,4.733,0.666,5.169,1.536,5.627
FFM00410,5.127,3.893,3.549,2.680,5.426,5.170,4.111,3.597,3.779,4.320,4.219,2.771,4.108,5.040,5.307,3.891,4.379,4.540,6.254,2.349,0.589,5.307,2.591,5.917
FFM00411,4.121,3.084,4.001,4.907,5.001,4.361,4.610,2.509,2.521,3.249,3.786,5.560,3.123,5.277,4.709,3.287,3.202,4.597,5.020,4.732,0.760,5.759,1.802,5.923
FFM00412,6.214,5.533,2.984,2.321,2.963,5.631,3.734,5.335,4.778,3.191,3.324,2.216,3.830,3.734,3.614,3.236,3.636,6.080,4.938,2.790,0.865,5.840,1.997,5.489
FFM00413,4.864,3.853,3.031,4.685,4.284,3.733,3.059,3.990,2.990,3.259,3.143,4.532,3.724,3.354,3.354,3.444,3.246,4.295,4.738,4.525,0.519,5.750,1.735,5.664
FFM00414,2.660,5.206,4.311,4.216,5.629,4.074,1.955,3.887,5.265,5.141,4.275,4.676,4.091,5.410,5.822,4.361,3.011,3.656,6.374,4.150,1.072,5.952,1.595,6.096
FFM00415,4.883,2.008,3.515,4.851,3.675,5.574,4.040,2.510,4.229,4.077,3.589,4.878,4.836,4.470,3.706,3.756,2.658,3.709,4.888,4.913,0.909,5.290,2.206,5.809
FFM00416,2.447,4.620,3.857,3.677,4.619,2.362,3.572,4.573,5.271,4.584,3.434,4.023,4.158,4.889,4.117,3.241,3.101,4.094,5.344,4.239,0.793,5.933,2.087,6.338
FFM00417,4.106,5.663,4.484,4.153,4.968,3.486,4.066,5.660,4.510,3.989,4.131,3.623,4.196,4.335,4.528,3.481,3.339,4.397,5.739,4.593,0.528,5.909,2.401,5.988
FFM00418,2.867,2.901,6.371,3.478,5.275,3.116,3.394,3.551,2.843,6.711,4.750,3.371,3.635,5.623,4.130,4.589,4.340,3.271,6.357,3.973,0.941,6.366,3.695,6.716
FFM00419,2.940,3.546,6.013,2.689,3.201,3.703,3.669,4.046,2.976,5.929,5.529,3.866,2.868,2.747,2.938,5.892,3.355,3.344,3.674,2.987,0.538,6.616,1.216,6.231
FFM00420,5.915,4.027,4.714,4.363,4.695,5.551,5.812,3.284,4.184,3.868,5.322,3.570,3.214,3.721,4.215,4.409,2.771,5.367,5.882,4.195,0.693,5.829,2.017,5.980
FFM00421,3.580,4.030,4.002,2.824,3.390,3.216,4.510,4.065,3.219,2.864,4.122,4.038,2.642,4.150,3.385,3.551,3.292,4.215,4.556,3.252,1.112,5.511,2.575,5.687
FFM00422,5.046,2.709,4.518,4.711,3.069,6.061,5.687,3.762,2.581,4.142,4.167,5.360,4.744,2.459,3.069,3.801,2.798,3.572,3.920,5.275,0.561,6.056,2.033,5.970
FFM00423,2.135,3.898,3.308,4.000,5.825,2.680,2.842,4.558,4.423,3.643,3.231,3.785,4.590,5.313,5.114,2.604,3.647,3.740,5.940,4.828,0.342,6.158,1.567,6.351
FFM00424,3.032,3.842,2.095,3.029,3.684,3.405,2.968,3.748,4.290,2.445,1.666,2.544,2.883,2.911,3.641,1.563,3.147,4.052,3.651,4.189,0.565,5.486,1.913,6.309
FFM00425,4.462,4.480,4.583,3.589,3.817,4.245,4.536,3.906,5.037,5.040,4.960,3.482,3.315,3.417,3.910,4.470,3.310,4.956,4.317,3.647,0.432,6.358,1.800,6.594
FFM00426,3.827,4.824,1.944,2.323,3.972,3.390,3.827,4.325,4.556,2.622,3.855,2.667,2.842,3.996,3.929,2.387,3.231,4.206,5.098,2.671,0.429,5.862,1.846,6.315
FFM00427,3.481,4.633,3.868,5.613,5.647,3.107,4.133,4.836,3.748,3.383,4.260,4.467,5.273,4.419,4.607,3.048,2.457,4.750,4.946,5.686,0.797,6.102,2.060,5.787
FFM00428,4.357,3.453,2.416,3.088,3.532,4.596,4.690,3.281,3.006,2.461,3.027,3.392,3.901,2.366,3.173,2.678,3.912,4.448,4.012,2.660,0.450,5.649,1.665,6.205
FFM00429,4.432,5.161,3.341,2.338,4.044,4.489,3.817,5.147,3.839,4.000,3.302,2.839,3.589,3.757,4.559,3.494,3.273,4.786,5.248,2.895,0.846,5.895,1.643,6.077
FFM00430,3.658,5.307,5.507,5.429,4.419,4.514,3.496,4.312,4.733,5.895,5.030,5.029,4.875,4.359,3.924,3.473,2.983,4.626,4.705,5.354,0.579,6.350,2.830,6.277
FFM00431,4.878,4.129,3.624,3.320,2.765,5.171,3.847,4.349,5.027,4.061,5.025,3.311,2.597,4.028,3.209,3.518,4.184,4.733,4.864,3.868,0.900,5.952,2.391,5.659
FFM00432,5.136,3.287,3.428,3.964,3.512,4.929,4.222,3.673,3.445,3.098,1.912,4.421,3.329,2.600,4.399,2.451,3.948,4.814,5.159,5.203,1.003,6.149,2.976,6.154
FFM00433,3.253,4.812,2.955,4.673,3.191,3.291,4.034,4.717,4.450,3.115,3.157,5.477,4.267,4.212,2.249,2.944,2.727,3.768,3.938,4.518,0.845,6.390,2.051,6.620
FFM00434,7.000,2.672,4.917,2.800,5.783,5.964,5.787,3.268,3.367,4.953,3.451,2.109,3.975,6.228,5.416,4.922,4.448,5.056,6.051,3.349,0.891,6.033,1.674,5.962
FFM00435,4.898,3.347,3.285,2.848,3.906,3.973,4.890,3.338,3.633,3.456,5.143,2.599,4.022,4.410,3.570,3.561,3.739,4.891,4.871,3.193,1.032,5.799,2.388,5.784
FFM00436,3.933,2.978,3.832,2.436,6.109,3.727,4.329,3.072,2.935,3.815,3.878,3.411,2.834,5.647,5.065,3.820,3.194,3.970,6.047,2.846,0.392,5.730,0.948,6.606
FFM00437,4.183,5.580,5.081,3.248,2.914,4.150,5.301,4.640,5.177,4.574,4.213,3.991,3.789,3.366,2.420,2.880,3.608,3.985,3.809,3.244,0.639,6.276,3.806,6.186
FFM00438,5.863,4.789,6.586,3.929,3.534,5.871,5.359,4.609,5.104,6.200,6.868,4.018,3.204,2.841,3.182,5.662,3.803,4.335,5.201,3.060,0.566,6.505,3.047,6.360
FFM00439,1.692,2.784,6.165,3.593,3.888,2.407,2.982,3.179,4.668,4.639,4.161,3.603,4.546,3.805,4.768,3.766,3.464,3.836,5.137,4.740,0.889,5.187,4.183,4.907
FFM00440,4.505,4.764,4.157,6.510,3.194,4.495,3.987,5.818,4.311,5.119,4.698,5.606,4.953,3.313,2.496,3.830,3.033,4.071,3.842,6.148,0.781,5.563,1.494,5.417
FFM00441,3.928,3.711,3.529,4.935,4.073,4.488,3.876,4.137,3.374,4.273,3.991,4.798,5.339,4.332,3.005,3.072,3.001,3.988,4.540,4.193,0.705,5.769,2.227,6.303
FFM00442,5.399,5.857,5.341,2.563,3.706,5.201,4.841,4.695,6.498,4.919,4.860,3.401,2.757,4.131,2.807,4.281,4.422,5.266,3.954,3.090,0.838,5.987,2.053,5.815
FFM00443,3.060,3.388,5.134,5.136,4.539,3.262,3.865,3.880,2.668,4.776,4.790,5.248,4.594,4.299,3.904,4.196,3.628,4.146,5.274,4.656,0.576,6.084,2.697,6.549
FFM00444,4.884,3.689,3.225,2.709,2.576,4.699,3.847,4.370,4.453,3.628,3.415,4.154,3.674,3.913,2.970,3.887,3.903,4.327,4.989,3.810,0.514,5.191,2.945,5.151
FFM00445,5.675,4.668,2.772,5.469,2.255,5.073,4.566,4.941,4.031,3.504,1.947,6.419,5.315,3.499,3.332,2.500,3.854,3.795,4.264,5.602,0.849,5.617,2.549,5.642
FFM00446,5.645,2.022,4.552,2.192,4.028,5.794,5.069,2.618,2.099,4.195,4.354,2.507,3.942,3.816,3.615,3.297,4.940,3.204,4.473,2.456,0.608,6.243,2.538,5.980
FFM00447,4.081,5.125,3.883,3.466,3.365,4.075,3.408,3.985,5.496,3.130,3.911,2.774,3.244,4.214,2.260,2.985,4.778,4.565,4.962,3.243,1.077,6.129,3.246,6.503
FFM00448,4.585,3.571,4.936,4.659,4.958,4.022,3.998,3.641,3.815,5.651,4.787,5.584,4.560,5.326,3.834,3.685,3.567,3.644,4.369,4.367,0.715,6.084,2.921,6.356
FFM00449,5.403,6.379,4.089,2.267,2.698,4.491,4.860,6.818,4.845,4.126,4.245,1.780,3.540,3.871,3.048,4.127,3.930,6.890,4.639,2.707,1.009,5.867,2.511,5.509
FFM00450,5.259,4.396,3.810,4.614,3.382,4.488,5.186,4.421,3.550,3.021,4.180,4.738,5.146,3.067,3.139,3.016,3.440,5.804,3.763,5.285,0.642,5.995,1.908,6.448
FFM00451,3.015,4.027,3.302,6.257,4.908,2.982,4.051,3.231,4.989,3.235,3.471,5.984,4.742,4.218,5.033,2.915,3.377,3.325,5.253,6.039,1.024,6.245,1.638,6.276
FFM00452,3.615,4.261,3.002,4.786,5.283,3.094,3.720,4.912,4.530,3.731,3.948,4.386,3.927,5.353,4.086,3.255,3.324,4.186,6.833,4.201,0.590,5.895,2.495,5.919
FFM00453,3.011,4.298,5.283,3.020,5.326,3.913,4.068,5.109,3.385,3.704,4.180,3.365,2.528,4.365,4.132,4.426,3.860,4.699,5.253,3.463,0.685,5.661,1.936,5.843
FFM00454,4.430,3.816,4.521,6.688,4.269,3.637,4.228,3.053,5.318,3.680,4.920,6.435,6.626,4.289,3.584,3.418,2.963,3.583,4.385,6.670,0.998,6.173,2.445,6.024
FFM00455,3.134,3.536,3.331,3.302,4.628,3.464,2.958,4.164,4.995,2.160,2.201,2.747,3.976,4.094,3.297,1.909,3.157,4.188,5.288,3.699,0.681,5.086,3.058,5.560
FFM00456,4.649,4.073,4.609,4.271,4.769,4.334,5.458,4.331,4.065,4.157,4.249,4.342,4.378,4.212,5.237,3.540,3.760,4.495,5.700,4.674,0.508,5.761,2.227,6.438
FFM00457,3.839,3.925,3.657,2.830,4.765,3.310,4.158,3.840,2.803,3.710,3.816,3.652,3.928,5.276,4.906,3.169,4.062,3.368,5.454,3.432,0.527,5.668,1.843,5.645
FFM00458,2.676,4.346,2.980,5.555,2.709,2.670,2.850,3.601,2.972,3.319,3.814,4.902,5.387,3.191,2.760,2.662,2.789,3.393,3.951,5.248,0.444,5.765,1.761,6.072
FFM00459,3.193,5.979,4.911,1.555,4.577,3.241,2.685,5.646,5.219,4.382,5.445,3.676,1.241,2.799,4.742,4.245,4.460,5.075,4.974,2.548,1.285,5.619,2.437,5.652
FFM00460,4.404,3.309,4.274,4.373,5.345,4.833,4.035,3.600,3.265,4.789,4.553,3.878,4.043,4.667,5.428,4.186,2.829,3.928,5.103,4.809,0.459,6.302,1.552,6.439
FFM00461,3.500,5.288,5.157,3.445,3.245,2.730,3.195,4.852,4.769,4.363,4.100,4.160,3.323,3.195,3.022,4.659,4.309,4.688,4.168,3.759,0.364,6.074,1.938,5.958
FFM00462,4.336,5.427,2.692,3.190,3.994,4.375,5.020,5.575,4.227,2.389,4.010,3.883,2.911,3.891,3.896,2.390,3.616,5.195,5.319,3.062,0.918,5.714,2.040,6.200
FFM00463,2.397,5.225,2.778,4.680,4.101,2.140,2.681,4.808,5.440,3.369,2.770,3.521,5.251,4.033,3.700,2.576,2.594,4.265,4.586,4.053,0.767,6.294,1.952,6.370
FFM00464,3.749,5.315,4.528,2.358,3.132,3.712,3.458,4.837,5.526,4.482,4.830,2.756,3.272,3.568,3.147,4.073,4.034,4.699,4.685,3.291,0.446,6.276,2.067,6.575
FFM00465,3.323,3.854,4.882,4.889,5.218,4.194,3.089,3.106,3.085,3.646,4.801,4.779,4.757,5.081,4.505,4.225,4.198,3.016,4.863,4.151,0.576,6.155,1.637,6.201
FFM00466,3.149,4.627,5.572,3.308,2.315,2.974,3.886,4.554,3.421,5.311,5.445,3.299,3.923,2.322,2.888,4.876,3.540,4.262,4.027,3.845,0.674,5.975,2.757,6.138
FFM00467,5.799,4.077,5.930,4.277,4.698,4.664,4.298,3.557,3.938,4.943,4.358,3.234,2.942,4.686,3.962,4.249,3.823,3.924,5.387,3.721,0.470,5.323,2.692,5.221
FFM00468,3.510,4.296,5.050,5.092,3.096,4.040,2.599,4.123,4.549,4.954,4.494,4.618,4.359,3.318,2.668,3.539,3.950,3.767,4.407,4.875,0.647,6.146,3.225,6.571
FFM00469,2.880,5.212,3.803,5.009,3.203,3.311,3.926,4.932,4.953,4.957,3.627,4.686,3.189,3.060,2.703,2.621,4.277,5.003,4.077,5.412,0.764,6.226,2.920,6.135
FFM00470,4.637,4.753,5.671,1.919,3.146,4.919,4.823,3.971,3.856,4.915,4.733,3.540,3.540,3.629,3.737,4.097,4.800,4.644,5.318,2.142,0.100,5.950,3.253,5.517
FFM00471,5.491,3.972,3.968,3.344,4.658,5.581,4.615,3.867,3.078,4.156,4.606,4.289,2.929,4.068,5.210,2.985,4.706,5.652,5.161,3.592,0.941,6.326,2.494,6.143
FFM00472,3.361,3.218,3.582,3.963,2.341,3.293,4.159,3.574,3.206,3.749,3.193,4.121,4.294,2.669,3.710,3.768,2.809,2.803,3.908,4.651,0.601,6.543,2.279,6.418
FFM00473,4.387,4.618,5.044,4.015,3.026,4.427,3.971,3.545,4.891,4.817,4.766,4.139,3.984,3.993,2.919,3.109,3.623,4.175,4.512,4.567,0.616,5.992,3.792,6.460
FFM00474,5.114,3.830,5.517,3.648,3.883,3.779,5.004,4.019,3.207,4.394,5.278,3.932,2.692,4.074,3.695,4.708,5.104,3.941,4.503,3.705,0.908,5.601,2.510,6.095
FFM00475,3.487,3.729,5.340,3.666,4.663,4.313,4.007,4.000,3.504,4.072,4.772,3.378,3.745,4.831,3.968,4.072,4.688,4.573,4.833,3.911,0.546,6.578,2.202,6.025
FFM00476,3.455,5.872,5.751,4.049,4.834,3.870,4.506,4.774,5.078,5.305,6.146,3.555,4.251,4.414,4.567,5.212,4.707,5.919,5.417,4.948,0.526,5.763,2.302,5.854
FFM00477,4.611,2.395,5.115,3.546,3.697,5.356,4.014,3.317,2.858,3.661,5.794,3.174,3.412,3.239,3.982,3.892,3.179,4.110,5.054,3.928,0.983,5.797,3.544,6.415
FFM00478,3.833,4.933,5.198,3.495,3.788,4.076,3.004,5.302,4.470,4.889,5.256,3.330,3.800,3.188,5.011,4.429,4.210,5.242,5.310,4.060,0.913,6.246,3.261,6.650
FFM00479,4.545,3.870,4.335,3.129,6.257,4.556,2.938,3.099,3.933,4.024,4.196,3.697,4.491,5.587,4.354,3.698,4.142,4.704,6.032,2.976,0.930,5.315,2.184,4.966
FFM00480,3.417,3.829,3.924,3.044,3.098,3.134,3.435,4.576,4.757,3.417,4.946,3.406,2.612,3.826,3.378,3.711,2.859,3.515,3.713,3.137,0.651,6.082,1.739,6.404
FFM00481,4.734,5.423,4.870,3.336,3.859,4.577,5.578,4.779,5.172,4.497,3.618,3.803,3.112,3.514,3.693,4.605,4.506,5.687,4.436,3.333,0.628,5.813,1.485,5.939
FFM00482,5.039,3.126,4.878,2.112,3.385,5.249,5.646,3.651,3.446,5.192,4.525,2.469,3.504,3.652,3.582,4.988,3.935,5.662,4.391,3.900,0.475,5.881,1.702,6.121
FFM00483,3.002,3.807,4.424,3.023,4.567,4.795,3.125,4.446,3.729,5.201,3.661,3.397,3.688,5.932,3.580,4.278,3.531,4.137,5.791,4.215,1.314,5.776,2.517,6.099
FFM00484,5.833,5.160,5.118,4.506,4.520,5.682,6.663,4.999,5.033,5.128,3.927,4.195,3.519,4.149,3.965,4.051,4.449,4.772,5.186,4.409,0.615,5.935,2.530,6.092
FFM00485,3.364,5.472,4.011,4.927,3.687,3.757,4.775,5.056,6.169,4.346,4.778,5.183,3.882,4.743,3.707,3.150,3.175,3.460,5.258,5.375,0.980,6.225,3.104,5.930
FFM00486,3.309,3.304,4.123,3.130,4.553,3.304,4.551,2.102,3.747,4.171,4.305,3.823,4.336,3.823,3.763,4.134,2.787,2.797,4.161,4.454,0.720,5.634,1.525,5.698
FFM00487,3.478,3.709,4.461,2.434,4.696,3.076,3.769,3.501,3.273,4.132,3.942,3.563,1.993,4.504,5.006,3.276,3.695,3.509,5.311,3.056,0.637,6.206,2.970,6.702
FFM00488,5.097,4.082,2.988,4.572,4.158,5.674,4.364,4.286,4.355,2.460,3.850,4.376,3.579,3.643,3.182,2.261,3.351,4.344,4.719,4.326,0.805,5.569,2.219,6.162
FFM00489,2.916,4.782,3.827,2.306,5.838,3.136,3.753,3.516,5.251,2.983,3.977,2.658,3.255,4.433,4.989,3.332,3.649,3.899,5.837,2.929,0.900,5.397,2.060,5.593
FFM00490,4.856,3.064,3.398,3.649,5.127,4.092,4.468,3.817,2.815,4.570,3.094,3.923,3.962,4.968,4.980,2.416,2.773,4.525,5.512,4.445,0.581,5.732,2.701,6.176
FFM00491,4.528,4.438,4.490,1.000,3.361,4.665,4.277,4.914,4.236,4.593,4.339,1.883,3.132,2.908,2.807,4.199,4.633,4.674,4.507,2.475,0.534,5.601,2.356,5.572
FFM00492,6.229,4.349,3.468,4.349,5.158,6.162,4.809,4.090,4.608,3.729,3.925,3.391,3.555,4.428,4.979,2.565,3.600,4.520,5.934,3.715,0.557,5.561,2.089,5.814
FFM00493,4.461,5.132,3.150,4.687,4.104,3.318,4.094,4.341,5.453,4.062,3.060,4.130,3.789,4.129,3.785,3.053,3.101,5.072,4.389,4.969,0.715,5.967,1.331,6.071
FFM00494,5.997,3.313,4.465,4.332,3.970,5.060,6.156,4.977,3.292,3.287,5.711,4.781,4.321,4.391,4.343,3.756,3.665,4.629,4.602,4.165,1.142,6.323,2.071,6.535
FFM00495,2.453,3.513,5.459,3.820,4.557,2.709,2.708,3.843,3.537,5.277,5.672,3.609,4.717,4.808,4.359,3.588,3.478,3.499,5.221,4.226,0.452,6.013,3.400,6.605
FFM00496,2.503,3.874,2.168,3.265,5.441,4.188,3.106,3.634,3.282,2.596,2.226,3.397,3.080,4.832,5.097,2.762,2.856,3.730,5.455,3.859,0.477,5.529,1.285,5.978
FFM00497,4.147,3.888,4.019,3.753,4.978,3.581,4.021,3.356,4.803,4.682,3.506,2.687,3.798,4.884,4.689,4.072,3.360,3.169,5.572,4.447,0.874,5.727,1.616,6.433
FFM00498,4.014,3.313,3.331,4.122,4.031,4.305,3.810,3.245,4.061,4.065,4.081,4.840,3.375,4.167,2.911,3.369,3.475,3.223,4.290,4.953,0.810,5.949,1.279,6.461
FFM00499,3.472,4.303,4.907,3.867,3.523,3.734,3.108,3.210,3.743,5.235,4.452,4.085,3.480,3.448,3.958,4.530,3.850,3.671,4.354,3.169,0.612,5.784,2.054,6.196
FFM00500,4.151,2.904,4.135,4.009,4.450,4.564,5.368,2.827,3.277,5.009,4.229,3.872,4.354,5.137,4.779,4.339,3.344,4.383,5.219,4.176,0.575,5.261,1.513,5.811
FFM00501,3.513,4.231,4.541,3.681,3.603,2.856,3.775,5.134,4.778,3.644,4.296,3.902,3.738,3.550,3.204,3.915,3.122,4.259,3.822,3.289,0.487,6.129,1.841,5.839
FFM00502,5.060,4.783,3.602,1.788,4.652,5.227,4.660,4.258,4.514,3.757,3.953,1.809,2.635,4.747,4.648,3.761,4.355,5.855,5.328,2.905,0.389,6.050,2.063,6.290
FFM00503,4.094,4.471,3.976,4.564,5.550,3.948,4.004,4.228,3.832,3.817,3.411,4.710,3.667,5.448,5.698,2.435,3.024,4.235,5.757,4.104,0.430,6.322,2.485,6.461
FFM00504,1.885,3.694,5.546,3.048,2.549,3.410,2.466,3.825,3.424,3.996,5.153,4.125,3.679,2.824,3.057,4.456,3.882,3.385,2.690,3.358,0.636,6.283,2.319,5.552
FFM00505,3.647,4.253,3.431,4.948,5.900,3.964,3.379,3.973,4.006,3.944,4.505,4.460,5.395,6.049,5.602,3.435,3.046,3.649,6.767,5.296,0.512,5.675,1.442,6.354
FFM00506,3.490,3.530,4.846,4.452,4.146,3.604,3.587,3.363,3.519,4.648,4.247,3.957,4.729,3.712,3.957,2.680,2.873,3.288,4.229,4.560,0.318,6.212,2.843,6.769
FFM00507,4.788,3.905,3.643,3.681,3.655,4.654,4.506,3.652,3.520,4.268,3.991,3.561,4.178,3.668,4.076,2.681,2.841,4.851,4.759,3.721,0.316,5.861,2.502,6.659
FFM00508,4.112,1.586,2.430,3.156,3.168,4.456,3.338,1.268,3.879,2.496,2.627,3.235,3.647,3.959,3.384,2.454,2.332,2.756,4.476,4.076,0.969,4.726,1.773,5.681
FFM00509,2.541,4.259,5.497,6.549,3.993,4.049,3.546,3.377,3.706,4.594,4.449,5.432,5.062,3.186,3.865,3.786,3.470,2.954,3.906,5.790,0.405,4.829,2.939,4.809
FFM00510,4.527,2.766,1.699,2.863,3.095,4.579,4.121,2.722,3.412,2.203,1.875,3.434,4.406,3.384,2.873,1.895,3.768,3.109,4.330,3.549,0.592,5.544,1.974,6.287
FFM00511,3.814,4.042,3.272,2.347,4.727,4.211,5.161,3.970,4.605,3.408,3.381,2.960,3.157,3.851,3.860,2.551,3.326,4.430,4.728,2.953,0.364,5.919,1.700,6.250
FFM00512,4.220,3.741,2.996,5.782,2.350,4.059,4.286,3.314,3.374,3.252,3.895,4.938,5.632,3.476,2.563,3.135,2.130,2.968,3.910,5.983,0.507,5.755,2.004,6.092
FFM00513,4.921,5.027,4.236,4.425,4.359,4.197,4.640,3.966,4.957,3.819,3.938,4.114,4.693,4.468,4.623,3.982,4.070,4.400,5.455,4.781,0.457,5.609,1.981,5.732
FFM00514,3.283,4.486,3.666,3.190,4.228,3.337,2.864,3.904,4.079,2.321,3.919,3.281,3.446,4.429,4.005,2.908,4.255,4.625,5.115,2.669,0.567,6.662,2.257,6.924
FFM00515,1.000,3.865,4.063,5.694,3.912,1.520,2.299,3.647,3.405,4.129,4.458,5.105,4.865,2.947,3.458,3.992,2.065,2.973,4.724,5.654,0.421,5.969,1.301,5.983
FFM00516,4.019,4.580,2.677,1.866,4.070,4.047,3.875,5.046,4.344,2.568,3.632,2.292,2.594,3.867,4.219,2.289,3.783,5.182,4.974,2.182,0.518,6.169,1.781,6.259
FFM00517,4.949,3.960,4.065,2.180,3.106,3.997,4.454,4.469,3.334,4.533,3.748,3.134,1.890,2.872,3.312,4.171,5.529,4.423,4.702,2.647,0.812,6.100,1.977,6.677
FFM00518,1.199,2.404,3.187,3.322,3.277,2.309,2.709,3.908,2.956,2.776,3.209,3.283,3.712,2.255,3.052,2.580,2.837,1.687,3.202,4.186,0.602,5.375,1.602,5.387
FFM00519,4.435,3.440,3.632,3.242,3.374,5.511,5.133,4.670,3.029,3.828,3.505,3.268,5.743,3.061,2.946,2.809,3.585,4.841,4.348,3.321,0.987,5.477,2.537,5.575
FFM00520,4.640,2.476,4.052,3.345,3.836,4.268,4.710,2.815,2.380,4.568,4.337,3.893,3.793,4.402,2.673,4.438,2.460,3.871,3.906,4.467,0.588,5.496,1.528,6.375
FFM00521,2.398,4.926,5.398,3.362,3.760,2.706,1.487,3.800,6.073,5.877,4.800,3.991,3.594,3.619,3.472,5.065,2.021,3.574,5.020,4.022,1.023,6.061,2.479,6.507
FFM00522,5.312,2.736,3.717,5.178,5.885,5.245,4.788,3.496,3.227,3.445,3.787,5.088,5.467,4.460,6.242,3.504,4.010,3.748,6.711,6.808,0.646,5.542,1.500,6.356
FFM00523,4.020,4.473,2.448,4.505,3.848,3.957,3.658,5.017,5.608,2.831,3.168,4.067,4.404,3.694,4.184,2.861,2.978,4.234,4.194,4.740,0.411,5.550,1.809,6.169
FFM00524,3.148,3.258,4.340,4.348,4.574,3.320,2.955,3.623,3.549,4.854,4.142,4.645,5.020,5.379,5.122,4.290,2.629,3.581,6.347,4.034,0.356,5.562,2.293,6.062
FFM00525,3.657,3.779,4.341,4.019,4.507,4.592,3.629,4.523,4.140,3.600,4.934,3.908,3.473,5.003,5.420,4.055,3.766,3.630,6.332,3.187,0.706,5.677,2.407,5.898
FFM00526,4.685,4.302,3.172,4.566,3.754,3.449,4.365,3.256,4.129,3.460,3.619,5.492,4.370,2.977,4.096,3.479,4.029,4.176,4.224,3.898,0.838,5.512,1.820,6.045
FFM00527,3.685,4.297,5.054,4.000,4.078,4.555,3.641,5.245,4.700,4.029,6.107,4.586,4.160,3.340,4.244,4.571,4.392,3.274,5.295,4.530,0.973,6.095,2.636,6.186
FFM00528,3.435,4.038,3.738,2.849,6.626,4.383,3.682,3.925,4.839,3.239,3.954,3.609,4.163,5.865,5.720,3.862,3.550,3.626,7.000,3.168,0.606,5.849,1.544,6.006
FFM00529,4.894,4.091,4.350,3.397,5.399,3.781,4.798,3.364,3.553,4.155,4.225,3.555,3.461,5.867,4.463,4.626,3.701,4.586,6.759,3.353,0.555,5.892,2.089,6.147
FFM00530,5.145,3.783,6.818,2.596,5.245,5.571,3.672,3.295,3.771,6.280,5.165,3.403,3.261,5.072,5.477,4.908,4.879,3.934,5.841,3.594,0.807,5.875,3.544,6.186
FFM00531,3.241,4.440,3.612,2.667,5.058,3.231,2.484,3.751,3.509,3.315,4.008,5.004,3.335,4.323,4.860,3.520,3.745,3.927,5.606,4.477,0.778,5.569,2.199,5.861
FFM00532,2.073,4.714,3.864,5.370,4.871,3.039,1.968,3.588,3.770,4.464,4.267,4.146,4.355,4.127,3.213,4.245,3.308,2.722,4.636,4.893,0.514,5.355,1.613,5.275
FFM00533,5.882,4.793,3.227,2.138,5.126,5.623,4.373,4.757,5.305,3.787,3.016,3.842,2.553,4.245,5.069,3.034,4.264,4.567,5.834,3.783,0.936,6.407,1.329,6.087
FFM00534,1.702,4.286,5.849,4.453,2.724,1.902,2.836,4.139,4.612,4.962,4.732,4.265,4.357,2.603,3.012,3.991,2.837,3.106,3.355,4.566,0.428,6.277,3.605,6.080
FFM00535,4.258,3.596,7.000,3.531,6.398,4.018,4.490,3.384,3.638,6.346,5.827,3.488,4.954,5.480,5.224,4.448,4.298,4.255,6.503,3.291,0.594,5.808,3.682,5.989
FFM00536,3.530,2.860,3.934,3.360,4.592,4.513,3.233,2.380,2.596,4.192,3.856,3.462,3.988,4.967,4.126,3.804,3.100,3.416,5.815,4.574,0.640,6.163,1.695,6.463
FFM00537,4.018,5.330,3.213,2.943,2.452,4.567,5.242,5.335,5.305,3.411,4.114,3.053,2.826,3.078,3.229,3.122,5.085,5.519,3.585,2.274,0.357,5.764,1.919,5.940
FFM00538,5.630,3.677,5.210,3.380,3.976,5.925,5.099,4.580,4.043,4.430,4.230,4.033,4.210,4.258,5.022,3.578,3.652,4.979,4.731,3.327,0.501,5.662,2.951,5.547
