participant_id,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,conscientiousness_t1,conscientiousness_t2,behavior_score,trait_score,situation_strength,person_situation_interaction,characterology_typology_index,psychometric_structure_index,person_situation_index,narrative_identity_index,measurement_invariance_caution_index,historical_method_maturity_index
HIST00560,2.758,3.715,3.453,3.463,5.192,3.239,2.980,4.261,3.382,4.062,1.963,6.211,5.837,4.636,4.279,4.797,5.793
HIST00561,3.848,5.185,4.585,4.147,3.779,4.469,4.743,3.923,3.746,3.620,1.938,6.399,6.025,4.368,4.085,4.018,4.677
HIST00562,5.253,5.354,4.907,4.733,3.631,5.147,4.789,3.415,3.634,4.299,2.232,7.175,6.180,3.547,4.118,4.119,4.197
HIST00563,4.113,2.580,4.044,6.409,5.587,4.106,4.034,2.472,2.115,4.379,1.323,6.647,5.404,4.258,4.931,5.677,5.143
HIST00564,4.335,4.482,4.934,2.335,3.828,4.754,5.293,3.767,4.161,3.168,1.883,5.336,6.345,4.222,5.049,3.996,5.326
HIST00565,4.938,5.221,3.959,2.965,4.705,4.031,4.254,4.941,4.442,4.179,2.652,7.269,5.098,4.409,5.190,3.613,5.239
HIST00566,4.543,4.610,3.571,3.211,3.612,3.823,3.336,3.907,3.719,2.551,1.355,6.623,5.783,3.323,3.548,3.729,4.665
HIST00567,3.589,4.354,4.531,4.344,2.961,4.340,5.373,3.999,4.159,4.223,2.509,6.508,5.936,4.384,3.834,4.357,4.990
HIST00568,4.557,4.071,4.795,4.410,2.129,4.984,5.238,4.555,4.429,4.471,2.829,6.240,5.034,4.318,3.527,4.441,4.675
HIST00569,2.713,3.338,3.551,5.139,4.727,3.724,3.310,4.450,2.286,6.552,2.139,7.998,4.339,4.903,5.017,5.019,4.910
HIST00570,4.846,3.489,5.361,4.963,4.997,5.890,5.562,4.526,3.966,4.893,2.772,7.322,5.886,5.067,5.368,4.903,6.159
HIST00571,5.062,5.149,4.907,4.823,1.092,4.694,4.866,4.579,4.257,4.429,2.693,7.022,5.542,5.363,3.697,3.973,5.659
HIST00572,3.670,3.801,3.686,2.961,3.301,3.298,3.455,3.597,3.180,3.870,1.758,7.172,5.551,3.136,4.571,4.115,5.159
HIST00573,4.298,3.078,5.831,4.036,3.547,5.931,5.792,4.935,4.244,5.439,3.297,5.537,6.306,5.864,5.030,4.665,5.302
HIST00574,3.708,6.290,3.408,2.622,5.206,3.568,3.445,3.093,3.134,3.212,1.438,6.418,6.243,4.070,6.460,4.142,6.099
HIST00575,5.161,3.521,4.084,4.764,2.758,4.088,4.046,3.936,3.512,4.071,2.043,6.769,5.146,4.791,4.693,3.463,4.966
HIST00576,4.525,3.949,3.464,3.594,4.580,3.449,2.650,4.944,3.495,5.215,2.604,6.984,5.796,4.230,5.388,4.797,6.039
HIST00577,4.854,3.870,3.551,3.192,3.340,3.538,3.973,3.880,3.620,2.731,1.412,7.070,4.867,3.772,4.516,4.399,4.619
HIST00578,4.783,5.413,6.260,3.092,4.697,6.411,5.676,4.608,5.124,2.837,2.077,5.556,7.441,4.657,5.712,3.677,6.227
HIST00579,5.787,3.523,3.375,1.604,3.541,3.805,3.470,4.433,3.364,4.630,2.225,6.243,5.486,4.551,4.642,4.009,5.110
HIST00580,3.648,5.678,4.080,3.751,3.873,4.096,3.975,3.207,3.768,2.993,1.611,5.376,6.416,3.605,4.868,4.172,6.123
HIST00581,4.444,4.493,4.333,4.072,3.770,4.516,4.352,4.356,4.268,4.437,2.705,5.966,6.203,4.594,4.834,4.098,5.246
HIST00582,5.270,3.804,4.611,4.218,3.934,5.225,4.982,5.307,4.533,5.252,3.401,6.758,5.864,5.169,4.308,3.841,4.873
HIST00583,2.324,2.584,4.546,3.633,2.791,4.394,4.722,3.839,4.436,4.398,2.787,6.675,4.983,4.285,4.543,3.958,5.143
HIST00584,2.844,4.764,5.267,4.505,4.893,5.001,4.532,4.306,3.915,4.543,2.541,6.443,6.341,4.613,5.023,4.403,5.959
HIST00585,3.677,4.419,3.320,5.331,4.371,3.263,3.711,3.840,3.316,4.066,1.926,6.883,5.562,3.304,4.264,5.401,5.154
HIST00586,3.491,2.716,4.818,6.549,3.207,5.046,4.498,3.006,3.335,3.603,1.717,7.758,4.830,3.335,3.372,4.978,4.419
HIST00587,3.089,2.554,5.630,4.190,6.440,6.330,5.879,4.891,3.380,4.499,2.172,5.596,7.210,4.324,4.501,5.088,5.764
HIST00588,4.144,4.106,4.646,1.604,5.358,4.832,4.813,3.809,4.720,3.937,2.655,6.071,7.446,4.078,5.202,3.768,5.994
HIST00589,5.364,2.366,4.188,4.155,4.239,4.104,3.968,2.713,3.016,1.590,0.685,6.734,5.421,3.043,4.561,4.463,5.229
HIST00590,4.452,4.897,4.204,2.058,2.936,4.399,3.951,5.530,4.692,5.272,3.534,6.771,5.657,6.148,4.724,3.978,5.492
HIST00591,2.235,4.880,3.056,5.715,2.802,3.159,3.786,3.186,3.308,4.106,1.940,7.188,5.470,4.079,3.491,4.830,4.883
HIST00592,5.071,4.250,6.497,2.581,3.843,5.909,5.985,2.826,4.603,1.847,1.214,5.928,6.946,3.339,4.557,3.891,5.348
HIST00593,3.147,4.039,6.030,3.669,3.975,5.713,5.378,3.841,5.182,1.155,0.855,6.291,6.309,2.634,4.789,4.251,5.144
HIST00594,3.468,4.095,6.244,2.492,5.749,6.051,6.348,4.441,5.077,3.751,2.720,6.289,6.966,3.860,5.177,4.768,5.701
HIST00595,3.501,3.297,5.398,3.417,3.827,5.390,5.314,3.914,3.670,5.316,2.787,6.469,6.189,3.742,3.975,4.142,5.308
HIST00596,4.571,4.190,3.707,1.687,5.689,3.554,3.755,4.534,3.682,4.810,2.531,5.232,5.882,4.893,5.613,4.784,5.771
HIST00597,4.901,4.905,3.202,4.363,3.286,2.822,3.342,4.505,3.292,4.986,2.345,7.556,5.365,4.515,4.811,3.849,5.096
HIST00598,3.504,5.303,5.486,4.370,4.812,5.106,4.906,4.041,4.442,2.802,1.778,5.921,6.440,3.780,5.481,3.958,5.625
HIST00599,4.023,2.450,4.594,4.504,3.890,4.862,4.916,5.127,4.164,3.857,2.294,6.964,5.173,4.619,3.899,2.985,4.372
HIST00600,3.693,5.796,4.344,2.679,4.345,4.327,4.131,3.581,4.167,2.780,1.655,6.623,6.011,3.626,5.300,3.831,5.176
HIST00601,1.929,2.133,3.444,1.683,4.287,3.479,3.667,4.917,3.166,5.462,2.471,6.878,5.604,5.502,4.379,3.781,6.009
HIST00602,4.317,4.736,3.289,3.385,3.894,3.374,3.558,4.836,3.997,5.514,3.149,6.242,5.162,5.444,4.869,4.158,5.404
HIST00603,3.964,3.674,2.984,2.641,3.464,3.115,3.129,3.147,2.574,3.838,1.411,6.623,4.561,3.901,4.456,4.427,4.847
HIST00604,2.005,4.994,5.716,4.853,4.337,6.050,5.545,4.896,4.779,4.227,2.886,6.317,6.224,4.556,3.721,5.077,5.697
HIST00605,4.196,4.428,2.241,4.285,3.872,2.305,2.957,4.401,3.941,4.234,2.384,6.552,4.525,5.205,5.316,3.104,5.260
HIST00606,3.369,3.913,5.349,4.037,4.318,5.366,5.499,4.892,4.504,4.243,2.730,6.507,6.145,4.342,4.371,4.678,5.653
HIST00607,3.067,3.416,4.469,4.416,4.853,4.359,3.936,4.365,3.729,4.737,2.524,6.552,6.374,3.996,5.117,4.759,4.720
HIST00608,2.802,2.978,5.662,4.133,4.517,5.560,4.768,4.162,3.689,4.992,2.631,6.294,5.878,4.778,5.960,4.599,5.394
HIST00609,4.082,4.537,3.660,1.568,3.093,3.661,3.902,4.132,3.695,4.505,2.378,5.203,5.864,4.137,3.500,3.666,4.988
HIST00610,3.743,2.987,3.049,3.434,3.541,2.647,2.971,3.261,3.010,3.731,1.604,6.281,4.590,3.732,3.955,4.451,5.012
HIST00611,4.475,3.333,4.618,3.312,3.879,4.420,3.740,4.526,3.544,3.586,1.816,6.107,6.243,3.895,4.077,4.238,5.132
HIST00612,3.981,4.717,4.358,3.041,3.699,4.588,4.665,4.554,4.050,3.587,2.076,5.739,5.647,4.603,4.971,3.725,5.951
HIST00613,3.691,3.657,2.975,3.041,3.293,2.859,3.246,3.637,2.864,3.602,1.474,6.943,5.540,3.561,4.202,3.281,4.470
HIST00614,2.635,4.066,2.120,3.440,5.146,2.125,2.516,3.158,2.272,4.446,1.443,6.553,5.319,3.768,4.259,6.018,5.321
HIST00615,1.016,5.040,5.202,4.622,3.132,5.022,4.683,3.446,4.520,1.225,0.791,6.412,5.886,3.385,4.298,4.933,4.917
HIST00616,3.795,4.251,5.173,3.438,3.903,5.098,5.245,3.726,4.439,2.694,1.708,6.635,6.066,3.063,4.641,4.336,4.964
HIST00617,3.722,4.768,4.609,3.769,3.027,4.220,4.522,3.813,3.471,4.005,1.986,7.202,4.854,3.708,4.409,3.105,4.323
HIST00618,4.272,4.987,4.459,4.422,2.190,3.946,4.207,5.288,3.778,4.805,2.594,6.672,5.882,4.648,3.962,3.867,4.896
HIST00619,2.587,4.133,4.158,3.076,3.915,4.400,4.749,4.317,3.562,6.861,3.491,7.126,5.242,4.297,5.288,3.844,5.333
HIST00620,3.542,4.256,3.964,3.388,3.187,3.712,3.001,6.019,3.723,6.074,3.230,6.045,5.278,5.339,4.864,5.109,5.648
HIST00621,4.792,3.908,6.432,3.262,3.964,6.515,6.550,5.034,4.442,5.538,3.514,5.871,6.107,5.149,5.575,3.931,5.835
HIST00622,3.114,4.644,4.922,4.871,4.182,4.912,4.678,5.366,4.661,3.711,2.471,6.152,7.482,4.236,4.700,4.689,5.783
HIST00623,3.213,3.425,3.489,4.774,4.946,3.783,3.345,3.313,2.708,4.181,1.618,7.138,5.593,4.221,4.719,4.378,4.939
HIST00624,4.513,4.025,4.863,5.060,5.799,4.919,4.591,2.698,3.554,2.113,1.073,7.420,6.447,2.992,5.191,4.729,4.725
HIST00625,4.817,2.771,3.951,3.300,5.326,3.683,3.692,4.438,4.141,4.534,2.682,5.861,6.814,4.554,5.062,4.728,5.425
HIST00626,4.247,3.231,4.727,3.307,3.083,4.925,3.802,4.476,3.389,5.266,2.549,6.893,5.049,5.233,4.251,3.360,4.622
HIST00627,3.856,4.711,2.846,4.384,4.130,2.691,3.891,3.066,3.134,2.676,1.198,7.197,5.290,2.923,4.009,3.389,4.356
HIST00628,3.248,4.965,3.757,4.650,3.248,3.527,3.512,4.283,3.468,4.347,2.154,6.283,5.597,3.125,5.225,5.831,5.560
HIST00629,2.597,4.945,3.457,3.335,3.208,3.445,3.658,4.150,3.869,5.244,2.898,7.365,5.091,4.874,3.811,4.187,5.127
HIST00630,3.848,4.427,5.072,3.614,4.048,4.858,4.538,3.822,3.993,5.831,3.326,7.205,5.899,3.958,4.047,3.827,4.687
HIST00631,4.609,3.915,6.195,5.514,2.856,6.066,5.299,5.338,4.378,5.216,3.262,5.398,6.695,5.323,3.929,4.773,5.860
HIST00632,4.757,3.427,5.326,1.546,3.089,5.813,5.914,3.855,3.987,2.712,1.545,5.672,6.280,3.492,4.666,4.166,5.222
HIST00633,4.087,4.341,4.215,2.765,3.801,4.546,4.166,4.564,4.022,6.543,3.759,6.520,6.141,5.010,4.485,4.304,5.954
HIST00634,4.211,5.052,6.106,3.214,2.772,6.117,6.067,4.043,4.340,3.840,2.381,6.244,6.422,4.766,4.252,3.252,5.256
HIST00635,5.655,5.277,5.164,4.827,4.654,5.419,5.206,3.988,4.445,5.006,3.179,6.643,5.952,4.961,5.388,4.747,6.143
HIST00636,4.656,4.177,5.166,4.025,2.927,5.481,5.636,3.470,4.004,3.180,1.819,6.966,4.885,3.495,5.185,5.024,4.584
HIST00637,3.550,5.156,4.130,2.207,4.860,4.170,4.569,4.046,4.523,4.986,3.222,5.447,6.838,4.868,5.677,5.200,6.054
HIST00638,5.824,3.726,6.246,4.090,3.341,6.327,6.400,4.624,4.287,4.170,2.554,5.710,6.719,4.952,5.203,3.587,5.850
HIST00639,4.274,4.410,3.368,4.176,2.436,3.270,2.983,4.033,3.266,3.970,1.852,6.868,5.281,4.343,4.457,4.789,5.552
HIST00640,3.419,2.866,2.593,2.433,4.072,2.567,3.219,3.212,2.984,2.799,1.193,6.239,5.272,3.487,4.892,3.612,5.187
HIST00641,3.841,4.661,4.531,4.845,4.191,4.687,4.978,3.565,3.972,3.300,1.872,6.224,5.204,4.561,4.378,4.421,6.148
HIST00642,4.206,3.588,3.478,3.783,5.701,3.807,3.546,3.342,3.042,2.997,1.302,7.131,6.280,3.601,6.245,4.402,5.272
HIST00643,3.891,5.842,5.069,3.970,4.018,5.196,5.116,3.686,3.948,3.566,2.011,6.227,6.183,4.285,5.573,5.057,5.595
HIST00644,4.826,5.461,6.080,4.785,5.301,6.209,5.464,3.861,4.103,5.467,3.205,6.209,7.388,4.667,4.997,5.029,6.301
HIST00645,3.631,4.988,6.331,5.960,4.520,6.143,6.061,3.703,4.207,4.569,2.746,6.115,6.950,4.982,5.005,4.586,6.512
HIST00646,3.626,4.435,4.440,2.877,3.312,4.372,4.804,4.349,4.602,5.111,3.360,6.926,4.616,4.832,4.872,4.466,5.256
HIST00647,3.499,3.874,3.968,2.701,4.590,4.039,3.776,3.696,3.149,3.389,1.525,6.668,4.898,3.548,4.163,4.099,4.475
HIST00648,4.343,4.567,3.717,3.496,4.071,3.557,3.663,5.225,4.377,4.767,2.981,6.234,6.469,4.604,5.339,3.717,5.143
HIST00649,4.919,4.694,3.457,4.241,4.359,3.087,3.008,4.278,3.484,4.877,2.428,6.915,5.422,4.571,4.304,4.432,4.756
HIST00650,3.111,2.062,4.740,5.273,2.919,5.119,4.971,3.493,3.200,4.301,1.966,7.348,5.612,3.984,3.307,4.381,5.933
HIST00651,4.460,3.198,4.767,1.354,3.973,4.542,5.256,3.347,4.070,3.384,1.968,5.659,5.208,4.602,4.253,4.435,4.547
HIST00652,4.086,5.911,4.190,4.313,4.295,4.279,3.658,5.082,4.180,4.719,2.818,6.155,6.010,5.214,4.044,5.367,5.259
HIST00653,3.896,3.593,4.839,6.011,2.889,5.223,4.159,3.960,4.251,4.012,2.436,6.658,5.726,4.178,5.511,4.219,5.711
HIST00654,4.687,3.722,5.142,2.962,3.250,4.876,4.359,4.947,3.954,4.476,2.528,5.408,6.070,4.471,5.297,3.292,5.275
HIST00655,1.672,3.775,3.912,4.381,3.055,4.117,4.668,4.271,3.758,4.998,2.683,6.793,6.223,4.945,2.790,3.644,5.336
HIST00656,3.991,6.149,5.076,3.154,5.756,5.052,5.180,4.644,5.404,2.058,1.589,5.404,7.111,3.753,6.157,4.642,6.292
HIST00657,2.754,4.153,2.819,4.695,4.183,2.745,3.351,2.950,2.897,2.801,1.159,6.633,5.541,2.582,3.287,3.633,4.464
HIST00658,5.590,3.684,4.579,4.773,4.112,4.598,4.555,5.161,4.083,5.650,3.296,6.412,5.503,5.418,4.828,4.238,6.212
HIST00659,4.504,4.205,4.432,4.558,4.664,3.719,4.527,4.023,4.549,4.759,3.093,6.429,5.933,4.588,4.686,3.538,5.955
HIST00660,4.363,3.031,3.619,3.620,4.440,3.864,3.591,3.266,3.336,4.129,1.968,6.044,5.078,3.812,4.925,4.493,5.162
HIST00661,3.152,3.798,4.673,2.869,2.959,4.679,5.171,3.528,4.157,2.017,1.198,7.206,5.497,2.938,4.191,3.932,4.639
HIST00662,4.342,4.527,3.048,4.861,3.131,3.005,3.014,2.875,2.631,3.392,1.275,7.282,5.687,3.320,3.162,3.676,4.718
HIST00663,4.373,4.920,3.831,6.123,4.809,3.849,3.298,4.090,4.048,4.066,2.351,6.763,5.905,4.656,5.521,4.857,5.895
HIST00664,3.029,3.083,5.384,2.710,1.572,5.023,4.399,3.609,4.449,1.762,1.120,6.696,5.083,3.003,4.286,2.731,4.503
HIST00665,3.352,3.033,2.974,3.884,3.937,3.076,3.008,2.722,1.801,4.284,1.102,6.749,5.404,3.041,4.008,4.521,3.901
HIST00666,3.728,4.558,2.747,3.140,3.664,2.809,3.444,3.949,3.701,5.786,3.059,5.678,5.705,4.089,3.548,3.702,5.093
HIST00667,4.563,5.562,4.494,4.095,2.693,4.321,4.311,3.971,4.358,2.728,1.698,6.498,5.765,3.173,4.494,3.488,5.238
HIST00668,4.993,4.087,4.937,4.800,5.767,4.833,5.516,3.983,3.787,4.814,2.605,7.359,5.991,4.044,4.996,6.078,4.804
HIST00669,4.238,4.776,3.296,3.482,3.702,3.337,4.178,3.314,4.021,2.970,1.706,6.022,5.961,3.454,5.192,4.579,5.177
HIST00670,4.895,3.781,4.190,4.368,2.308,4.339,4.695,4.243,3.811,3.819,2.079,6.525,5.189,4.408,3.902,4.892,5.508
HIST00671,4.751,4.610,3.354,4.590,4.624,3.109,2.527,3.158,3.673,3.651,1.916,6.665,5.819,3.798,4.134,4.410,4.712
HIST00672,3.014,5.230,3.906,4.050,2.863,3.774,4.250,4.978,4.851,5.396,3.739,6.580,5.469,4.881,3.987,4.709,5.003
HIST00673,6.041,3.981,3.721,3.966,3.924,3.631,3.456,3.845,3.978,2.421,1.375,5.933,5.155,3.628,4.492,4.317,4.934
HIST00674,3.012,3.803,6.761,3.600,4.161,6.688,6.813,4.467,4.749,5.139,3.486,5.673,8.086,5.807,4.358,4.447,6.458
HIST00675,6.267,5.088,3.406,4.947,5.770,3.482,3.827,4.898,3.508,3.408,1.708,6.213,6.148,4.766,5.118,3.863,5.578
HIST00676,1.795,4.156,3.514,4.069,4.497,3.480,4.232,4.124,4.060,3.422,1.984,6.189,6.008,3.552,4.236,5.139,5.555
HIST00677,1.842,4.526,5.241,4.570,3.639,5.088,5.815,3.953,4.229,4.940,2.984,6.590,6.370,4.691,4.176,4.905,5.384
HIST00678,4.602,3.458,2.720,4.240,4.327,2.684,3.098,3.742,2.696,4.434,1.707,7.896,4.856,3.571,3.534,3.872,4.810
HIST00679,4.424,3.045,5.756,3.536,2.344,5.411,5.561,5.176,4.343,6.235,3.868,6.231,5.981,5.668,3.311,3.857,5.474
HIST00680,5.743,3.777,4.706,5.019,4.674,4.526,4.303,3.566,3.609,5.113,2.636,7.453,5.763,4.605,4.804,4.645,4.940
HIST00681,3.936,3.847,4.356,2.785,4.799,4.569,4.265,4.400,3.836,5.024,2.753,5.854,5.716,4.441,6.074,4.430,6.055
HIST00682,5.017,4.181,5.192,5.291,3.936,5.166,5.211,3.574,4.071,4.520,2.629,7.654,5.683,5.191,4.668,4.956,5.272
HIST00683,3.771,3.207,4.737,2.144,5.462,4.979,5.758,4.976,4.101,4.823,2.825,6.244,6.458,4.474,5.338,4.308,4.985
HIST00684,2.620,3.924,5.682,3.310,4.009,5.737,6.056,3.873,4.840,4.210,2.911,6.596,6.326,4.284,3.533,3.440,4.883
HIST00685,2.456,3.981,4.392,4.255,3.558,4.803,4.970,4.504,4.291,4.064,2.491,5.900,6.259,5.046,5.993,3.984,5.469
HIST00686,4.208,3.633,3.354,4.315,3.975,3.107,3.131,4.865,3.688,5.528,2.913,6.485,4.499,5.149,4.683,3.557,4.908
HIST00687,3.549,5.348,3.217,3.753,4.410,2.847,2.790,4.887,3.385,5.774,2.792,6.590,5.583,4.948,5.146,4.033,5.036
HIST00688,4.522,4.300,4.045,1.100,5.085,4.368,3.997,4.604,4.561,4.804,3.130,5.317,5.707,4.688,5.329,4.996,5.729
HIST00689,3.862,5.119,4.614,3.267,4.807,4.739,4.193,4.113,4.273,3.985,2.433,5.919,6.280,3.655,5.189,4.655,6.177
HIST00690,6.519,3.791,3.702,4.728,3.594,3.669,3.567,4.572,2.818,5.883,2.368,6.954,5.511,4.636,5.603,4.573,5.343
HIST00691,4.742,2.564,4.364,3.920,4.579,4.502,4.812,5.099,3.688,5.694,3.000,5.363,5.793,4.577,5.336,3.856,5.551
HIST00692,3.423,2.304,3.588,1.471,4.634,3.903,4.515,3.621,3.212,3.873,1.777,6.108,5.541,4.055,3.843,4.564,5.042
HIST00693,4.976,3.795,4.987,4.706,4.769,5.021,5.228,4.127,3.769,4.963,2.672,6.098,6.146,4.993,5.139,4.595,6.107
HIST00694,5.725,2.321,2.140,4.994,4.721,1.912,2.192,2.627,1.653,4.320,1.020,6.771,4.972,3.848,4.141,5.686,5.843
HIST00695,5.119,4.372,3.952,3.228,3.968,3.781,3.820,4.293,3.710,3.409,1.807,5.718,6.605,3.712,5.462,4.002,5.050
HIST00696,4.267,2.981,4.095,4.587,4.470,4.137,4.121,3.560,3.716,3.674,1.951,6.113,5.690,3.138,5.119,4.035,4.556
HIST00697,3.553,4.837,5.433,4.599,3.657,5.747,5.384,4.075,5.012,3.968,2.841,6.529,5.763,4.650,5.150,5.153,6.351
HIST00698,4.453,2.783,3.403,2.817,4.040,3.504,3.371,4.552,3.236,4.942,2.285,6.889,5.368,4.016,4.325,3.853,4.733
HIST00699,2.796,2.490,3.646,4.250,2.888,3.517,2.779,4.300,3.398,2.914,1.415,6.786,5.443,3.931,3.501,3.680,5.036
HIST00700,5.091,3.954,4.873,3.779,2.378,4.739,4.680,5.430,4.401,5.771,3.629,5.509,6.008,6.051,4.977,3.776,6.368
HIST00701,4.473,4.184,5.101,1.258,4.646,5.072,5.488,4.399,4.356,3.577,2.226,5.583,5.874,5.299,5.198,3.831,5.533
HIST00702,4.541,4.333,3.307,3.141,3.813,3.361,3.388,5.158,4.835,5.246,3.624,7.101,5.245,4.719,4.488,4.786,5.115
HIST00703,5.572,4.787,4.287,4.682,5.621,4.006,4.166,3.333,4.082,4.122,2.404,6.574,6.303,4.681,5.542,4.771,5.609
HIST00704,3.985,4.278,2.848,3.197,4.144,2.947,3.777,2.624,3.102,2.997,1.328,6.862,4.355,3.749,4.975,3.511,4.317
HIST00705,5.217,5.360,4.514,3.815,3.451,4.040,3.697,5.541,4.839,6.214,4.296,5.335,6.876,6.389,4.335,4.611,6.462
HIST00706,3.056,4.351,3.824,2.291,4.117,4.361,3.323,3.943,3.379,3.937,1.900,6.467,6.022,4.012,4.948,4.939,5.852
HIST00707,3.418,2.941,3.935,3.076,4.550,3.712,3.381,4.261,3.024,5.269,2.276,7.012,5.631,5.020,5.602,4.085,5.399
HIST00708,3.526,3.889,5.029,4.613,4.265,5.292,5.615,4.143,3.161,6.601,2.981,7.216,6.311,4.676,3.932,3.767,5.137
HIST00709,4.882,2.865,4.298,4.356,4.622,4.061,5.002,3.173,3.223,3.407,1.569,7.471,6.164,3.667,3.458,4.723,4.911
HIST00710,3.941,4.327,4.660,2.770,4.583,4.549,4.215,4.625,4.692,5.871,3.936,6.786,6.437,5.612,4.728,3.269,5.787
HIST00711,4.113,1.779,3.218,3.164,2.582,3.619,2.867,2.724,3.124,3.303,1.474,7.627,4.493,3.681,4.002,4.355,4.976
HIST00712,3.034,3.377,3.450,2.694,6.117,3.501,3.294,3.485,3.101,4.780,2.117,6.401,5.736,3.481,5.217,3.157,4.324
HIST00713,4.297,4.895,3.717,4.891,3.199,3.546,4.060,3.803,4.444,3.904,2.478,6.186,5.579,3.449,4.930,5.442,5.055
HIST00714,4.548,6.054,4.421,3.579,3.472,4.449,3.941,3.271,4.144,3.182,1.884,7.143,6.136,3.097,4.770,3.384,5.228
HIST00715,4.549,4.532,6.082,5.486,3.984,5.954,5.627,4.465,4.509,3.510,2.261,5.249,7.109,4.594,4.354,4.985,6.582
HIST00716,3.813,3.757,3.439,3.513,4.056,3.337,3.777,3.962,2.691,4.427,1.702,6.928,5.351,3.693,5.130,3.585,4.278
HIST00717,1.971,3.428,5.580,3.185,4.196,5.774,6.262,4.972,4.476,4.341,2.776,6.443,6.043,4.779,4.630,4.806,5.104
HIST00718,2.475,5.478,3.526,3.686,4.490,3.805,3.873,4.116,3.684,2.789,1.468,6.280,6.126,4.082,5.679,4.857,5.252
HIST00719,4.310,6.457,4.271,2.679,3.203,4.241,3.384,5.391,4.709,6.289,4.231,5.434,6.337,5.136,4.803,5.068,5.553
HIST00720,3.154,3.981,5.253,3.719,5.509,5.627,5.826,4.637,4.522,4.167,2.692,5.333,7.044,3.974,4.943,4.443,4.944
HIST00721,5.389,1.650,4.793,3.826,4.975,4.671,4.656,3.711,2.666,5.814,2.214,5.671,5.603,4.457,5.273,5.708,5.883
HIST00722,3.639,4.062,2.928,3.166,4.421,3.567,3.719,3.598,2.545,4.644,1.689,6.296,5.657,4.031,4.231,3.853,4.993
HIST00723,4.467,2.910,2.991,2.623,4.584,2.859,3.683,2.301,2.691,3.472,1.334,6.694,5.397,3.117,4.614,3.489,3.905
HIST00724,4.942,4.825,4.236,3.965,3.697,4.133,4.126,4.079,3.915,4.500,2.517,5.463,6.078,4.393,4.994,4.556,6.431
HIST00725,4.106,3.060,3.360,1.976,5.340,3.510,3.775,4.723,4.041,4.849,2.799,6.579,5.427,4.875,4.264,3.490,5.666
HIST00726,3.957,4.082,3.950,3.676,4.472,3.772,3.639,4.415,4.163,3.364,2.001,5.714,6.481,3.761,5.272,3.660,5.185
HIST00727,4.768,4.591,3.355,1.883,5.373,3.470,4.555,3.403,3.314,4.293,2.032,6.263,5.978,2.911,5.390,3.516,4.294
HIST00728,2.892,2.815,4.062,3.816,4.557,4.086,3.828,3.082,3.739,3.385,1.808,7.030,5.233,3.617,5.371,4.571,4.759
HIST00729,3.673,5.888,5.238,4.330,5.241,5.115,4.757,2.975,3.954,3.608,2.038,6.571,7.075,3.396,4.804,5.027,5.928
HIST00730,5.888,2.181,3.042,2.942,3.922,2.890,3.127,3.077,2.836,2.865,1.160,6.530,5.276,3.765,4.065,4.555,4.201
HIST00731,3.482,2.531,3.736,5.243,3.807,3.658,3.846,4.578,2.504,6.864,2.455,7.079,4.635,4.868,3.836,5.204,5.066
HIST00732,3.114,2.728,3.497,4.805,3.380,3.276,3.106,2.879,3.037,2.020,0.876,7.011,5.763,3.394,3.659,4.734,5.139
HIST00733,5.434,2.525,5.495,4.309,3.372,5.662,5.164,3.824,4.042,5.711,3.298,6.201,4.848,4.714,4.808,5.523,6.278
HIST00734,4.605,3.673,4.809,4.144,3.642,4.760,5.298,3.249,3.769,3.976,2.141,6.265,5.657,3.982,4.319,3.823,4.583
HIST00735,3.885,3.610,4.152,2.717,5.244,4.066,3.631,4.466,4.388,4.543,2.848,5.747,6.013,4.210,4.599,4.904,5.873
HIST00736,5.214,3.997,4.231,4.513,3.579,4.205,3.510,2.649,3.372,2.168,1.044,7.432,5.286,3.041,3.262,4.409,4.770
HIST00737,4.336,3.517,6.126,4.146,2.839,6.294,6.543,3.758,4.175,3.037,1.811,6.074,6.455,3.532,4.988,2.833,5.677
HIST00738,3.934,4.722,4.216,3.134,3.795,4.464,4.224,4.556,3.613,3.847,1.986,6.812,6.182,4.074,4.448,4.858,5.374
HIST00739,6.490,4.434,5.194,5.108,4.530,4.973,5.790,4.732,4.290,5.836,3.576,7.683,5.491,5.058,4.259,4.685,5.578
HIST00740,5.597,5.100,4.153,2.994,4.500,4.325,4.893,3.990,3.819,3.698,2.017,6.624,6.629,3.854,5.309,4.557,5.482
HIST00741,4.849,3.288,4.465,4.025,4.760,4.777,5.388,4.124,3.871,4.081,2.257,6.825,5.781,4.431,5.071,4.200,5.714
HIST00742,3.406,5.383,5.039,5.072,5.097,5.027,5.593,4.151,4.839,4.979,3.442,6.020,6.949,4.373,5.530,4.645,5.954
HIST00743,5.902,3.788,3.553,3.598,5.293,3.220,3.157,3.704,2.591,5.478,2.028,6.707,5.395,5.200,4.634,3.175,5.117
HIST00744,3.315,4.455,5.054,1.683,5.088,5.238,5.865,4.136,4.019,3.410,1.958,6.229,6.821,4.055,5.086,4.127,5.222
HIST00745,2.379,6.685,4.850,4.371,4.627,4.756,4.380,4.965,4.906,3.286,2.303,5.711,6.619,4.483,4.951,4.305,6.340
HIST00746,4.978,3.541,5.600,4.852,4.746,5.977,6.106,3.943,4.348,3.900,2.423,7.436,5.277,3.791,5.432,5.143,5.579
