person_id,c1,c2,c3,c4,c5,c6,e1,e2,e3,e4,e5,e6,n1,n2,n3,n4,n5,n6,conscientiousness_score,extraversion_score,neuroticism_score,self_report_consistency_index,trait_observation_alignment
TRT00423,4.427,5.071,3.907,5.800,3.524,4.122,5.444,5.466,4.000,4.974,4.459,4.497,3.275,1.817,2.626,1.513,3.086,2.940,4.475,4.807,2.543,7.401,7.440
TRT00424,3.701,4.272,3.528,3.822,4.631,4.770,6.017,6.081,4.551,5.819,4.877,5.230,2.992,3.505,2.999,3.617,3.735,2.305,4.121,5.429,3.192,8.015,6.923
TRT00425,4.184,2.416,4.674,4.584,4.312,3.463,3.944,4.964,6.034,4.307,4.024,4.533,1.821,2.781,3.638,3.016,2.582,2.720,3.939,4.634,2.759,7.387,7.903
TRT00426,2.789,4.151,4.132,3.615,3.401,3.487,1.140,1.186,1.494,1.987,1.438,2.223,5.289,7.000,6.893,6.482,7.000,6.973,3.596,1.578,6.606,8.084,6.674
TRT00427,6.248,5.900,6.277,4.909,5.435,5.115,5.108,4.102,4.235,3.886,3.993,4.525,1.992,3.469,2.773,2.809,2.482,2.827,5.647,4.308,2.725,7.802,7.256
TRT00428,3.470,3.333,3.200,3.525,3.719,2.830,3.789,3.173,3.504,4.272,3.309,4.374,3.816,4.562,5.440,5.859,5.803,3.872,3.346,3.737,4.892,7.995,7.627
TRT00429,3.809,4.186,4.404,4.331,3.779,4.228,3.360,2.432,3.691,3.556,3.917,3.155,3.737,5.288,4.110,3.953,3.020,4.186,4.123,3.352,4.049,8.283,8.148
TRT00430,4.146,3.828,4.015,4.894,3.482,3.805,4.061,4.513,4.374,4.162,4.515,3.893,3.070,3.418,2.747,3.731,2.710,2.924,4.028,4.253,3.100,7.747,7.717
TRT00431,4.212,3.398,3.475,3.884,2.936,4.181,3.741,4.703,4.413,6.597,5.179,4.886,4.271,5.392,3.957,4.968,3.966,5.284,3.681,4.920,4.640,7.239,8.113
TRT00432,1.530,1.736,1.455,2.883,2.614,1.644,3.504,3.790,4.256,4.065,3.294,3.143,6.192,7.000,6.564,7.000,5.808,6.176,1.977,3.675,6.457,8.603,7.040
TRT00433,4.598,5.623,5.602,5.159,5.106,4.849,5.634,5.099,4.193,5.946,5.247,5.316,2.785,3.425,3.131,3.963,2.521,2.599,5.156,5.239,3.071,8.024,7.657
TRT00434,2.581,3.575,2.821,2.516,3.448,2.893,4.417,4.655,4.495,4.218,3.391,4.817,2.527,3.398,3.267,4.152,2.270,2.490,2.972,4.332,3.017,8.472,7.408
TRT00435,2.647,4.065,2.632,4.331,3.582,3.936,5.961,4.843,5.370,5.122,4.974,5.738,4.847,4.996,4.290,3.913,4.019,3.744,3.532,5.335,4.302,8.118,7.756
TRT00436,3.485,2.517,4.343,3.553,2.699,3.693,3.581,2.704,3.566,2.884,3.266,2.784,3.286,3.766,3.321,3.872,3.082,3.855,3.382,3.131,3.530,8.342,8.602
TRT00437,4.183,3.250,3.987,3.938,3.903,4.806,5.324,5.262,5.503,4.154,5.175,5.800,4.356,4.106,4.429,5.065,4.149,3.418,4.011,5.203,4.254,8.085,7.900
TRT00438,5.410,5.066,5.464,4.744,4.826,5.389,3.508,3.335,2.895,3.762,4.254,3.137,3.396,2.729,2.202,3.451,2.153,4.072,5.150,3.482,3.001,7.868,8.328
TRT00439,5.432,4.803,5.719,5.383,5.838,5.195,3.646,3.093,4.519,3.124,3.695,3.646,4.515,4.305,4.848,3.648,3.397,3.868,5.395,3.620,4.097,8.406,7.717
TRT00440,6.069,5.813,6.178,4.475,6.029,6.568,4.393,5.631,4.877,4.561,4.779,6.625,2.184,2.435,1.905,2.962,1.978,2.466,5.855,5.144,2.322,8.160,7.535
TRT00441,4.947,4.645,5.498,5.015,6.378,4.908,5.183,3.684,4.119,5.411,4.624,5.395,5.029,4.558,4.348,4.110,4.414,3.693,5.232,4.736,4.359,7.011,7.425
TRT00442,3.449,5.415,3.223,3.562,5.180,4.023,4.030,2.167,3.618,4.454,2.840,3.013,1.826,1.814,1.000,1.322,2.206,1.901,4.142,3.354,1.678,7.415,7.637
TRT00443,4.682,4.473,3.990,5.286,4.845,3.696,3.474,3.221,3.138,2.624,3.024,3.935,3.716,4.587,3.685,4.640,3.571,3.613,4.495,3.236,3.969,7.869,7.903
TRT00444,3.222,3.215,3.567,3.371,3.287,2.268,4.373,3.963,4.378,3.834,4.900,4.199,3.393,3.585,3.018,4.233,3.685,4.669,3.155,4.274,3.764,8.088,7.922
TRT00445,1.942,1.680,2.560,3.885,3.265,3.672,4.766,4.911,5.004,6.974,5.607,5.597,2.718,2.616,2.904,1.647,2.383,2.795,2.834,5.476,2.511,7.147,6.931
TRT00446,4.168,3.988,3.672,4.222,3.590,4.516,3.133,4.168,2.827,2.864,3.464,3.151,6.476,5.071,5.938,6.005,5.329,6.089,4.026,3.268,5.818,8.364,7.368
TRT00447,4.139,4.990,5.747,5.069,4.547,4.891,4.510,3.483,2.990,3.487,5.253,4.181,4.400,3.362,3.459,4.379,4.479,4.747,4.897,3.984,4.138,7.434,7.548
TRT00448,4.305,4.956,4.544,3.247,5.524,4.568,3.128,3.675,3.134,4.301,4.406,4.577,2.211,3.114,4.135,2.296,3.108,2.824,4.524,3.870,2.948,7.152,8.585
TRT00449,2.570,3.685,3.920,2.440,2.865,3.271,3.837,3.426,3.085,2.694,3.029,3.065,5.091,5.774,5.290,5.691,5.039,4.128,3.125,3.189,5.169,7.939,7.826
TRT00450,5.847,5.923,6.046,6.220,6.900,6.470,2.962,3.176,4.484,2.224,3.164,3.810,5.950,5.953,4.910,5.484,5.487,5.534,6.234,3.303,5.553,8.092,7.539
TRT00451,4.448,4.274,3.770,4.262,4.493,4.939,3.433,4.366,4.343,4.440,3.858,5.381,2.543,3.323,2.793,3.390,3.309,3.535,4.364,4.304,3.149,8.188,8.097
TRT00452,4.627,5.148,4.430,5.689,5.613,4.931,5.066,4.367,4.192,4.642,6.188,5.458,5.932,5.381,5.022,3.972,3.604,5.602,5.073,4.986,4.919,7.260,8.286
TRT00453,5.038,4.179,5.360,5.277,5.128,4.755,4.786,3.500,3.932,3.993,4.798,3.967,3.621,4.751,3.255,3.482,4.068,4.023,4.956,4.163,3.867,8.162,7.997
TRT00454,3.975,4.228,4.138,3.144,3.845,4.313,3.938,5.055,3.935,5.083,5.131,4.314,2.204,2.538,4.591,3.273,2.161,3.265,3.941,4.576,3.005,7.194,8.560
TRT00455,5.023,6.233,5.933,5.118,4.187,4.995,4.226,3.679,3.779,3.485,2.869,3.748,4.438,4.452,3.579,4.494,4.514,3.308,5.248,3.631,4.131,7.978,7.853
TRT00456,5.515,5.014,5.586,4.879,4.484,4.455,4.558,3.896,4.697,3.375,3.732,4.521,4.179,4.008,4.805,5.540,4.268,5.329,4.988,4.130,4.688,8.295,7.943
TRT00457,4.564,4.498,4.749,5.074,4.257,5.022,3.561,2.357,3.657,2.595,3.051,2.454,4.388,4.071,4.531,3.686,5.212,4.119,4.694,2.946,4.334,8.072,8.073
TRT00458,5.150,6.350,5.347,4.674,6.561,6.359,3.155,3.115,2.317,3.421,4.471,2.587,4.459,4.724,3.888,5.239,3.761,3.580,5.740,3.178,4.275,6.879,7.886
TRT00459,3.860,4.439,3.044,4.989,4.620,4.312,6.438,5.801,6.296,6.527,5.699,5.987,5.251,5.465,4.928,4.935,4.833,5.541,4.211,6.125,5.159,7.698,7.050
TRT00460,3.248,4.337,3.950,4.314,3.880,4.073,3.459,3.450,3.662,3.579,3.861,4.007,3.815,3.809,2.794,2.971,2.943,2.430,3.967,3.669,3.127,8.752,8.758
TRT00461,5.421,4.752,5.357,5.077,4.320,5.062,1.801,2.408,2.762,2.183,2.980,2.536,5.063,5.850,5.318,5.203,4.813,6.592,4.998,2.445,5.473,7.957,7.925
TRT00462,4.437,5.157,6.531,5.354,5.813,6.070,4.808,5.748,5.578,4.870,5.908,5.575,3.060,1.916,3.119,2.872,2.774,3.927,5.560,5.414,2.945,7.552,8.120
TRT00463,3.340,3.665,3.211,4.389,3.857,4.822,4.575,4.833,4.785,3.542,5.270,3.943,3.877,3.852,3.868,3.705,3.441,2.040,3.880,4.491,3.464,7.547,7.666
TRT00464,3.503,3.875,2.362,4.074,4.464,3.856,1.713,2.398,2.529,3.203,3.589,2.748,2.937,3.109,3.346,3.938,4.104,4.098,3.689,2.697,3.589,7.902,8.163
TRT00465,3.440,3.805,3.428,2.435,2.397,2.366,3.183,3.285,3.550,3.235,3.758,4.642,3.604,3.855,4.599,4.281,4.012,5.984,2.978,3.609,4.389,7.421,7.339
TRT00466,3.871,4.776,4.193,3.837,3.533,3.811,3.941,2.977,4.008,4.023,3.144,4.819,2.059,2.945,1.928,3.279,3.730,2.692,4.003,3.819,2.772,7.809,7.940
TRT00467,4.332,5.018,5.147,4.333,5.071,5.153,5.173,6.158,4.913,5.339,5.335,4.243,4.199,2.479,4.171,3.808,4.088,3.056,4.842,5.193,3.634,8.163,7.523
TRT00468,3.934,4.727,5.401,4.677,5.433,4.284,3.568,3.211,3.192,2.098,3.052,3.240,3.634,4.352,4.875,3.311,4.339,3.442,4.743,3.060,3.992,6.964,8.368
TRT00469,4.765,3.514,4.895,3.370,3.311,4.427,2.379,4.362,3.992,3.980,2.804,5.470,4.889,4.659,4.877,5.261,4.998,4.529,4.047,3.831,4.869,7.530,7.739
TRT00470,4.190,4.273,4.133,3.932,4.738,4.205,4.007,2.864,2.942,3.753,2.915,3.109,2.975,4.308,3.944,5.173,4.978,4.132,4.245,3.265,4.252,8.276,7.565
TRT00471,4.441,4.713,3.507,3.499,4.012,4.210,3.728,5.983,4.848,4.050,4.488,4.729,4.811,4.189,3.576,3.062,3.024,4.512,4.063,4.638,3.863,7.506,7.951
TRT00472,4.299,4.275,3.786,4.296,4.057,4.759,4.463,3.384,5.585,4.976,4.181,4.647,4.664,4.134,4.169,5.609,4.613,3.792,4.245,4.539,4.497,8.139,7.261
TRT00473,4.458,3.687,5.337,3.659,4.284,3.515,5.466,5.795,5.853,4.699,6.103,5.687,4.636,4.767,3.827,3.539,3.295,3.893,4.157,5.601,3.993,7.623,7.651
TRT00474,4.745,4.536,6.237,4.167,5.100,4.259,6.173,5.751,6.142,5.193,4.839,4.098,3.023,4.647,3.571,3.635,3.843,4.395,4.841,5.366,3.852,7.045,7.620
TRT00475,2.792,2.829,2.761,2.643,2.387,2.788,6.705,5.879,6.234,7.000,7.000,5.745,3.241,1.725,1.766,2.342,2.950,3.357,2.700,6.427,2.563,7.974,6.905
TRT00476,5.560,5.171,4.202,4.248,4.257,5.642,3.020,3.867,3.213,3.100,2.475,3.394,4.727,5.615,5.204,4.978,5.151,5.339,4.847,3.178,5.169,8.338,6.687
TRT00477,4.033,4.718,3.395,4.495,4.352,4.482,3.505,3.144,2.479,2.509,3.449,1.482,3.434,2.442,3.671,3.175,2.831,3.777,4.246,2.761,3.222,7.877,7.827
TRT00478,4.406,4.642,5.135,4.747,4.119,4.761,1.563,2.380,2.720,2.679,1.928,3.041,5.423,6.157,5.521,4.707,3.938,3.775,4.635,2.385,4.920,7.509,8.059
TRT00479,3.658,3.708,3.500,2.165,3.411,3.063,4.761,3.745,3.662,4.954,5.076,4.769,5.314,4.848,4.839,4.039,5.536,3.982,3.251,4.494,4.760,7.612,7.758
TRT00480,2.114,1.820,2.038,2.395,1.926,1.352,5.305,4.711,4.981,4.906,4.720,5.662,2.833,2.244,2.000,2.626,1.637,2.651,1.941,5.047,2.332,8.379,7.072
TRT00481,4.431,4.838,4.172,5.156,4.354,4.972,5.765,4.468,5.818,6.500,5.731,5.473,2.229,1.000,2.908,2.637,2.612,2.976,4.654,5.626,2.394,7.311,7.139
TRT00482,2.455,3.716,3.285,2.685,2.385,3.245,4.165,3.434,3.900,4.314,3.524,3.297,4.250,3.324,3.456,3.888,4.232,3.942,2.962,3.773,3.849,8.267,7.998
TRT00483,3.865,4.737,4.795,4.423,4.643,4.314,5.640,3.244,4.082,4.704,4.310,4.334,3.638,3.652,3.145,3.500,3.788,3.820,4.463,4.386,3.591,7.880,8.350
TRT00484,7.000,6.438,5.488,7.000,7.000,6.543,5.221,4.361,4.701,5.502,4.982,4.574,4.182,2.834,3.556,3.312,1.643,1.875,6.578,4.890,2.900,7.784,7.478
TRT00485,4.115,4.268,3.721,4.043,3.664,4.854,2.759,4.254,3.878,2.823,3.412,3.480,2.488,2.815,3.293,2.147,1.800,1.291,4.111,3.435,2.306,6.815,7.807
TRT00486,2.796,2.707,2.961,2.812,4.509,4.835,4.828,3.410,3.570,4.529,4.689,5.046,4.579,4.554,4.418,4.749,4.989,2.685,3.437,4.345,4.329,6.871,7.374
TRT00487,4.509,6.063,4.948,6.077,5.550,5.254,4.454,4.662,5.029,4.453,3.893,4.996,4.005,3.888,3.540,5.320,4.990,4.182,5.400,4.581,4.321,7.679,8.126
TRT00488,3.511,2.433,2.670,3.250,2.850,1.961,3.632,4.252,3.594,2.973,3.474,3.996,3.083,2.716,3.043,3.046,3.989,3.707,2.779,3.653,3.264,7.876,8.171
TRT00489,3.878,4.458,5.539,5.251,4.009,4.322,2.818,3.584,3.545,3.899,3.546,3.005,2.856,2.769,3.222,2.842,3.327,3.291,4.576,3.400,3.051,8.401,8.628
TRT00490,2.165,2.394,3.095,3.085,3.149,2.278,3.730,4.313,2.490,3.393,2.849,3.447,3.342,4.084,3.215,4.718,3.750,2.002,2.694,3.370,3.518,7.366,8.115
TRT00491,4.795,4.149,5.098,4.914,3.980,3.996,1.670,2.119,1.242,1.729,2.905,2.246,5.764,6.234,6.034,6.008,6.190,5.227,4.489,1.985,5.910,8.469,7.166
TRT00492,3.093,3.340,3.715,3.769,3.891,3.676,4.460,3.820,3.851,4.303,3.826,4.395,3.790,3.856,2.821,3.055,4.334,3.876,3.581,4.109,3.622,8.216,8.667
TRT00493,3.400,4.015,4.254,5.322,3.814,4.014,3.161,2.968,2.905,3.152,2.666,3.915,3.464,3.778,4.370,2.418,2.944,3.505,4.136,3.128,3.413,8.230,8.931
TRT00494,5.487,4.581,6.571,5.497,5.371,5.986,7.000,6.748,7.000,6.226,6.138,7.000,2.911,4.061,3.750,3.977,3.269,3.592,5.582,6.685,3.593,8.247,7.012
TRT00495,3.258,3.298,4.736,3.211,3.690,3.750,4.743,4.282,4.067,4.795,4.622,5.223,3.747,2.068,4.172,3.920,4.444,3.509,3.657,4.622,3.643,7.723,7.965
TRT00496,6.595,7.000,6.928,6.169,5.403,6.735,3.928,3.312,3.406,4.407,3.560,3.927,4.664,3.753,5.137,4.276,4.104,4.082,6.472,3.757,4.336,7.900,7.383
TRT00497,2.397,3.367,2.890,4.318,3.184,3.860,2.928,2.845,2.773,1.684,2.433,1.746,2.546,2.636,2.497,2.788,2.748,3.457,3.336,2.401,2.779,8.114,6.817
TRT00498,2.842,3.101,3.204,1.774,3.241,2.107,3.955,2.584,2.011,3.558,2.980,2.454,2.306,2.656,3.846,3.050,2.331,4.524,2.711,2.924,3.119,6.952,7.537
TRT00499,4.014,4.876,5.136,5.358,5.585,5.422,2.091,1.000,2.176,3.196,2.189,1.620,3.425,3.861,4.464,2.915,3.562,4.896,5.065,2.045,3.854,7.519,8.160
TRT00500,5.547,4.425,5.468,4.856,5.335,4.525,3.299,4.846,4.749,3.698,4.273,4.463,2.824,4.693,3.837,2.919,3.489,3.896,5.026,4.221,3.610,7.685,7.465
TRT00501,3.178,2.523,4.313,3.253,2.677,3.724,4.496,5.891,4.581,3.960,5.639,4.805,2.093,1.817,2.488,1.325,1.151,2.566,3.278,4.895,1.907,7.681,7.430
TRT00502,6.210,5.509,5.548,4.977,5.059,6.466,3.053,2.976,3.360,3.589,3.475,3.919,3.450,4.882,3.947,3.479,4.096,3.559,5.628,3.395,3.902,7.995,8.320
TRT00503,3.642,4.148,2.728,2.588,3.002,4.064,4.801,3.957,4.575,4.026,4.391,5.015,1.072,2.980,3.093,2.475,2.401,2.253,3.362,4.461,2.379,7.569,7.974
TRT00504,3.132,3.683,4.094,3.764,4.212,3.866,5.723,3.383,4.470,3.601,5.134,3.612,3.592,3.901,3.876,3.986,3.508,3.651,3.792,4.320,3.752,7.919,8.049
TRT00505,6.874,6.461,6.769,7.000,6.970,6.996,5.824,5.451,5.400,6.972,5.671,5.374,2.393,3.030,3.717,3.563,2.910,3.550,6.845,5.782,3.194,8.840,7.667
TRT00506,3.787,2.898,4.197,3.841,4.950,3.808,5.839,5.554,5.887,5.914,5.028,5.274,2.751,2.266,2.741,2.929,2.748,3.895,3.914,5.583,2.888,8.357,7.810
TRT00507,5.580,6.694,4.849,5.543,4.842,5.310,4.164,4.041,4.305,4.010,3.973,3.717,2.443,3.084,3.734,3.886,3.719,3.492,5.470,4.035,3.393,8.415,8.551
TRT00508,5.019,6.091,5.240,5.500,4.409,5.495,4.896,4.339,4.224,4.531,4.280,4.694,4.133,1.798,3.944,3.250,3.961,3.653,5.292,4.494,3.457,7.902,8.020
TRT00509,4.469,3.942,4.289,4.822,2.834,3.233,5.327,5.339,5.546,5.270,4.989,5.350,3.617,3.144,2.024,1.907,2.957,1.579,3.931,5.303,2.538,7.849,8.317
TRT00510,3.347,2.298,3.078,3.724,2.910,2.173,5.287,5.314,4.813,4.440,3.404,4.509,3.439,4.737,2.806,4.236,3.522,3.948,2.922,4.628,3.781,7.518,7.906
TRT00511,3.133,2.326,3.058,2.925,2.209,1.838,5.671,5.992,5.399,5.401,6.323,7.000,3.669,3.868,3.706,3.488,4.788,3.203,2.582,5.964,3.787,8.431,7.194
TRT00512,5.577,4.003,5.751,5.885,5.704,4.964,4.611,5.104,5.651,3.680,4.368,5.073,4.501,3.321,3.174,4.744,4.136,4.324,5.314,4.748,4.033,7.748,8.346
TRT00513,3.461,3.499,4.573,4.948,4.503,4.479,3.202,2.457,2.448,2.059,3.465,3.536,6.060,4.865,4.679,5.654,4.788,6.012,4.244,2.861,5.343,7.998,7.821
TRT00514,4.220,4.727,4.385,4.850,4.360,3.992,4.763,3.999,3.413,5.131,2.809,3.776,4.046,4.485,3.779,3.716,3.426,4.315,4.423,3.982,3.961,7.817,8.086
TRT00515,3.654,3.443,3.389,2.649,2.402,2.811,2.897,2.614,2.100,2.783,1.533,3.667,4.240,3.768,1.708,4.340,4.189,2.910,3.058,2.599,3.526,7.787,7.020
TRT00516,2.443,1.721,3.122,2.639,3.469,1.412,2.613,2.455,4.145,2.681,2.590,2.913,5.940,5.202,6.168,5.769,6.185,5.332,2.468,2.900,5.766,7.507,7.967
TRT00517,3.633,1.874,3.131,2.303,2.709,2.442,4.141,4.596,3.932,3.546,4.700,4.229,1.287,1.923,1.152,1.000,3.150,2.774,2.682,4.191,1.881,7.258,7.519
TRT00518,3.130,3.983,4.233,2.632,3.036,3.542,4.442,4.698,4.069,3.358,3.065,2.846,5.150,5.960,5.041,5.641,5.590,5.850,3.426,3.746,5.539,7.811,7.453
TRT00519,2.989,4.239,3.915,4.230,3.946,4.108,3.067,2.890,2.141,3.847,3.678,2.754,4.138,3.794,4.197,3.790,5.002,4.721,3.905,3.063,4.274,7.875,7.883
TRT00520,6.888,6.817,5.951,6.793,6.696,5.921,3.987,4.171,3.477,5.222,3.916,3.720,2.449,1.329,1.162,1.420,1.818,2.339,6.511,4.082,1.753,7.628,7.770
TRT00521,4.085,4.395,3.578,4.082,4.372,4.714,3.308,4.737,5.129,3.751,4.364,4.692,3.060,3.778,3.459,3.781,2.435,4.087,4.204,4.331,3.433,8.272,7.822
TRT00522,4.186,4.269,3.988,3.232,5.109,3.833,3.855,3.195,3.770,4.599,5.405,3.336,5.121,5.693,5.171,4.247,4.733,4.609,4.103,4.027,4.929,7.882,7.747
TRT00523,5.166,4.229,4.885,4.203,4.091,4.853,2.959,1.643,2.797,3.611,2.827,2.718,3.536,2.768,3.254,1.725,2.418,3.503,4.571,2.759,2.868,7.336,7.945
TRT00524,4.897,4.362,5.772,4.902,4.684,5.488,2.637,3.135,3.859,3.926,4.220,3.282,4.524,4.555,5.571,5.086,4.979,5.773,5.018,3.510,5.081,7.640,8.366
TRT00525,5.469,4.392,3.643,5.056,3.375,3.829,2.879,4.573,4.476,3.665,4.230,5.014,3.029,1.856,2.962,2.261,2.194,1.169,4.294,4.139,2.245,7.429,8.065
TRT00526,3.382,4.115,4.515,3.466,3.147,3.206,4.757,4.119,3.774,4.031,4.890,3.969,3.680,4.594,4.089,4.310,3.981,4.271,3.638,4.257,4.154,8.210,8.566
TRT00527,6.043,5.716,6.019,6.369,6.845,5.349,5.120,6.152,6.906,6.176,4.768,6.098,2.502,4.417,2.868,3.381,2.931,3.077,6.057,5.870,3.196,7.286,7.141
TRT00528,1.994,2.673,2.156,2.231,2.126,2.969,3.772,3.779,4.096,4.695,4.495,3.155,4.778,5.443,2.957,5.403,4.752,4.503,2.358,3.999,4.639,7.497,7.810
TRT00529,2.993,3.589,4.489,3.081,2.869,2.695,2.279,3.525,3.469,3.566,4.119,4.365,3.274,3.469,4.676,2.970,4.526,3.417,3.286,3.554,3.722,7.313,8.024
TRT00530,4.678,4.249,6.411,4.602,3.865,3.933,4.892,4.706,5.441,5.201,4.635,4.667,3.900,3.478,3.479,4.067,3.628,2.727,4.623,4.924,3.547,7.508,7.918
TRT00531,2.914,4.017,3.825,2.646,3.958,3.002,6.818,6.345,6.942,5.770,6.091,7.000,6.473,5.556,7.000,4.826,5.911,5.264,3.394,6.494,5.838,7.423,6.148
TRT00532,2.576,2.492,2.878,1.554,3.240,3.019,3.521,3.294,3.628,3.514,3.153,2.877,4.226,2.923,4.089,2.607,2.917,3.498,2.627,3.331,3.377,8.032,7.590
TRT00533,1.888,1.000,1.754,1.896,1.862,1.000,3.267,2.348,3.647,3.206,3.151,4.412,3.742,3.169,4.139,4.384,3.851,2.960,1.567,3.339,3.707,8.388,7.737
TRT00534,2.614,2.393,2.422,2.970,3.053,2.952,4.271,3.680,3.926,3.865,4.775,4.491,3.960,5.297,5.067,6.018,5.210,5.334,2.734,4.168,5.148,7.986,6.230
TRT00535,3.648,4.531,3.945,3.358,4.292,5.119,4.176,3.977,3.303,2.640,3.446,4.223,4.710,2.927,3.396,3.587,5.335,3.816,4.149,3.628,3.962,7.171,7.588
TRT00536,5.422,4.695,5.301,5.506,5.448,5.554,3.981,3.830,3.843,3.277,4.333,4.992,4.731,4.593,6.182,4.913,5.592,5.024,5.321,4.043,5.173,8.229,7.744
TRT00537,6.183,4.881,6.134,4.763,5.205,5.479,3.756,2.903,3.263,3.526,2.763,2.421,1.995,2.994,3.118,1.685,2.391,3.477,5.441,3.105,2.610,7.735,7.778
TRT00538,2.305,2.519,2.457,2.179,2.796,2.576,3.713,2.129,3.854,2.632,3.380,2.785,2.623,2.045,4.021,1.735,1.815,2.397,2.472,3.082,2.439,7.970,8.184
TRT00539,5.697,5.133,5.108,5.281,6.038,5.636,3.906,4.621,4.923,5.330,3.557,4.283,5.392,5.203,3.941,5.034,6.124,5.330,5.482,4.437,5.171,8.257,8.161
TRT00540,4.470,2.680,2.390,3.390,2.465,2.514,3.089,2.945,3.273,2.826,3.860,3.475,3.745,2.256,2.204,4.013,3.772,2.154,2.985,3.245,3.024,6.912,7.935
TRT00541,3.312,3.516,4.188,3.721,3.629,2.215,4.014,4.763,5.264,5.272,5.187,6.419,4.886,5.173,4.378,4.522,3.991,4.607,3.430,5.153,4.593,7.599,6.220
TRT00542,5.226,4.245,4.609,4.092,5.054,3.510,4.037,4.097,4.712,2.871,5.135,3.824,3.698,4.490,3.835,3.533,3.480,3.262,4.456,4.113,3.716,7.885,7.917
TRT00543,3.878,3.282,3.871,3.125,4.347,4.626,2.912,3.373,3.326,2.387,3.941,4.520,3.341,3.890,2.291,4.409,4.083,4.194,3.855,3.410,3.701,6.935,8.654
TRT00544,3.876,3.961,2.832,2.431,2.908,4.747,4.323,4.636,3.191,4.041,3.626,3.597,4.294,5.885,5.275,4.355,3.092,4.613,3.459,3.902,4.586,7.033,8.578
TRT00545,2.649,4.173,3.429,2.974,3.242,3.110,2.602,2.417,2.995,1.991,2.615,3.557,3.896,4.268,3.348,4.248,3.209,3.278,3.263,2.696,3.708,7.716,7.230
TRT00546,2.591,3.252,3.193,3.776,2.505,3.643,3.997,3.994,3.342,4.294,3.927,4.540,4.039,4.188,4.531,4.004,3.953,4.315,3.160,4.015,4.171,8.274,7.779
TRT00547,3.963,4.012,2.504,2.972,2.548,2.980,3.335,4.182,3.988,3.870,3.807,3.060,3.321,1.969,2.878,2.510,3.322,2.308,3.163,3.707,2.718,7.638,7.367
TRT00548,3.992,3.499,4.082,3.907,5.181,4.467,3.516,3.702,2.803,3.635,3.393,3.642,3.482,2.987,3.761,3.269,3.259,2.785,4.188,3.449,3.257,8.645,8.114
TRT00549,4.366,3.795,3.904,4.931,4.518,4.059,3.198,2.310,2.862,2.679,2.431,3.445,5.353,5.227,5.629,6.962,5.830,5.342,4.262,2.821,5.724,8.276,7.598
TRT00550,5.020,5.706,4.727,6.125,6.119,5.173,3.561,2.104,2.426,2.391,3.442,3.916,3.585,4.415,3.257,3.307,4.877,3.873,5.478,2.973,3.886,7.445,8.461
TRT00551,3.547,4.496,3.966,5.100,3.928,3.786,4.308,4.676,4.901,4.976,4.798,4.097,3.936,3.172,4.260,3.054,4.274,3.082,4.137,4.626,3.630,7.655,7.821
TRT00552,2.243,3.813,3.826,4.422,2.761,3.201,3.808,3.965,3.560,2.997,4.033,3.506,4.884,4.260,3.418,4.267,4.421,3.700,3.378,3.645,4.158,8.143,7.786
TRT00553,4.303,3.078,3.799,2.330,4.288,3.119,5.096,5.296,5.643,4.078,4.701,5.652,3.836,3.960,3.416,4.151,3.636,3.729,3.486,5.078,3.788,7.586,7.764
TRT00554,4.601,4.174,4.237,3.436,4.418,4.448,5.848,6.530,5.905,6.160,5.798,7.000,3.782,3.682,3.040,2.822,3.180,3.191,4.219,6.207,3.283,8.747,7.159
TRT00555,5.082,4.088,3.995,3.687,4.674,3.877,5.501,5.188,5.501,6.016,5.916,5.227,3.706,2.991,3.340,3.454,2.943,3.280,4.234,5.558,3.286,8.262,8.044
TRT00556,5.252,5.325,6.333,6.205,4.753,3.959,3.171,3.763,4.013,4.042,2.873,2.560,3.892,3.875,5.335,4.944,4.670,5.508,5.304,3.404,4.704,7.104,8.014
TRT00557,3.519,3.525,3.797,3.547,2.870,3.172,4.062,4.763,3.627,4.504,4.495,5.302,3.279,2.552,3.706,4.227,2.202,2.612,3.405,4.459,3.096,8.256,7.839
TRT00558,1.424,3.801,2.756,3.494,3.172,2.272,5.394,4.646,4.449,5.025,3.898,3.663,4.422,3.222,4.733,3.368,3.810,2.600,2.820,4.513,3.693,6.576,7.802
TRT00559,4.985,4.130,4.922,5.378,4.779,4.612,4.270,4.325,4.190,4.157,4.968,3.539,2.591,2.604,3.277,5.044,4.872,3.051,4.801,4.242,3.573,7.477,7.946
TRT00560,2.723,3.861,2.963,3.736,3.037,2.026,3.644,4.488,4.668,4.202,3.710,5.064,3.638,3.595,4.570,3.732,3.658,3.516,3.058,4.296,3.785,8.050,7.853
TRT00561,7.000,5.331,5.672,6.128,4.047,6.198,3.922,4.167,4.286,3.797,4.350,4.563,4.803,5.213,5.115,4.184,5.670,5.809,5.729,4.181,5.132,7.492,7.351
TRT00562,5.368,4.551,3.169,4.372,3.915,3.774,5.247,5.976,6.256,6.249,4.941,5.895,2.957,4.240,3.397,3.614,2.548,3.846,4.191,5.761,3.434,7.636,7.771
TRT00563,3.686,4.428,3.790,3.683,4.048,4.584,6.019,6.537,6.001,7.000,6.670,5.726,2.584,2.980,2.829,3.297,1.157,2.186,4.037,6.326,2.506,8.435,7.804
