person_id,occasion,situation_type,state_extraversion,state_conscientiousness,state_neuroticism,situational_activation,situational_constraint
TRT00607,7,deadline_pressure,2.134,4.792,5.159,4.375,5.838
TRT00607,8,quiet_work,1.747,4.921,3.709,1.101,5.897
TRT00607,9,deadline_pressure,2.089,4.691,5.137,4.822,5.656
TRT00607,10,ambiguous_conflict,2.998,4.312,4.537,4.682,4.994
TRT00607,11,quiet_work,2.074,3.813,4.074,2.232,5.184
TRT00607,12,family_obligation,2.018,5.307,3.902,3.689,4.597
TRT00607,13,social_event,3.420,4.576,5.335,5.781,2.704
TRT00607,14,social_event,3.125,4.711,4.694,6.505,2.652
TRT00607,15,ambiguous_conflict,2.786,5.060,4.510,4.511,3.547
TRT00607,16,ambiguous_conflict,2.959,5.240,4.377,5.087,3.348
TRT00607,17,deadline_pressure,3.375,4.195,4.701,4.243,4.846
TRT00607,18,quiet_work,2.671,5.050,4.000,2.849,5.351
TRT00608,1,public_presentation,4.650,4.238,3.371,5.547,4.129
TRT00608,2,social_event,4.393,2.878,3.379,6.264,2.078
TRT00608,3,team_meeting,3.763,3.660,2.229,4.750,4.238
TRT00608,4,team_meeting,3.775,3.077,3.573,4.383,3.373
TRT00608,5,recovery_time,3.497,2.745,2.412,1.215,2.572
TRT00608,6,public_presentation,5.031,3.991,3.667,6.483,4.338
TRT00608,7,ambiguous_conflict,4.616,2.588,4.072,5.743,2.997
TRT00608,8,deadline_pressure,2.956,4.091,2.500,4.355,6.072
TRT00608,9,social_event,4.471,3.787,2.427,5.691,3.445
TRT00608,10,ambiguous_conflict,4.787,3.357,2.958,3.996,4.539
TRT00608,11,team_meeting,3.069,3.204,3.454,3.438,4.875
TRT00608,12,public_presentation,5.130,4.619,3.724,5.999,6.107
TRT00608,13,public_presentation,3.788,4.352,3.272,6.589,4.777
TRT00608,14,public_presentation,3.670,3.994,3.334,7.000,6.517
TRT00608,15,recovery_time,3.678,2.521,2.462,2.500,3.117
TRT00608,16,team_meeting,4.074,3.760,4.223,5.266,4.355
TRT00608,17,social_event,4.816,4.231,4.277,6.806,3.207
TRT00608,18,recovery_time,4.051,2.746,2.354,3.341,2.607
TRT00609,1,ambiguous_conflict,4.395,5.148,4.922,4.865,3.931
TRT00609,2,family_obligation,3.498,4.072,3.999,3.317,5.457
TRT00609,3,quiet_work,3.655,4.708,4.189,2.239,6.031
TRT00609,4,ambiguous_conflict,3.962,3.874,4.227,4.762,3.598
TRT00609,5,team_meeting,4.268,3.673,3.691,4.957,3.859
TRT00609,6,public_presentation,4.751,4.236,3.943,6.480,4.126
TRT00609,7,deadline_pressure,4.888,4.091,3.676,4.236,4.260
TRT00609,8,deadline_pressure,3.639,4.296,4.284,3.989,5.471
TRT00609,9,family_obligation,5.067,4.071,3.239,4.015,4.594
TRT00609,10,quiet_work,2.906,5.248,4.004,1.856,6.029
TRT00609,11,public_presentation,4.255,4.647,3.589,6.517,5.416
TRT00609,12,quiet_work,3.096,4.978,3.266,1.139,5.406
TRT00609,13,ambiguous_conflict,4.349,4.714,4.772,5.878,4.142
TRT00609,14,social_event,4.295,4.197,4.959,5.768,2.451
TRT00609,15,public_presentation,3.440,4.977,4.598,5.966,5.072
TRT00609,16,team_meeting,4.445,4.108,4.392,4.444,3.202
TRT00609,17,team_meeting,4.282,4.832,4.314,5.900,4.323
TRT00609,18,quiet_work,3.385,4.397,3.504,1.878,5.846
TRT00610,1,quiet_work,3.612,4.120,3.359,1.131,6.210
TRT00610,2,quiet_work,2.631,4.488,3.370,1.640,5.473
TRT00610,3,team_meeting,4.225,4.028,4.479,5.425,3.891
TRT00610,4,social_event,4.416,4.356,4.220,6.005,2.661
TRT00610,5,family_obligation,4.551,4.691,3.606,4.431,5.000
TRT00610,6,family_obligation,4.070,4.060,4.191,3.232,4.255
TRT00610,7,quiet_work,3.952,4.411,2.959,2.465,6.483
TRT00610,8,team_meeting,3.967,4.900,4.154,5.245,4.278
TRT00610,9,public_presentation,5.240,4.534,4.146,6.435,5.003
TRT00610,10,recovery_time,3.547,3.975,2.960,2.050,2.200
TRT00610,11,ambiguous_conflict,4.355,4.347,4.785,4.462,3.180
TRT00610,12,public_presentation,4.755,4.001,3.189,6.968,5.716
TRT00610,13,deadline_pressure,3.342,3.441,3.711,3.415,5.661
TRT00610,14,family_obligation,4.100,4.318,4.914,4.221,4.649
TRT00610,15,social_event,4.602,3.640,4.522,5.853,3.101
TRT00610,16,family_obligation,3.956,4.970,4.516,3.966,4.659
TRT00610,17,public_presentation,4.369,3.556,3.862,6.166,4.860
TRT00610,18,public_presentation,4.833,4.900,4.604,7.000,5.155
TRT00611,1,social_event,3.890,2.791,3.577,4.636,2.110
TRT00611,2,social_event,5.309,3.675,2.206,5.848,2.780
TRT00611,3,team_meeting,4.487,3.900,2.983,5.512,3.374
TRT00611,4,quiet_work,2.478,4.073,1.593,2.117,5.498
TRT00611,5,quiet_work,2.625,4.658,2.886,1.000,6.247
TRT00611,6,family_obligation,3.934,4.005,2.614,4.282,5.130
TRT00611,7,family_obligation,3.215,3.478,2.489,3.808,4.976
TRT00611,8,social_event,3.794,3.366,3.432,6.134,1.583
TRT00611,9,ambiguous_conflict,4.384,4.629,2.540,5.777,3.779
TRT00611,10,quiet_work,3.171,4.354,2.714,2.818,5.876
TRT00611,11,recovery_time,4.117,2.973,3.251,2.452,1.783
TRT00611,12,quiet_work,4.024,3.399,1.469,2.544,5.998
TRT00611,13,quiet_work,3.719,3.252,2.642,2.575,5.492
TRT00611,14,ambiguous_conflict,4.066,3.384,4.218,4.854,3.520
TRT00611,15,family_obligation,4.387,3.166,3.560,3.706,4.159
TRT00611,16,social_event,3.814,3.464,2.179,5.679,3.289
TRT00611,17,public_presentation,3.756,4.102,2.930,6.312,4.997
TRT00611,18,deadline_pressure,3.940,4.460,2.909,4.551,5.723
TRT00612,1,quiet_work,4.088,4.211,3.291,1.658,5.872
TRT00612,2,social_event,4.377,4.628,3.249,5.705,3.496
TRT00612,3,recovery_time,5.065,3.557,3.349,3.374,2.584
TRT00612,4,deadline_pressure,4.391,4.062,2.324,4.916,5.525
TRT00612,5,public_presentation,4.973,4.592,4.429,5.663,4.324
TRT00612,6,family_obligation,4.925,4.351,3.873,3.127,5.870
TRT00612,7,team_meeting,3.734,3.680,3.134,4.614,2.833
TRT00612,8,team_meeting,4.983,3.946,3.326,4.645,4.558
TRT00612,9,family_obligation,4.412,4.389,2.553,3.343,4.700
TRT00612,10,recovery_time,3.949,2.652,3.563,2.188,1.404
TRT00612,11,family_obligation,3.978,4.753,2.999,4.242,5.874
TRT00612,12,social_event,4.255,3.164,3.239,5.736,3.473
TRT00612,13,deadline_pressure,4.406,5.455,3.791,4.384,5.225
TRT00612,14,recovery_time,3.472,3.037,3.115,1.860,2.063
TRT00612,15,quiet_work,3.381,4.920,2.147,1.958,5.979
TRT00612,16,deadline_pressure,5.104,4.247,3.648,4.330,5.096
TRT00612,17,quiet_work,2.974,3.920,2.307,1.297,5.293
TRT00612,18,recovery_time,3.324,4.151,2.789,1.828,3.135
TRT00613,1,team_meeting,5.076,4.522,3.455,5.646,3.739
TRT00613,2,deadline_pressure,3.962,4.313,4.263,3.979,6.120
TRT00613,3,family_obligation,4.437,3.316,2.948,3.805,4.836
TRT00613,4,family_obligation,5.667,4.114,3.923,4.653,4.535
TRT00613,5,social_event,4.918,2.819,3.902,4.806,3.169
TRT00613,6,public_presentation,3.680,3.679,3.052,5.445,4.517
TRT00613,7,social_event,6.333,3.884,4.054,6.591,2.269
TRT00613,8,ambiguous_conflict,3.754,3.968,3.864,5.261,4.521
TRT00613,9,ambiguous_conflict,5.338,4.067,3.215,5.029,3.474
TRT00613,10,social_event,5.423,4.106,3.405,5.509,3.720
TRT00613,11,recovery_time,4.067,3.691,2.475,2.056,1.286
TRT00613,12,social_event,4.605,3.393,3.861,6.385,3.735
TRT00613,13,quiet_work,4.247,3.641,3.237,2.154,6.189
TRT00613,14,ambiguous_conflict,3.871,3.498,3.129,3.515,3.499
TRT00613,15,team_meeting,5.810,3.520,2.374,5.958,4.209
TRT00613,16,family_obligation,4.206,4.135,3.712,4.432,4.413
TRT00613,17,ambiguous_conflict,4.607,3.243,3.355,4.438,3.150
TRT00613,18,quiet_work,3.107,4.753,2.125,1.523,5.291
TRT00614,1,social_event,4.836,4.128,4.269,5.022,3.316
TRT00614,2,ambiguous_conflict,5.392,3.764,4.129,5.478,3.470
TRT00614,3,deadline_pressure,3.946,4.075,4.454,4.649,5.049
TRT00614,4,social_event,5.709,3.950,4.071,5.759,2.956
TRT00614,5,quiet_work,4.174,5.018,3.368,2.698,4.822
TRT00614,6,ambiguous_conflict,4.913,4.355,4.556,5.621,3.998
TRT00614,7,recovery_time,3.994,3.919,4.087,1.117,2.065
TRT00614,8,team_meeting,4.672,5.342,4.782,5.415,4.189
TRT00614,9,team_meeting,4.522,4.318,4.925,5.618,2.923
TRT00614,10,recovery_time,4.443,3.558,4.205,3.111,2.026
TRT00614,11,recovery_time,4.407,3.947,4.017,2.491,2.096
TRT00614,12,family_obligation,4.720,4.634,4.649,3.923,4.101
TRT00614,13,social_event,3.753,4.897,4.935,4.671,2.189
TRT00614,14,recovery_time,4.674,3.874,3.912,2.792,2.102
TRT00614,15,recovery_time,3.672,4.648,3.084,2.118,2.325
TRT00614,16,team_meeting,4.140,4.532,3.358,5.108,3.587
TRT00614,17,family_obligation,4.434,4.150,4.891,4.575,4.919
TRT00614,18,team_meeting,4.649,5.394,4.882,5.642,4.476
TRT00615,1,quiet_work,2.372,3.162,2.682,1.093,6.071
TRT00615,2,deadline_pressure,2.056,3.899,3.097,3.544,4.745
TRT00615,3,quiet_work,2.536,4.154,2.931,2.182,4.973
TRT00615,4,ambiguous_conflict,4.044,3.533,3.943,4.797,3.831
TRT00615,5,social_event,4.324,3.706,4.456,6.615,2.211
TRT00615,6,family_obligation,3.115,3.915,3.712,3.603,5.078
TRT00615,7,public_presentation,3.018,4.804,3.203,4.917,4.258
TRT00615,8,family_obligation,3.639,2.383,3.762,3.861,4.219
TRT00615,9,recovery_time,2.985,2.830,2.932,2.726,1.863
TRT00615,10,quiet_work,2.622,3.869,2.597,1.530,6.032
TRT00615,11,ambiguous_conflict,3.591,3.079,3.631,4.892,3.515
TRT00615,12,deadline_pressure,2.789,4.572,2.764,4.686,6.415
TRT00615,13,family_obligation,2.221,4.406,4.223,3.868,4.916
TRT00615,14,family_obligation,2.706,4.194,4.644,4.621,4.314
TRT00615,15,social_event,3.823,3.962,3.103,5.065,2.684
TRT00615,16,recovery_time,2.566,3.053,2.661,1.694,2.107
TRT00615,17,ambiguous_conflict,3.517,3.353,3.214,5.200,3.766
TRT00615,18,recovery_time,3.386,2.715,2.661,2.291,2.401
TRT00616,1,family_obligation,4.363,5.157,5.397,3.659,4.570
TRT00616,2,ambiguous_conflict,4.877,3.972,5.507,5.265,2.583
TRT00616,3,social_event,4.029,4.167,6.862,6.247,3.501
TRT00616,4,public_presentation,5.305,4.518,6.623,6.539,5.607
TRT00616,5,family_obligation,4.647,3.255,4.940,5.064,3.705
TRT00616,6,quiet_work,3.210,4.625,4.456,1.700,6.753
TRT00616,7,recovery_time,4.959,3.569,6.106,3.754,2.063
TRT00616,8,recovery_time,3.739,3.195,5.647,2.890,1.581
TRT00616,9,family_obligation,4.264,3.350,4.525,2.711,4.444
TRT00616,10,social_event,5.150,3.634,6.148,6.273,3.016
TRT00616,11,deadline_pressure,4.000,3.969,5.275,3.771,4.546
TRT00616,12,deadline_pressure,3.430,3.215,4.260,4.190,5.513
TRT00616,13,recovery_time,4.055,2.334,5.055,3.336,1.436
TRT00616,14,recovery_time,5.328,3.595,6.433,3.290,2.148
TRT00616,15,recovery_time,3.187,2.199,4.836,1.472,2.687
TRT00616,16,family_obligation,4.111,4.335,4.065,3.563,5.175
TRT00616,17,quiet_work,3.136,3.446,4.688,1.470,6.721
TRT00616,18,quiet_work,4.021,4.055,5.144,3.055,5.419
TRT00617,1,public_presentation,5.033,4.019,4.310,6.340,5.516
TRT00617,2,deadline_pressure,4.364,3.517,3.152,3.945,4.936
TRT00617,3,quiet_work,3.269,3.984,1.580,1.244,5.816
TRT00617,4,family_obligation,3.711,2.977,2.956,3.700,4.983
TRT00617,5,ambiguous_conflict,4.344,2.322,3.385,5.208,3.687
TRT00617,6,quiet_work,4.322,2.689,3.029,1.818,6.643
TRT00617,7,ambiguous_conflict,4.012,3.565,3.983,3.769,3.042
TRT00617,8,quiet_work,3.084,2.743,2.383,1.698,5.337
TRT00617,9,family_obligation,3.824,2.671,3.213,3.784,4.379
TRT00617,10,ambiguous_conflict,4.598,2.939,3.252,4.408,3.796
TRT00617,11,social_event,5.278,3.238,3.821,6.526,2.659
TRT00617,12,recovery_time,3.568,3.221,3.057,2.470,2.027
TRT00617,13,public_presentation,4.670,3.242,3.025,6.887,5.099
TRT00617,14,family_obligation,3.686,3.799,3.209,2.731,4.501
TRT00617,15,ambiguous_conflict,5.276,3.728,3.869,4.354,3.975
TRT00617,16,quiet_work,3.904,2.586,2.224,2.560,6.310
TRT00617,17,recovery_time,3.924,2.652,2.563,2.438,1.883
TRT00617,18,public_presentation,5.394,3.931,4.518,6.982,3.096
TRT00618,1,deadline_pressure,2.734,3.457,2.388,3.828,5.533
TRT00618,2,ambiguous_conflict,2.714,3.446,3.716,5.149,3.509
TRT00618,3,team_meeting,3.420,3.655,2.566,4.838,3.957
TRT00618,4,social_event,4.222,3.923,2.673,5.792,2.944
TRT00618,5,recovery_time,2.649,2.379,2.359,1.085,1.848
TRT00618,6,quiet_work,2.545,3.194,2.962,2.584,5.273
TRT00618,7,quiet_work,2.418,4.436,1.662,1.240,5.631
TRT00618,8,social_event,3.663,2.980,2.675,5.997,2.425
TRT00618,9,public_presentation,4.120,4.023,3.637,6.262,4.450
TRT00618,10,public_presentation,3.206,4.212,3.597,7.000,5.154
TRT00618,11,quiet_work,1.352,3.953,2.060,1.198,5.486
TRT00618,12,quiet_work,1.786,3.220,1.918,2.164,5.851
TRT00618,13,social_event,2.618,3.464,2.843,6.016,3.736
TRT00618,14,ambiguous_conflict,2.952,4.162,3.065,5.309,4.207
TRT00618,15,team_meeting,3.061,3.366,2.455,5.587,3.668
TRT00618,16,quiet_work,1.734,3.453,2.460,2.590,5.227
TRT00618,17,deadline_pressure,2.608,3.887,2.593,3.924,5.626
TRT00618,18,team_meeting,3.125,3.436,3.318,5.264,4.263
TRT00619,1,social_event,3.707,4.062,4.975,6.360,2.449
TRT00619,2,quiet_work,2.452,4.964,3.958,2.093,6.082
TRT00619,3,ambiguous_conflict,3.121,4.580,3.952,4.481,3.118
TRT00619,4,recovery_time,3.934,4.430,4.299,2.076,1.337
TRT00619,5,quiet_work,1.096,4.928,3.267,1.757,6.361
TRT00619,6,family_obligation,3.572,4.888,4.299,4.302,4.605
TRT00619,7,family_obligation,3.136,4.835,3.952,4.011,6.054
TRT00619,8,team_meeting,3.310,5.008,4.453,4.974,4.509
TRT00619,9,ambiguous_conflict,3.481,4.125,5.485,5.830,2.495
TRT00619,10,recovery_time,3.157,4.263,4.074,2.768,3.022
TRT00619,11,family_obligation,2.647,5.409,3.320,3.689,4.533
TRT00619,12,recovery_time,2.941,4.858,4.185,2.833,2.899
TRT00619,13,deadline_pressure,2.759,5.053,4.164,4.646,5.005
TRT00619,14,family_obligation,3.041,4.426,3.837,4.031,4.487
TRT00619,15,social_event,3.725,5.158,4.040,5.881,3.291
TRT00619,16,quiet_work,2.317,4.731,3.203,2.547,5.723
TRT00619,17,social_event,3.552,4.280,4.785,5.612,2.603
TRT00619,18,public_presentation,3.578,5.295,4.800,7.000,4.251
TRT00620,1,family_obligation,4.116,4.721,4.171,4.300,5.697
TRT00620,2,family_obligation,3.957,3.345,3.569,4.411,4.470
TRT00620,3,public_presentation,5.830,4.442,2.263,6.592,4.147
TRT00620,4,team_meeting,3.720,3.729,3.336,5.094,4.534
TRT00620,5,ambiguous_conflict,4.966,3.774,4.070,5.029,2.801
TRT00620,6,deadline_pressure,4.856,3.912,3.731,5.399,5.516
TRT00620,7,team_meeting,5.000,4.157,4.071,4.411,3.180
TRT00620,8,quiet_work,3.189,5.229,3.373,1.724,6.107
TRT00620,9,ambiguous_conflict,4.773,3.955,4.356,5.686,3.396
TRT00620,10,family_obligation,4.349,4.108,4.354,3.750,4.213
TRT00620,11,public_presentation,6.156,4.671,3.686,6.555,4.559
TRT00620,12,quiet_work,3.263,3.830,3.360,1.192,7.000
TRT00620,13,quiet_work,3.613,3.789,3.418,2.671,5.545
TRT00620,14,public_presentation,5.044,4.204,4.822,5.906,5.208
TRT00620,15,deadline_pressure,4.624,3.887,3.792,4.544,5.738
TRT00620,16,public_presentation,4.462,4.081,4.598,7.000,4.298
TRT00620,17,recovery_time,4.484,3.457,4.125,2.606,1.000
TRT00620,18,quiet_work,4.162,3.632,3.017,1.439,5.944
TRT00621,1,quiet_work,4.174,5.220,2.629,1.901,6.414
TRT00621,2,ambiguous_conflict,5.968,5.591,3.946,5.696,4.088
TRT00621,3,ambiguous_conflict,5.596,5.559,3.723,5.607,3.632
TRT00621,4,public_presentation,5.442,5.761,3.635,5.496,4.980
TRT00621,5,ambiguous_conflict,4.589,5.295,4.421,4.413,2.437
TRT00621,6,deadline_pressure,4.360,5.514,3.459,4.410,6.047
TRT00621,7,deadline_pressure,4.908,5.236,3.639,3.624,5.032
TRT00621,8,team_meeting,4.632,5.024,3.708,4.848,4.896
TRT00621,9,deadline_pressure,5.137,4.622,3.511,4.235,4.863
TRT00621,10,quiet_work,3.296,4.157,1.814,1.296,5.862
TRT00621,11,recovery_time,4.045,3.825,3.449,2.495,1.159
TRT00621,12,quiet_work,3.937,5.919,2.436,1.820,4.751
TRT00621,13,deadline_pressure,5.137,6.099,3.213,5.064,5.487
TRT00621,14,recovery_time,3.482,5.260,2.290,2.869,1.972
TRT00621,15,ambiguous_conflict,5.613,4.655,3.130,4.878,3.155
TRT00621,16,social_event,4.649,5.107,3.288,4.814,2.665
TRT00621,17,ambiguous_conflict,4.790,5.083,2.621,5.324,2.898
TRT00621,18,team_meeting,5.255,5.211,3.388,5.689,3.676
TRT00622,1,public_presentation,3.844,6.396,3.553,6.017,5.107
TRT00622,2,team_meeting,3.478,5.105,3.846,4.654,4.198
TRT00622,3,public_presentation,4.248,5.655,3.225,6.315,5.849
TRT00622,4,quiet_work,2.697,5.620,2.030,1.251,6.221
TRT00622,5,ambiguous_conflict,4.152,4.617,3.986,5.748,3.574
TRT00622,6,quiet_work,2.595,4.939,2.924,3.160,6.133
TRT00622,7,recovery_time,3.576,4.688,3.636,2.441,1.989
TRT00622,8,public_presentation,3.955,6.238,3.333,6.898,4.869
TRT00622,9,recovery_time,3.617,5.246,2.699,2.551,2.276
TRT00622,10,team_meeting,4.641,5.340,3.783,5.314,4.748
TRT00622,11,public_presentation,4.126,6.798,3.447,6.139,4.847
TRT00622,12,family_obligation,3.207,5.970,3.890,4.453,4.641
TRT00622,13,ambiguous_conflict,3.558,5.393,2.993,5.524,4.254
TRT00622,14,deadline_pressure,2.855,4.550,3.225,4.277,5.791
TRT00622,15,team_meeting,3.761,3.914,3.587,5.745,4.408
TRT00622,16,recovery_time,2.444,5.560,3.001,2.860,2.459
TRT00622,17,team_meeting,4.546,5.196,3.655,5.276,3.753
TRT00622,18,team_meeting,3.252,4.327,2.558,4.701,3.751
TRT00623,1,deadline_pressure,3.353,5.486,4.378,4.703,5.584
TRT00623,2,public_presentation,3.928,4.662,4.635,6.840,5.488
TRT00623,3,social_event,5.370,4.866,4.858,6.686,2.722
TRT00623,4,recovery_time,4.178,5.025,3.993,2.713,2.683
TRT00623,5,recovery_time,3.611,4.563,3.301,1.452,1.854
TRT00623,6,ambiguous_conflict,3.341,5.705,3.975,5.133,3.327
TRT00623,7,ambiguous_conflict,4.601,4.957,4.639,5.261,3.507
TRT00623,8,social_event,4.721,4.541,4.188,6.650,3.619
TRT00623,9,quiet_work,3.267,4.797,4.653,2.206,5.414
TRT00623,10,social_event,5.436,5.085,5.290,5.736,3.536
TRT00623,11,public_presentation,4.816,4.320,4.127,6.884,4.305
TRT00623,12,social_event,5.101,3.484,4.811,4.998,2.686
TRT00623,13,deadline_pressure,3.233,4.727,3.571,4.976,6.193
TRT00623,14,team_meeting,4.302,4.796,4.496,3.801,4.093
TRT00623,15,social_event,5.062,3.642,3.830,6.169,2.308
TRT00623,16,recovery_time,3.470,3.626,3.197,1.591,2.486
TRT00623,17,team_meeting,4.119,4.584,4.283,4.870,4.703
TRT00623,18,family_obligation,3.074,3.790,3.870,3.992,4.246
TRT00624,1,quiet_work,2.861,4.989,4.408,2.182,5.527
TRT00624,2,family_obligation,3.572,5.801,5.155,4.317,4.824
TRT00624,3,team_meeting,3.352,5.472,4.625,4.446,4.375
TRT00624,4,ambiguous_conflict,4.539,4.973,4.850,4.872,2.798
TRT00624,5,recovery_time,2.760,4.272,3.796,2.004,1.603
TRT00624,6,social_event,4.464,5.017,5.090,5.375,2.395
TRT00624,7,quiet_work,1.510,5.437,4.615,2.237,6.784
TRT00624,8,social_event,3.475,4.524,5.240,5.952,2.468
TRT00624,9,public_presentation,4.197,5.846,5.917,6.534,5.190
TRT00624,10,social_event,5.402,5.916,6.368,6.554,2.486
TRT00624,11,social_event,3.488,5.312,5.384,7.000,2.651
TRT00624,12,social_event,4.557,6.254,5.948,7.000,3.427
TRT00624,13,public_presentation,3.920,6.578,5.003,6.850,4.944
TRT00624,14,family_obligation,3.744,5.487,5.084,4.068,4.633
TRT00624,15,quiet_work,2.595,5.947,3.883,2.017,5.692
TRT00624,16,deadline_pressure,3.607,6.022,4.494,4.547,5.969
TRT00624,17,social_event,4.406,5.947,5.879,5.662,2.943
TRT00624,18,recovery_time,2.570,4.450,5.364,2.459,1.707
TRT00625,1,deadline_pressure,3.691,4.902,3.680,5.528,6.235
TRT00625,2,social_event,3.919,4.266,3.491,5.789,2.451
TRT00625,3,team_meeting,4.543,5.023,3.901,5.745,5.118
TRT00625,4,social_event,4.527,5.018,4.330,6.698,2.881
TRT00625,5,deadline_pressure,3.255,5.619,3.496,3.913,5.185
TRT00625,6,social_event,4.678,5.060,4.295,6.588,3.193
TRT00625,7,deadline_pressure,3.024,4.886,3.667,4.550,6.182
TRT00625,8,recovery_time,3.497,4.903,4.109,3.057,2.860
TRT00625,9,public_presentation,3.625,6.315,4.241,5.664,5.674
TRT00625,10,ambiguous_conflict,3.439,4.984,3.743,4.915,4.107
TRT00625,11,deadline_pressure,4.229,5.197,3.569,3.498,4.220
TRT00625,12,public_presentation,3.742,5.206,4.283,5.880,5.029
TRT00625,13,ambiguous_conflict,3.261,5.038,4.660,5.468,3.941
TRT00625,14,deadline_pressure,2.465,5.450,3.738,3.886,5.080
TRT00625,15,public_presentation,3.767,4.784,4.784,6.663,3.244
TRT00625,16,deadline_pressure,3.553,5.510,3.205,4.017,5.244
TRT00625,17,team_meeting,4.384,4.229,4.235,5.355,4.568
TRT00625,18,team_meeting,4.119,5.116,4.410,5.587,3.454
TRT00626,1,quiet_work,2.933,3.776,1.501,2.299,6.128
TRT00626,2,public_presentation,3.957,3.037,2.357,6.930,4.653
TRT00626,3,deadline_pressure,3.750,3.569,2.376,3.545,5.446
TRT00626,4,team_meeting,3.125,3.730,1.876,4.731,4.194
TRT00626,5,recovery_time,3.070,2.511,2.595,2.863,3.185
TRT00626,6,team_meeting,4.684,4.181,2.539,5.068,4.015
TRT00626,7,recovery_time,3.155,3.267,1.635,2.801,2.493
TRT00626,8,quiet_work,2.584,3.867,1.351,3.134,5.799
TRT00626,9,family_obligation,3.858,3.421,1.995,4.126,6.169
TRT00626,10,recovery_time,2.250,3.129,1.161,1.036,1.120
TRT00626,11,social_event,4.247,2.130,3.746,5.610,1.549
TRT00626,12,deadline_pressure,3.374,3.972,2.321,2.854,5.544
TRT00626,13,family_obligation,3.681,4.324,1.732,5.273,5.281
TRT00626,14,public_presentation,5.295,4.202,2.959,7.000,5.286
TRT00626,15,public_presentation,3.393,3.882,2.332,6.637,4.954
TRT00626,16,family_obligation,4.166,3.590,1.931,4.267,5.089
TRT00626,17,quiet_work,2.790,3.553,2.318,2.315,6.349
TRT00626,18,quiet_work,2.398,3.861,1.164,1.977,6.366
TRT00627,1,social_event,4.022,3.697,4.083,6.782,2.890
TRT00627,2,social_event,5.030,3.368,3.373,6.355,2.753
TRT00627,3,social_event,4.341,2.881,3.609,5.618,3.023
TRT00627,4,team_meeting,3.648,2.862,3.060,5.104,4.014
TRT00627,5,team_meeting,2.691,3.628,3.251,4.167,4.452
TRT00627,6,deadline_pressure,2.755,2.691,2.349,4.306,5.960
TRT00627,7,team_meeting,3.680,4.004,3.327,5.346,4.185
TRT00627,8,deadline_pressure,2.922,3.859,2.978,4.330,6.750
TRT00627,9,team_meeting,4.161,3.725,3.117,5.033,3.622
TRT00627,10,family_obligation,4.143,3.240,3.086,4.501,4.935
TRT00627,11,deadline_pressure,2.541,3.104,3.207,3.132,5.144
TRT00627,12,public_presentation,3.629,3.124,2.987,5.800,4.621
TRT00627,13,deadline_pressure,2.889,3.396,2.809,4.677,6.188
TRT00627,14,team_meeting,4.016,2.588,4.083,4.615,3.754
TRT00627,15,public_presentation,3.531,3.632,3.221,6.163,4.983
TRT00627,16,social_event,4.240,2.943,3.847,6.412,2.621
TRT00627,17,recovery_time,4.059,2.332,3.351,3.407,1.949
TRT00627,18,recovery_time,3.053,3.129,2.707,2.606,2.446
TRT00628,1,recovery_time,4.158,3.888,1.780,1.898,1.978
TRT00628,2,quiet_work,2.565,5.338,2.085,2.597,6.042
TRT00628,3,family_obligation,3.571,5.814,2.228,4.086,5.038
TRT00628,4,quiet_work,1.890,5.301,1.982,1.579,6.425
TRT00628,5,ambiguous_conflict,3.170,5.058,2.214,5.518,3.918
TRT00628,6,quiet_work,2.550,5.210,1.581,2.832,5.443
TRT00628,7,deadline_pressure,3.552,5.611,2.292,5.288,5.483
TRT00628,8,quiet_work,2.956,5.416,1.141,2.032,6.085
TRT00628,9,family_obligation,3.963,6.109,1.697,4.261,5.385
TRT00628,10,public_presentation,3.753,5.168,1.559,6.768,5.602
TRT00628,11,ambiguous_conflict,3.125,5.297,1.588,4.638,3.911
TRT00628,12,team_meeting,3.725,5.397,2.795,4.570,3.510
TRT00628,13,family_obligation,3.143,4.451,2.563,3.777,4.586
TRT00628,14,team_meeting,2.516,4.812,2.141,5.262,3.701
TRT00628,15,family_obligation,2.856,5.033,1.890,3.114,3.978
TRT00628,16,quiet_work,2.165,5.514,1.538,2.237,5.559
TRT00628,17,ambiguous_conflict,3.513,4.225,2.226,5.503,3.961
TRT00628,18,ambiguous_conflict,3.018,4.898,2.224,3.345,4.151
TRT00629,1,public_presentation,3.185,4.372,5.220,6.235,5.662
TRT00629,2,ambiguous_conflict,2.928,4.071,4.604,4.963,4.462
TRT00629,3,ambiguous_conflict,3.184,3.216,5.212,5.026,3.935
TRT00629,4,quiet_work,2.148,3.656,2.933,1.000,6.504
TRT00629,5,team_meeting,2.953,3.695,4.873,4.936,3.976
TRT00629,6,quiet_work,2.577,3.164,3.235,2.506,5.431
TRT00629,7,quiet_work,2.153,3.805,4.561,1.000,5.963
TRT00629,8,social_event,3.503,4.431,4.371,5.986,2.491
TRT00629,9,deadline_pressure,1.934,3.487,4.559,4.324,4.506
TRT00629,10,deadline_pressure,2.740,4.468,3.561,4.451,5.580
TRT00629,11,ambiguous_conflict,3.914,3.294,4.459,5.431,3.399
TRT00629,12,social_event,3.351,3.611,4.889,6.495,3.017
TRT00629,13,ambiguous_conflict,3.460,4.174,4.679,5.570,3.558
TRT00629,14,team_meeting,4.529,3.455,4.256,4.880,3.535
