person_id,conscientiousness_score,extraversion_score,neuroticism_score,mean_state_conscientiousness,sd_state_conscientiousness,mean_state_extraversion,sd_state_extraversion,mean_state_neuroticism,sd_state_neuroticism,n_observations,trait_state_alignment_index,state_variability_index,person_situation_sensitivity_index,aggregation_reliability_index
TRT00689,4.027,4.679,3.370,4.132,0.588,4.371,0.624,3.409,0.651,18,9.720,1.863,3.940,8.054
TRT00690,4.876,4.960,4.224,4.795,0.574,4.657,0.741,3.937,0.525,18,9.578,1.840,3.152,7.821
TRT00691,4.257,1.790,5.744,4.346,0.486,2.377,0.587,4.968,0.453,18,8.376,1.526,3.499,7.495
TRT00692,6.858,2.362,6.162,6.071,0.580,2.900,0.630,5.187,0.587,18,7.747,1.797,3.854,7.523
TRT00693,3.994,2.463,5.041,4.263,0.712,3.013,0.633,4.431,0.581,18,8.600,1.926,3.711,7.913
TRT00694,2.413,4.378,1.383,2.990,0.667,3.901,0.586,2.035,0.659,18,7.944,1.911,3.661,7.374
TRT00695,4.447,2.191,4.379,4.559,0.612,2.857,0.487,4.116,0.634,18,8.824,1.732,3.883,7.853
TRT00696,4.626,2.658,2.295,4.814,0.436,2.950,0.575,2.781,0.718,18,9.198,1.729,4.088,7.689
TRT00697,5.068,4.010,4.718,5.163,0.531,3.840,0.335,4.140,0.476,18,9.364,1.342,3.667,7.561
TRT00698,6.196,3.729,2.945,5.625,0.688,3.727,0.595,3.102,0.538,18,9.152,1.822,3.749,7.344
TRT00699,4.424,4.871,3.231,4.704,0.525,4.595,0.811,3.406,0.567,18,9.132,1.902,3.796,7.531
TRT00700,4.033,2.892,4.012,4.147,0.494,2.940,0.755,3.599,0.810,18,9.062,2.059,3.883,7.683
TRT00701,3.132,2.363,2.148,3.943,0.534,2.874,0.461,2.369,0.603,18,8.873,1.598,3.837,7.550
TRT00702,4.456,4.721,3.426,4.480,0.636,4.253,0.740,3.581,0.497,18,9.341,1.873,3.740,7.824
TRT00703,4.874,4.508,2.213,5.004,0.488,4.238,0.623,2.514,0.583,18,8.968,1.694,3.689,7.876
TRT00704,4.162,1.482,1.795,4.356,0.531,2.383,0.759,2.404,0.504,18,8.292,1.795,4.106,7.540
TRT00705,5.859,5.132,2.215,5.443,0.437,4.535,0.672,2.812,0.695,18,8.444,1.805,4.340,7.483
TRT00706,5.522,4.392,4.998,5.250,0.370,4.390,0.628,4.622,0.725,18,9.621,1.724,3.902,7.979
TRT00707,5.041,4.598,5.024,5.003,0.534,4.222,0.769,4.527,0.582,18,9.052,1.885,3.919,7.759
TRT00708,5.012,3.186,4.462,5.142,0.531,3.543,0.761,4.226,0.670,18,9.148,1.963,4.282,8.148
TRT00709,3.372,4.480,4.641,4.018,0.671,4.234,0.514,4.171,0.920,18,8.606,2.104,3.669,7.522
TRT00710,4.296,2.372,4.960,4.294,0.382,2.938,0.790,4.483,0.566,18,9.090,1.737,3.771,7.488
TRT00711,3.895,3.536,4.144,4.316,0.471,3.669,0.567,3.930,0.666,18,9.381,1.705,4.203,7.755
TRT00712,5.593,3.827,4.265,5.260,0.578,3.598,0.550,3.942,0.704,18,8.960,1.832,3.298,7.790
TRT00713,3.646,3.593,3.289,4.029,0.439,3.562,0.569,3.048,0.555,18,9.537,1.563,3.619,8.219
TRT00714,5.041,4.997,3.281,4.686,0.585,4.407,0.630,3.272,0.704,18,9.144,1.919,4.264,7.917
TRT00715,5.803,4.660,3.824,5.198,0.703,4.300,0.735,3.687,0.631,18,8.804,2.069,3.549,7.414
TRT00716,4.195,4.077,5.437,4.447,0.502,4.081,0.669,4.542,0.970,18,8.927,2.140,3.864,7.655
TRT00717,3.332,4.831,3.999,3.676,0.547,4.456,0.615,3.822,0.599,18,8.605,1.761,3.788,7.639
TRT00718,5.172,3.105,2.978,5.135,0.483,3.528,0.674,3.404,0.568,18,9.111,1.726,4.259,7.631
TRT00719,3.721,2.766,3.592,4.003,0.624,3.017,0.668,3.514,0.453,18,9.635,1.746,3.704,7.796
TRT00720,4.995,4.170,3.898,4.774,0.579,4.008,0.597,3.736,0.501,18,9.496,1.677,4.071,7.612
TRT00721,3.748,3.884,5.981,4.203,0.522,3.843,0.608,5.381,0.548,18,9.135,1.677,4.267,7.699
TRT00722,3.472,5.134,3.361,3.965,0.805,4.694,0.557,3.333,0.584,18,8.753,1.945,4.250,7.656
TRT00723,3.932,4.132,3.708,4.167,0.451,3.998,0.725,3.716,0.684,18,9.789,1.860,4.048,8.039
TRT00724,4.485,5.026,5.263,4.689,0.522,4.617,0.773,4.627,0.645,18,8.907,1.940,3.910,8.262
TRT00725,3.321,4.190,2.540,3.826,0.638,4.012,0.856,2.843,0.592,18,9.093,2.086,4.032,8.068
TRT00726,5.023,3.810,3.063,4.928,0.438,3.858,0.640,3.467,0.567,18,9.482,1.644,3.811,8.113
TRT00727,2.295,2.762,3.405,3.221,0.523,3.067,0.702,3.224,0.541,18,8.269,1.767,3.737,7.288
TRT00728,2.717,5.041,2.997,3.176,0.542,4.655,0.791,3.456,0.503,18,8.872,1.837,3.668,7.552
TRT00729,2.389,1.240,1.909,3.349,0.445,2.297,0.638,2.674,0.697,18,7.396,1.780,4.220,7.571
TRT00730,4.687,4.307,2.267,4.891,0.600,4.397,0.517,2.775,0.729,18,9.365,1.847,4.636,7.601
TRT00731,6.183,3.927,2.089,5.663,0.363,3.689,0.657,2.422,0.717,18,8.541,1.738,4.264,7.832
TRT00732,5.258,3.658,3.597,5.031,0.771,3.833,0.525,3.777,0.580,18,9.540,1.875,3.493,7.716
TRT00733,4.287,3.831,4.042,4.492,0.686,3.780,0.649,3.818,0.754,18,9.708,2.089,3.552,7.830
TRT00734,4.356,2.202,4.811,4.557,0.642,2.630,0.636,4.510,0.600,18,9.439,1.878,3.765,7.783
TRT00735,2.661,1.459,4.472,3.135,0.507,2.318,0.726,4.009,0.582,18,8.400,1.814,4.097,7.383
TRT00736,3.634,4.905,3.492,3.936,0.645,4.400,0.618,3.558,0.714,18,9.177,1.978,3.791,7.733
TRT00737,2.933,3.260,2.118,3.274,0.570,3.473,0.481,2.459,0.663,18,8.773,1.714,3.621,7.598
TRT00738,3.108,4.273,4.049,3.797,0.515,3.839,0.546,3.733,0.532,18,8.650,1.592,3.695,7.661
TRT00739,4.796,3.508,3.527,4.825,0.512,3.550,0.647,3.423,0.787,18,9.844,1.946,3.708,8.253
TRT00740,4.322,3.726,4.042,4.538,0.553,3.660,0.677,3.641,0.665,18,9.140,1.895,4.124,7.942
TRT00741,5.258,3.854,4.212,5.025,0.608,3.904,0.583,4.164,0.722,18,9.745,1.913,4.238,8.317
TRT00742,4.734,3.499,3.696,4.639,0.749,3.482,0.610,3.610,0.662,18,9.676,2.022,3.691,7.802
TRT00743,4.394,5.030,4.881,4.479,0.587,4.353,0.476,4.312,0.396,18,8.739,1.459,3.333,7.580
TRT00744,2.412,3.150,3.699,2.866,0.601,3.071,0.523,3.429,0.742,18,9.299,1.866,3.425,7.936
TRT00745,3.784,3.251,5.628,4.155,0.531,3.543,0.566,4.786,0.595,18,8.684,1.692,3.862,7.681
TRT00746,5.462,3.627,3.896,5.115,0.484,3.545,0.700,3.667,0.564,18,9.211,1.748,4.091,7.696
TRT00747,4.787,3.793,4.710,4.888,0.657,3.923,0.607,4.671,0.484,18,9.638,1.748,4.379,7.866
TRT00748,4.257,2.857,2.764,4.711,0.718,3.300,0.691,3.082,0.759,18,8.518,2.169,4.338,7.556
TRT00749,5.448,2.548,2.731,5.242,0.554,2.960,0.509,3.108,0.479,18,9.012,1.542,4.007,8.270
TRT00750,6.860,4.876,4.978,6.008,0.640,4.574,0.679,4.364,0.608,18,8.468,1.927,4.247,7.337
TRT00751,2.937,3.802,2.734,3.498,0.510,3.731,0.509,3.114,0.494,18,8.998,1.513,4.020,8.049
TRT00752,3.729,2.065,2.908,4.236,0.667,2.709,0.527,3.136,0.634,18,8.907,1.828,3.796,7.490
TRT00753,5.531,4.241,5.389,5.287,0.803,3.903,0.530,4.445,0.721,18,8.544,2.054,3.353,7.370
TRT00754,3.507,3.949,1.510,3.915,0.571,3.675,0.427,2.018,0.688,18,8.871,1.686,4.075,7.525
TRT00755,4.481,3.181,4.729,4.685,0.579,3.359,0.726,4.329,0.634,18,8.977,1.939,3.874,7.941
TRT00756,4.095,1.514,3.314,4.246,0.558,2.412,0.590,3.523,0.616,18,8.661,1.763,3.303,7.668
TRT00757,2.900,4.384,5.257,3.541,0.560,4.123,0.624,4.173,0.620,18,7.666,1.805,3.581,7.264
TRT00758,4.364,4.389,4.582,4.337,0.720,4.046,0.742,4.111,0.705,18,9.219,2.168,3.458,7.749
TRT00759,5.871,4.850,2.834,5.421,0.359,4.673,0.518,3.551,0.516,18,8.307,1.393,4.258,8.071
TRT00760,4.428,4.317,3.652,4.559,0.352,3.980,0.642,3.443,0.583,18,9.254,1.576,3.719,8.032
TRT00761,4.046,3.024,3.138,3.886,0.479,3.412,0.445,3.297,0.559,18,9.488,1.484,3.609,7.873
TRT00762,5.236,3.396,5.780,5.038,0.486,3.611,0.595,5.025,0.677,18,8.680,1.758,4.253,7.641
TRT00763,2.317,4.927,4.771,2.988,0.522,4.278,0.545,4.504,0.763,18,8.634,1.829,3.512,7.385
TRT00764,5.752,5.713,2.265,5.324,0.536,4.913,0.491,2.587,0.549,18,8.362,1.576,3.977,7.461
TRT00765,5.274,2.793,3.328,4.911,0.607,3.373,0.758,3.382,0.683,18,8.776,2.049,4.026,7.853
TRT00766,2.632,4.093,4.737,3.262,0.479,3.856,0.707,4.180,0.464,18,8.142,1.649,4.233,7.349
TRT00767,3.738,5.114,4.114,4.141,0.519,4.645,0.581,3.959,0.668,18,9.058,1.769,3.886,7.523
TRT00768,3.318,1.553,3.529,3.964,0.537,1.957,0.617,3.467,0.582,18,8.834,1.736,3.817,7.896
TRT00769,4.298,3.950,3.797,4.079,0.535,3.741,0.571,3.690,0.643,18,9.522,1.749,3.847,8.150
TRT00770,5.047,4.644,4.654,5.173,0.666,4.324,0.502,4.273,0.682,18,9.040,1.849,4.039,8.016
TRT00771,4.201,4.508,1.788,4.251,0.612,4.180,0.651,2.634,0.534,18,8.783,1.797,4.269,7.380
TRT00772,3.274,4.156,3.450,3.733,0.344,3.760,0.604,3.682,0.570,18,9.081,1.517,3.822,7.790
TRT00773,4.886,3.580,5.954,4.858,0.511,3.657,0.642,5.063,0.658,18,8.777,1.811,3.674,7.537
TRT00774,4.975,3.560,5.590,4.874,0.658,3.594,0.584,4.843,0.519,18,8.806,1.762,3.512,7.357
TRT00775,3.799,3.212,3.216,3.933,0.644,3.453,0.611,3.285,0.660,18,9.856,1.915,4.079,7.699
TRT00776,3.986,5.991,3.931,4.304,0.580,5.313,0.591,3.818,0.508,18,8.812,1.678,3.918,7.722
TRT00777,3.782,3.598,2.909,3.915,0.519,3.588,0.431,3.202,0.578,18,9.627,1.528,3.805,8.068
TRT00778,5.655,3.403,2.302,5.457,0.744,3.313,0.522,2.526,0.587,18,9.651,1.853,3.230,7.815
TRT00779,3.403,4.255,3.707,3.877,0.565,4.103,0.441,3.748,0.642,18,9.401,1.649,3.523,8.218
TRT00780,2.928,4.603,4.528,3.525,0.530,4.449,0.627,4.298,0.586,18,9.078,1.742,4.201,7.885
TRT00781,3.561,3.524,3.399,3.927,0.444,3.498,0.710,3.429,0.653,18,9.524,1.806,3.280,7.824
TRT00782,3.563,3.675,4.086,3.915,0.513,3.579,0.716,3.778,0.704,18,9.043,1.933,3.909,7.539
TRT00783,5.123,2.605,5.137,5.220,0.759,2.999,0.328,4.542,0.583,18,9.146,1.670,3.695,8.018
TRT00784,3.964,4.908,5.296,4.305,0.464,4.506,0.643,4.933,0.495,18,8.857,1.602,4.047,7.478
TRT00785,6.926,5.622,2.788,5.702,0.528,4.708,0.449,3.086,0.568,18,7.605,1.545,3.481,6.924
TRT00786,4.372,4.879,3.727,4.404,0.605,4.385,0.766,3.631,0.567,18,9.360,1.937,3.892,7.923
TRT00787,4.667,5.077,5.507,4.643,0.716,4.528,0.527,4.713,0.601,18,8.717,1.844,4.071,7.723
TRT00788,4.516,3.617,2.605,4.693,0.469,3.640,0.650,3.108,0.938,18,8.978,2.057,4.054,7.609
TRT00789,3.857,3.850,4.754,4.203,0.595,3.792,0.590,4.525,0.630,18,9.097,1.815,3.300,7.797
TRT00790,3.253,3.735,4.308,3.688,0.792,3.624,0.681,3.835,0.566,18,9.113,2.040,3.869,7.660
TRT00791,5.539,4.598,3.500,5.076,0.445,4.079,0.780,3.396,0.673,18,8.857,1.898,3.683,7.817
TRT00792,4.675,3.614,5.552,4.605,0.600,3.495,0.705,4.830,0.628,18,9.156,1.933,3.752,7.911
TRT00793,4.016,4.099,3.587,4.287,0.617,3.862,0.767,3.494,0.564,18,9.475,1.947,4.185,8.129
TRT00794,3.821,3.043,3.475,4.274,0.623,3.275,0.757,3.340,0.668,18,9.370,2.048,3.993,7.787
TRT00795,5.247,3.556,4.536,4.816,0.715,3.582,0.655,3.985,0.541,18,8.246,1.911,4.081,7.410
TRT00796,4.590,3.582,3.515,4.562,0.485,3.287,0.686,3.224,0.694,18,9.421,1.865,3.612,7.691
TRT00797,4.874,4.599,5.199,4.741,0.649,4.086,0.530,4.635,0.519,18,8.790,1.697,3.454,7.483
TRT00798,3.574,3.847,3.125,4.031,0.512,4.179,0.563,3.594,0.457,18,8.594,1.532,4.198,7.548
TRT00799,3.479,3.690,4.145,3.890,0.467,3.583,0.619,3.864,0.467,18,9.344,1.553,3.856,7.726
TRT00800,4.207,3.933,4.569,4.537,0.556,3.580,0.583,3.952,0.654,18,8.803,1.793,3.796,7.731
