person_id,assessment_context,occasion,trait_score,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_assertiveness,state_withdrawal,situation_demand,situation_sociality,situation_evaluation,situation_trust,situation_autonomy,situation_threat,behavioral_consistency_marker,conditional_signature_score,state_inertia_marker
PSD00112,institutional_pressure_context,14,4.994,4.940,4.751,3.204,4.162,5.410,3.678,2.212,3.004,2.050,4.999,2.838,2.658,2.911,6.644,1.935,0.218
PSD00112,institutional_pressure_context,15,4.994,4.940,4.751,3.204,3.427,4.895,2.972,2.173,4.370,3.679,6.126,3.394,1.575,7.000,6.091,1.737,0.499
PSD00112,institutional_pressure_context,16,4.994,4.940,4.751,3.204,3.821,5.654,3.255,2.111,4.481,1.021,3.778,1.674,3.602,4.888,6.232,1.962,0.374
PSD00113,institutional_pressure_context,1,3.991,3.737,4.411,4.555,2.745,4.328,4.305,3.597,5.201,3.252,6.271,3.222,3.600,5.476,6.366,1.698,0.419
PSD00113,institutional_pressure_context,2,3.991,3.737,4.411,4.555,2.862,4.905,2.295,4.030,5.250,1.519,4.892,1.042,2.112,4.968,6.502,1.637,0.784
PSD00113,institutional_pressure_context,3,3.991,3.737,4.411,4.555,1.818,4.258,2.904,4.449,5.002,3.326,3.478,1.737,1.818,4.759,6.235,1.378,0.679
PSD00113,institutional_pressure_context,4,3.991,3.737,4.411,4.555,1.766,4.087,3.471,4.502,5.643,1.308,5.110,1.892,1.000,5.342,6.228,1.765,0.211
PSD00113,institutional_pressure_context,5,3.991,3.737,4.411,4.555,2.741,4.627,3.978,3.783,5.368,2.478,4.762,2.749,2.263,3.970,6.588,1.456,0.685
PSD00113,institutional_pressure_context,6,3.991,3.737,4.411,4.555,2.715,4.365,3.559,4.182,5.012,2.764,3.889,2.826,1.451,5.202,7.241,1.559,0.277
PSD00113,institutional_pressure_context,7,3.991,3.737,4.411,4.555,2.090,5.083,2.505,4.756,3.983,4.141,4.046,2.046,1.862,5.148,6.177,1.460,0.743
PSD00113,institutional_pressure_context,8,3.991,3.737,4.411,4.555,2.888,4.218,4.029,4.682,3.236,2.351,5.162,1.773,4.668,5.625,6.745,1.614,0.815
PSD00113,institutional_pressure_context,9,3.991,3.737,4.411,4.555,2.248,4.723,3.728,4.373,5.075,3.565,4.326,2.055,3.165,4.537,6.664,1.487,0.439
PSD00113,institutional_pressure_context,10,3.991,3.737,4.411,4.555,2.525,4.492,3.794,4.459,5.012,2.674,3.895,1.481,4.444,5.882,6.364,1.512,0.165
PSD00113,institutional_pressure_context,11,3.991,3.737,4.411,4.555,2.655,4.347,3.958,4.121,3.871,1.877,4.002,1.959,4.679,5.810,6.772,1.483,0.194
PSD00113,institutional_pressure_context,12,3.991,3.737,4.411,4.555,2.070,4.442,2.991,4.201,4.790,4.147,3.739,1.512,2.242,4.727,6.662,1.230,0.432
PSD00113,institutional_pressure_context,13,3.991,3.737,4.411,4.555,3.432,4.532,3.472,4.474,4.658,5.004,4.056,2.606,1.433,4.079,7.393,0.919,0.552
PSD00113,institutional_pressure_context,14,3.991,3.737,4.411,4.555,3.331,4.212,2.957,4.084,3.524,3.099,3.706,3.269,3.445,6.462,6.752,1.740,0.331
PSD00113,institutional_pressure_context,15,3.991,3.737,4.411,4.555,3.125,4.136,3.100,4.271,4.165,3.695,3.534,2.870,3.460,6.273,6.705,1.551,0.153
PSD00113,institutional_pressure_context,16,3.991,3.737,4.411,4.555,1.799,4.687,2.822,4.996,4.631,2.293,5.337,2.628,2.207,4.449,6.388,1.637,0.720
PSD00114,institutional_pressure_context,1,3.751,4.107,4.045,4.547,3.446,4.437,2.370,4.032,6.161,1.000,4.043,4.132,2.549,5.989,7.083,2.054,0.847
PSD00114,institutional_pressure_context,2,3.751,4.107,4.045,4.547,3.134,4.180,3.544,3.106,3.560,1.640,4.905,2.896,3.010,4.414,6.414,1.407,0.667
PSD00114,institutional_pressure_context,3,3.751,4.107,4.045,4.547,2.656,4.467,2.249,5.257,4.455,3.993,7.000,1.000,1.010,6.570,6.234,2.394,1.053
PSD00114,institutional_pressure_context,4,3.751,4.107,4.045,4.547,2.211,3.860,3.004,4.475,4.689,2.138,3.348,3.026,2.582,5.386,7.007,1.579,0.647
PSD00114,institutional_pressure_context,5,3.751,4.107,4.045,4.547,2.307,3.994,2.582,4.019,5.542,2.879,3.175,2.908,4.027,6.041,6.209,1.578,0.277
PSD00114,institutional_pressure_context,6,3.751,4.107,4.045,4.547,2.831,4.459,3.299,3.532,4.785,1.748,6.104,2.821,2.514,5.347,6.366,1.518,0.548
PSD00114,institutional_pressure_context,7,3.751,4.107,4.045,4.547,4.060,4.792,4.744,2.818,4.734,4.100,5.596,3.289,3.715,2.462,6.646,2.110,0.930
PSD00114,institutional_pressure_context,8,3.751,4.107,4.045,4.547,2.841,4.348,3.319,4.636,4.546,5.075,5.831,1.000,2.339,4.754,6.752,1.645,1.227
PSD00114,institutional_pressure_context,9,3.751,4.107,4.045,4.547,3.505,4.843,3.376,4.163,5.065,1.285,4.354,1.011,4.499,3.069,6.643,1.629,0.422
PSD00114,institutional_pressure_context,10,3.751,4.107,4.045,4.547,3.041,3.651,3.192,4.987,3.608,1.260,5.865,1.000,2.585,4.094,7.218,1.511,0.666
PSD00114,institutional_pressure_context,11,3.751,4.107,4.045,4.547,3.427,4.449,2.814,3.411,5.862,1.027,4.189,3.604,1.937,5.259,6.323,2.198,0.785
PSD00114,institutional_pressure_context,12,3.751,4.107,4.045,4.547,3.676,4.689,3.961,4.374,3.605,1.605,4.348,3.308,2.655,5.035,7.120,1.596,0.650
PSD00114,institutional_pressure_context,13,3.751,4.107,4.045,4.547,2.860,4.777,3.610,5.084,4.896,1.793,6.192,1.495,1.524,5.319,6.749,1.814,0.491
PSD00114,institutional_pressure_context,14,3.751,4.107,4.045,4.547,3.115,4.205,3.532,3.224,4.741,3.953,4.064,1.563,4.248,3.490,6.698,1.162,0.691
PSD00114,institutional_pressure_context,15,3.751,4.107,4.045,4.547,3.180,4.126,3.460,3.915,3.528,2.610,4.576,2.836,3.781,5.721,7.117,1.628,0.227
PSD00114,institutional_pressure_context,16,3.751,4.107,4.045,4.547,3.168,4.627,3.968,4.456,4.719,3.385,5.669,2.489,2.291,4.252,6.483,1.505,0.390
PSD00115,institutional_pressure_context,1,3.044,3.515,4.932,5.390,2.370,2.917,1.671,5.096,2.335,3.995,4.069,1.440,1.515,6.083,5.969,1.746,1.090
PSD00115,institutional_pressure_context,2,3.044,3.515,4.932,5.390,2.492,3.851,3.156,3.919,4.994,3.144,4.321,2.796,1.784,3.432,6.132,1.253,0.929
PSD00115,institutional_pressure_context,3,3.044,3.515,4.932,5.390,2.217,3.762,3.299,4.206,4.945,2.824,4.784,1.121,2.900,4.187,6.285,1.211,0.198
PSD00115,institutional_pressure_context,4,3.044,3.515,4.932,5.390,2.308,5.412,2.991,3.761,5.348,4.136,5.646,3.327,1.918,4.569,5.938,1.737,0.623
PSD00115,institutional_pressure_context,5,3.044,3.515,4.932,5.390,3.268,5.385,4.203,3.231,6.550,2.862,4.585,5.035,4.141,4.696,6.321,1.812,0.682
PSD00115,institutional_pressure_context,6,3.044,3.515,4.932,5.390,2.458,4.922,2.724,5.182,5.514,2.664,2.602,1.462,3.211,6.536,7.282,1.689,1.176
PSD00115,institutional_pressure_context,7,3.044,3.515,4.932,5.390,2.689,6.023,3.090,3.795,5.951,4.238,5.433,4.205,2.789,5.210,6.152,1.506,0.771
PSD00115,institutional_pressure_context,8,3.044,3.515,4.932,5.390,2.050,5.222,2.795,5.430,5.221,1.000,6.481,3.157,1.800,5.814,6.535,1.805,0.842
PSD00115,institutional_pressure_context,9,3.044,3.515,4.932,5.390,1.915,5.708,2.303,5.003,5.375,2.695,5.268,2.172,2.187,5.803,6.366,1.421,0.385
PSD00115,institutional_pressure_context,10,3.044,3.515,4.932,5.390,2.398,5.759,2.395,5.314,6.329,3.813,5.123,1.292,2.326,5.502,6.110,1.917,0.234
PSD00115,institutional_pressure_context,11,3.044,3.515,4.932,5.390,2.009,4.564,3.176,4.959,3.282,1.420,3.887,2.802,4.076,5.650,6.461,1.316,0.680
PSD00115,institutional_pressure_context,12,3.044,3.515,4.932,5.390,2.118,5.376,3.124,4.366,5.694,1.996,5.118,2.055,2.924,5.489,6.487,1.926,0.392
PSD00115,institutional_pressure_context,13,3.044,3.515,4.932,5.390,2.170,4.936,3.477,5.280,4.959,1.000,6.446,1.907,2.532,5.952,6.706,1.721,0.440
PSD00115,institutional_pressure_context,14,3.044,3.515,4.932,5.390,2.824,4.723,2.806,4.887,1.905,4.522,4.042,2.830,3.263,4.556,6.592,1.125,0.483
PSD00115,institutional_pressure_context,15,3.044,3.515,4.932,5.390,3.394,5.654,3.358,3.476,4.368,2.931,5.671,4.917,3.078,4.278,6.704,1.716,0.866
PSD00115,institutional_pressure_context,16,3.044,3.515,4.932,5.390,4.087,4.663,2.900,3.296,3.758,2.922,3.701,5.001,3.378,3.869,6.542,1.158,0.580
PSD00116,institutional_pressure_context,1,3.983,3.234,4.404,5.154,2.017,4.505,3.147,4.799,4.475,1.733,4.811,2.264,2.368,4.400,6.536,1.669,1.004
PSD00116,institutional_pressure_context,2,3.983,3.234,4.404,5.154,2.584,5.570,4.101,4.392,5.033,1.125,4.438,2.447,3.022,5.295,6.383,1.477,0.748
PSD00116,institutional_pressure_context,3,3.983,3.234,4.404,5.154,2.270,5.471,4.247,4.968,5.192,2.443,4.983,1.000,2.736,2.597,6.663,1.738,0.284
PSD00116,institutional_pressure_context,4,3.983,3.234,4.404,5.154,1.838,4.951,2.944,5.510,3.966,1.754,5.802,2.076,1.991,6.954,6.460,1.706,0.699
PSD00116,institutional_pressure_context,5,3.983,3.234,4.404,5.154,2.526,4.654,3.640,5.532,5.312,3.238,5.947,1.310,2.517,6.132,6.652,2.120,0.426
PSD00116,institutional_pressure_context,6,3.983,3.234,4.404,5.154,2.893,5.479,3.155,4.734,5.290,2.214,7.000,2.899,3.319,4.354,6.732,1.753,0.619
PSD00116,institutional_pressure_context,7,3.983,3.234,4.404,5.154,2.585,4.735,3.569,3.866,4.185,3.566,5.424,3.123,3.161,5.438,6.681,2.034,0.583
PSD00116,institutional_pressure_context,8,3.983,3.234,4.404,5.154,2.510,3.747,3.062,3.309,2.840,4.343,5.357,2.974,2.081,2.953,6.022,1.750,0.532
PSD00116,institutional_pressure_context,9,3.983,3.234,4.404,5.154,2.134,4.617,2.228,3.706,3.159,2.217,3.072,2.508,3.609,4.581,6.034,1.898,0.619
PSD00116,institutional_pressure_context,10,3.983,3.234,4.404,5.154,2.787,4.801,3.138,4.464,5.191,2.633,5.242,3.311,1.811,5.317,6.770,1.568,0.626
PSD00116,institutional_pressure_context,11,3.983,3.234,4.404,5.154,2.396,4.633,3.500,4.161,5.027,3.076,4.719,2.240,2.366,4.335,6.378,1.120,0.306
PSD00116,institutional_pressure_context,12,3.983,3.234,4.404,5.154,2.299,4.495,2.858,4.022,6.086,2.548,3.328,1.697,2.669,5.502,6.468,1.766,0.254
PSD00116,institutional_pressure_context,13,3.983,3.234,4.404,5.154,2.251,4.393,2.546,4.135,4.743,2.326,4.404,1.193,2.062,5.306,6.589,2.063,0.144
PSD00116,institutional_pressure_context,14,3.983,3.234,4.404,5.154,1.831,4.799,4.302,4.553,5.090,1.968,4.798,2.411,2.370,4.367,6.633,1.250,0.750
PSD00116,institutional_pressure_context,15,3.983,3.234,4.404,5.154,2.633,5.176,3.544,4.315,4.765,1.040,4.875,3.342,3.392,5.093,6.707,1.384,0.544
PSD00116,institutional_pressure_context,16,3.983,3.234,4.404,5.154,3.146,4.939,4.051,4.316,5.143,1.299,4.407,4.509,2.577,5.006,6.486,1.469,0.314
PSD00117,institutional_pressure_context,1,4.377,5.109,3.530,4.048,3.871,5.680,3.551,3.067,5.210,1.797,4.193,2.897,3.690,4.778,6.246,1.911,1.189
PSD00117,institutional_pressure_context,2,4.377,5.109,3.530,4.048,3.839,3.674,2.942,3.361,4.172,2.440,4.179,2.175,2.052,5.164,6.287,1.931,0.735
PSD00117,institutional_pressure_context,3,4.377,5.109,3.530,4.048,3.284,4.732,3.256,2.674,5.680,3.176,4.951,2.776,2.999,7.000,6.050,2.065,0.654
PSD00117,institutional_pressure_context,4,4.377,5.109,3.530,4.048,3.908,3.981,3.109,3.128,3.766,2.385,3.681,2.665,1.000,3.097,6.070,1.187,0.494
PSD00117,institutional_pressure_context,5,4.377,5.109,3.530,4.048,3.227,4.336,2.927,2.669,3.334,1.420,4.602,1.000,3.622,4.960,5.996,2.190,0.419
PSD00117,institutional_pressure_context,6,4.377,5.109,3.530,4.048,4.161,4.580,4.040,3.062,6.045,3.066,3.443,3.976,3.026,5.729,6.251,1.599,0.671
PSD00117,institutional_pressure_context,7,4.377,5.109,3.530,4.048,3.815,3.054,3.904,3.396,2.860,1.292,4.158,2.914,3.879,6.719,6.380,1.862,0.585
PSD00117,institutional_pressure_context,8,4.377,5.109,3.530,4.048,3.605,4.217,3.486,2.871,5.250,3.389,5.257,1.237,1.831,3.149,6.199,1.914,0.579
PSD00117,institutional_pressure_context,9,4.377,5.109,3.530,4.048,3.622,4.041,2.902,3.268,4.856,2.903,4.252,3.128,1.199,4.902,5.821,1.567,0.293
PSD00117,institutional_pressure_context,10,4.377,5.109,3.530,4.048,3.922,4.725,4.109,3.292,4.665,2.087,4.977,1.000,4.618,4.816,6.145,1.611,0.554
PSD00117,institutional_pressure_context,11,4.377,5.109,3.530,4.048,4.362,4.998,4.216,3.733,5.287,3.377,4.541,2.596,2.939,7.000,6.755,1.611,0.315
PSD00117,institutional_pressure_context,12,4.377,5.109,3.530,4.048,4.297,3.842,3.576,3.091,3.151,3.484,3.731,2.171,1.400,3.582,6.407,1.524,0.626
PSD00117,institutional_pressure_context,13,4.377,5.109,3.530,4.048,4.251,4.554,4.200,2.312,4.315,3.755,4.769,3.149,2.745,3.623,6.496,1.413,0.540
PSD00117,institutional_pressure_context,14,4.377,5.109,3.530,4.048,4.019,4.396,3.186,2.468,4.889,2.115,4.015,2.018,2.783,3.645,6.177,1.698,0.390
PSD00117,institutional_pressure_context,15,4.377,5.109,3.530,4.048,4.070,4.009,3.447,2.834,3.823,1.000,3.572,2.467,3.590,4.258,6.426,1.862,0.266
PSD00117,institutional_pressure_context,16,4.377,5.109,3.530,4.048,3.704,4.857,3.050,3.349,5.900,1.000,4.127,1.156,2.479,4.502,5.613,1.771,0.532
PSD00118,institutional_pressure_context,1,3.780,4.999,4.293,4.770,4.206,4.403,2.849,3.854,5.709,1.911,5.308,1.879,2.769,5.725,6.507,2.247,0.762
PSD00118,institutional_pressure_context,2,3.780,4.999,4.293,4.770,4.337,4.542,2.334,3.389,3.894,5.796,2.828,1.179,2.832,3.640,6.113,2.048,0.313
PSD00118,institutional_pressure_context,3,3.780,4.999,4.293,4.770,4.622,5.361,4.165,4.349,5.483,1.506,6.756,3.608,3.220,4.516,6.718,1.916,0.974
PSD00118,institutional_pressure_context,4,3.780,4.999,4.293,4.770,4.526,4.635,2.803,3.521,6.719,1.000,3.467,3.099,2.807,3.595,6.412,1.794,0.753
PSD00118,institutional_pressure_context,5,3.780,4.999,4.293,4.770,3.813,5.081,3.107,3.981,6.711,3.500,3.067,1.613,1.957,4.272,6.203,1.315,0.481
PSD00118,institutional_pressure_context,6,3.780,4.999,4.293,4.770,3.662,5.568,3.456,3.598,4.871,2.413,5.807,1.255,2.012,4.560,5.854,1.321,0.343
PSD00118,institutional_pressure_context,7,3.780,4.999,4.293,4.770,4.007,4.282,2.716,3.649,4.989,3.944,4.444,2.049,2.838,5.436,6.510,1.570,0.606
PSD00118,institutional_pressure_context,8,3.780,4.999,4.293,4.770,5.098,4.551,3.561,3.858,5.713,1.932,4.173,2.802,2.388,4.656,6.602,1.658,0.603
PSD00118,institutional_pressure_context,9,3.780,4.999,4.293,4.770,3.939,4.528,3.274,3.859,6.333,3.482,3.927,2.521,2.062,4.925,6.384,1.724,0.368
PSD00118,institutional_pressure_context,10,3.780,4.999,4.293,4.770,3.732,5.091,3.068,3.279,5.964,2.244,4.215,2.154,2.998,5.398,5.992,1.780,0.389
PSD00118,institutional_pressure_context,11,3.780,4.999,4.293,4.770,3.603,4.036,3.597,3.470,4.190,4.003,4.071,2.242,2.208,5.240,6.145,1.387,0.476
PSD00118,institutional_pressure_context,12,3.780,4.999,4.293,4.770,4.508,5.360,3.689,3.350,4.478,2.950,4.787,3.124,3.578,3.917,6.625,1.400,0.610
PSD00118,institutional_pressure_context,13,3.780,4.999,4.293,4.770,4.546,5.592,3.802,2.853,6.424,2.119,5.585,3.900,3.658,5.307,5.829,1.978,0.220
PSD00118,institutional_pressure_context,14,3.780,4.999,4.293,4.770,3.731,4.886,2.452,3.329,4.626,2.578,4.846,1.421,2.361,4.940,6.164,1.994,0.837
PSD00118,institutional_pressure_context,15,3.780,4.999,4.293,4.770,4.036,4.745,2.661,3.541,5.022,1.000,4.380,3.194,2.035,5.496,6.464,2.263,0.217
PSD00118,institutional_pressure_context,16,3.780,4.999,4.293,4.770,3.949,5.271,2.851,3.894,3.725,1.293,4.810,1.998,4.908,3.953,6.515,1.735,0.289
PSD00119,institutional_pressure_context,1,4.210,4.444,4.300,4.485,3.753,3.610,3.577,3.222,3.023,1.984,4.403,2.185,3.052,5.469,6.666,1.707,0.670
PSD00119,institutional_pressure_context,2,4.210,4.444,4.300,4.485,3.752,4.117,4.026,3.483,3.835,1.647,5.023,3.005,3.735,5.408,6.744,2.083,0.305
PSD00119,institutional_pressure_context,3,4.210,4.444,4.300,4.485,3.490,5.284,3.324,3.187,4.625,3.576,3.478,2.251,2.429,5.088,6.015,1.557,0.607
PSD00119,institutional_pressure_context,4,4.210,4.444,4.300,4.485,3.607,5.221,2.817,3.241,5.961,2.694,5.143,1.123,4.208,5.952,5.889,2.225,0.185
PSD00119,institutional_pressure_context,5,4.210,4.444,4.300,4.485,4.248,4.736,2.920,2.676,4.169,3.414,3.522,4.135,1.000,5.267,6.573,1.394,0.448
PSD00119,institutional_pressure_context,6,4.210,4.444,4.300,4.485,3.493,5.314,2.790,3.284,7.000,3.505,5.922,1.888,2.703,5.288,6.002,1.935,0.518
PSD00119,institutional_pressure_context,7,4.210,4.444,4.300,4.485,3.641,5.748,3.972,2.796,5.664,1.000,6.127,3.169,3.166,4.453,6.521,1.966,0.563
PSD00119,institutional_pressure_context,8,4.210,4.444,4.300,4.485,3.761,5.248,4.446,2.340,5.113,2.003,4.817,4.481,4.049,4.507,6.505,2.131,0.388
PSD00119,institutional_pressure_context,9,4.210,4.444,4.300,4.485,4.096,4.471,3.617,2.945,3.520,2.776,5.868,3.250,3.579,4.893,6.851,1.784,0.636
PSD00119,institutional_pressure_context,10,4.210,4.444,4.300,4.485,3.908,4.208,2.639,2.072,4.618,2.493,3.667,2.828,2.495,4.231,6.292,1.999,0.575
PSD00119,institutional_pressure_context,11,4.210,4.444,4.300,4.485,4.902,5.559,3.864,3.434,4.055,4.842,6.317,2.521,2.413,3.365,6.232,1.593,1.233
PSD00119,institutional_pressure_context,12,4.210,4.444,4.300,4.485,3.730,4.753,3.344,2.366,4.030,2.465,6.139,3.035,2.464,4.487,6.422,1.956,0.892
PSD00119,institutional_pressure_context,13,4.210,4.444,4.300,4.485,3.375,4.800,3.536,3.397,3.635,2.723,4.831,1.577,3.302,5.627,6.665,2.079,0.406
PSD00119,institutional_pressure_context,14,4.210,4.444,4.300,4.485,3.600,4.757,3.085,3.084,5.426,3.068,4.413,2.406,2.673,5.557,5.938,1.797,0.258
PSD00119,institutional_pressure_context,15,4.210,4.444,4.300,4.485,3.904,4.534,1.801,3.245,4.153,3.437,4.706,2.167,4.023,6.785,6.271,1.853,0.493
PSD00119,institutional_pressure_context,16,4.210,4.444,4.300,4.485,3.848,4.647,3.240,3.751,3.245,2.244,5.054,1.776,4.520,6.124,6.820,1.801,0.529
PSD00120,institutional_pressure_context,1,4.754,4.970,3.931,4.560,4.277,4.708,4.284,3.786,5.130,2.070,4.798,1.001,2.716,3.123,6.447,1.309,0.541
PSD00120,institutional_pressure_context,2,4.754,4.970,3.931,4.560,3.883,4.233,3.431,3.709,4.392,3.571,3.398,2.214,3.348,4.200,6.431,1.456,0.450
PSD00120,institutional_pressure_context,3,4.754,4.970,3.931,4.560,3.413,4.262,3.734,2.902,4.069,1.890,4.688,2.687,1.759,4.568,6.143,1.771,0.402
PSD00120,institutional_pressure_context,4,4.754,4.970,3.931,4.560,4.511,4.605,3.581,2.903,4.372,1.779,5.158,2.899,3.513,4.050,6.547,1.469,0.399
PSD00120,institutional_pressure_context,5,4.754,4.970,3.931,4.560,4.285,3.143,3.365,3.747,4.026,4.070,3.350,2.251,1.000,6.975,6.322,1.614,0.687
PSD00120,institutional_pressure_context,6,4.754,4.970,3.931,4.560,3.569,4.642,2.788,3.878,4.506,2.860,4.510,2.906,3.321,6.103,6.182,1.561,0.731
PSD00120,institutional_pressure_context,7,4.754,4.970,3.931,4.560,3.779,3.863,3.505,3.632,4.002,2.806,5.091,2.446,3.405,5.692,6.335,1.535,0.488
PSD00120,institutional_pressure_context,8,4.754,4.970,3.931,4.560,3.684,3.917,2.830,3.395,4.510,3.785,4.804,4.182,1.112,5.438,6.109,1.885,0.266
PSD00120,institutional_pressure_context,9,4.754,4.970,3.931,4.560,3.594,3.736,3.488,2.531,4.418,1.213,3.869,3.393,2.554,6.295,6.095,2.247,0.449
PSD00120,institutional_pressure_context,10,4.754,4.970,3.931,4.560,4.327,5.227,3.187,3.308,5.441,2.888,5.683,1.249,3.122,4.669,6.102,1.770,0.826
PSD00120,institutional_pressure_context,11,4.754,4.970,3.931,4.560,3.629,3.986,3.740,2.757,5.330,1.536,3.325,3.075,2.716,5.136,6.126,2.157,0.760
PSD00120,institutional_pressure_context,12,4.754,4.970,3.931,4.560,3.865,4.924,3.669,2.592,5.217,2.654,5.377,1.673,5.000,5.013,5.924,1.826,0.352
PSD00120,institutional_pressure_context,13,4.754,4.970,3.931,4.560,4.012,4.678,3.840,3.337,5.277,1.000,4.726,1.298,3.730,5.413,6.008,2.248,0.327
PSD00120,institutional_pressure_context,14,4.754,4.970,3.931,4.560,5.015,3.822,3.871,2.980,4.912,3.204,3.454,4.399,1.860,4.070,6.424,1.714,0.562
PSD00120,institutional_pressure_context,15,4.754,4.970,3.931,4.560,4.083,4.516,3.153,2.506,6.037,2.512,4.506,3.017,2.838,5.989,6.045,1.840,0.704
PSD00120,institutional_pressure_context,16,4.754,4.970,3.931,4.560,3.885,4.837,4.845,4.067,4.942,1.000,6.364,4.167,2.578,5.291,6.734,2.162,0.943
PSD00121,trusted_community_context,1,6.001,5.605,3.945,2.313,6.388,3.406,5.867,1.000,3.783,4.668,1.779,5.388,6.066,2.235,6.721,1.421,0.686
PSD00121,trusted_community_context,2,6.001,5.605,3.945,2.313,5.379,3.310,5.565,1.000,1.578,2.415,3.094,4.641,3.419,4.148,6.478,1.637,0.352
PSD00121,trusted_community_context,3,6.001,5.605,3.945,2.313,5.328,3.670,5.303,1.000,2.429,4.005,1.000,5.689,4.007,2.648,6.810,1.399,0.168
PSD00121,trusted_community_context,4,6.001,5.605,3.945,2.313,6.786,4.119,4.506,1.000,3.788,3.739,2.722,5.616,4.194,2.304,6.479,1.381,0.676
PSD00121,trusted_community_context,5,6.001,5.605,3.945,2.313,5.708,4.352,4.613,1.000,2.561,2.709,3.134,4.256,3.965,2.311,6.322,1.706,0.354
PSD00121,trusted_community_context,6,6.001,5.605,3.945,2.313,6.741,4.334,6.176,1.000,2.337,5.546,4.467,6.031,5.428,3.260,6.540,1.563,0.654
PSD00121,trusted_community_context,7,6.001,5.605,3.945,2.313,7.000,4.519,6.063,1.000,3.165,4.713,2.804,6.090,3.869,1.025,6.392,1.380,0.139
PSD00121,trusted_community_context,8,6.001,5.605,3.945,2.313,6.253,3.447,5.213,1.000,1.295,2.497,2.514,5.063,4.096,2.279,6.545,1.572,0.668
PSD00121,trusted_community_context,9,6.001,5.605,3.945,2.313,6.191,4.147,4.729,1.000,1.709,4.449,4.176,4.972,3.266,1.000,6.610,1.929,0.311
PSD00121,trusted_community_context,10,6.001,5.605,3.945,2.313,6.037,3.548,4.932,1.000,1.307,4.406,1.417,4.277,3.480,3.287,6.181,1.446,0.239
PSD00121,trusted_community_context,11,6.001,5.605,3.945,2.313,6.537,4.402,4.356,1.000,2.888,4.752,1.204,2.401,5.545,3.185,6.315,1.600,0.483
PSD00121,trusted_community_context,12,6.001,5.605,3.945,2.313,6.106,3.910,5.505,1.000,1.757,3.286,1.741,6.812,3.795,1.000,6.691,1.490,0.518
PSD00121,trusted_community_context,13,6.001,5.605,3.945,2.313,6.380,4.372,4.563,1.000,2.105,3.345,2.136,5.862,4.756,1.671,6.205,1.791,0.420
PSD00121,trusted_community_context,14,6.001,5.605,3.945,2.313,5.802,3.734,5.453,1.000,2.175,2.920,1.915,4.111,4.428,1.642,6.309,1.808,0.527
PSD00121,trusted_community_context,15,6.001,5.605,3.945,2.313,6.186,3.781,4.462,1.000,1.577,2.450,2.180,6.381,4.192,3.095,5.860,1.638,0.355
PSD00121,trusted_community_context,16,6.001,5.605,3.945,2.313,6.491,4.315,5.525,1.000,4.492,3.845,1.265,5.838,5.123,2.392,6.348,1.428,0.476
PSD00122,trusted_community_context,1,6.278,5.703,3.445,2.688,6.387,3.322,5.328,1.337,2.206,4.693,2.849,3.638,4.975,2.881,6.831,1.685,0.633
PSD00122,trusted_community_context,2,6.278,5.703,3.445,2.688,6.671,3.089,4.755,1.000,2.759,3.351,2.224,5.364,4.947,1.490,6.202,1.745,0.357
PSD00122,trusted_community_context,3,6.278,5.703,3.445,2.688,6.097,3.631,5.962,1.000,3.970,2.734,1.497,5.335,6.515,1.000,6.341,1.958,0.581
PSD00122,trusted_community_context,4,6.278,5.703,3.445,2.688,6.151,3.329,5.454,1.000,2.950,3.331,1.326,5.173,3.921,1.000,6.781,1.394,0.216
PSD00122,trusted_community_context,5,6.278,5.703,3.445,2.688,6.298,2.598,4.002,1.000,2.860,3.069,2.392,4.039,3.466,4.790,6.060,1.837,0.583
PSD00122,trusted_community_context,6,6.278,5.703,3.445,2.688,5.920,4.239,4.670,1.000,2.417,5.255,1.610,3.956,5.339,3.566,6.030,1.609,0.672
PSD00122,trusted_community_context,7,6.278,5.703,3.445,2.688,5.872,3.768,4.799,1.000,3.078,3.316,2.095,4.009,4.494,2.760,6.142,1.582,0.162
PSD00122,trusted_community_context,8,6.278,5.703,3.445,2.688,7.000,3.730,5.360,1.000,4.292,5.030,1.712,4.423,4.007,1.349,6.121,1.655,0.432
PSD00122,trusted_community_context,9,6.278,5.703,3.445,2.688,7.000,3.383,5.193,1.000,2.413,5.118,1.000,5.269,5.027,2.338,6.262,1.614,0.128
PSD00122,trusted_community_context,10,6.278,5.703,3.445,2.688,5.944,3.375,5.879,1.000,3.283,4.097,3.226,5.041,4.016,3.714,6.534,1.137,0.437
PSD00122,trusted_community_context,11,6.278,5.703,3.445,2.688,6.910,3.543,5.323,1.000,3.565,5.239,1.890,4.437,4.768,1.000,6.547,1.853,0.423
PSD00122,trusted_community_context,12,6.278,5.703,3.445,2.688,6.189,3.825,4.717,1.000,2.835,3.640,3.393,3.985,5.836,3.773,6.481,1.512,0.402
PSD00122,trusted_community_context,13,6.278,5.703,3.445,2.688,6.958,3.406,5.275,1.000,2.908,5.098,3.143,5.573,4.764,2.751,6.321,1.754,0.437
PSD00122,trusted_community_context,14,6.278,5.703,3.445,2.688,6.745,3.321,4.584,1.000,3.252,3.988,1.010,4.442,4.557,3.090,6.253,1.571,0.247
