child_id,developmental_context,inhibition_t1,negative_affect_t1,surgency_t1,effortful_control_t1,parenting_support_t1,family_stress_t1,classroom_support_t2,peer_support_t2,institutional_stability_t2,conscientiousness_t2,neuroticism_t2,social_confidence_t2,regulation_skill_t2,reactivity_regulation_balance,environmental_support_index,developmental_risk_index,adaptive_pathway_score
TEM00501,low_institutional_support_context,3.385,2.182,3.677,6.816,2.656,5.705,1.785,3.106,1.796,5.158,3.387,2.108,4.651,0.423,2.378,3.219,4.058
TEM00502,low_institutional_support_context,3.369,4.340,5.143,3.573,1.793,5.136,3.858,2.613,2.978,4.029,5.042,3.568,2.970,2.798,2.475,4.071,3.303
TEM00503,low_institutional_support_context,2.652,2.491,4.247,5.603,2.025,4.147,2.724,3.739,2.284,4.132,2.533,3.405,4.380,0.763,2.991,3.209,4.271
TEM00504,low_institutional_support_context,2.857,2.454,3.361,5.471,4.408,4.646,4.263,2.454,1.743,4.594,2.271,3.353,4.782,1.165,3.051,3.145,4.187
TEM00505,low_institutional_support_context,3.901,4.014,4.263,4.377,3.445,4.196,1.203,4.169,3.293,3.403,4.343,3.249,3.530,2.395,2.940,4.784,3.686
TEM00506,low_institutional_support_context,4.062,3.690,3.871,3.385,3.717,4.413,1.610,3.263,2.650,4.012,3.486,2.348,3.176,2.796,3.008,4.262,3.515
TEM00507,low_institutional_support_context,4.159,4.256,5.208,3.566,2.436,4.119,3.089,3.058,3.574,3.623,4.056,4.523,3.671,2.772,2.862,4.774,3.917
TEM00508,low_institutional_support_context,4.683,3.364,3.703,4.157,3.486,3.618,2.602,2.617,3.398,4.521,3.004,2.688,4.238,2.149,3.604,4.472,3.702
TEM00509,low_institutional_support_context,3.845,4.745,3.233,4.616,3.383,3.320,2.673,2.685,2.770,3.891,4.035,2.765,3.321,2.892,2.954,4.252,3.725
TEM00510,low_institutional_support_context,4.739,4.257,3.064,3.874,3.234,3.728,1.833,1.759,2.118,3.596,4.320,1.710,3.000,2.972,2.726,4.590,3.294
TEM00511,low_institutional_support_context,3.708,3.457,2.438,3.659,3.370,3.436,2.560,1.913,1.924,3.604,3.896,2.491,3.596,2.240,2.729,4.642,3.332
TEM00512,low_institutional_support_context,3.962,4.436,4.694,2.561,2.614,4.398,3.273,2.379,2.356,2.988,4.276,2.917,2.846,2.985,2.453,5.432,2.569
TEM00513,low_institutional_support_context,3.568,3.666,4.140,4.620,3.887,3.512,2.146,3.344,2.198,4.199,3.115,2.839,4.188,2.129,3.129,4.164,3.893
TEM00514,low_institutional_support_context,4.935,3.637,3.976,3.986,3.382,3.426,2.105,2.417,2.591,3.261,4.458,2.465,3.141,2.801,2.643,3.830,3.280
TEM00515,low_institutional_support_context,4.093,3.080,3.731,3.424,2.629,3.590,3.302,2.904,2.900,4.358,4.187,2.862,3.907,1.516,2.631,3.875,3.197
TEM00516,low_institutional_support_context,3.262,4.860,3.761,3.897,2.669,4.397,2.642,2.821,2.614,3.830,4.485,2.821,3.408,2.354,2.767,4.704,3.463
TEM00517,low_institutional_support_context,3.728,3.216,5.005,3.050,1.000,5.093,2.067,1.904,3.148,2.266,4.185,2.566,2.956,2.340,2.222,4.909,2.965
TEM00518,low_institutional_support_context,5.267,2.899,5.760,4.209,4.136,2.731,2.881,3.153,2.611,4.869,3.050,3.884,4.874,2.278,3.389,3.780,4.289
TEM00519,low_institutional_support_context,4.737,3.409,4.088,4.289,3.096,3.767,2.948,2.194,2.559,3.293,4.204,3.322,3.734,2.360,2.890,4.679,3.123
TEM00520,low_institutional_support_context,3.913,4.839,5.180,3.555,2.787,3.452,2.976,3.433,2.872,3.977,3.768,4.086,3.752,2.847,3.132,4.663,3.332
TEM00521,low_institutional_support_context,4.076,4.330,5.281,3.678,2.082,4.462,2.856,2.614,1.400,3.544,4.363,3.496,2.506,2.316,2.018,5.764,3.576
TEM00522,low_institutional_support_context,4.374,3.760,2.910,3.471,2.039,3.516,2.544,1.900,1.610,3.001,4.394,1.251,4.080,2.844,2.250,4.850,3.285
TEM00523,low_institutional_support_context,4.146,6.156,4.352,5.789,2.530,4.887,3.270,2.175,2.358,5.281,5.986,3.193,4.530,3.141,2.649,5.477,4.253
TEM00524,low_institutional_support_context,4.715,4.313,5.296,5.070,3.672,4.788,3.272,3.639,2.656,4.912,4.076,3.846,4.814,2.647,3.362,4.773,4.580
TEM00525,low_institutional_support_context,3.803,5.538,4.713,5.124,3.853,5.092,2.443,2.314,4.400,4.905,3.981,3.068,3.727,2.580,3.606,4.914,4.157
TEM00526,low_institutional_support_context,3.886,4.801,3.734,5.493,2.179,3.262,2.525,1.595,1.613,5.249,3.933,2.463,3.946,2.141,2.174,3.893,3.882
TEM00527,low_institutional_support_context,4.033,5.056,4.858,3.519,3.005,4.522,1.808,2.857,3.211,3.559,4.637,2.637,3.054,3.165,2.731,5.201,3.017
TEM00528,low_institutional_support_context,5.453,5.216,4.880,4.648,3.050,3.646,1.000,2.635,2.901,3.704,4.899,3.376,3.390,3.238,2.829,5.494,3.875
TEM00529,low_institutional_support_context,4.649,3.530,5.209,5.497,2.985,3.823,1.837,2.230,1.515,4.117,4.082,2.633,4.657,2.282,2.341,4.303,4.122
TEM00530,low_institutional_support_context,3.144,4.600,5.524,5.235,1.898,4.188,3.002,3.163,1.295,4.262,4.632,3.888,4.376,1.723,2.260,4.241,4.266
TEM00531,low_institutional_support_context,3.657,4.965,5.082,4.799,4.475,4.523,3.551,2.772,1.357,4.109,4.380,4.084,4.028,2.176,3.539,4.222,4.459
TEM00532,low_institutional_support_context,3.732,4.632,4.004,4.352,3.357,4.276,2.418,2.688,2.310,3.190,3.210,3.104,4.015,2.340,2.968,4.811,3.226
TEM00533,low_institutional_support_context,4.958,4.892,4.865,5.590,4.085,5.219,2.294,2.440,2.819,4.456,5.491,2.989,4.352,2.298,3.002,4.709,4.778
TEM00534,low_institutional_support_context,3.973,5.620,5.417,3.903,2.878,3.883,3.273,2.974,3.836,4.477,4.003,4.042,3.335,2.970,3.193,4.901,3.375
TEM00535,low_institutional_support_context,4.684,4.812,5.120,4.782,2.481,3.990,1.873,2.744,3.085,4.313,4.952,2.513,3.261,3.115,2.483,4.525,3.492
TEM00536,low_institutional_support_context,4.388,3.767,4.701,3.911,2.774,3.739,3.980,2.929,3.421,4.505,4.578,3.283,4.451,2.542,3.198,4.794,3.149
TEM00537,low_institutional_support_context,4.001,5.512,5.439,4.358,2.111,4.457,1.394,3.496,3.400,3.372,4.596,3.462,3.353,2.781,2.198,5.181,4.015
TEM00538,low_institutional_support_context,5.265,4.717,6.533,5.308,2.311,3.438,1.775,2.661,2.272,4.581,4.872,3.116,4.650,2.881,2.315,4.607,4.244
TEM00539,low_institutional_support_context,4.670,3.180,5.914,5.018,3.399,3.229,3.856,2.911,3.251,4.605,3.276,4.123,5.571,1.190,2.974,3.643,4.729
TEM00540,low_institutional_support_context,3.669,4.773,4.971,5.872,4.003,4.022,3.871,3.399,2.975,4.305,3.512,4.369,5.118,1.919,3.941,3.405,4.864
TEM00541,high_reactivity_high_scaffold_context,5.716,5.092,2.715,3.731,4.494,3.972,3.883,4.499,3.421,4.415,4.186,2.609,4.551,3.844,4.174,4.948,3.183
TEM00542,high_reactivity_high_scaffold_context,5.334,4.179,2.848,4.153,3.026,2.594,5.425,4.208,4.668,4.748,5.066,3.902,4.755,2.413,4.642,3.721,3.927
TEM00543,high_reactivity_high_scaffold_context,5.826,4.946,3.109,4.852,4.288,1.322,4.545,4.530,3.093,5.791,4.374,3.151,4.580,2.536,4.208,3.731,4.792
TEM00544,high_reactivity_high_scaffold_context,6.006,3.741,2.343,3.921,5.447,3.119,5.091,3.553,3.232,5.286,3.911,2.324,5.776,2.928,4.605,4.168,3.543
TEM00545,high_reactivity_high_scaffold_context,5.168,5.438,2.562,4.399,5.436,4.290,4.377,4.840,3.148,4.753,4.566,2.858,5.488,3.301,4.542,4.686,4.007
TEM00546,high_reactivity_high_scaffold_context,6.645,4.748,3.521,3.200,5.306,1.899,4.706,4.454,3.838,5.274,4.860,3.740,4.038,3.858,4.838,4.489,3.726
TEM00547,high_reactivity_high_scaffold_context,6.030,4.594,3.181,3.673,4.310,3.647,5.338,3.803,3.231,4.078,4.396,2.732,5.041,3.026,4.503,4.583,3.465
TEM00548,high_reactivity_high_scaffold_context,5.217,5.596,4.652,4.456,4.214,2.046,3.176,4.913,5.082,5.466,4.632,3.854,4.885,3.439,4.323,4.271,4.310
TEM00549,high_reactivity_high_scaffold_context,6.657,4.572,1.764,4.467,3.824,3.489,4.348,3.420,5.107,5.172,4.851,1.988,4.758,3.006,4.315,4.981,3.980
TEM00550,high_reactivity_high_scaffold_context,5.914,5.177,1.861,3.397,3.426,4.219,5.133,3.456,3.174,3.901,5.996,1.989,3.718,3.564,4.217,5.937,3.281
TEM00551,high_reactivity_high_scaffold_context,6.019,4.839,3.808,3.340,5.435,3.216,5.226,3.608,2.994,4.489,5.214,3.510,4.949,3.631,4.515,4.763,3.548
TEM00552,high_reactivity_high_scaffold_context,5.814,4.316,4.067,3.040,4.537,1.544,4.271,4.316,3.504,4.107,3.464,3.764,4.349,3.653,4.285,4.545,3.746
TEM00553,high_reactivity_high_scaffold_context,5.059,3.996,3.462,4.443,3.475,2.488,3.058,4.273,4.226,4.889,2.995,2.511,4.508,2.398,3.772,3.862,4.339
TEM00554,high_reactivity_high_scaffold_context,5.728,4.227,2.961,3.830,4.253,3.250,5.547,5.242,5.410,5.268,3.928,3.028,5.130,3.019,5.065,4.898,4.273
TEM00555,high_reactivity_high_scaffold_context,5.250,4.462,2.595,3.808,3.058,2.895,4.487,5.122,4.810,4.394,4.879,2.961,4.176,3.338,4.307,4.151,4.122
TEM00556,high_reactivity_high_scaffold_context,5.068,3.409,2.531,3.023,5.609,2.991,4.980,4.244,2.793,4.731,3.133,3.607,4.725,3.088,4.541,4.027,3.566
TEM00557,high_reactivity_high_scaffold_context,5.782,3.947,3.495,3.439,4.760,3.062,5.589,3.444,3.678,4.809,3.717,3.741,5.482,3.124,4.347,4.488,4.004
TEM00558,high_reactivity_high_scaffold_context,6.094,3.769,2.242,5.158,5.024,3.359,4.331,2.831,4.013,5.185,4.120,2.324,5.384,2.458,4.172,4.615,4.430
TEM00559,high_reactivity_high_scaffold_context,5.132,6.117,3.457,3.449,3.875,4.347,4.726,5.992,5.581,4.944,4.637,3.122,4.067,3.981,5.134,5.255,4.080
TEM00560,high_reactivity_high_scaffold_context,4.078,6.092,3.971,1.313,4.559,3.869,4.409,5.236,5.144,3.662,5.143,4.555,2.953,4.241,4.857,5.898,3.226
TEM00561,high_reactivity_high_scaffold_context,5.037,6.982,2.983,3.061,4.883,3.126,5.396,3.853,4.291,4.719,5.324,2.437,3.596,4.217,4.614,4.800,3.366
TEM00562,high_reactivity_high_scaffold_context,3.582,6.235,2.896,3.403,3.628,2.661,5.413,4.272,3.890,5.017,3.730,3.726,3.424,3.597,4.613,5.025,3.952
TEM00563,high_reactivity_high_scaffold_context,4.698,7.000,2.679,2.850,4.112,3.146,4.172,3.622,3.760,3.691,5.750,3.548,3.241,4.127,3.989,5.449,3.294
TEM00564,high_reactivity_high_scaffold_context,4.518,5.996,2.745,3.855,2.741,2.146,4.683,3.702,4.395,4.695,4.314,3.364,4.298,3.169,3.910,4.742,3.752
TEM00565,high_reactivity_high_scaffold_context,4.494,5.599,3.049,3.861,4.152,3.493,5.008,4.765,5.892,5.385,4.676,2.289,4.385,3.415,4.575,5.109,3.530
TEM00566,high_reactivity_high_scaffold_context,5.260,5.665,2.956,2.955,4.210,3.142,5.020,3.901,4.151,5.013,4.856,3.137,4.219,3.319,4.356,5.317,3.940
TEM00567,high_reactivity_high_scaffold_context,4.487,5.392,4.172,2.765,4.757,3.117,4.718,3.521,4.507,3.699,4.282,3.889,4.160,3.655,3.974,5.094,3.587
TEM00568,high_reactivity_high_scaffold_context,4.061,6.186,4.363,1.901,4.825,3.604,5.150,4.398,5.192,3.551,5.029,3.564,2.629,4.042,4.976,5.143,3.278
TEM00569,high_reactivity_high_scaffold_context,6.159,5.162,3.968,3.376,3.860,2.822,3.903,4.063,2.831,4.291,4.392,2.922,3.608,3.848,3.746,4.833,3.645
TEM00570,high_reactivity_high_scaffold_context,3.859,6.119,3.755,3.805,4.563,5.398,5.063,5.456,2.518,3.528,3.931,4.303,4.305,3.834,4.429,5.779,3.764
TEM00571,high_reactivity_high_scaffold_context,4.074,5.789,3.801,4.322,4.661,4.428,4.377,5.094,2.858,4.932,4.672,3.991,5.057,3.159,4.355,4.605,3.799
TEM00572,high_reactivity_high_scaffold_context,4.762,5.661,3.292,1.882,4.666,2.790,3.635,5.054,4.060,4.041,3.999,2.610,3.955,3.592,4.587,4.916,3.260
TEM00573,high_reactivity_high_scaffold_context,4.910,4.552,2.431,2.857,4.053,3.478,3.554,3.201,4.675,3.435,4.135,2.358,4.294,3.162,3.940,5.000,3.237
TEM00574,high_reactivity_high_scaffold_context,4.977,5.561,2.569,3.361,5.925,3.920,2.832,5.321,5.200,4.240,3.601,3.695,4.217,3.236,4.736,5.017,3.218
TEM00575,high_reactivity_high_scaffold_context,5.447,5.466,2.948,2.793,5.310,3.286,4.294,4.825,4.553,5.099,4.270,3.033,3.469,3.948,4.529,5.033,3.466
TEM00576,high_reactivity_high_scaffold_context,4.563,5.596,3.222,2.873,3.082,3.780,4.373,3.836,3.176,3.196,5.258,3.603,2.768,3.732,3.545,5.173,3.396
TEM00577,high_reactivity_high_scaffold_context,2.471,2.754,5.689,4.363,4.446,2.894,3.700,3.385,3.649,5.112,2.345,4.673,4.835,0.976,4.250,2.667,5.049
TEM00578,high_reactivity_high_scaffold_context,2.996,3.052,6.782,4.835,4.908,2.300,3.576,4.639,4.797,5.090,2.142,5.911,4.841,0.359,4.577,2.360,5.138
TEM00579,high_reactivity_high_scaffold_context,2.616,2.354,6.757,3.196,3.932,3.382,3.804,5.544,4.629,4.002,1.695,5.013,3.854,1.475,4.393,3.194,4.077
TEM00580,high_reactivity_high_scaffold_context,3.006,3.760,4.963,2.701,4.071,3.071,4.508,5.435,4.458,4.611,2.814,4.914,3.715,1.902,4.347,3.586,4.416
TEM00581,high_reactivity_high_scaffold_context,2.758,2.781,6.202,4.661,5.244,3.912,3.966,4.790,2.248,4.504,2.486,5.156,4.525,1.115,4.632,2.697,5.042
TEM00582,high_reactivity_high_scaffold_context,1.924,3.230,6.509,4.746,5.726,3.181,3.788,4.401,3.544,5.383,1.834,5.336,5.117,1.014,4.294,2.576,5.100
TEM00583,high_reactivity_high_scaffold_context,2.661,3.530,4.820,3.696,5.170,1.761,4.029,4.772,5.111,4.725,2.321,5.223,4.952,1.045,4.974,2.892,5.117
TEM00584,high_reactivity_high_scaffold_context,2.510,3.407,7.000,4.217,4.175,5.002,5.395,4.365,4.145,4.846,2.148,5.586,5.361,1.645,4.350,3.905,4.738
TEM00585,high_reactivity_high_scaffold_context,2.987,3.540,6.296,4.180,3.921,2.651,4.452,4.755,5.030,4.836,2.740,5.593,3.880,1.442,4.507,2.511,4.910
TEM00586,high_reactivity_high_scaffold_context,1.791,2.742,5.111,3.655,4.590,4.376,5.064,5.412,3.368,5.079,2.102,5.000,3.974,1.419,4.404,2.755,4.107
TEM00587,high_reactivity_high_scaffold_context,3.117,2.373,7.000,3.867,6.040,4.503,3.105,2.297,4.970,4.583,2.858,5.219,4.686,1.295,4.401,3.105,4.397
TEM00588,high_reactivity_high_scaffold_context,1.782,1.845,6.395,3.779,4.529,4.969,4.366,4.247,4.520,4.029,1.402,5.040,5.217,1.211,4.634,2.753,4.682
TEM00589,high_reactivity_high_scaffold_context,3.132,2.302,5.437,4.617,4.354,1.695,4.278,4.876,4.489,5.123,2.277,4.836,5.231,0.798,4.441,2.147,5.326
TEM00590,high_reactivity_high_scaffold_context,1.910,4.203,6.225,4.137,5.560,1.948,4.722,3.558,4.958,5.599,1.011,5.538,4.830,1.278,4.426,2.670,5.154
TEM00591,high_reactivity_high_scaffold_context,1.323,2.635,6.404,3.819,5.330,3.494,4.736,4.857,3.758,5.162,2.276,5.501,4.726,0.117,4.297,1.968,4.795
TEM00592,high_reactivity_high_scaffold_context,2.169,2.533,5.846,4.004,4.940,1.000,4.342,5.326,4.275,5.415,1.000,5.080,5.740,0.200,5.120,1.190,5.277
TEM00593,high_reactivity_high_scaffold_context,1.528,3.279,5.043,3.447,4.877,1.000,2.976,4.507,3.361,4.612,1.000,5.237,4.817,1.079,4.384,2.405,4.169
TEM00594,high_reactivity_high_scaffold_context,3.020,2.456,7.000,3.555,4.788,3.369,5.352,5.134,3.903,5.180,1.694,6.043,5.086,1.427,5.133,3.457,4.756
TEM00595,high_reactivity_high_scaffold_context,4.765,2.370,4.288,6.691,4.758,1.906,3.043,4.913,4.975,6.299,1.990,4.226,6.072,0.804,4.713,1.824,5.923
TEM00596,high_reactivity_high_scaffold_context,3.966,2.569,4.137,6.100,4.691,3.889,4.996,4.058,4.669,5.598,2.502,4.370,6.498,1.064,4.508,2.392,5.138
TEM00597,high_reactivity_high_scaffold_context,3.111,2.445,5.004,5.512,5.276,2.582,4.432,5.460,3.016,5.039,1.689,5.015,6.264,0.909,4.654,1.667,5.474
TEM00598,high_reactivity_high_scaffold_context,3.405,3.089,3.828,4.422,3.643,3.358,4.491,3.861,3.705,4.506,2.459,4.231,5.306,2.200,3.566,3.385,4.297
TEM00599,high_reactivity_high_scaffold_context,1.869,3.384,4.453,6.544,5.918,3.462,3.052,4.878,3.827,6.269,2.232,3.331,6.132,0.644,4.676,1.654,5.270
TEM00600,high_reactivity_high_scaffold_context,2.748,2.364,3.840,5.882,5.176,4.061,4.442,3.375,3.630,4.844,2.493,3.704,5.221,0.588,4.452,2.372,4.802
TEM00601,high_reactivity_high_scaffold_context,3.152,1.423,3.756,6.427,5.293,3.193,4.769,4.152,4.693,5.781,1.735,4.190,7.000,0.091,4.809,1.375,5.891
TEM00602,high_reactivity_high_scaffold_context,3.383,2.771,4.107,6.539,5.127,2.922,4.227,4.428,5.040,6.042,2.533,4.367,6.303,0.697,4.920,1.770,5.902
TEM00603,high_reactivity_high_scaffold_context,4.053,4.127,3.893,6.361,4.331,5.625,4.586,2.534,3.567,5.492,3.939,3.478,5.151,1.892,4.109,4.042,4.708
TEM00604,high_reactivity_high_scaffold_context,3.771,3.353,3.732,5.062,4.862,2.956,4.573,4.182,3.123,5.411,3.120,3.301,5.236,1.329,4.485,2.762,4.967
TEM00605,high_reactivity_high_scaffold_context,1.584,3.113,2.927,7.000,3.718,4.248,4.342,4.096,3.276,5.710,1.708,4.112,5.634,0.204,3.825,2.435,5.123
TEM00606,high_reactivity_high_scaffold_context,1.871,2.379,2.806,5.395,4.440,3.785,3.594,5.266,3.872,4.971,1.409,3.467,4.881,0.583,4.354,1.833,4.696
TEM00607,high_reactivity_high_scaffold_context,3.464,2.970,4.001,5.441,4.159,3.248,4.817,4.766,5.522,5.298,3.045,4.405,5.655,1.202,4.585,2.440,5.332
TEM00608,high_reactivity_high_scaffold_context,4.248,4.133,5.024,5.286,4.735,5.392,4.006,5.436,3.349,5.265,3.471,4.510,4.591,2.244,4.200,4.328,4.633
TEM00609,high_reactivity_high_scaffold_context,4.247,2.875,4.102,5.356,4.863,2.714,5.163,3.243,4.768,5.908,3.305,3.746,5.897,1.893,4.748,3.306,4.624
TEM00610,high_reactivity_high_scaffold_context,2.896,3.409,4.625,6.989,5.012,3.606,4.142,4.169,3.980,5.546,2.324,4.320,6.855,0.632,4.278,3.058,5.470
TEM00611,high_reactivity_high_scaffold_context,3.849,2.369,4.312,7.000,5.952,3.171,5.282,5.487,3.294,6.598,1.760,5.292,6.585,0.532,5.061,1.988,5.997
TEM00612,high_reactivity_high_scaffold_context,2.601,2.792,4.228,5.984,3.648,3.281,3.823,2.039,4.974,5.203,2.408,3.811,5.458,0.846,3.681,2.545,4.928
TEM00613,high_reactivity_high_scaffold_context,3.097,2.522,2.998,5.065,6.550,1.643,4.183,3.921,2.892,5.374,2.042,4.590,5.082,1.171,4.895,2.090,4.404
TEM00614,high_reactivity_high_scaffold_context,3.043,4.151,3.932,5.538,4.988,2.955,3.255,4.149,4.674,5.853,2.839,4.152,5.554,1.917,4.299,3.206,4.996
TEM00615,high_reactivity_high_scaffold_context,3.223,3.703,3.292,4.243,4.531,3.306,4.994,4.455,2.840,4.487,3.070,3.320,5.016,1.712,4.469,2.983,4.452
TEM00616,high_reactivity_high_scaffold_context,4.113,3.515,4.060,5.607,5.021,2.958,4.036,4.338,4.367,5.850,2.629,3.809,5.178,1.706,4.727,2.949,5.272
TEM00617,high_reactivity_high_scaffold_context,5.177,3.589,2.827,4.584,4.681,2.665,4.350,4.046,4.432,5.429,3.482,3.597,4.700,2.149,4.560,3.110,3.986
TEM00618,high_reactivity_high_scaffold_context,3.585,3.608,5.269,3.926,4.022,2.700,4.942,5.168,3.201,4.431,3.084,4.165,4.134,1.915,4.340,2.990,4.549
TEM00619,high_reactivity_high_scaffold_context,3.595,4.702,5.013,3.720,3.742,4.364,3.727,5.438,5.038,3.643,3.980,4.763,4.655,2.801,4.461,4.257,3.871
TEM00620,high_reactivity_high_scaffold_context,3.801,3.788,3.604,4.225,4.860,2.623,4.053,3.843,4.208,5.400,2.670,3.593,5.246,1.475,4.464,3.582,4.828
TEM00621,high_reactivity_high_scaffold_context,4.328,3.927,4.541,4.241,4.642,3.562,3.439,4.417,4.419,4.785,3.220,3.640,6.221,2.261,4.143,4.144,4.386
TEM00622,high_reactivity_high_scaffold_context,4.692,5.262,4.849,2.464,4.861,3.501,4.164,4.000,2.238,3.912,3.839,3.973,3.423,3.565,4.421,5.224,3.977
TEM00623,high_reactivity_high_scaffold_context,3.006,4.269,3.073,3.327,4.742,3.673,3.775,3.773,4.465,4.739,3.053,3.777,4.124,2.309,3.978,4.090,3.802
TEM00624,high_reactivity_high_scaffold_context,5.285,2.843,4.118,3.275,4.501,2.965,4.072,4.257,2.085,4.462,3.680,3.031,4.186,2.419,4.000,3.497,3.836
TEM00625,high_reactivity_high_scaffold_context,3.787,3.808,4.534,3.682,4.698,3.726,3.428,3.434,5.239,5.069,3.601,3.644,5.066,2.374,3.996,3.884,3.917
TEM00626,high_reactivity_high_scaffold_context,4.938,4.677,4.061,4.870,4.027,1.871,4.007,4.455,2.780,4.670,4.008,3.353,4.325,2.168,3.756,3.961,4.401
TEM00627,high_reactivity_high_scaffold_context,5.310,3.122,4.936,3.376,4.974,3.120,5.084,4.334,4.184,4.182,3.340,3.463,4.331,2.876,4.714,4.185,4.282
TEM00628,high_reactivity_high_scaffold_context,2.846,4.203,4.193,3.875,5.086,3.266,5.570,2.118,3.993,4.386,2.746,3.277,4.692,2.304,4.477,3.600,4.747
TEM00629,high_reactivity_high_scaffold_context,2.571,3.735,4.904,3.196,5.396,3.437,2.955,3.200,5.179,4.718,3.485,4.329,4.544,2.149,4.372,3.148,3.333
TEM00630,high_reactivity_high_scaffold_context,4.548,4.284,4.872,4.424,4.417,3.151,3.247,4.114,4.433,4.790,3.672,3.831,4.526,1.979,4.575,3.703,4.793
TEM00631,high_reactivity_high_scaffold_context,5.707,3.967,5.983,4.992,2.828,4.211,3.148,3.980,4.091,4.462,4.958,3.748,3.566,2.797,3.422,4.230,4.358
TEM00632,high_reactivity_high_scaffold_context,4.593,4.701,5.216,5.373,4.216,3.507,4.305,3.580,4.296,5.444,3.612,4.406,4.781,2.471,4.329,3.897,5.045
TEM00633,high_reactivity_high_scaffold_context,4.118,4.785,6.330,4.371,3.544,5.268,3.626,4.602,3.858,4.589,3.921,5.417,3.604,2.826,3.920,4.613,3.714
TEM00634,high_reactivity_high_scaffold_context,3.475,4.320,5.024,5.576,4.184,3.604,4.885,4.994,4.579,6.271,2.538,4.988,5.898,1.252,4.603,3.882,4.565
TEM00635,high_reactivity_high_scaffold_context,3.216,4.618,5.324,5.151,3.765,3.121,4.870,4.119,3.744,5.235,3.239,5.104,4.852,1.694,4.394,3.446,5.035
TEM00636,high_reactivity_high_scaffold_context,2.946,4.686,5.488,4.334,5.426,2.996,4.089,3.926,5.814,4.604,3.355,4.398,5.571,2.060,4.444,3.509,4.892
TEM00637,high_reactivity_high_scaffold_context,4.544,3.801,4.847,5.566,5.276,2.945,3.978,2.532,2.319,4.519,2.692,3.801,5.775,1.583,3.757,2.991,4.798
TEM00638,high_reactivity_high_scaffold_context,3.710,4.485,5.898,3.430,4.028,3.515,4.252,4.180,3.986,5.039,3.402,4.358,3.428,2.442,4.150,3.935,4.025
TEM00639,high_reactivity_high_scaffold_context,3.388,4.536,5.809,5.573,4.667,2.885,4.415,4.225,5.342,6.158,2.428,5.011,5.398,2.199,4.892,3.520,5.243
TEM00640,high_reactivity_high_scaffold_context,3.584,4.057,4.567,4.701,3.988,2.909,5.695,6.256,4.186,5.510,2.583,4.741,4.684,2.101,4.795,3.272,4.673
TEM00641,high_reactivity_high_scaffold_context,3.770,4.465,5.702,4.959,2.903,3.918,5.518,3.724,3.333,4.357,3.532,4.471,4.311,2.064,3.693,3.511,4.783
TEM00642,high_reactivity_high_scaffold_context,5.260,4.344,4.929,4.112,3.840,3.387,2.705,5.381,3.206,5.244,3.885,3.485,4.190,3.071,3.511,4.345,4.309
TEM00643,high_reactivity_high_scaffold_context,4.729,3.271,4.573,5.068,5.339,2.627,4.909,3.639,3.437,5.728,2.984,4.469,5.838,1.902,4.531,3.074,5.194
TEM00644,high_reactivity_high_scaffold_context,4.047,5.961,5.696,5.018,4.038,4.155,5.371,5.662,4.222,5.398,4.026,4.961,4.818,2.722,4.834,4.703,4.775
TEM00645,high_reactivity_high_scaffold_context,5.469,3.876,5.753,5.243,3.386,4.206,4.488,5.006,4.452,4.934,3.674,3.648,5.537,2.068,4.510,3.757,4.747
TEM00646,high_reactivity_high_scaffold_context,2.749,5.668,5.945,4.824,4.577,2.404,4.372,5.439,3.043,5.219,3.653,5.138,4.942,1.997,4.538,3.695,4.849
TEM00647,high_reactivity_high_scaffold_context,4.176,5.145,5.641,4.482,5.491,2.685,4.874,5.519,4.993,5.564,3.426,5.987,5.551,2.397,4.925,3.882,5.360
TEM00648,high_reactivity_high_scaffold_context,2.519,4.503,5.301,6.059,4.003,2.596,4.323,4.777,3.671,6.139,2.609,5.130,6.033,1.572,4.238,2.309,5.536
